ensemble_member,policy,drying_time_h
0,anchor_18C,191.34448092983013
0,refined_2_A,153.49546347334177
0,refined_2_B,176.15567499700973
1,anchor_18C,187.88101579536078
1,refined_2_A,149.42610979148756
1,refined_2_B,169.70251986791374
2,anchor_18C,203.83544637455327
2,refined_2_A,162.4192716170163
2,refined_2_B,186.2733428220653
3,anchor_18C,197.62540735290705
3,refined_2_A,157.59933174695928
3,refined_2_B,178.6215539440452
4,anchor_18C,191.23846689214983
4,refined_2_A,152.18918859197555
4,refined_2_B,171.27103482780217
5,anchor_18C,202.7288146681163
5,refined_2_A,162.08292992907505
5,refined_2_B,184.09488726334212
6,anchor_18C,190.67270197315466
6,refined_2_A,156.0980346404941
6,refined_2_B,182.03425465457298
7,anchor_18C,429.57187556423685
7,refined_2_A,350.50073972371285
7,refined_2_B,500.3326902517425
8,anchor_18C,201.54462447246917
8,refined_2_A,161.83688729085418
8,refined_2_B,176.0453076003802
9,anchor_18C,153.37337343111733
9,refined_2_A,121.86834504195978
9,refined_2_B,125.42988684192764
10,anchor_18C,200.74318373721968
10,refined_2_A,159.27647084214564
10,refined_2_B,181.21198774140646
11,anchor_18C,191.88014936060534
11,refined_2_A,152.85710118282458
11,refined_2_B,173.56385989362704
12,anchor_18C,200.92146923328443
12,refined_2_A,159.2008887404251
12,refined_2_B,181.1883007717972
13,anchor_18C,185.85991505935348
13,refined_2_A,148.25786779737447
13,refined_2_B,168.0804510432115
14,anchor_18C,183.4841029861539
14,refined_2_A,146.82828049278515
14,refined_2_B,167.2095726436575
15,anchor_18C,197.34245675743517
15,refined_2_A,156.92138916124856
15,refined_2_B,179.16551131169743
16,anchor_18C,210.7938803103624
16,refined_2_A,166.58330689270343
16,refined_2_B,189.12418830363265
17,anchor_18C,184.13400735101553
17,refined_2_A,146.56598998323415
17,refined_2_B,166.3859225773175
18,anchor_18C,191.2313529395892
18,refined_2_A,152.9923993148348
18,refined_2_B,173.89149229299042
19,anchor_18C,212.41038547436546
19,refined_2_A,168.27783081019385
19,refined_2_B,192.5100046100495
20,anchor_18C,206.49719905737476
20,refined_2_A,164.16807637829896
20,refined_2_B,187.95575161672855
21,anchor_18C,201.87653395350844
21,refined_2_A,161.7243015312892
21,refined_2_B,185.23384770963736
22,anchor_18C,190.64187256852483
22,refined_2_A,151.98009959731363
22,refined_2_B,171.42550322083963
23,anchor_18C,187.0178556055647
23,refined_2_A,149.19244091221933
23,refined_2_B,170.2722756990228
24,anchor_18C,185.70576107805027
24,refined_2_A,148.79255820527337
24,refined_2_B,169.75363415387892
25,anchor_18C,192.5030152605377
25,refined_2_A,154.1660117747903
25,refined_2_B,175.61478462990738
26,anchor_18C,185.61075018138655
26,refined_2_A,149.01932962556924
26,refined_2_B,170.58734774935863
27,anchor_18C,188.79028241087215
27,refined_2_A,150.54377840623414
27,refined_2_B,169.67145244638064
28,anchor_18C,183.1316703736225
28,refined_2_A,146.34922094871698
28,refined_2_B,166.30272270939227
29,anchor_18C,193.08438495187553
29,refined_2_A,154.84810346174828
29,refined_2_B,177.84635647208557
30,anchor_18C,196.3516232747461
30,refined_2_A,160.74480488342192
30,refined_2_B,187.53160152591767
31,anchor_18C,197.06150502912735
31,refined_2_A,161.2740248096561
31,refined_2_B,188.08126367679793
32,anchor_18C,183.6658791048723
32,refined_2_A,147.06761877101323
32,refined_2_B,167.68563087018615
33,anchor_18C,193.76969342548918
33,refined_2_A,154.54397085497072
33,refined_2_B,177.03978098535885
34,anchor_18C,187.0415095713221
34,refined_2_A,149.00436941926782
34,refined_2_B,168.57721845007683
35,anchor_18C,194.43289344413287
35,refined_2_A,155.1402429923503
35,refined_2_B,175.58348584732914
36,anchor_18C,189.09253020570162
36,refined_2_A,150.19708617623718
36,refined_2_B,168.4922048786527
37,anchor_18C,202.21040072787278
37,refined_2_A,160.90628446698554
37,refined_2_B,184.37414392603932
38,anchor_18C,189.7717709162923
38,refined_2_A,150.80858073285629
38,refined_2_B,169.20471202392343
39,anchor_18C,193.53655915234617
39,refined_2_A,154.10878524786648
39,refined_2_B,173.6710113755443
40,anchor_18C,195.67190684822606
40,refined_2_A,156.38392325185183
40,refined_2_B,176.96389982986813
41,anchor_18C,198.1850007128149
41,refined_2_A,159.52178163456546
41,refined_2_B,184.91119243206123
42,anchor_18C,186.9410118810854
42,refined_2_A,149.66048251392124
42,refined_2_B,170.84012214276487
43,anchor_18C,187.15092160146196
43,refined_2_A,148.9642978709479
43,refined_2_B,169.26754780649554
44,anchor_18C,198.78018552512953
44,refined_2_A,158.24421645377976
44,refined_2_B,181.84658040658067
45,anchor_18C,180.89219999218713
45,refined_2_A,145.03002539695655
45,refined_2_B,165.2646900409742
46,anchor_18C,198.62299277579498
46,refined_2_A,157.83453617371137
46,refined_2_B,179.87629318382116
47,anchor_18C,196.43549670105693
47,refined_2_A,156.7645284517635
47,refined_2_B,177.76356249707058
48,anchor_18C,185.09862106860749
48,refined_2_A,147.97368741917535
48,refined_2_B,168.27214445834304
49,anchor_18C,194.89324443751855
49,refined_2_A,155.84482639923212
49,refined_2_B,177.1277262595316
50,anchor_18C,202.67150177407066
50,refined_2_A,161.0928097021694
50,refined_2_B,184.26226112080047
51,anchor_18C,203.43254257870052
51,refined_2_A,162.39833089973772
51,refined_2_B,184.82177392934685
52,anchor_18C,195.3475223693459
52,refined_2_A,156.28672511958064
52,refined_2_B,177.9420406393211
53,anchor_18C,190.99639758105803
53,refined_2_A,152.72181342729442
53,refined_2_B,173.38677353273752
54,anchor_18C,203.4180099082287
54,refined_2_A,163.08784575697243
54,refined_2_B,186.9352452986765
55,anchor_18C,187.07257352590116
55,refined_2_A,149.08004626299666
55,refined_2_B,169.7588363910639
56,anchor_18C,207.09334573915135
56,refined_2_A,164.33526601332827
56,refined_2_B,187.69648799801985
57,anchor_18C,203.46065585632272
57,refined_2_A,163.09530090953743
57,refined_2_B,186.06112503070898
58,anchor_18C,180.03406050442783
58,refined_2_A,143.3660800333881
58,refined_2_B,162.32733444842265
59,anchor_18C,196.88122120031213
59,refined_2_A,156.73198545144913
59,refined_2_B,179.62039514716503
60,anchor_18C,186.12658910205394
60,refined_2_A,148.53366776403118
60,refined_2_B,168.52095523065412
61,anchor_18C,195.34959121313938
61,refined_2_A,155.7880853490737
61,refined_2_B,176.50126846188962
62,anchor_18C,198.4231015942181
62,refined_2_A,158.01797369050811
62,refined_2_B,181.3116203189519
63,anchor_18C,200.88551546157692
63,refined_2_A,160.0678613941347
63,refined_2_B,183.82356576636747
