analysis,parameter,theta,std_approx,approx_95_multiplier,fim_diag,active_bound,classification
integrated_current_plus_campaign,mu0,0.068971078458909,0.010152401952461932,1.0200980068494583,64820.25406390891,False,well_estimated
integrated_current_plus_campaign,qN,0.0157715073519212,0.012064302250798613,1.0239278164776011,54872.3014726257,False,well_estimated
integrated_current_plus_campaign,betaG0,1.1863356150322233,0.021897253066437975,1.0438529384767368,80792.98042700157,False,well_estimated
integrated_current_plus_campaign,betaF0,0.3145095249972587,0.08736837799383274,1.1867779392941773,6091.400012706687,False,well_estimated
integrated_current_plus_campaign,qEG,1.112513547222978,0.016972948381891097,1.0338265121913026,94489.26224263432,False,well_estimated
integrated_current_plus_campaign,qEF,1.2780096374399066,0.03806041778491306,1.077451379839,43030.456384371624,False,well_estimated
integrated_current_plus_campaign,iG,0.0139707730113223,0.0895615106439186,1.191890331770198,4324.497880606679,False,well_estimated
integrated_current_plus_campaign,iE,0.0156601222376879,0.0359505561456177,1.0730049641353023,18572.363568801164,False,well_estimated
integrated_current_plus_campaign,Kd0,0.0006560949140746,0.023780017766564708,1.0477121004241203,2558.734081977299,False,well_estimated
integrated_current_plus_campaign,gammaG0,0.0703098676476582,0.0531863652860125,1.1098726466127022,26465.940656612,False,well_estimated
integrated_current_plus_campaign,gammaF0,0.0033944444477093,1.140220562359768,9.344914599403376,56.101985017086854,False,weak_but_actionable
integrated_current_plus_campaign,kPyrS_N,1.1500821044465468,0.04836755719485537,1.0994393984277786,1889.056108397153,False,well_estimated
integrated_current_plus_campaign,kPyrS_stat,0.0125647446184551,3.144891478208203,475.31954172816813,7.180900864583061,False,weak_or_confounded
integrated_current_plus_campaign,kPyrO2,0.1686228875540962,0.29638760885323423,1.7876818297547867,1992.118599009695,False,well_estimated
integrated_current_plus_campaign,kPyrDrain,0.0023971002104149,0.09684567173404215,1.2090289498105746,3750.827628677372,False,well_estimated
integrated_current_plus_campaign,kAldPyr,0.0072539497964354,0.19708774121220127,1.4715142501993772,3613.5397785000087,False,well_estimated
integrated_current_plus_campaign,kAldS_N,3.004250530097617,0.038128442695904846,1.0775950447431781,1563.923670984513,False,well_estimated
integrated_current_plus_campaign,kAldS_stat,0.6748758627816174,0.09064963067129732,1.1944350070307965,3297.855082596997,False,well_estimated
integrated_current_plus_campaign,kAldO2,1.9999632849369784,0.12448626850040401,1.2763355062081183,11456.71573887227,True,weak_or_confounded
integrated_current_plus_campaign,kAldRed,1.0358613504688556e-05,20.15913267907833,1.0576541811633429e+17,0.07281304385963593,False,weak_or_confounded
integrated_current_plus_campaign,kAcAld,0.0166794269988027,0.02982483906916503,1.0601990617276504,122631.22239036148,False,well_estimated
integrated_current_plus_campaign,kAcStress,0.0026158743573781,0.05883438001482933,1.12222731523517,6467.7410224661035,False,well_estimated
integrated_current_plus_campaign,kAcAssim,1.0596409360967886e-06,245.3292582338451,1.0576541811633429e+17,5.210319827924815e-07,False,weak_or_confounded
integrated_current_plus_campaign,k_EA_growth,0.1118505202294711,0.03610943627715687,1.0733391553399116,3658.3425894019088,False,well_estimated
integrated_current_plus_campaign,k_EA_stationary,0.0172717487568539,0.09284354713895888,1.199582227457426,963.5767915329652,False,well_estimated
integrated_current_plus_campaign,k_IAA_growth,0.0495502204813147,0.07090813245448066,1.1491010483581126,703.8476163919893,False,well_estimated
integrated_current_plus_campaign,k_IAA_stationary,0.0401411153006617,0.03496895540170507,1.0709425543020483,2743.249201385313,False,well_estimated
integrated_current_plus_campaign,k_EO_growth,0.0008738567050042,0.05108008542740028,1.1053001946465877,1519.495636837223,False,well_estimated
integrated_current_plus_campaign,k_EO_stationary,0.0001313717719643,0.056182067325615495,1.1164085173586467,1123.4128038259958,False,well_estimated
integrated_current_plus_campaign,alpha_EA_loss,0.2,0.05282716371803442,1.1090915323408466,905.0541962155993,True,weak_or_confounded
integrated_current_plus_campaign,alpha_IAA_loss,0.8329099613263082,0.036125719125516334,1.0733734108431914,995.2843366652342,False,well_estimated
integrated_current_plus_campaign,alpha_EO_loss,2.6571471264954103,0.037659010028477415,1.0766040184289452,962.3228758929736,False,well_estimated
integrated_current_plus_campaign,k_EA_XE,1.0631056194102648e-05,245.80860566665842,1.0576541811633429e+17,0.00026302195723004485,False,weak_or_confounded
integrated_current_plus_campaign,k_EA_XE_Nlim,0.0170876563960756,0.17869386093588777,1.4194081194533719,596.9634136313293,False,well_estimated
integrated_current_plus_campaign,qgas_threshold_fraction,0.8999999999993697,0.016618320363230986,1.0331081791250272,10368.377301424413,True,weak_or_confounded
