,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrS_stat,kPyrO2,kPyrDrain,kAldPyr,kAldS_N,kAldS_stat,kAldO2,kAldRed,kAcAld,kAcStress,kAcAssim,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim,qgas_threshold_fraction
mu0,6078.552381079843,-5937.841856039778,1225.7887653565733,375.56044862094416,2813.3861703336893,2156.2822323348046,-1013.8853398652503,-3218.7594216423668,385.50373975579913,298.8281456940014,11.66360092344993,52.5135596680175,0.8196648768795672,7.081361764048925,30.674682016897307,366.49843588313854,211.1603049702079,367.68395515294003,695.2341490408443,-1.3652018707401603,55.59304062171782,1221.8691164747293,-0.011058672689607243,408.5709616595623,186.29088852324324,152.33668893259124,340.1775066960481,80.53314345291017,24.73485723604595,284.5067185112001,455.20574843439294,110.79584506128296,0.0638687947328274,88.75542146588758,-1552.817223950237
qN,-5937.841856039778,6137.115280064166,-859.1574798879022,-293.5212318230805,-3120.293021690305,-2289.3934862935894,1041.4807521051305,3157.5283454190844,-351.2780850495184,-224.1077708248969,-8.64973575603334,-173.08345004720448,-8.390249338346083,-131.4205135285056,122.44561905148684,-501.86184911659444,-317.1746359502259,-516.7153509651229,-970.642081448005,1.832081057767645,757.132118979867,-1297.0176791408205,0.011433166815482216,-517.4290400208947,-233.03798614767828,-142.43703530420692,-328.66660130827364,-161.26959445658136,-97.91671082494523,-320.9851555154062,-446.05594212547464,-116.65335440803145,-0.07915573347471422,-109.71686603181256,1617.1025413922546
betaG0,1225.7887653565733,-859.1574798879022,5136.037307920318,1250.9466698798274,-3605.6730277820093,-1419.5579235413425,84.49590922594979,-468.1336495875766,902.8199382680151,-405.8764044829729,-17.190408752776793,-20.600828370476336,-0.19843394716054324,-1.3326767672856978,-12.71694151228524,-53.8938028032575,-60.57283541606686,-69.25034310763685,-122.25811892411426,0.16420918629999132,261.57464997499824,-105.91809228499886,0.0005744068405606884,-108.65643041745066,-49.5710416298395,-63.279557160294424,-140.22051011459845,-53.24856845592282,-29.236295285605543,-64.56144362061248,-183.60798975469248,-43.33656789626392,-0.01686416807658031,-23.422993824857024,427.9394923557569
betaF0,375.56044862094416,-293.5212318230805,1250.9466698798274,325.13524654286124,-856.0283216861521,-379.6436901353529,26.434227892269703,-166.3101245567019,260.29670598262913,-35.49016892981225,-1.4967942035360302,-2.6319153720368407,0.07636230925139371,1.8663990183718622,-6.2579742327149015,-16.812585378103417,-11.347345606875828,-17.49609847374228,-32.35803139953486,0.06350663783243644,64.36771468137121,-29.85061115512852,0.00016537991933780394,-22.37069612705316,-10.057850483126128,-12.667788922239167,-28.770919559185433,-9.674706273997975,-4.282510447770868,-15.366471251088624,-38.70125501381614,-10.995966535090705,-0.0034408473311440223,-4.771549206160804,103.98005865071526
qEG,2813.3861703336893,-3120.293021690305,-3605.6730277820093,-856.0283216861521,9144.407993398612,2916.892893615441,-791.3551141576556,-2382.045470282349,-648.6231690303363,-2153.923892120992,-102.39269820076356,79.52577269934599,2.8929565861545905,47.04491607795257,-43.84080887556364,55.77469373523212,176.2000692027217,129.32569699924215,209.58065301868447,0.008973703349171011,-183.49196697382115,306.33537363053716,-0.002501541239029414,528.891377502834,234.4581305295078,205.50136353337865,435.972070324092,155.0352336328917,73.78647187748847,337.100489142856,569.4683040790045,150.4751719562045,0.07974322813350694,110.31792316127003,-1876.2622841954706
qEF,2156.2822323348046,-2289.3934862935894,-1419.5579235413425,-379.6436901353529,2916.892893615441,3085.1445658918847,-1090.5516226783438,-1742.893329882283,-167.50529297672898,-168.43279169171294,-8.062479491168217,41.1859876147641,1.0212285643162842,17.581503264429227,-16.11474478572113,-32.91399375934086,111.90246833129846,35.23731737637592,33.752643300855894,0.3249012920955839,225.49325677297935,202.6281138971864,-0.0016983197468650787,299.2584006307572,133.47071590085767,119.99179175604873,253.2946295031366,98.69838977208806,54.51123431865537,180.27830059326914,327.22682984210235,76.65134810287587,0.04529110382895519,62.69976213230325,-1005.2662278214535
iG,-1013.8853398652503,1041.4807521051305,84.49590922594979,26.434227892269703,-791.3551141576556,-1090.5516226783438,434.2498059613888,756.0220671920612,-28.050934930800132,21.948056333549477,1.058754664622141,-22.61837269262715,-0.877629539652626,-14.932558566386076,17.425638406942095,5.981370935938518,-48.30481612671402,-19.2428248048553,-24.791976026004654,-0.09789183721401812,-44.98099156762797,-73.92455103653795,0.0006639441343715401,-117.630168549705,-51.66141079671573,-43.58587932404466,-86.93512663473282,-39.156183993588044,-22.746556209860948,-65.33557849964025,-109.2147938460487,-26.217739214197355,-0.01741133813935752,-24.03711384715805,348.78668533896894
iE,-3218.7594216423668,3157.5283454190844,-468.1336495875766,-166.3101245567019,-2382.045470282349,-1742.893329882283,756.0220671920612,2381.0515489122176,-213.67578963304211,-252.07242383055106,-10.190890090786768,-15.519381274164624,-0.1379020305832465,-3.6289441487630203,5.556014927464679,62.865650277606136,-59.833825022380985,6.529682106927215,40.085033588469194,-0.40754077535692956,-339.8305417399198,-118.07840747637361,0.0011034013740027079,-302.0279894288716,-137.17659003307398,-116.38418347379213,-263.2568730192042,-69.01664696242615,-25.863811923352046,-214.82090106891363,-353.9365243874617,-85.49617157154087,-0.047120792705736415,-65.45845857901529,1191.5687441028836
Kd0,385.50373975579913,-351.2780850495184,902.8199382680151,260.29670598262913,-648.6231690303363,-167.50529297672898,-28.050934930800132,-213.67578963304211,367.58578274813766,-5.618761125433247,-0.2704877746411785,-3.8913343806501555,0.006572673387470779,1.1784940919840707,-7.412394271451754,-45.802413053094085,-19.69491441177052,-42.186968296533976,-81.10902590363705,0.184963143437154,69.6772396630033,-119.00273790959596,0.0008214779358815367,6.4017859848957155,2.9485569997942602,2.584942721477361,6.2635388063808985,0.5965674520596527,-0.5316801379980076,5.427569830342228,8.687973088901835,2.4332805282394268,0.0010291289667284044,1.434119052196019,-30.975192696942635
gammaG0,298.8281456940014,-224.1077708248969,-405.8764044829729,-35.49016892981225,-2153.923892120992,-168.43279169171294,21.948056333549477,-252.07242383055106,-5.618761125433247,3042.894377236486,138.42906961093888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
