,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrS_stat,kPyrO2,kPyrDrain,kAldPyr,kAldS_N,kAldS_stat,kAldO2,kAldRed,kAcAld,kAcStress,kAcAssim,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim,qgas_threshold_fraction
mu0,4255.818230265353,-4210.403536353583,600.8789716571731,276.6563295663689,1951.7218177483162,2101.9783962994707,-823.2609602420009,-1956.0397435468733,17.74171406867967,353.15837618996756,15.720767452815007,12.464569079326147,-0.9679407518906089,-21.622852262263507,33.30846186538881,84.25587343180096,107.85920247755679,156.1770403030409,227.2469765574984,-0.22284939647559676,1100.6024768313314,848.3092538250111,-0.0034192261368865837,366.8473479373791,251.9649994824937,47.71978400693948,93.11811560353155,73.28745672941906,37.82090867645519,258.06223799494524,89.15623898372783,99.92488650340697,0.06683926231081297,99.221715453088,-620.5511905413246
qN,-4210.403536353583,4453.141782097935,-357.59378208823773,-221.445241725738,-2226.8379785823504,-2253.649695862121,863.5720954110775,1946.751020309077,-0.7802952251179534,-302.32379333883443,-13.49857881402659,-87.88817096848952,-5.634035863549592,-72.42560783561011,65.6241333130323,-167.435421168414,-181.022041611931,-289.55640663996735,-440.83312694623737,0.4596958231773943,-469.90638346849903,-895.7534619076424,0.003499777961995688,-502.81678999553446,-347.04935007390964,-42.554596133432824,-85.06643332036779,-129.37775885395413,-101.51487126311346,-316.65716815980994,-84.36263029474566,-119.67500176666488,-0.09173352770739768,-136.17203398069034,720.8837879507903
betaG0,600.8789716571731,-357.59378208823773,4636.4982708169555,1238.3651112094794,-2489.770241187078,-1029.715687762097,-60.287766442074975,-697.067658856985,620.9711523075591,-582.7800497971136,-27.126802002252635,-9.325338204603408,0.2736936608991161,7.71574831304763,-13.529581269799,-14.665308240519792,-46.03907417371667,-59.25931428410503,-58.71836693020542,0.004182471829066899,-63.778180103243066,-142.86705003745124,0.00038399361117732816,-13.119948665797917,-17.849803511884076,-11.30936240277457,-17.59808217654211,-30.16425776084222,-32.210463422743636,20.09132306497726,-2.5298293913434997,-13.998850703057235,-0.004924506158442228,-7.607355194044946,-60.91549300893625
betaF0,276.6563295663689,-221.445241725738,1238.3651112094794,364.9788672222022,-520.7841688180646,-348.13511662295826,-5.477841560200201,-289.05498707450914,194.86367207080968,-62.56012664795108,-2.946329705657887,-0.07970290149708026,0.3055531845756336,5.49032338202173,-7.378717029835848,-0.45737229611166974,-9.437105222870203,-10.079306414105073,-6.439311195495904,-0.007901446532622735,-56.80956232110236,-42.63606439794538,0.00011429009932892383,18.598303752009716,10.262412284875449,-0.7122114524094744,-0.20970641339461327,-2.624390853626015,-5.227762439678845,22.74465977413273,3.0928381749157707,3.0159350592181773,0.0026806712259575603,3.8964988419662188,-57.09596562594251
qEG,1951.7218177483162,-2226.8379785823504,-2489.770241187078,-520.7841688180646,6132.377539196598,1810.0942469729569,-419.2556021947043,-1030.788759642797,-337.69665459103106,-1838.2175756069607,-89.11650292296633,48.7649842040489,2.8104970808288425,37.33857106901413,-34.7248281107764,37.42081946397599,114.59332864763597,138.27968392699276,146.97201368781913,-0.013718669448077668,-120.03655958125485,195.7220317275812,-0.0007081942368100814,372.6019414718998,254.2229839939833,63.39996738068163,115.0062360740806,113.82002702442526,85.28520303631012,228.65223044736854,92.25658953521278,111.33469898225907,0.06700025605362077,99.34540709052523,-545.4164262970439
qEF,2101.9783962994707,-2253.649695862121,-1029.715687762097,-348.13511662295826,1810.0942469729569,3741.6495344948817,-1159.0753602001337,-1335.8783016064992,-86.31162084746124,-144.64417145971734,-7.04857800034692,30.363746681306903,1.2463486544365774,16.73245616735227,-14.936363236988537,-20.078200921405085,85.73135870078636,59.74860148626485,7.048613360183765,0.1623257281585768,205.36505732069446,129.21264124370927,-0.0004928294597605796,305.95235517706067,213.17339725196237,47.90476822731521,86.11353982692185,87.65257846672944,61.43821783648389,186.8048037795854,65.51285838188157,88.75933501218988,0.05645654548845989,83.88759418091223,-438.7346782518659
iG,-823.2609602420009,863.5720954110775,-60.287766442074975,-5.477841560200201,-419.2556021947043,-1159.0753602001337,403.86440442621733,550.426109850574,-31.803132414921038,20.704564782607886,1.0266555088180116,-14.502987302213464,-0.8956556755556099,-12.786928481916988,13.057373667974861,0.07126391269973897,-31.45011724377465,-25.875830977545174,-16.637927743833302,-0.030208147449612584,-9.21782221361348,-35.439544675144106,0.00015383126561747251,-117.11424004070453,-80.23194662131597,-18.80682979071077,-33.25304705049464,-31.842940410443155,-22.27144821128994,-71.58688221626201,-24.574818718730782,-31.782920241479953,-0.021164232150566172,-31.39413608603388,167.19384956247848
iE,-1956.0397435468733,1946.751020309077,-697.067658856985,-289.05498707450914,-1030.788759642797,-1335.8783016064992,550.426109850574,1446.208570118091,-192.38667737315174,-299.0639741682898,-13.665936951187996,-9.889931235297103,-0.4295128441088729,-6.747059796865479,7.420568824970689,19.437082469059867,-30.894256301695908,-18.339057638678295,16.8354053808469,-0.11683555292848061,-70.6266874174423,-12.909718182947856,0.00010879149115298446,-218.3051951558508,-147.99799160533905,-26.498402769613413,-53.75833010383167,-49.31024167621527,-27.86039436120211,-161.93328152620438,-55.662308738014815,-64.54729556781294,-0.039244714675347236,-58.19661176172936,397.1847626196342
Kd0,17.74171406867967,-0.7802952251179534,620.9711523075591,194.86367207080968,-337.69665459103106,-86.31162084746124,-31.803132414921038,-192.38667737315174,236.68454616409053,-14.868876291012343,-0.7308926120165167,-0.03400999525488535,0.2571535537287468,5.106039577817809,-7.257663669894068,-14.896040857297319,-10.952409161998448,-23.153773876356453,-37.01212516539066,0.04494013244479349,-59.56031587637248,-91.83885117694211,0.000273694581269816,10.836166303302065,6.79758841483789,0.8850433678417922,2.1425798195837795,1.7841539521057863,-0.3286756255389568,10.231862430961407,3.0144942865091893,4.508328266690594,0.0017941593035644976,2.6423212491740053,-26.50019975147663
gammaG0,353.15837618996756,-302.32379333883443,-582.7800497971136,-62.56012664795108,-1838.2175756069607,-144.64417145971734,20.704564782607886,-299.0639741682898,-14.868876291012343,2988.2491621742624,141.40471525467908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gammaF0,15.720767452815007,-13.49857881402659,-27.126802002252635,-2.946329705657887,-89.11650292296633,-7.04857800034692,1.0266555088180116,-13.665936951187996,-0.7308926120165167,141.40471525467908,6.730441759746168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrS_N,12.464569079326147,-87.88817096848952,-9.325338204603408,-0.07970290149708026,48.7649842040489,30.363746681306903,-14.502987302213464,-9.889931235297103,-0.03400999525488535,0.0,0.0,84.23999480563042,7.554795333709203,108.18247954121634,-114.58058183573092,47.220069483762444,17.189175004457823,61.42715187621504,111.26849204463011,-0.15188819997932074,-308.86036858310206,27.407669917349622,-9.259140335898301e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrS_stat,-0.9679407518906089,-5.634035863549592,0.2736936608991161,0.3055531845756336,2.8104970808288425,1.2463486544365774,-0.8956556755556099,-0.4295128441088729,0.2571535537287468,0.0,0.0,7.554795333709203,0.93593441751223,13.90821221245482,-15.532669968441729,4.982107991444281,1.0634455619719771,5.690555242537473,11.21359548150262,-0.017002237047959598,-32.66628425702542,1.8459100141482,-5.825633059180677e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrO2,-21.622852262263507,-72.42560783561011,7.71574831304763,5.49032338202173,37.33857106901413,16.73245616735227,-12.786928481916988,-6.747059796865479,5.106039577817809,0.0,0.0,108.18247954121634,13.90821221245482,209.76975496529954,-237.55304271218122,69.18159748742924,14.229118018810407,77.49464587364069,154.53726139762776,-0.23851724225303184,-452.9620410548039,23.78238320591081,-7.502772564101772e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrDrain,33.30846186538881,65.6241333130323,-13.529581269799,-7.378717029835848,-34.7248281107764,-14.936363236988537,13.057373667974861,7.420568824970689,-7.257663669894068,0.0,0.0,-114.58058183573092,-15.532669968441729,-237.55304271218122,272.91060056785824,-71.96847071963983,-13.43333817589103,-78.43669288129138,-159.15903062920978,0.25130926932994063,470.6355963964396,-22.031064511012044,6.865508657090845e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldPyr,84.25587343180096,-167.435421168414,-14.665308240519792,-0.45737229611166974,37.42081946397599,-20.078200921405085,0.07126391269973897,19.437082469059867,-14.896040857297319,0.0,0.0,47.220069483762444,4.982107991444281,69.18159748742924,-71.96847071963983,240.08254096394336,79.18380536475064,300.89347373607313,558.0623584062619,-0.7868845073039434,-1568.9015159529135,125.30908047169811,-0.0004213461330948239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldS_N,107.85920247755679,-181.022041611931,-46.03907417371667,-9.437105222870203,114.59332864763597,85.73135870078636,-31.45011724377465,-30.894256301695908,-10.952409161998448,0.0,0.0,17.189175004457823,1.0634455619719771,14.229118018810407,-13.43333817589103,79.18380536475064,103.53640909204499,143.59427236708072,215.61237552011656,-0.2042949483020673,-477.66136443462,117.91664535076411,-0.00047707167103431213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldS_stat,156.1770403030409,-289.55640663996735,-59.25931428410503,-10.079306414105073,138.27968392699276,59.74860148626485,-25.875830977545174,-18.339057638678295,-23.153773876356453,0.0,0.0,61.42715187621504,5.690555242537473,77.49464587364069,-78.43669288129138,300.89347373607313,143.59427236708072,435.1555008883176,739.465275879709,-0.9092738252193083,-1965.6956560129365,233.25181551022092,-0.0008008282787638176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
