,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrS_stat,kPyrO2,kPyrDrain,kAldPyr,kAldS_N,kAldS_stat,kAldO2,kAldRed,kAcAld,kAcStress,kAcAssim,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim,qgas_threshold_fraction
mu0,7661135.72032898,-22427151.1216352,47125.451438529184,65887.6151001243,112372.5743762593,116961.7168505997,-4434229.0974714635,-11082797.9743232,-13388545.393963518,345230.5615115025,284273.00499595236,-1599.038202397414,-12765.624910987191,-18120.237173229314,2424653.8623704957,959306.8663674633,-272.48160216339005,2538.9723669572095,3020.798512693941,-4323153.634976002,-1036866.8251983924,0.0,0.0,275990.3060733481,666253.0932714306,126625.07361817361,305582.9195125851,3539574.2887551286,5892838.508192403,86968.40036742021,5189.343536002152,1492.7379451279332,594313.7918897215,522465.436234234,-50828.49319614573
qN,-22427151.1216352,103730606.73854373,-15826.421846936995,-114077.22532009614,-550695.8268793161,-481606.11586141615,17003232.39184274,39426765.857633665,61803551.99016216,-913842.6045311027,-773523.5324667353,-55606.0378696606,-173398.64811390612,-234541.93869390216,19918125.67671992,-11401938.506769879,-10998.712060744772,-72146.125490667,-56312.90253209272,38891872.65443958,22389555.532975476,0.0,0.0,-1823619.7040104093,-4927509.1593426475,-486874.5400125336,-1294576.3241096481,-46621016.71282332,-145377578.6020146,-431491.0095121684,-20703.2130396739,-6617.218565823323,-4465365.152619668,-3985912.370188678,249672.2963285973
betaG0,47125.451438529184,-15826.421846936995,34851.45226147636,35831.62557109614,-30821.885158150402,-9877.644812319133,34211.471526567635,-188218.9410190538,609159.8729749841,-17624.61623669963,-15632.210915071406,-145.49823982049077,-360.8792609892735,-493.5066567047198,36208.019774373905,-13125.016204274267,-51.22744572494267,-168.24072555409927,-101.90361824534249,28291.924204046616,44670.21396240371,0.0,0.0,-2076.885140736226,-7370.924923323073,-3773.45995348884,-10856.125781516474,-171456.17247373075,-552465.2542777739,519.4830164711026,-52.87658251037458,-15.07935737356473,-6877.708407966771,-6284.498960675018,-471.40622482718805
betaF0,65887.6151001243,-114077.22532009614,35831.62557109614,38390.06256219139,-30941.105514324416,-10795.094897533018,42529.06174319169,-258262.55916800667,640374.5741247379,-6337.2215010005775,-5605.619769060599,-85.20183763900064,-196.74819986747076,-267.5900415021615,15884.19702057684,-12503.15627081958,-32.83064956393795,-133.64014170770417,-80.68202609093939,38102.91276415751,34918.0737895848,0.0,0.0,1055.745646689781,-1353.6980536857077,-1973.2751958962067,-6780.910143785754,-78183.3014709367,-333577.9551691075,1760.0510873394735,108.5605469690317,25.29409932110683,-2064.4868526341306,-2323.3503676641217,-470.1158924398993
qEG,112372.5743762593,-550695.8268793161,-30821.885158150402,-30941.105514324416,41286.90480475801,11746.533420683572,-134558.0577070101,-200022.88748986778,-474903.4266255651,-70373.20514139095,-69744.0857650086,436.9749156508324,1170.5136313816727,1617.612830171259,-139030.08118950482,20593.39919731268,142.2264949294231,348.16408810792734,210.90056311667774,-10981.404262765494,-93954.27052268965,0.0,0.0,16000.413498019501,37710.69440554783,8862.587084474313,22199.96073485695,466997.3627798482,1293499.6119435532,4616.780030209878,280.3119829693082,97.16908769715714,30143.49608238148,25995.87595538188,-2543.286561066807
qEF,116961.7168505997,-481606.11586141615,-9877.644812319133,-10795.094897533018,11746.533420683572,10716.438251318667,-258485.42113017515,-296947.84687486396,-129079.62151635067,-4289.988482780765,-4318.292183525039,243.84111207878246,573.3441202676989,809.6494810174341,-66515.94336554292,-4612.157437004336,91.25990626072797,139.22527977579486,65.5826919855474,67360.6182564012,-32730.97680361211,0.0,0.0,7754.58640854153,20574.519221671533,5954.129281356737,15858.963783939631,291315.3264204667,920242.4715646569,1117.3463822291112,104.08040688839233,24.150065491086494,17048.47540416515,15011.11134062417,-802.7268079010727
iG,-4434229.0974714635,17003232.39184274,34211.471526567635,42529.06174319169,-134558.0577070101,-258485.42113017515,8214116.8928308925,11565224.303106707,-804986.834924968,46815.632459132605,47100.5455568696,-10044.168963925746,-26221.6603969123,-36678.99182300638,3245903.947701863,-70382.0429342004,-3286.443132490073,-5499.139742804571,-3126.228970018836,-1410612.0290821078,1462936.3785673708,0.0,0.0,-311391.28179919213,-774965.0286639531,-191814.6324664272,-471709.31138576154,-10504650.81286515,-31861277.4970415,-59937.529523648765,-4455.77965625108,-1149.7175202863386,-640804.3957793859,-559265.6909578489,38213.78493291667
iE,-11082797.9743232,39426765.857633665,-188218.9410190538,-258262.55916800667,-200022.88748986778,-296947.84687486396,11565224.303106707,29889523.313005734,-7906161.797344974,-884483.0361629059,-767462.1935013599,-9089.760370251573,-17478.372967034982,-25220.82239154858,1940766.5432196404,1059377.0132127025,-3878.978726111176,-2723.4270699367603,67.96330106134171,-6882323.439029036,303739.1787827882,0.0,0.0,-622033.6053094744,-1369705.8586696573,-341960.4496523552,-890074.2419746965,-15099538.776631992,-39165446.44183344,-221346.06012330504,-15866.61962235382,-4508.62038696342,-1050337.7437735237,-888976.3698335114,124543.05703492177
Kd0,-13388545.393963518,61803551.99016216,609159.8729749841,640374.5741247379,-474903.4266255651,-129079.62151635067,-804986.834924968,-7906161.797344974,470656158.15952075,-276404.7384771548,-261525.67906847983,-2680.4466935420446,3570.3736910637936,13684.321208256353,-5910521.271374228,-10886491.79821754,-2661.5796346277816,-53976.9494306983,-41558.99898449744,48728886.034056686,16663658.88256212,0.0,0.0,-202558.971263047,-1504500.8099792635,-26604.561253397336,-106483.52143997462,-1606083.8512746918,-6592456.573279993,77100.42883830547,-1373.909354260932,-38.437787614823726,-2293829.569617373,-2234371.886653136,-58871.455540649134
gammaG0,345230.5615115025,-913842.6045311027,-17624.61623669963,-6337.2215010005775,-70373.20514139095,-4289.988482780765,46815.632459132605,-884483.0361629059,-276404.7384771548,1762411.5365996885,1664106.4139030713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gammaF0,284273.00499595236,-773523.5324667353,-15632.210915071406,-5605.619769060599,-69744.0857650086,-4318.292183525039,47100.5455568696,-767462.1935013599,-261525.67906847983,1664106.4139030713,1594714.3458633486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrS_N,-1599.038202397414,-55606.0378696606,-145.49823982049077,-85.20183763900064,436.9749156508324,243.84111207878246,-10044.168963925746,-9089.760370251573,-2680.4466935420446,0.0,0.0,807.7956981938363,2703.4538512169643,3724.7749294918563,-358590.4386885839,56754.826388090056,37.243799112736696,381.30128986672344,285.93974249904585,-192103.52108716744,-115447.40987434697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrS_stat,-12765.624910987191,-173398.64811390612,-360.8792609892735,-196.74819986747076,1170.5136313816727,573.3441202676989,-26221.6603969123,-17478.372967034982,3570.3736910637936,0.0,0.0,2703.4538512169643,13179.981661105936,17762.11608050809,-1868771.7719850265,280568.30706967873,117.40124236556757,1733.0775817748302,1314.107719350802,-1024237.9432471264,-529530.0829396088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrO2,-18120.237173229314,-234541.93869390216,-493.5066567047198,-267.5900415021615,1617.612830171259,809.6494810174341,-36678.99182300638,-25220.82239154858,13684.321208256353,0.0,0.0,3724.7749294918563,17762.11608050809,24440.646955299468,-2591508.0341561018,381812.3257891445,160.2207178368907,2296.6803029573825,1777.8020910282064,-1399156.3433036397,-713233.6099147684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrDrain,2424653.8623704957,19918125.67671992,36208.019774373905,15884.19702057684,-139030.08118950482,-66515.94336554292,3245903.947701863,1940766.5432196404,-5910521.271374228,0.0,0.0,-358590.4386885839,-1868771.7719850265,-2591508.0341561018,290005794.34050614,-40273527.88259048,-14433.12127873628,-227865.70705008914,-178315.77426024512,156931700.13448858,71459611.16928203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldPyr,959306.8663674633,-11401938.506769879,-13125.016204274267,-12503.15627081958,20593.39919731268,-4612.157437004336,-70382.0429342004,1059377.0132127025,-10886491.79821754,0.0,0.0,56754.826388090056,280568.30706967873,381812.3257891445,-40273527.88259048,29822245.55233439,19033.783608551053,198553.17488157435,149566.61603082402,-100152930.76460056,-60738987.564844064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldS_N,-272.48160216339005,-10998.712060744772,-51.22744572494267,-32.83064956393795,142.2264949294231,91.25990626072797,-3286.443132490073,-3878.978726111176,-2661.5796346277816,0.0,0.0,37.243799112736696,117.40124236556757,160.2207178368907,-14433.12127873628,19033.783608551053,67.05928729411431,195.84751915061202,134.9401148274852,-39744.52032781219,-56958.60754180229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldS_stat,2538.9723669572095,-72146.125490667,-168.24072555409927,-133.64014170770417,348.16408810792734,139.22527977579486,-5499.139742804571,-2723.4270699367603,-53976.9494306983,0.0,0.0,381.30128986672344,1733.0775817748302,2296.6803029573825,-227865.70705008914,198553.17488157435,195.84751915061202,1636.8184877955878,1135.31150632556,-562482.4740252912,-470129.19281283056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldO2,3020.798512693941,-56312.90253209272,-101.90361824534249,-80.68202609093939,210.90056311667774,65.5826919855474,-3126.228970018836,67.96330106134171,-41558.99898449744,0.0,0.0,285.93974249904585,1314.107719350802,1777.8020910282064,-178315.77426024512,149566.61603082402,134.9401148274852,1135.31150632556,831.8865682176768,-434789.66295011685,-340495.8689090487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldRed,-4323153.634976002,38891872.65443958,28291.924204046616,38102.91276415751,-10981.404262765494,67360.6182564012,-1410612.0290821078,-6882323.439029036,48728886.034056686,0.0,0.0,-192103.52108716744,-1024237.9432471264,-1399156.3433036397,156931700.13448858,-100152930.76460056,-39744.52032781219,-562482.4740252912,-434789.66295011685,404049335.24165076,174708270.29090083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAcAld,-1036866.8251983924,22389555.532975476,44670.21396240371,34918.0737895848,-93954.27052268965,-32730.97680361211,1462936.3785673708,303739.1787827882,16663658.88256212,0.0,0.0,-115447.40987434697,-529530.0829396088,-713233.6099147684,71459611.16928203,-60738987.564844064,-56958.60754180229,-470129.19281283056,-340495.8689090487,174708270.29090083,140368741.31908163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAcStress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAcAssim,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k_EA_growth,275990.3060733481,-1823619.7040104093,-2076.885140736226,1055.745646689781,16000.413498019501,7754.58640854153,-311391.28179919213,-622033.6053094744,-202558.971263047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175784.30966744648,469180.6651511577,0.0,0.0,0.0,0.0,23066.550151333427,0.0,0.0,421103.6350236682,374510.9161732259,-11404.992214287175
k_EA_stationary,666253.0932714306,-4927509.1593426475,-7370.924923323073,-1353.6980536857077,37710.69440554783,20574.519221671533,-774965.0286639531,-1369705.8586696573,-1504500.8099792635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,469180.6651511577,1769635.7925278214,0.0,0.0,0.0,0.0,33677.4315427193,0.0,0.0,1744584.7975145625,1619208.0003915562,-16409.09927056057
k_IAA_growth,126625.07361817361,-486874.5400125336,-3773.45995348884,-1973.2751958962067,8862.587084474313,5954.129281356737,-191814.6324664272,-341960.4496523552,-26604.561253397336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145898.81401601786,374006.1679671295,0.0,0.0,0.0,2234.251423997107,0.0,0.0,0.0,-219.5246427114289
k_IAA_stationary,305582.9195125851,-1294576.3241096481,-10856.125781516474,-6780.910143785754,22199.96073485695,15858.963783939631,-471709.31138576154,-890074.2419746965,-106483.52143997462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,374006.1679671295,1305417.53783017,0.0,0.0,0.0,3112.095537489897,0.0,0.0,0.0,317.94072420225024
k_EO_growth,3539574.2887551286,-46621016.71282332,-171456.17247373075,-78183.3014709367,466997.3627798482,291315.3264204667,-10504650.81286515,-15099538.776631992,-1606083.8512746918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,844013797.2309036,2807829229.1368065,0.0,0.0,35929.8582434244,0.0,0.0,29796.549115842066
k_EO_stationary,5892838.508192403,-145377578.6020146,-552465.2542777739,-333577.9551691075,1293499.6119435532,920242.4715646569,-31861277.4970415,-39165446.44183344,-6592456.573279993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2807829229.1368065,12538196336.764208,0.0,0.0,-47035.23307797626,0.0,0.0,313329.19279033126
