analysis,direction,eigenvalue,relative_eigenvalue
integrated_current,1,-1.2759970050222003e-14,-1.2297526332181724e-19
integrated_current,2,2.8491367731810037e-15,2.745879054126077e-20
integrated_current,3,1.389941866864957e-08,1.3395679332081383e-13
integrated_current,4,0.0008469288906658913,8.162347006659352e-09
integrated_current,5,0.0362869115574092,3.497181017153133e-07
integrated_current,6,0.24851739570590128,2.395106889490994e-06
integrated_current,7,10.684847519747468,0.0001029760988562469
integrated_current,8,12.519079931611257,0.00012065366494414198
integrated_current,9,15.717808774379723,0.00015148167787726796
integrated_current,10,24.116341306647136,0.0002324232275523367
integrated_current,11,24.919842799579413,0.0002401670394330786
integrated_current,12,36.02759418400252,0.0003472189091503547
integrated_current,13,55.09278259965423,0.0005309612342864578
integrated_current,14,80.83307139387483,0.0007790353896324437
integrated_current,15,106.41848156171137,0.0010256168894480844
integrated_current,16,146.21782893007028,0.001409186380865132
integrated_current,17,164.01209387014833,0.0015806800762273876
integrated_current,18,235.77062764889126,0.0022722588614671616
integrated_current,19,315.0873516302682,0.003036680327900307
integrated_current,20,326.1404972897828,0.0031432059304419497
integrated_current,21,410.16676947322344,0.003953016055939033
integrated_current,22,437.86970803140576,0.004220005410190795
integrated_current,23,458.50885330590285,0.004418916874314832
integrated_current,24,766.9125684874617,0.007391183104925544
integrated_current,25,1881.2070516791916,0.018130288051818984
integrated_current,26,2304.5994184531387,0.02221076689209398
integrated_current,27,2493.9025070084954,0.024035191014650854
integrated_current,28,3518.83445247428,0.03391305713694668
integrated_current,29,4732.98320228037,0.04561451581056335
integrated_current,30,6890.856366985826,0.06641119633569668
integrated_current,31,9605.487116536371,0.09257367398521689
integrated_current,32,13709.63710075669,0.13212775781419459
integrated_current,33,44703.770173530254,0.43083627053436824
integrated_current,34,66107.9619091926,0.6371209330001665
integrated_current,35,103760.46129561924,1.0
