,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrS_stat,kPyrO2,kPyrDrain,kAldPyr,kAldS_N,kAldS_stat,kAldO2,kAldRed,kAcAld,kAcStress,kAcAssim,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim,qgas_threshold_fraction
mu0,36444.09665717327,-24395.758699342605,3855.938592633799,1429.2381741099762,8622.48912605509,10309.672752971837,-4272.731287728075,-11970.480435941241,-605.8527499043932,1674.1429251628138,66.55356790756821,-126.83955279885748,-11.062741443075563,-210.74021397214506,400.86944557714367,479.9534473377959,-56.45993158390728,118.18133369910868,416.6878129550564,-3.0886543952874073,-1192.8095926723765,0.0,0.0,2129.1136944487766,793.6747559763734,432.74525938636793,846.0295408931192,213.33311336986228,53.39414224643455,1199.66087303743,298.1106524454448,273.56856445943,0.4357719173787133,615.7537767431795,-3155.1263929593315
qN,-24395.758699342605,25801.997192271156,-296.11711452020796,-565.8560385026211,-9662.517563298345,-9707.319522078054,3746.4947631226596,9737.769811780376,639.5187906165985,-1013.3532967192593,-41.41097337527959,-1008.6116951970062,-34.36153653601441,-623.7495357925379,753.0223407019207,-1304.4470132800757,-521.1361279766998,-767.909625372568,-1776.2461044934062,6.353802145689414,5889.789885618909,0.0,0.0,-3216.9587134227068,-1342.2609478588802,-380.4835269591527,-819.5780108966533,-642.5325981766251,-301.21229252900395,-1361.052725761813,-271.9624907541178,-277.30920405588427,-0.748697866154997,-1074.195804465028,3543.937611403287
betaG0,3855.938592633799,-296.11711452020796,49049.66177502369,13369.275796220445,-40679.169200735014,-14975.974876669357,567.021804650823,-3496.761741755473,474.13883384797765,-1470.0886287666028,-62.950137083877436,-198.51537742456526,-5.379267720330419,-98.72271844632726,102.96711211397356,-112.94888873312809,-182.57714721663672,-134.69844957796516,-241.77934469677473,0.34767357530223325,883.9073152400227,0.0,0.0,-275.5865741709323,-151.0309201049092,-221.81601826989183,-516.9777714140004,-177.74644192491618,-86.10226891388749,123.25624076880803,-52.247919667145595,-47.53417978885221,-0.08674166248862188,-127.39744842165427,-503.3213942939902
betaF0,1429.2381741099762,-565.8560385026211,13369.275796220445,3797.400692461331,-10826.172374714797,-4339.047416025054,186.87019589478686,-1272.0096339838992,132.14007651724654,-140.1357590145735,-5.9844762026960225,-30.818508043015875,-0.7774961301409622,-14.191237608160787,11.975268454293355,-28.525154641221405,-31.02054506866601,-28.365773181585194,-50.74959974887613,0.12413481699861538,183.17458150961815,0.0,0.0,37.13907735692007,-7.353463127985718,-30.751552831218216,-85.60738420885107,-21.48760595232286,-13.78266507134565,110.71056629000931,28.438316388746475,21.13823025320286,-0.006902753072517071,-12.48622086449987,-133.0703334223484
qEG,8622.48912605509,-9662.517563298345,-40679.169200735014,-10826.172374714797,51100.2402758057,16701.256869824087,-2091.3920573439427,-3484.8183762137887,-346.6388877773428,-5504.639978339883,-263.37915466513965,559.101504774696,16.361964638221966,303.4564780636597,-370.7663183915701,166.19114958709173,475.35926386096213,261.4045706860946,469.2508527230621,-0.1265507773029766,-1743.4237584041116,0.0,0.0,1991.01495802421,724.6130473391235,488.55269694858356,991.3955140278074,454.00429253110224,189.04868843308296,1027.2460656313997,259.7437031529193,287.2427231937441,0.35651297712674623,494.18808088803246,-2546.4966782894826
qEF,10309.672752971837,-9707.319522078054,-14975.974876669357,-4339.047416025054,16701.256869824087,17503.25111506191,-4615.2009868713685,-5943.051000000554,-108.23269769385892,-385.4841585977863,-18.733324606917822,358.4015712415547,9.206682318030635,174.4808196355374,-203.77273463359612,-42.75754859828757,350.3888628838352,120.08150540653985,167.6275475290878,0.8917473401676203,-697.7088344191832,0.0,0.0,1108.4874406976705,454.1508551779933,377.0491623731367,813.5764542370313,325.340167296498,154.50354902089842,285.5958889694835,110.79015407611574,82.01023260206598,0.2316306841795061,327.8154948944599,-923.3033370554024
iG,-4272.731287728075,3746.4947631226596,567.021804650823,186.87019589478686,-2091.3920573439427,-4615.2009868713685,1603.2518583921792,2530.286185577568,-7.378632587233932,45.986209325722285,2.233649778527328,-161.38504667515633,-4.602929157890919,-86.40807867861044,108.70319040652188,-7.132747509267675,-137.9376125367247,-51.84884522636457,-87.35006708205977,-0.20414072308583764,340.9000014103,0.0,0.0,-486.5919212176992,-186.99881450546434,-132.78461595677436,-264.53571877989054,-128.2455427687671,-58.477080143421574,-167.47472396686513,-51.84921660701885,-42.680272941505685,-0.09517487883081377,-133.5122505715773,480.4885036808038
iE,-11970.480435941241,9737.769811780376,-3496.761741755473,-1272.0096339838992,-3484.8183762137887,-5943.051000000554,2530.286185577568,7330.089615398839,-81.23206932651614,-973.8698840795757,-40.796306301542266,-163.71045958767064,-3.4391396880969682,-66.59949153846374,72.8542068592128,120.34283505791369,-182.49404267008964,-28.782916200774437,2.1285881282538064,-1.1164309190972228,79.33724017083766,0.0,0.0,-1089.549596325396,-370.4748859340614,-265.3484887104713,-559.5138170073067,-206.6327008559689,-80.57499492930026,-693.2612716723144,-206.9558057222435,-187.60932468670217,-0.17486405030378527,-237.88544314984836,1755.3235473187606
Kd0,-605.8527499043932,639.5187906165985,474.13883384797765,132.14007651724654,-346.6388877773428,-108.23269769385892,-7.378632587233932,-81.23206932651614,202.5989022422699,-12.750535818443902,-0.5824380178343442,-2.022565950676062,0.029432964779666754,1.5139322934230612,-9.295626083045764,-51.81185798674284,-5.246169068395975,-23.900055153451625,-54.53229463882562,0.33117289437235764,182.35520534785442,0.0,0.0,-14.864700465520226,-17.04886253275296,-0.864904912205932,-2.804390654120977,-0.920820775989713,-0.568219333808816,10.117039846756567,-0.7507974825895669,-0.06701016016810572,-0.01599941973020643,-25.049821299841618,-34.7627363079256
gammaG0,1674.1429251628138,-1013.3532967192593,-1470.0886287666028,-140.1357590145735,-5504.639978339883,-385.4841585977863,45.986209325722285,-973.8698840795757,-12.750535818443902,8712.441756884507,397.1605289749484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
