mode,start,success,status,message,nfev,initial_objective_wsse,final_objective_wsse,data_wsse,n_data_residuals,n_parameters,active_bound_count,fit_selection_score,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim,qgas_threshold_fraction,qgas_tau_h
instant,0,True,2,`ftol` termination condition is satisfied.,6,8690.007170660414,9183.858434520633,9183.543222601822,674,11,2,9223.543222601822,0.0001000002340837,0.0255072501601007,0.0474784490590303,0.0417764928477789,0.0009064791809797,0.0001501400114161,0.2,0.844603468996602,2.2048016519944054,1.0551402603849982e-05,0.0273532380914934,,
instant,1,True,2,`ftol` termination condition is satisfied.,6,9369.339534486904,9183.859102922695,9183.543890987832,674,11,2,9223.543890987832,0.0001,0.0255072553617366,0.0474784457412761,0.0417764934877844,0.0009064793417528,0.000150139980573,0.2,0.844603504711342,2.204801508014256,1.054996497770217e-05,0.0273532506409923,,
instant,2,True,2,`ftol` termination condition is satisfied.,9,26897.69243983548,9183.858490866063,9183.543279004192,674,11,2,9223.543279004192,0.0001000007091572,0.0255072512396713,0.0474784564196769,0.0417764912119998,0.0009064792561403,0.0001501399975434,0.2,0.8446033960359302,2.204801575282346,1.0551464744263626e-05,0.0273532373532383,,
threshold,0,True,2,`ftol` termination condition is satisfied.,21,6497.650727452727,5545.110935776012,5541.602083310744,674,12,2,5581.602083310744,0.1118507268836383,0.0172716371446508,0.0495501942142921,0.0401411226925948,0.0008738554661013,0.0001313720381378,0.2,0.8329095071372499,2.657140219845768,1.0580968796165996e-05,0.0170877618412472,0.8999999999986735,
threshold,1,True,2,`ftol` termination condition is satisfied.,14,10921.823994080813,5545.114408909144,5541.605497245885,674,12,2,5581.605497245885,0.1118469386411282,0.0172743710449903,0.0495515619381177,0.0401407645916345,0.0008738846948242,0.0001313658573795,0.2,0.8329234699500118,2.657298170509734,1.059329461550684e-05,0.0170866960456893,0.8999999770873507,
threshold,2,True,2,`ftol` termination condition is satisfied.,16,78268.5630362283,5545.110686052354,5541.601828678331,674,12,2,5581.601828678331,0.1118505202294711,0.0172717487568539,0.0495502204813147,0.0401411153006617,0.0008738567050042,0.0001313717719643,0.2,0.8329099613263082,2.6571471264954103,1.0631056194102648e-05,0.0170876563960756,0.8999999999993697,
lag_threshold,0,True,2,`ftol` termination condition is satisfied.,19,6883.737616793289,5633.722334147111,5630.222170304967,674,13,2,5670.222170304967,0.1154062672064335,0.0153994134038818,0.0488405348591395,0.0403453025796296,0.0008623402663341,0.0001341881172422,0.2,0.8197431022362656,2.626739631712257,1.057732981497484e-05,0.0180101402592499,0.8999999999999999,2.191738087715925
lag_threshold,1,True,2,`ftol` termination condition is satisfied.,18,8461.794678849526,5630.68010380281,5627.179878289986,674,13,2,5667.179878289986,0.1151778613097236,0.0155129570474837,0.0488885633708053,0.0403319545890331,0.0008629634370801,0.0001340398666571,0.2,0.8201136926035808,2.6281510399111325,1.0577593176021496e-05,0.0179564878193567,0.8999999999999999,2.0722352949908838
