analysis,parameter,theta,std_approx,approx_95_multiplier,fim_diag,active_bound,classification
integrated_current,mu0,0.068971078458909,0.011540289086536513,1.0228767151011644,36444.09665717327,False,well_estimated
integrated_current,qN,0.0157715073519212,0.014968302275511212,1.029772467460294,25801.997192271156,False,well_estimated
integrated_current,betaG0,1.1863356150322233,0.03665310578596138,1.074483506809524,49049.66177502369,False,well_estimated
integrated_current,betaF0,0.3145095249972587,0.20356754310500813,1.4903222689938076,3797.400692461331,False,well_estimated
integrated_current,qEG,1.112513547222978,0.03705387334686248,1.0753278499268695,51100.2402758057,False,well_estimated
integrated_current,qEF,1.2780096374399066,0.09686493468968914,1.2090745980355335,17503.25111506191,False,well_estimated
integrated_current,iG,0.0139707730113223,0.2022777276191542,1.4865594354383298,1603.2518583921792,False,well_estimated
integrated_current,iE,0.0156601222376879,0.08255772155470376,1.1756405338403815,7330.089615398839,False,well_estimated
integrated_current,Kd0,0.0006560949140746,0.08307717195012376,1.1768380897691615,202.5989022422699,False,well_estimated
integrated_current,gammaG0,0.0703098676476582,0.09306103234392941,1.200093683576908,8712.441756884507,False,well_estimated
integrated_current,gammaF0,0.0033944444477093,2.0034442664241743,50.741837228208254,18.37470232892826,False,weak_or_confounded
integrated_current,kPyrS_N,1.1500821044465468,0.07497240920561356,1.158291323307784,1068.4623606298758,False,well_estimated
integrated_current,kPyrS_stat,0.0125647446184551,5.239397116754524,28831.342304338425,2.0807607053571235,False,weak_or_confounded
integrated_current,kPyrO2,0.1686228875540962,0.454966523785946,2.4393567722475265,694.9374906998682,False,moderate
integrated_current,kPyrDrain,0.0023971002104149,0.1484720449880622,1.3377715512823838,1666.399226242307,False,well_estimated
integrated_current,kAldPyr,0.0072539497964354,0.41071144061948084,2.236684026172129,1569.2402281862892,False,moderate
integrated_current,kAldS_N,3.004250530097617,0.06656022695485247,1.1393501372638069,605.2450223213924,False,well_estimated
integrated_current,kAldS_stat,0.6748758627816174,0.22494045166247592,1.5540793077920498,745.5011420983203,False,well_estimated
integrated_current,kAldO2,1.9999632849369784,0.28834381011512417,1.7597185259552777,3327.4241029209707,True,weak_or_confounded
integrated_current,kAldRed,1.0358613504688556e-05,34.20681286628989,1.0576541811633429e+17,0.043354846705299786,False,weak_or_confounded
integrated_current,kAcAld,0.0166794269988027,0.0777178542325255,1.1645409724346225,39051.044947461225,False,well_estimated
integrated_current,kAcStress,0.0026158743573781,364.56760765991237,1.0576541811633429e+17,0.0,False,weak_or_confounded
integrated_current,kAcAssim,1.0596409360967886e-06,364.56760766573285,1.0576541811633429e+17,0.0,False,weak_or_confounded
integrated_current,k_EA_growth,0.1118505202294711,0.05289240721020578,1.1092333689787195,2199.156439815682,False,well_estimated
integrated_current,k_EA_stationary,0.0172717487568539,0.1682385399781803,1.3906170066892873,527.9059021274201,False,well_estimated
integrated_current,k_IAA_growth,0.0495502204813147,0.10999690530657663,1.2405985123279708,358.21432077132124,False,well_estimated
integrated_current,k_IAA_stationary,0.0401411153006617,0.043538251711377776,1.089081818993854,2103.431207064266,False,well_estimated
integrated_current,k_EO_growth,0.0008738567050042,0.08672754319787421,1.1852882389955695,644.5104924213044,False,well_estimated
integrated_current,k_EO_stationary,0.0001313717719643,0.14542613751874295,1.3298088758469009,216.39099396320728,False,well_estimated
integrated_current,alpha_EA_loss,0.2,0.07326281298953381,1.1544166061426164,608.214982079215,True,weak_or_confounded
integrated_current,alpha_IAA_loss,0.8329099613263082,0.05264397489808139,1.1086933844113507,417.9958549447076,False,well_estimated
integrated_current,alpha_EO_loss,2.6571471264954103,0.053157295718352364,1.1098094119188906,445.9899839738885,False,well_estimated
integrated_current,k_EA_XE,1.0631056194102648e-05,364.2312572791461,1.0576541811633429e+17,0.000224665005247095,False,weak_or_confounded
integrated_current,k_EA_XE_Nlim,0.0170876563960756,0.2586137676170726,1.6601085379354612,517.2982563136644,False,well_estimated
integrated_current,qgas_threshold_fraction,0.8999999999993697,0.024894221543376872,1.0500026355616736,5004.110557208984,True,weak_or_confounded
