mode,start,success,status,message,nfev,initial_objective_wsse,final_objective_wsse,data_wsse,n_data_residuals,n_parameters,active_bound_count,fit_selection_score,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim,qgas_tau_h,qgas_threshold_fraction
lag_threshold,0,True,2,`ftol` termination condition is satisfied.,19,6883.737616793289,5633.722334147111,5630.222170304967,674,13,2,5670.222170304967,0.11540626720643359,0.01539941340388186,0.048840534859139584,0.04034530257962966,0.0008623402663341104,0.00013418811724228975,0.20000000000000007,0.8197431022362656,2.626739631712257,1.0577329814974841e-05,0.018010140259249977,2.191738087715925,0.8999999999999999
lag_threshold,1,True,2,`ftol` termination condition is satisfied.,18,8461.794678849526,5630.68010380281,5627.179878289986,674,13,2,5667.179878289986,0.11517786130972368,0.015512957047483726,0.04888856337080535,0.04033195458903315,0.000862963437080166,0.00013403986665714185,0.20000000000000007,0.8201136926035808,2.6281510399111325,1.0577593176021496e-05,0.017956487819356715,2.0722352949908833,0.8999999999999999
