,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrS_stat,kPyrO2,kPyrDrain,kAldPyr,kAldS_N,kAldS_stat,kAldO2,kAldRed,kAcAld,kAcStress,kAcAssim,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim,qgas_threshold_fraction
mu0,4404.104165484901,-4253.969386972602,580.1613744111515,291.37870500590606,1741.7658507353103,2312.864241207585,-831.8484975742616,-1873.0770755844435,40.57646686666808,344.38556866769085,15.83796504358683,13.607576099217884,-0.6128130275847681,-16.495094118656436,25.253992254895824,64.9799399073191,102.88554210573588,144.31558342263693,185.63987050968248,-0.159040839543573,1186.0663935702114,816.2423063939335,-0.0029886356014665206,175.0436273248339,122.42712231722126,69.75206713608071,163.1816596945128,111.27139496483001,57.99609321077935,76.48181210845777,168.11901497219876,167.72964243803128,0.029555531806928163,43.874169741334384,-326.57775147429345
qN,-4253.969386972602,4270.03514606618,-340.27231817041593,-221.20834509960395,-1897.2343385030608,-2369.079715842102,830.4980661318161,1799.4438159728238,-9.772318878004853,-297.93181742108277,-13.725824142270612,-62.1811439233057,-3.9987543172721915,-46.84801853917125,40.55228499151103,-118.48940204461559,-147.61945187057327,-235.22881465027797,-325.96808466352786,0.3092131853401082,-759.4112660135995,-842.9721311261102,0.003006198024448975,-227.87507572177245,-161.4035915442657,-62.49431909482903,-149.81181306268184,-152.8357044161998,-104.28371620974701,-86.04231137031067,-161.12408067408202,-191.02673937577998,-0.03883742384188545,-57.69016963981652,343.33417271544977
betaG0,580.1613744111515,-340.27231817041593,5624.839923455929,1610.9196986017664,-3261.2402482488187,-1307.2466369297256,-72.91807339083532,-878.7089717375917,1064.1591245555098,-598.7490806783736,-28.490600594488388,-8.56839357049375,0.4347516490695075,11.366482908532806,-17.4065794483779,-21.9107103119808,-54.04821952451918,-79.97014285758061,-77.30468620920696,0.028485096686946577,-191.76647736238212,-235.354922630123,0.0006020681468598965,-33.821964643771636,-30.030540726308537,-20.338715873001224,-45.1362334547805,-53.02981922897751,-40.48659069197399,-2.320902491556859,-33.92776098375232,-61.3838940865358,-0.0076497318154180255,-11.58334044379014,55.96266826563689
betaF0,291.37870500590606,-221.20834509960395,1610.9196986017664,497.4951635603232,-791.4118991025377,-446.70752418194036,-9.106456653114599,-365.3535959834092,342.52641814693766,-65.07543004656242,-3.1261308711094142,-0.08791942207849757,0.36940079344649446,6.743505048589318,-8.74103140922913,-3.2378572742316045,-12.962839391978626,-16.938472872905145,-13.447218497177584,0.0011583463490140097,-101.4612209254506,-75.88649605540897,0.00019363178394977499,-3.2158210536684915,-3.991503943183926,-2.564576238507664,-5.347129066186127,-8.76776650500161,-7.289279516488299,1.7472091976801558,-2.69283161410465,-9.21177951095647,-0.0010836916288627897,-1.6723016100335863,1.0716994536000262
qEG,1741.7658507353103,-1897.2343385030608,-3261.2402482488187,-791.4118991025377,6370.692753014832,2023.2505445563647,-369.0284166425881,-717.9606644056628,-625.4972347146729,-1866.5966164278423,-91.12603402418824,43.823971175234554,2.670447826114369,32.922007529939364,-29.79506559921646,41.15150100501461,110.06604759930435,152.16659647528036,150.44489293277155,-0.04274118511289117,-54.865955189812155,232.74483651435298,-0.0007313755110843434,190.15750194122845,132.23542045300417,80.90088407326579,179.24977990227526,144.91870835091834,100.93566718433198,69.56747281636953,162.8676629651718,177.29939138137095,0.03172768175064475,47.05291100326299,-294.24554863758596
qEF,2312.864241207585,-2369.079715842102,-1307.2466369297256,-446.70752418194036,2023.2505445563647,4202.118408839333,-1201.3950109507068,-1319.846886436763,-181.49426854704308,-150.6329602189044,-7.391950375541002,30.598573916537987,1.5503763926916883,20.043029065943927,-18.55892411611826,-8.612174879295734,85.25211994677868,76.54561479707752,22.81558428437936,0.09949407878094547,171.9409278359352,136.8345599104345,-0.0004643151560566359,180.81896104510943,126.02091793615335,77.31806328965122,176.28279112177032,147.26681387916696,85.24672451859664,70.96944199301014,169.59236022140473,206.53451538400017,0.030316438829256595,44.97838460434093,-350.34446253945123
iG,-831.8484975742616,830.4980661318161,-72.91807339083532,-9.106456653114599,-369.0284166425881,-1201.3950109507068,389.626376662239,526.8485689475186,-43.08741788084171,21.05672840105657,1.050418414807427,-13.34961093591031,-0.9467003594644801,-13.093666394257578,13.381879128181463,-1.878472821839271,-27.912053207699337,-27.424727326743614,-17.27859011310492,-0.015190491356241446,10.939256787724181,-25.909981667498577,0.00010983090386309418,-61.55830047688013,-42.71412982665442,-25.484460339419197,-56.30140424956819,-44.494212546435655,-27.39359849920676,-22.65816782425427,-50.8037388909131,-58.717040523967206,-0.010283763688543286,-15.25178618709657,100.72067574665448
iE,-1873.0770755844435,1799.4438159728238,-878.7089717375917,-365.3535959834092,-717.9606644056628,-1319.846886436763,526.8485689475186,1369.4632019745811,-293.5772046829014,-276.4783151548336,-12.982439403127989,-8.846500331237525,-0.5581166295605828,-8.751555812502028,9.81298354985287,15.54493388256691,-23.27266878755734,-15.911404874399151,18.112284273646765,-0.0830646839398187,2.7378039045211864,25.943481083502473,-1.604009575004208e-05,-91.33612983783472,-61.52857344113474,-38.816290061809106,-94.79513869169142,-71.52865142356175,-36.608846613678246,-45.96727410521426,-106.28608037753989,-110.79124373651635,-0.014781418474506217,-21.866958549839783,219.1147903223739
Kd0,40.57646686666808,-9.772318878004853,1064.1591245555098,342.52641814693766,-625.4972347146729,-181.49426854704308,-43.08741788084171,-293.5772046829014,440.10166008963813,-20.85038918194842,-1.0298709713275944,0.317860364648082,0.39451767509030367,7.671817132573016,-10.167341784663071,-16.954564820405185,-15.119839351010867,-31.137879078670643,-44.87730448160625,0.04711556714230317,-118.76613391105462,-133.1709018613387,0.000360370260709268,2.23271156531974,1.0931151730675859,1.150497340508707,3.103378420561606,1.7933672267495304,-0.22624900369604312,1.9149196652284481,4.20350961542245,4.460016857640208,0.00023388013650159145,0.33034223185204625,-9.12932679796851
gammaG0,344.38556866769085,-297.93181742108277,-598.7490806783736,-65.07543004656242,-1866.5966164278423,-150.6329602189044,21.05672840105657,-276.4783151548336,-20.85038918194842,3008.2334122422835,144.5460665670781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
