mode,batch,n,scale_factor,rmse,mae,bias,relative_rmse,relative_bias,corr
lag_threshold,25170,191,2.030760049585432,0.3794465487961623,0.3309698241769381,-0.1719017490168065,1.2298091629061014,-0.5571439422262884,0.3503628516777782
lag_threshold,25171,117,7.759265151453326,0.1593099793862831,0.1194241480705251,-0.0711673514817584,0.3560495550951331,-0.1590553456223772,0.968946539009758
