,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrS_stat,kPyrO2,kPyrDrain,kAldPyr,kAldS_N,kAldS_stat,kAldO2,kAldRed,kAcAld,kAcStress,kAcAssim,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim,qgas_threshold_fraction
mu0,4126.331709626602,-3874.143503762651,-31.62022528139414,-25.84217525539642,2504.858837452935,2659.252115178046,-960.6075441340591,-2398.2859012207805,-21.839282463240835,388.62168041355795,16.085918383525193,22.780270109823036,-0.6398248628505654,-13.365019110189419,29.127256552922518,148.38783790602028,129.49476432219515,213.44340205013145,368.3430725405394,-0.4239216135764387,739.8599672439417,894.3966538243989,-0.004596823320169649,198.7584995047285,110.50998855082625,64.24759590425309,129.39974560422675,44.49275465608099,27.800050021312863,91.95277885261807,158.7888707831598,35.9262898718844,0.03402951173675521,49.351363991968064,-708.155606744142
qN,-3874.143503762651,3808.0152447864143,244.8484258164399,72.65923267653021,-2550.8725893263645,-2621.800313004796,934.5546543797092,2249.2191369227207,32.191468776084164,-326.4984252173883,-13.620097039561818,-82.40531072838002,-3.795798697051099,-55.56320421862988,44.775570016735834,-208.21122244056875,-187.84220405474696,-299.74238528496187,-516.9273560535387,0.5951156177103659,-245.4591155966948,-903.2401392229257,0.004489080302307758,-263.2261179871412,-145.95652126562476,-55.00548798792634,-118.3733624317621,-80.59735541228177,-68.53538363170286,-102.83437512611337,-151.57304844770943,-36.884978865901125,-0.04477110251680565,-64.86653960509173,717.8631383169459
betaG0,-31.62022528139414,244.8484258164399,4236.4497971923965,981.7338282629838,-2482.884939072602,-1900.1606722017482,258.0168412427372,46.27344287958786,352.90409020085957,-573.1696496222191,-25.016597762521815,-16.09933582880253,-0.4845376871287332,-6.518523393598105,2.566827029595203,-18.54877733077396,-37.22629229848606,-47.59713020635945,-69.40878283687796,0.003457715239145921,232.69964323294585,-11.79741194142116,-3.878159912701511e-05,-10.196705627168651,-11.264354978377451,-9.063799048163464,-8.361760646428442,-28.006051421146584,-37.63665939798759,22.495924946158127,0.6521103576312495,7.456029076275668,-0.003531501045253688,-5.381593274894724,-154.16010076670906
betaF0,-25.84217525539642,72.65923267653021,981.7338282629838,252.5962766353286,-546.483018822331,-609.798599096953,105.48791629165054,12.71505689814977,101.55576185154062,-59.79317146861216,-2.634906258372263,-2.1266402727530354,-0.004567933048034216,0.22394776224157795,-1.3949283622671578,-4.66680004815184,-5.895486521463677,-10.44691014670476,-15.670682822050338,0.0043050717550266685,50.63886545489117,-3.2319358426167346,-8.286407517563933e-06,-2.4860246882057173,-1.9772331989002883,-2.2733796770875023,-3.653483148830339,-5.359733841810792,-6.468839086265888,1.9696012484294287,-3.5330655221898266,-0.37378683289936887,-0.0006140428620653786,-0.9178977523191334,-7.773971785411932
qEG,2504.858837452935,-2550.8725893263645,-2482.884939072602,-546.483018822331,6655.175386280526,2542.2925212954087,-686.2782058100615,-1899.9240564893607,-227.6492738050625,-1693.1512892395883,-80.05643906830521,66.51358561412353,3.5092691172250645,53.82658168313361,-52.152608830458234,58.278168921226374,136.68501277406423,138.04692857759403,207.61932750104302,-0.037280636941155396,-342.3970128587198,180.75617884781786,-0.000867176079944305,279.22377683299845,149.91979132053578,97.02388021634964,180.6215970545499,94.42433714455505,75.94605296669526,111.73473115558446,208.88056396657672,48.72302125149378,0.04579868348714132,66.10059652020314,-868.9940421885055
qEF,2659.252115178046,-2621.800313004796,-1900.1606722017482,-609.798599096953,2542.2925212954087,5344.083548580903,-1623.3588513424984,-2309.8170840791995,-71.42439083270631,-109.23832589669809,-5.230766491532859,40.98161172703199,1.7792660364355992,27.24580331766999,-24.996043261197556,12.00917748212436,96.25056642069448,78.15887690612153,100.81268131848002,0.1134771288789856,-75.057099542619,138.76339592369288,-0.0006629068111487502,149.91140436066163,85.29356121247562,48.675677631917985,81.3844191663891,61.52196981337035,60.62315994098553,39.192803376918235,84.33694422543165,13.731334288968634,0.02614983460696845,37.982725297819364,-292.445052640315
iG,-960.6075441340591,934.5546543797092,258.0168412427372,105.48791629165054,-686.2782058100615,-1623.3588513424984,548.4861113747478,809.6409696449657,-9.324791854317702,15.10569247315484,0.7338323470480247,-19.4811731716483,-1.0055238857406146,-15.629156914537639,15.631630733834973,-7.441402464219959,-41.11199574667825,-30.79943478815556,-42.14007653775996,-0.026853310726909455,31.016858477368174,-56.573672389771914,0.00028613233069213506,-71.9096902886004,-39.65574505305415,-22.8486645920529,-38.0266891074861,-25.233023255365744,-22.24489617321201,-21.714145627030966,-39.55114691424253,-8.237222281794423,-0.01211301464051662,-17.530116488149172,157.5412627721092
iE,-2398.2859012207805,2249.2191369227207,46.27344287958786,12.71505689814977,-1899.9240564893607,-2309.8170840791995,809.6409696449657,2062.8287316295823,-91.26385750919592,-363.9552909274764,-15.495487273735167,-18.290805723903727,-0.7058215002466057,-11.02033900231959,10.376995950343485,-0.5888704600163202,-53.11219635010261,-41.72239233633718,-48.918207178045776,-0.0980106461444975,-28.97394228862171,-97.85899546389967,0.0004951125581105049,-136.72742616466545,-73.99750790069375,-47.847771265391565,-100.45188813698472,-38.2635035322597,-27.33318539648513,-68.68183585282084,-126.50385437399709,-26.99075100222691,-0.022745951678480033,-32.888008194538585,544.5695221869064
Kd0,-21.839282463240835,32.191468776084164,352.90409020085957,101.55576185154062,-227.6492738050625,-71.42439083270631,-9.324791854317702,-91.26385750919592,125.30340048992757,-6.939701921452241,-0.331193156514017,-0.4245914205257929,0.098643048034803,1.8582269587011706,-3.192772202208965,-10.238832838585346,-5.503621641480539,-13.10789217101906,-23.324465847477445,0.03356646760897738,-2.390402591672956,-40.99370705900417,0.00015105850887188192,1.0423880073352039,0.4906135623808874,0.46142523712370004,1.1430574314202284,-0.0841192519935559,-0.5074508603578024,0.8876046035650158,1.582800429089604,0.48351943303926453,0.00015011609127963727,0.21353752510114662,-7.494583454331083
gammaG0,388.62168041355795,-326.4984252173883,-573.1696496222191,-59.79317146861216,-1693.1512892395883,-109.23832589669809,15.10569247315484,-363.9552909274764,-6.939701921452241,2897.0019986792972,130.8779846393498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
