,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrS_stat,kPyrO2,kPyrDrain,kAldPyr,kAldS_N,kAldS_stat,kAldO2,kAldRed,kAcAld,kAcStress,kAcAssim,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim,qgas_threshold_fraction
mu0,5555.19686157172,-5471.287537777099,673.7158930913777,291.37212104665275,2008.8697491078099,2870.170300087454,-1033.9876955269906,-2513.632573086237,158.88178689487597,329.81218408604934,14.289772711196221,17.655553596104422,-0.855425623298881,-20.932089462014094,36.02052697917843,113.05695179508808,138.6859938538622,182.37344383053073,284.969550388202,-0.30200159559130724,1068.9105708475802,922.9552820982296,-0.005271871525466813,208.79354629396866,101.17612199617825,80.39080073290651,159.3956332297127,170.27320107209005,72.63514784631691,104.24919369629781,188.3350186218003,265.0049262379535,0.02660795879786449,37.21555633544373,-358.5623471351415
qN,-5471.287537777099,5717.958450874922,-245.5352310206285,-176.68623523638826,-2402.37909770467,-3101.823718890807,1080.7850270771064,2479.303663467813,-87.66009478585582,-272.06523973452585,-11.773881732762769,-122.68131737707901,-6.963081167109642,-94.88020740141523,91.19564291769353,-219.08658903331514,-237.19222887704126,-336.32510895732884,-543.5147598640388,0.5992950688267035,-333.170121351698,-996.9078550657814,0.0055098413934417095,-305.0316848226044,-149.63440341046146,-73.93958750737504,-150.59975291322888,-262.2996354598801,-155.6352041373222,-120.77062983840695,-183.40294092227535,-313.2090163036561,-0.0392379536748257,-54.93518179422911,386.69790846815965
betaG0,673.7158930913777,-245.5352310206285,8122.47652593255,2313.0362142016165,-5355.782707343931,-2453.5856130781704,56.74713227663804,-1066.3513487853638,2125.3957952473156,-536.7332582157702,-24.63399565185237,-11.979984315972018,0.926617355366406,20.810832570026253,-34.516247567220795,-58.31729455148231,-88.2500713707235,-118.30528209155375,-160.96421526000432,0.12901283251991966,-181.7644998311149,-377.48086740344274,0.001530867972434537,-67.44665128712634,-33.823267223989774,-35.352118899218084,-71.0513996825271,-117.05847116029877,-57.661154688529656,-28.560859435943158,-79.58512306798116,-169.7581537543867,-0.008920006199817622,-12.536347535133732,162.52999980259568
betaF0,291.37212104665275,-176.68623523638826,2313.0362142016165,690.7944869629499,-1444.2186297826293,-748.7024716770461,23.401724548244893,-401.72274739755545,663.1450239716371,-55.49786486007872,-2.571988260307433,-0.008450877525117306,0.5367308297296246,10.136553552686774,-14.690704672189337,-14.910925811072925,-21.83794329082908,-29.327237178620585,-40.12238289106451,0.03521126203113379,-93.48102442576946,-118.22105464652206,0.00048101566127453757,-13.517518564192452,-6.455242271219401,-7.29431194267172,-15.123269086622019,-26.1403008554459,-11.522154259629282,-7.0083611449347165,-18.32457654135946,-41.17452452868855,-0.0016943320401463927,-2.364727623330103,38.83573982922647
qEG,2008.8697491078099,-2402.37909770467,-5355.782707343931,-1444.2186297826293,8309.595401723744,3238.336041089196,-552.6123934280009,-827.4802311357992,-1471.3746981714855,-2024.5608822568654,-97.9217819735008,63.571372211377934,2.7984098622098372,37.20455480564999,-32.083617097651995,68.01182157542445,159.46504595725594,174.5351240147641,216.94583883794826,-0.09544426037887853,-22.555730737579466,366.8915691412205,-0.0017281320723060022,242.5443016297339,116.04872885184106,96.32209528768797,177.48893793985835,229.23769613115365,126.03009411100126,100.32728262797137,187.9104626165528,293.66397988504644,0.030343185834688084,42.33489920030332,-344.35211015302747
qEF,2870.170300087454,-3101.823718890807,-2453.5856130781704,-748.7024716770461,3238.336041089196,4971.51516535664,-1392.4047354098152,-1770.3686067622907,-493.0391271821032,-160.2715318138516,-7.801134751144391,40.667149531557016,1.5534164310152563,22.43218447367137,-20.792721922655936,-6.76235821725605,107.74291207651967,72.52285173754774,39.27755496055516,0.12104674291103337,212.54240605676262,187.15056078246238,-0.0009410903102296773,225.39179124830878,107.09838993063325,91.3225047485065,177.16897966711838,239.05125460634747,109.84765302100074,106.1678678337088,201.25621045513483,354.2244978260646,0.028033706158018798,39.08463111403734,-427.1829274570686
iG,-1033.9876955269906,1080.7850270771064,56.74713227663804,23.401724548244893,-552.6123934280009,-1392.4047354098152,460.3658745521663,696.7089816150966,-45.05505849115214,22.070253161611298,1.0898823030538258,-19.892547449513504,-1.156442297167017,-17.596646081282323,19.129642508594277,-1.7188277262400165,-37.06448058121022,-26.17320111520191,-20.861250619183377,-0.02555388092332321,9.353648213917259,-33.18633656212883,0.00021062338715029593,-76.80201038905322,-36.85458178536244,-30.048633983563928,-55.51120038388764,-68.42783429476974,-35.40733350021042,-31.67173554531871,-57.99332868770657,-90.63484775434667,-0.00964241755540163,-13.460022754924406,111.70159217435462
iE,-2513.632573086237,2479.303663467813,-1066.3513487853638,-401.72274739755545,-827.4802311357992,-1770.3686067622907,696.7089816150966,1852.8352880129714,-456.25173225023644,-253.47923755412543,-11.266612667991582,-15.150356715786655,-0.875258447607128,-15.171497594953813,18.546651426950866,32.572400563064605,-30.467765604246136,-0.045305187316827755,45.443979502931626,-0.15550776554385362,-65.87575831843287,37.60610889894851,-5.522354006791535e-05,-129.65043823582403,-61.21204383540188,-51.52487359212039,-105.96881388018244,-121.8603841098504,-52.53332261838475,-70.79963607687841,-130.441680736883,-189.99302875067474,-0.01605227940529476,-22.366865275162617,257.7847104664735
Kd0,158.88178689487597,-87.66009478585582,2125.3957952473156,663.1450239716371,-1471.3746981714855,-493.0391271821032,-45.05505849115214,-456.25173225023644,933.2943982581953,-22.949193410303543,-1.1224137299630395,0.32926873876137197,0.648802296248236,13.002053545645799,-19.303514311306554,-38.66397120850499,-30.441340653058027,-55.70470970008373,-92.01880350847907,0.11259272319042082,-116.14848974903889,-214.03601728080278,0.0009049502751913074,0.26098819589188693,0.10996567140895651,0.11594174633243662,0.26489606106975455,-1.9581597523464747,-1.3091517936357384,0.20726408641760088,0.3709305403579282,-2.5974491597540013,2.8506973253831037e-05,0.039005182187085485,2.507404732405877
gammaG0,329.81218408604934,-272.06523973452585,-536.7332582157702,-55.49786486007872,-2024.5608822568654,-160.2715318138516,22.070253161611298,-253.47923755412543,-22.949193410303543,3063.219783813182,144.2670812828362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
