parameter,group,campaign_var_ratio,campaign_var_reduction
k_EA_growth,synthesis,0.008384066856622768,0.9916159331433773
k_EA_stationary,synthesis,3.3832184837677015e-05,0.9999661678151623
k_IAA_growth,synthesis,0.005891029917408922,0.994108970082591
k_IAA_stationary,synthesis,1.149079572485209e-05,0.9999885092042752
k_EO_growth,synthesis,0.01335728209433602,0.9866427179056639
k_EO_stationary,synthesis,2.9180720226499563e-05,0.9999708192797735
