strategy,dose_design,policy,yan_total_mg_l,organic_product,organic_product_g,dap_product_g,organic_limit_g,organic_margin_g,organic_margin_fraction,net_yan_split_50_50,reconstructed_yan_mg_l,nutrition_feasible,candidate_only_not_for_physical_execution,watermark,independent,partially_harmonized,independent_loss_fraction_vs_N80,independent_N76_preferred_if_loss_le_0_5pct,partially_harmonized_loss_fraction_vs_N80,partially_harmonized_N76_preferred_if_loss_le_0_5pct
I_reference_information,N80,anchor_18C,80.0,SpringFerm Xtrem,91.99999999999999,45.99999999999999,92.0,1.4210854715202004e-14,1.544658121217609e-16,True,79.99999999999999,True,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,,,,,,
I_reference_information,N80,candidate_A,80.0,SpringFerm Xtrem,91.99999999999999,45.99999999999999,92.0,1.4210854715202004e-14,1.544658121217609e-16,True,79.99999999999999,True,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,,,,,,
I_reference_information,N80,candidate_B,80.0,SpringFerm Xtrem,91.99999999999999,45.99999999999999,92.0,1.4210854715202004e-14,1.544658121217609e-16,True,79.99999999999999,True,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,,,,,,
II_diagonal_1,N80,II_diagonal_1__N80__anchor,80.0,SpringFerm Xtrem,91.99999999999999,45.99999999999999,92.0,1.4210854715202004e-14,1.544658121217609e-16,True,79.99999999999999,True,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,21.531906237630484,21.49428415564161,0.0,True,0.0,True
II_diagonal_1,N80,II_diagonal_1__N80__cold_early,80.0,SpringFerm Xtrem,91.99999999999999,45.99999999999999,92.0,1.4210854715202004e-14,1.544658121217609e-16,True,79.99999999999999,True,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,21.531906237630484,21.49428415564161,0.0,True,0.0,True
II_diagonal_1,N80,II_diagonal_1__N80__warm_late,80.0,SpringFerm Xtrem,91.99999999999999,45.99999999999999,92.0,1.4210854715202004e-14,1.544658121217609e-16,True,79.99999999999999,True,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,21.531906237630484,21.49428415564161,0.0,True,0.0,True
II_diagonal_1,N76_historical_anchor,II_diagonal_1__N76_historical_anchor__anchor,80.0,SpringFerm Xtrem,91.99999999999999,45.99999999999999,92.0,1.4210854715202004e-14,1.544658121217609e-16,True,79.99999999999999,True,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,21.50190465296916,21.469611860008893,0.0013933547884808998,True,0.0011478537947140568,True
II_diagonal_1,N76_historical_anchor,II_diagonal_1__N76_historical_anchor__cold_early,76.0,SpringFerm Xtrem,87.39999999999999,43.699999999999996,92.0,4.6000000000000085,0.05000000000000009,True,75.99999999999999,True,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,21.50190465296916,21.469611860008893,0.0013933547884808998,True,0.0011478537947140568,True
II_diagonal_1,N76_historical_anchor,II_diagonal_1__N76_historical_anchor__warm_late,76.0,SpringFerm Xtrem,87.39999999999999,43.699999999999996,92.0,4.6000000000000085,0.05000000000000009,True,75.99999999999999,True,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,21.50190465296916,21.469611860008893,0.0013933547884808998,True,0.0011478537947140568,True
II_diagonal_1,N76_all_conservative,II_diagonal_1__N76_all_conservative__anchor,76.0,SpringFerm Xtrem,87.39999999999999,43.699999999999996,92.0,4.6000000000000085,0.05000000000000009,True,75.99999999999999,True,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,21.501591042832,21.467529830518824,0.0014079196920104683,True,0.0012447181273427979,True
II_diagonal_1,N76_all_conservative,II_diagonal_1__N76_all_conservative__cold_early,76.0,SpringFerm Xtrem,87.39999999999999,43.699999999999996,92.0,4.6000000000000085,0.05000000000000009,True,75.99999999999999,True,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,21.501591042832,21.467529830518824,0.0014079196920104683,True,0.0012447181273427979,True
II_diagonal_1,N76_all_conservative,II_diagonal_1__N76_all_conservative__warm_late,76.0,SpringFerm Xtrem,87.39999999999999,43.699999999999996,92.0,4.6000000000000085,0.05000000000000009,True,75.99999999999999,True,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,21.501591042832,21.467529830518824,0.0014079196920104683,True,0.0012447181273427979,True
III_diagonal_2,N80,III_diagonal_2__N80__anchor,80.0,SpringFerm Xtrem,91.99999999999999,45.99999999999999,92.0,1.4210854715202004e-14,1.544658121217609e-16,True,79.99999999999999,True,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,21.346897316479748,21.30339896236658,0.0,True,0.0,True
III_diagonal_2,N80,III_diagonal_2__N80__cold_late,80.0,SpringFerm Xtrem,91.99999999999999,45.99999999999999,92.0,1.4210854715202004e-14,1.544658121217609e-16,True,79.99999999999999,True,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,21.346897316479748,21.30339896236658,0.0,True,0.0,True
III_diagonal_2,N80,III_diagonal_2__N80__warm_early,80.0,SpringFerm Xtrem,91.99999999999999,45.99999999999999,92.0,1.4210854715202004e-14,1.544658121217609e-16,True,79.99999999999999,True,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,21.346897316479748,21.30339896236658,0.0,True,0.0,True
III_diagonal_2,N76_historical_anchor,III_diagonal_2__N76_historical_anchor__anchor,80.0,SpringFerm Xtrem,91.99999999999999,45.99999999999999,92.0,1.4210854715202004e-14,1.544658121217609e-16,True,79.99999999999999,True,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,21.30925011263343,21.264662342280353,0.0017635913682526407,True,0.0018183304999665087,True
III_diagonal_2,N76_historical_anchor,III_diagonal_2__N76_historical_anchor__cold_late,76.0,SpringFerm Xtrem,87.39999999999999,43.699999999999996,92.0,4.6000000000000085,0.05000000000000009,True,75.99999999999999,True,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,21.30925011263343,21.264662342280353,0.0017635913682526407,True,0.0018183304999665087,True
III_diagonal_2,N76_historical_anchor,III_diagonal_2__N76_historical_anchor__warm_early,76.0,SpringFerm Xtrem,87.39999999999999,43.699999999999996,92.0,4.6000000000000085,0.05000000000000009,True,75.99999999999999,True,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,21.30925011263343,21.264662342280353,0.0017635913682526407,True,0.0018183304999665087,True
III_diagonal_2,N76_all_conservative,III_diagonal_2__N76_all_conservative__anchor,76.0,SpringFerm Xtrem,87.39999999999999,43.699999999999996,92.0,4.6000000000000085,0.05000000000000009,True,75.99999999999999,True,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,21.30880657368713,21.263887198031334,0.001784369045669835,True,0.0018547164424345746,True
III_diagonal_2,N76_all_conservative,III_diagonal_2__N76_all_conservative__cold_late,76.0,SpringFerm Xtrem,87.39999999999999,43.699999999999996,92.0,4.6000000000000085,0.05000000000000009,True,75.99999999999999,True,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,21.30880657368713,21.263887198031334,0.001784369045669835,True,0.0018547164424345746,True
III_diagonal_2,N76_all_conservative,III_diagonal_2__N76_all_conservative__warm_early,76.0,SpringFerm Xtrem,87.39999999999999,43.699999999999996,92.0,4.6000000000000085,0.05000000000000009,True,75.99999999999999,True,True,COMPUTATIONAL COVERAGE CANDIDATE — NOT AUTHORIZED FOR PHYSICAL EXECUTION,21.30880657368713,21.263887198031334,0.001784369045669835,True,0.0018547164424345746,True
