analysis,parameter,theta,std_log_approx,approx_95_multiplier,active_bound,classification
post_campaign_full14_small6,mu0,0.0601697224171635,0.004920006361641662,1.0096898580593896,False,well_estimated
post_campaign_full14_small6,qN,0.0146092346863683,0.005522388627862854,1.0108826718392587,False,well_estimated
post_campaign_full14_small6,betaG0,0.779853869422414,0.016906253032467976,1.0336913762400477,False,well_estimated
post_campaign_full14_small6,betaF0,0.5108967442490071,0.028874112304413502,1.0582253004133977,False,well_estimated
post_campaign_full14_small6,qEG,1.5379361359484045,0.012361831517273918,1.0245251016609345,False,well_estimated
post_campaign_full14_small6,qEF,1.262713484739452,0.018380441080596503,1.0366824521049325,False,well_estimated
post_campaign_full14_small6,iG,0.0073666781875985,0.03714676737539205,1.0755236551621836,False,well_estimated
post_campaign_full14_small6,iE,0.0258618456174518,0.023274855324256685,1.046675254793954,False,well_estimated
post_campaign_full14_small6,Kd0,0.0006690744222537,0.02603519359643688,1.0523533894627175,False,well_estimated
post_campaign_full14_small6,gammaG0,0.0975070871956685,0.019126490314729138,1.0381994566123642,False,well_estimated
post_campaign_full14_small6,gammaF0,0.0013892430460828,1.2505073483689622,11.599875935077279,False,weak_or_confounded
post_campaign_full14_small6,kPyrS_N,0.8508617891421286,0.030686857506478864,1.0619918416336511,False,well_estimated
post_campaign_full14_small6,kPyrO2,0.2731889591927507,0.08964346310828203,1.1920817967128714,False,well_estimated
post_campaign_full14_small6,kPyrDrain,0.0035910294181966,0.08098931456755758,1.1720320726848168,False,well_estimated
post_campaign_full14_small6,kAldS_N,2.359887977142201,0.014030922272022168,1.0278822397029574,False,well_estimated
post_campaign_full14_small6,kAcAld,0.0013923120060084,0.12400855221014812,1.2751410020410352,False,well_estimated
post_campaign_full14_small6,kAcStress,0.0026158743573774,0.02263857104550168,1.0453707417045854,False,well_estimated
post_campaign_full14_small6,k_EA_growth,0.1,0.07093837061770965,1.149169153918223,False,well_estimated
post_campaign_full14_small6,k_EA_stationary,0.28,0.018170218923427933,1.0362553901953875,False,well_estimated
post_campaign_full14_small6,k_IAA_growth,0.003,0.09538901167164489,1.2055820301189144,False,well_estimated
post_campaign_full14_small6,k_IAA_stationary,0.012,0.016969056627307466,1.0338186263592064,False,well_estimated
post_campaign_full14_small6,k_EO_growth,0.0008,0.089880555533249,1.1926358872314773,False,well_estimated
post_campaign_full14_small6,k_EO_stationary,0.003,0.01628160907782785,1.032426600056633,False,well_estimated
post_campaign_full14_small6,alpha_EA_loss,1.0,0.18467817913382742,1.436154752381868,False,well_estimated
post_campaign_full14_small6,alpha_IAA_loss,1.0,0.1699232936745547,1.3952165770689864,False,well_estimated
post_campaign_full14_small6,alpha_EO_loss,1.0,0.1457732982632956,1.3307140323434101,False,well_estimated
