ensemble_member,policy,drying_time_h
0,anchor_18C,191.34448092983013
0,refined_2_A,147.48398712268877
0,refined_2_B,150.61691762106986
1,anchor_18C,187.88101579536078
1,refined_2_A,142.7080785668875
1,refined_2_B,145.1644672367212
2,anchor_18C,203.83544637455327
2,refined_2_A,155.65954974991075
2,refined_2_B,158.68449009620824
3,anchor_18C,197.62540735290705
3,refined_2_A,150.58678276345506
3,refined_2_B,153.11507128923014
4,anchor_18C,191.23846689214983
4,refined_2_A,145.09332965511263
4,refined_2_B,147.30049508212423
5,anchor_18C,202.7288146681163
5,refined_2_A,155.11374407289367
5,refined_2_B,157.79365013078564
6,anchor_18C,190.67270197315466
6,refined_2_A,150.85468652087675
6,refined_2_B,151.7080964698741
7,anchor_18C,429.57187556423685
7,refined_2_A,353.9686944202858
7,refined_2_B,394.0105327009019
8,anchor_18C,201.54462447246917
8,refined_2_A,152.89264106604887
8,refined_2_B,155.23935722994275
9,anchor_18C,153.37337343111733
9,refined_2_A,113.04151597018007
9,refined_2_B,115.00130378705536
10,anchor_18C,200.74318373721968
10,refined_2_A,152.10752119201538
10,refined_2_B,154.65102152897353
11,anchor_18C,191.88014936060534
11,refined_2_A,146.08773997079402
11,refined_2_B,148.64475559546355
12,anchor_18C,200.92146923328443
12,refined_2_A,151.94762613107147
12,refined_2_B,154.5157792975792
13,anchor_18C,185.85991505935348
13,refined_2_A,141.68477809728006
13,refined_2_B,144.20331642364604
14,anchor_18C,183.4841029861539
14,refined_2_A,140.68165258449068
14,refined_2_B,143.46442936380885
15,anchor_18C,197.34245675743517
15,refined_2_A,150.07340400042935
15,refined_2_B,152.8894038363453
16,anchor_18C,210.7938803103624
16,refined_2_A,158.68763684408026
16,refined_2_B,160.95796964417352
17,anchor_18C,184.13400735101553
17,refined_2_A,139.9953388937832
17,refined_2_B,142.42640726092196
18,anchor_18C,191.2313529395892
18,refined_2_A,146.53994648315123
18,refined_2_B,149.28992248834354
19,anchor_18C,212.41038547436546
19,refined_2_A,160.77294202131833
19,refined_2_B,163.53284903850758
20,anchor_18C,206.49719905737476
20,refined_2_A,157.11181780486302
20,refined_2_B,160.02302700244414
21,anchor_18C,201.87653395350844
21,refined_2_A,155.2317199375602
21,refined_2_B,158.36582284474812
22,anchor_18C,190.64187256852483
22,refined_2_A,145.0874174864664
22,refined_2_B,147.43344637613066
23,anchor_18C,187.0178556055647
23,refined_2_A,142.80678332401482
23,refined_2_B,145.5565155767051
24,anchor_18C,185.70576107805027
24,refined_2_A,142.7013439296074
24,refined_2_B,145.54369296643333
25,anchor_18C,192.5030152605377
25,refined_2_A,147.7583214409557
25,refined_2_B,150.6266760893282
26,anchor_18C,185.61075018138655
26,refined_2_A,143.1574088604919
26,refined_2_B,146.13435907218755
27,anchor_18C,188.79028241087215
27,refined_2_A,143.68915658884643
27,refined_2_B,146.04391491457676
28,anchor_18C,183.1316703736225
28,refined_2_A,140.0537303874994
28,refined_2_B,142.71985172055355
29,anchor_18C,193.08438495187553
29,refined_2_A,148.7866579327838
29,refined_2_B,151.95644398401078
30,anchor_18C,196.3516232747461
30,refined_2_A,155.35874019582417
30,refined_2_B,156.24247586899415
31,anchor_18C,197.06150502912735
31,refined_2_A,155.88343362533826
31,refined_2_B,156.85771203126131
32,anchor_18C,183.6658791048723
32,refined_2_A,140.98832475745084
32,refined_2_B,143.82061924106418
33,anchor_18C,193.76969342548918
33,refined_2_A,148.14157625176264
33,refined_2_B,151.18425563474256
34,anchor_18C,187.0415095713221
34,refined_2_A,142.2818202113877
34,refined_2_B,144.6975675159401
35,anchor_18C,194.43289344413287
35,refined_2_A,148.26274496116935
35,refined_2_B,150.77141466997784
36,anchor_18C,189.09253020570162
36,refined_2_A,142.98854204223096
36,refined_2_B,145.03788549186012
37,anchor_18C,202.21040072787278
37,refined_2_A,154.08172135703714
37,refined_2_B,157.03345513016689
38,anchor_18C,189.7717709162923
38,refined_2_A,143.5692306040469
38,refined_2_B,145.6824064082819
39,anchor_18C,193.53655915234617
39,refined_2_A,146.9731603832588
39,refined_2_B,149.2803241641444
40,anchor_18C,195.67190684822606
40,refined_2_A,149.49160493882567
40,refined_2_B,152.0268273294435
41,anchor_18C,198.1850007128149
41,refined_2_A,153.848252585254
41,refined_2_B,157.5787841843175
42,anchor_18C,186.9410118810854
42,refined_2_A,143.50254802033288
42,refined_2_B,146.40506331786037
43,anchor_18C,187.15092160146196
43,refined_2_A,142.2936603056649
43,refined_2_B,144.71908750073223
44,anchor_18C,198.78018552512953
44,refined_2_A,151.5097818685337
44,refined_2_B,154.44682496590576
45,anchor_18C,180.89219999218713
45,refined_2_A,139.10632563317256
45,refined_2_B,141.90115547405262
46,anchor_18C,198.62299277579498
46,refined_2_A,150.87064302385875
46,refined_2_B,153.5477845648048
47,anchor_18C,196.43549670105693
47,refined_2_A,149.86359834369912
47,refined_2_B,152.4568748246878
48,anchor_18C,185.09862106860749
48,refined_2_A,141.66721856245377
48,refined_2_B,144.35489994094382
49,anchor_18C,194.89324443751855
49,refined_2_A,149.23533781273383
49,refined_2_B,151.961395220478
50,anchor_18C,202.67150177407066
50,refined_2_A,154.12351788063438
50,refined_2_B,156.96852346922506
51,anchor_18C,203.43254257870052
51,refined_2_A,155.41992939216235
51,refined_2_B,158.099089908743
52,anchor_18C,195.3475223693459
52,refined_2_A,149.71788308185083
52,refined_2_B,152.55338455144832
53,anchor_18C,190.99639758105803
53,refined_2_A,146.19192862675658
53,refined_2_B,148.94210525875573
54,anchor_18C,203.4180099082287
54,refined_2_A,156.60662216580585
54,refined_2_B,159.78609978941182
55,anchor_18C,187.07257352590116
55,refined_2_A,142.56822443716854
55,refined_2_B,145.18645207751175
