fit,medium,batch,state,n,sse,wsse,rmse,weighted_rmse,mean_bias
best_multistart_07,synthetic,MS008,E,4,368.6082246275785,91.22350419010645,9.599586249255466,4.775549816254315,7.990382987451989
best_multistart_07,synthetic,MS008,Gly,8,2.8686734984281506,23.417742844311437,0.5988189937731759,1.7109114107805026,0.47954840775090957
best_multistart_07,synthetic,MS009,X,8,0.5593433882702422,62.634301721265544,0.26441997567086395,2.7980864381141255,-0.15193333355556712
best_multistart_07,synthetic,MS009,Xd,9,2.3392509899730456,223.8565211346692,0.5098203376324563,4.9872784956067,-0.4123404298991966
best_multistart_07,synthetic,MS009,N,9,0.01299448934639164,65.63547114002974,0.03799779137790868,2.7005240466750102,-0.033081034529306746
best_multistart_07,synthetic,MS009,G,9,1750.9812944675384,280.0647212383661,13.948242798397933,5.578378111944228,8.312723971098173
best_multistart_07,synthetic,MS009,F,9,871.4132399214825,139.28625091168192,9.839903115610904,3.9339865405588252,5.932166117637961
best_multistart_07,synthetic,MS009,E,4,294.7242332975761,53.75614930855637,8.583767140620372,3.665929258338067,-7.171788421452355
best_multistart_07,synthetic,MS009,Gly,9,12.463003812327631,101.06670395969287,1.1767659926126932,3.351064573131829,-0.33549478235779945
best_multistart_07,synthetic,MS010,X,8,2.719380443920982,201.6891970450876,0.5830287775831676,5.021070566187648,0.029446214886159977
best_multistart_07,synthetic,MS010,Xd,9,2.5482173428431394,368.2317456770884,0.5321045576913473,6.3964551439500745,-0.4825733872973361
best_multistart_07,synthetic,MS010,N,8,0.08564233750059566,348.6855157455355,0.10346638191980262,6.6019458849790595,-0.08250360265555215
best_multistart_07,synthetic,MS010,G,9,308.9677970538204,45.428902137031415,5.859159942193271,2.246698865670139,-4.213660707808142
best_multistart_07,synthetic,MS010,F,9,504.53268381764144,76.25841330473547,7.487268333033686,2.9108687764754184,-6.210675002953118
best_multistart_07,synthetic,MS010,E,4,52.991430895002125,8.842356592953397,3.6397606684712844,1.4868050135234105,-0.6252614988111489
best_multistart_07,synthetic,MS010,Gly,9,1.0669626094819191,7.872197901905494,0.34431294058392076,0.9352479113942341,0.15909400439423954
best_multistart_07,synthetic,MS011,X,8,1.706074544661715,103.95953753142165,0.4618000845416925,3.604849815377571,-0.17328198936371864
best_multistart_07,synthetic,MS011,Xd,9,0.9789348392821842,125.25175889462326,0.3298037866641626,3.730531074713436,-0.2747367456533039
best_multistart_07,synthetic,MS011,N,8,0.06122910500474749,344.5219036162593,0.0874850737302852,6.5624109862178255,-0.07537764325734153
best_multistart_07,synthetic,MS011,G,9,71.00250137422523,10.346849019749584,2.808766067040535,1.0722172779261148,-1.125628950643617
best_multistart_07,synthetic,MS011,F,9,83.81772436829945,13.142867764236893,3.0517340128796624,1.2084364445310172,1.0754086386753106
best_multistart_07,synthetic,MS011,E,4,28.47939591887209,4.317753691035619,2.6683045140534505,1.0389602604329506,-1.7747399114439126
best_multistart_07,synthetic,MS011,Gly,9,3.482202874982464,26.307829082368965,0.6220220498934158,1.7097052729237336,0.19680130977931043
best_multistart_07,synthetic,MS012,X,8,0.7020130061323836,64.72529155086885,0.29622900898890364,2.844408803927207,-0.10045106451466887
best_multistart_07,synthetic,MS012,Xd,9,1.357260221705546,318.5521613052223,0.3883383721712499,5.949343206562313,-0.331555887828208
best_multistart_07,synthetic,MS012,N,8,0.034395340955531845,204.3633333409932,0.06556994448252554,5.054247388842789,-0.0475513881832342
best_multistart_07,synthetic,MS012,G,9,880.054045994395,140.61507646652726,9.888568293148715,3.9527076017800375,5.563398351586427
best_multistart_07,synthetic,MS012,F,9,125.05281432862651,19.621647384365883,3.727567188881398,1.4765442908044852,2.0454685241737383
best_multistart_07,synthetic,MS012,E,4,241.74560553484318,43.77324347579864,7.774085244175728,3.3080675429848254,-6.702626630926179
best_multistart_07,synthetic,MS012,Gly,9,6.771161892019187,53.789368941492086,0.8673818774539074,2.4447078657898325,0.113786957511357
best_multistart_07,synthetic,MS013,X,7,2.144600941035406,143.00337067758113,0.5535084127680969,4.519850988023848,-0.14018740118690518
best_multistart_07,synthetic,MS013,Xd,8,1.978130278672121,324.5509559344803,0.49725877049481504,6.369369630647136,-0.45469816791538253
best_multistart_07,synthetic,MS013,N,8,0.08846144001312344,480.3219383702436,0.10515550390559891,7.748563886055302,-0.09195786328791752
best_multistart_07,synthetic,MS013,G,8,350.03877432407927,52.93356931070906,6.61474465043889,2.5722939497340955,-2.251409815956813
best_multistart_07,synthetic,MS013,F,8,331.17044522249273,49.30199345968703,6.433996087410343,2.482488506007808,-1.6324036469445462
best_multistart_07,synthetic,MS013,E,4,61.327598887878835,10.196371070245448,3.9155969815559044,1.596587851501245,-0.993158987522337
best_multistart_07,synthetic,MS013,Gly,8,1.6076383920978325,12.788804720529438,0.4482798222229382,1.2643577777141166,0.12668321586469933
best_multistart_07,synthetic,MS014,X,7,0.9099478129409915,123.82335429679414,0.360544788765357,4.205835305124029,-0.020377325795379635
best_multistart_07,synthetic,MS014,Xd,8,1.9092557564895687,302.8652425015581,0.4885253008403926,6.152898123055083,-0.4373128436093751
best_multistart_07,synthetic,MS014,N,8,0.10975646315989851,578.0024189663484,0.11713051649756913,8.500017786498658,-0.10533576353569137
best_multistart_07,synthetic,MS014,G,8,561.8107947717685,81.60946856863328,8.380116308648173,3.193929174399326,-6.298197796949605
best_multistart_07,synthetic,MS014,F,8,49.08673850211653,7.418721016994254,2.477063243594028,0.9629850087744263,-0.6725357065526569
best_multistart_07,synthetic,MS014,E,4,59.1520090563907,12.585630088989756,3.8455171647123976,1.773811580255197,0.8295980263484086
best_multistart_07,synthetic,MS014,Gly,8,2.6859314343504153,21.569804241800533,0.579431988497185,1.6420187362588365,-0.01574455065694791
best_multistart_07,synthetic,MS015,X,7,0.8631803950153931,226.71811552811292,0.35115735077340904,5.69107215015781,0.2356928573083182
best_multistart_07,synthetic,MS015,Xd,8,1.8761765812248499,304.1305760262916,0.48427479043731586,6.165737750122562,-0.43386214815099194
best_multistart_07,synthetic,MS015,N,8,0.18129103922724046,718.7171057260028,0.15053697188200996,9.478377404163139,-0.1356122779308579
best_multistart_07,synthetic,MS015,G,8,1924.5957078223278,295.52600909433943,15.510463032346616,6.07789035248189,-13.949007637423591
best_multistart_07,synthetic,MS015,F,8,677.8904681063032,105.68468283157947,9.205232670241848,3.6346368943743794,-8.063448040236658
best_multistart_07,synthetic,MS015,E,4,585.2287272722479,144.53835345406708,12.095750568611356,6.011205233854254,9.934160731251348
best_multistart_07,synthetic,MS015,Gly,8,3.6855245671609786,29.936275322583235,0.6787419030052014,1.934433874631776,0.5866862886726505
best_multistart_07,synthetic,MS016,X,7,0.6171928837807301,106.73686711168821,0.29693502987804543,3.9048846171299756,0.01940888919486274
best_multistart_07,synthetic,MS016,Xd,8,1.4532068183336542,242.01421383761374,0.42620517628450594,5.500161518510317,-0.3350115429220565
best_multistart_07,synthetic,MS016,N,8,0.10011712804516096,578.3467223648338,0.11186885628111659,8.502549046939054,-0.09793396952300612
best_multistart_07,synthetic,MS016,G,8,502.935945288439,79.72946856241882,7.928870862932178,3.1569262852183217,3.8262511713608127
best_multistart_07,synthetic,MS016,F,8,184.02167635292693,25.939152353925984,4.796114004495292,1.8006648894896429,0.28411845689212
best_multistart_07,synthetic,MS016,E,4,208.8746898880072,34.63776474282207,7.226248852067149,2.9426928459670263,-6.255637717531439
best_multistart_07,synthetic,MS016,Gly,8,8.916471067997996,72.61720488051164,1.0557267087176252,3.012830995934547,-0.5874713539419191
