medium,batch,source_file,sample_id,time_h,temperature_c,density,brix,X_viable_mcells_ml,X_total_mcells_ml,X_dead_direct_mcells_ml,X_dead_mcells_ml,X_dead_inferred,X_viable_kg_m3,X_total_kg_m3,X_dead_kg_m3,G_g_l,F_g_l,S_GF_g_l,S_Y15_g_l,S_observed_g_l,YAN_mg_l,N_kg_m3,N_pulse_mg_l,N_pulse_kg_m3,glycerol_g_l,ethanol_percent_vv,ethanol_source,E_g_l,ethyl_acetate_total,isoamyl_acetate_total,ethyl_octanoate_total,Condicion,Replica,Variedad,Levadura,Adicion
natural,LAB009,mosto_natural_xthiol.xlsx,ING26-LAB009-L-07,72.0,18.0,1012.2,3.7,60.6,60.68,0.0799999999999983,0.0799999999999983,False,1.818,1.8204,0.0023999999999999486,9.42,34.55,43.97,43.97,43.97,17.0,0.017,0.0,0.0,4.38,,,,,,,,,,Zymaflore X5,
natural,LAB009,mosto_natural_xthiol.xlsx,ING26-LAB009-L-08,88.0,18.0,1006.2,2.0,59.06,59.52,0.46000000000000085,0.46000000000000085,False,1.7718,1.7856,0.013800000000000026,4.38,14.32,18.7,18.7,18.7,17.0,0.017,0.0,0.0,5.59,,,,,,,,,,Zymaflore X5,
natural,LAB009,mosto_natural_xthiol.xlsx,ING26-LAB009-L-09,96.0,21.0,1002.8,1.2,59.75,60.83,1.0799999999999983,1.0799999999999983,False,1.7925,1.8249,0.03239999999999995,2.69,13.700000000000001,16.39,16.39,16.39,19.0,0.019,0.0,0.0,6.58,,,,,,,,,,Zymaflore X5,
natural,LAB009,mosto_natural_xthiol.xlsx,ING26-LAB009-L-10,120.0,21.0,997.5,-0.2,62.44,62.83,0.39000000000000057,0.39000000000000057,False,1.8731999999999998,1.8848999999999998,0.011700000000000016,0.08,3.32,3.4,3.4,3.4,5.0,0.005,0.0,0.0,5.95,,,,,,,,,,Zymaflore X5,
natural,LAB009,mosto_natural_xthiol.xlsx,ING26-LAB009-L-11,144.0,21.0,995.8,-0.5,57.3,58.99,1.6900000000000048,1.6900000000000048,False,1.7189999999999999,1.7697,0.05070000000000014,0.0,0.2,0.2,0.2,0.2,25.0,0.025,0.0,0.0,5.63,9.93,ETANOL,78.371532,,,,,,,Zymaflore X5,
natural,LAB009,mosto_natural_xthiol.xlsx,ING26-LAB009-L-12,160.0,21.0,995.8,-0.6,4.61,6.76,2.1499999999999995,2.1499999999999995,False,0.1383,0.20279999999999998,0.06449999999999999,0.0,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,5.81,10.25,ETANOL,80.89710000000001,,,,,,,Zymaflore X5,
natural,LAB010,mosto_natural_xthiol.xlsx,ING26-LAB010-L-01,0.0,15.0,1067.4,17.0,32.03,35.79,3.759999999999998,3.759999999999998,False,0.9609,1.0736999999999999,0.11279999999999994,78.49,77.05,155.54,155.54,155.54,225.7,0.22569999999999998,0.0,0.0,1.25,1.18,ETANOL,9.313032,,,,Condición D,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB010,mosto_natural_xthiol.xlsx,ING26-LAB010-L-02,18.999999999941792,15.0,1067.6,16.9,31.64,32.33,0.6899999999999977,0.6899999999999977,False,0.9491999999999999,0.9698999999999999,0.02069999999999993,,,,,,,,0.0,0.0,,,,,,,,Condición D,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB010,mosto_natural_xthiol.xlsx,ING26-LAB010-L-03,24.0,15.0,1066.5,16.7,42.63,43.32,0.6899999999999977,0.6899999999999977,False,1.2789,1.2995999999999999,0.02069999999999993,,,,,,,,0.0,0.0,,,,,,,,Condición D,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB010,mosto_natural_xthiol.xlsx,ING26-LAB010-L-04,42.99999999994179,15.0,1065.3,16.4,26.15,26.23,0.08000000000000185,0.08000000000000185,False,0.7845,0.7868999999999999,0.0024000000000000553,,,,,,,,0.0,0.0,,,,,,,,Condición D,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB010,mosto_natural_xthiol.xlsx,ING26-LAB010-L-05,66.99999999994179,15.0,1065.2,16.3,31.26,31.49,0.22999999999999687,0.22999999999999687,False,0.9378,0.9446999999999999,0.006899999999999906,,,,,,,,0.0,0.0,,,,,,,,Condición D,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB010,mosto_natural_xthiol.xlsx,ING26-LAB010-L-06,72.0,15.0,1060.8,15.2,39.48,40.25,0.7700000000000031,0.7700000000000031,False,1.1844,1.2075,0.023100000000000093,59.59,81.95,141.54000000000002,141.54,141.54000000000002,151.62,0.15162,0.0,0.0,2.05,2.08,ETANOL,16.416192000000002,,,,Condición D,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB010,mosto_natural_xthiol.xlsx,ING26-LAB010-L-N,79.0,,,,,,,,False,,,,,,,,,,,80.0,0.08,,,,,,,,,,,,
natural,LAB010,mosto_natural_xthiol.xlsx,ING26-LAB010-L-07,138.9999999999418,15.0,1015.1,4.4,111.21,111.83,0.6200000000000045,0.6200000000000045,False,3.3362999999999996,3.3548999999999998,0.018600000000000137,,,,,,,,0.0,0.0,,,,,,,,Condición D,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB010,mosto_natural_xthiol.xlsx,ING26-LAB010-L-08,162.9999999999418,15.0,1004.7,1.6,85.79,86.18,0.39000000000000057,0.39000000000000057,False,2.5737,2.5854,0.011700000000000016,0.3,15.39,15.690000000000001,15.69,15.690000000000001,16.0,0.016,0.0,0.0,5.49,9.35,ETANOL,73.79394,,,,Condición D,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB010,mosto_natural_xthiol.xlsx,ING26-LAB010-L-09,186.9999999999418,15.0,998.3,0.0,114.13,114.36,0.23000000000000398,0.23000000000000398,False,3.4238999999999997,3.4308,0.006900000000000119,0.25,3.0,3.25,3.25,3.25,20.0,0.02,0.0,0.0,5.66,10.139999999999999,ETANOL,80.02893599999999,,,,Condición D,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB011,mosto_natural_xthiol.xlsx,ING26-LAB011-L-01,0.0,18.0,1066.5,16.8,35.52,36.79,1.269999999999996,1.269999999999996,False,1.0656,1.1037,0.03809999999999988,75.61,76.67,152.28,152.28,152.28,220.24,0.22024000000000002,0.0,0.0,1.25,1.18,ETANOL,9.313032,,,,Condición E,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB011,mosto_natural_xthiol.xlsx,ING26-LAB011-L-02,18.999999999941792,18.0,1067.2,16.9,25.12,25.42,0.3000000000000007,0.3000000000000007,False,0.7536,0.7626000000000001,0.00900000000000002,68.25,88.24000000000001,156.49,156.49,156.49,223.24,0.22324000000000002,0.0,0.0,1.32,1.28,ETANOL,10.102272000000001,,,,Condición E,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB011,mosto_natural_xthiol.xlsx,ING26-LAB011-L-03,24.0,15.0,1065.4,16.5,24.96,25.19,0.23000000000000043,0.23000000000000043,False,0.7488,0.7557,0.006900000000000013,,,,,,,,0.0,0.0,,,,,,,,Condición E,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB011,mosto_natural_xthiol.xlsx,ING26-LAB011-L-04,42.99999999994179,15.0,1063.6,16.0,32.57,32.8,0.22999999999999687,0.22999999999999687,False,0.9771,0.9839999999999999,0.006899999999999906,,,,,,,,0.0,0.0,,,,,,,,Condición E,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB011,mosto_natural_xthiol.xlsx,ING26-LAB011-L-06,66.99999999994179,15.0,1056.2,14.3,45.81,46.24,0.4299999999999997,0.4299999999999997,False,1.3743,1.3872,0.012899999999999991,53.99,79.00999999999999,133.0,133.0,133.0,117.94,0.11794,0.0,0.0,2.34,2.45,ETANOL,19.336380000000002,,,,Condición E,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB011,mosto_natural_xthiol.xlsx,ING26-LAB011-L-N,72.0,15.0,,,,,,,False,,,,,,,,,,,80.0,0.08,,,,,,,,,,,,
natural,LAB011,mosto_natural_xthiol.xlsx,ING26-LAB011-L-07,138.9999999999418,21.0,997.4,0.0,82.57,83.18,0.6100000000000136,0.6100000000000136,False,2.4770999999999996,2.4954,0.01830000000000041,,,,,,,,0.0,0.0,,,,,,,,Condición E,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB011,mosto_natural_xthiol.xlsx,ING26-LAB011-L-08,162.9999999999418,21.0,996.1,-0.4,95.7,96.85,1.1499999999999915,1.1499999999999915,False,2.871,2.9054999999999995,0.034499999999999746,0.02,0.12000000000000001,0.14,0.14,0.14,25.64,0.02564,0.0,0.0,5.75,10.28,ETANOL,81.133872,,,,Condición E,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB012,mosto_natural_xthiol.xlsx,ING26-LAB012-L-01,0.0,15.0,1066.6,16.8,28.38,32.41,4.029999999999998,4.029999999999998,False,0.8513999999999999,0.9722999999999998,0.12089999999999992,75.0,79.88,154.88,154.88,154.88,222.06,0.22206,0.0,0.0,1.27,1.19,ETANOL,9.391956,,,,Condición F,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB012,mosto_natural_xthiol.xlsx,ING26-LAB012-L-02,18.999999999941792,15.0,1066.8,16.7,31.91,32.4,0.48999999999999844,0.48999999999999844,False,0.9572999999999999,0.972,0.014699999999999953,,,,,,,,0.0,0.0,,,,,,,,Condición F,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB012,mosto_natural_xthiol.xlsx,ING26-LAB012-L-03,24.0,18.0,1066.2,16.7,32.6,32.95,0.3500000000000014,0.3500000000000014,False,0.978,0.9885,0.010500000000000042,,,,,,,,0.0,0.0,,,,,,,,Condición F,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB012,mosto_natural_xthiol.xlsx,ING26-LAB012-L-04,42.99999999994179,15.0,1065.6,16.4,39.82,39.94,0.11999999999999744,0.11999999999999744,False,1.1945999999999999,1.1982,0.003599999999999923,,,,,,,,0.0,0.0,,,,,,,,Condición F,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB012,mosto_natural_xthiol.xlsx,ING26-LAB012-L-05,48.0,15.0,1065.4,16.5,39.13,39.32,0.18999999999999773,0.18999999999999773,False,1.1739,1.1796,0.005699999999999932,63.23,81.06,144.29,144.29,144.29,277.52,0.27752,0.0,0.0,1.74,1.52,ETANOL,11.996448000000001,,,,Condición F,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB012,mosto_natural_xthiol.xlsx,ING26-LAB012-L-06,66.99999999994179,18.0,1059.2,15.1,49.88,50.65,0.769999999999996,0.769999999999996,False,1.4964,1.5194999999999999,0.02309999999999988,55.44,77.59,133.03,133.03,133.03,234.18,0.23418,0.0,0.0,2.16,2.22,ETANOL,17.521128,,,,Condición F,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB012,mosto_natural_xthiol.xlsx,ING26-LAB012-L-N,72.0,,,,,,,,False,,,,,,,,,,,80.0,0.08,,,,,,,,,,,,
natural,LAB012,mosto_natural_xthiol.xlsx,ING26-LAB012-L-07,138.9999999999418,21.0,1001.7,1.1,97.08,97.77,0.6899999999999977,0.6899999999999977,False,2.9124,2.9330999999999996,0.02069999999999993,,,,,,,,0.0,0.0,,,,,,,,Condición F,R1,Sauvignon blanc,Zymaflore X5,
natural,LAB012,mosto_natural_xthiol.xlsx,ING26-LAB012-L-08,162.9999999999418,21.0,997.4,-0.1,103.61,103.76,0.15000000000000568,0.15000000000000568,False,3.1083,3.1128,0.0045000000000001705,0.0,0.09,0.09,0.09,0.09,125.48,0.12548,0.0,0.0,5.68,10.27,ETANOL,81.054948,,,,Condición F,R1,Sauvignon blanc,Zymaflore X5,
synthetic,MS007,mosto_sintetico_vl3.xlsx,MS007-0,0.0,15.0,1098.6,23.7,,15.0,,3.9000000000000004,True,,0.44999999999999996,0.117,125.34,120.52000000000001,245.86,245.86,245.86,224.0,0.224,0.0,0.0,0.34,0.0,ETANOL,0.0,,,,T=15; Adición=1,,,,1.0
synthetic,MS007,mosto_sintetico_vl3.xlsx,MS007-1,3.5,15.0,1098.5,23.6,11.1,23.77,12.67,12.67,False,0.33299999999999996,0.7131,0.3801,119.63,114.87,234.5,234.5,234.5,287.0,0.28700000000000003,0.0,0.0,0.44,,,,,,,T=15; Adición=1,,,,1.0
synthetic,MS007,mosto_sintetico_vl3.xlsx,MS007-2,22.5,15.0,1096.1,23.3,16.67,37.4,20.729999999999997,20.729999999999997,False,0.5001,1.1219999999999999,0.6218999999999999,120.58,115.91000000000001,236.49,236.49,236.49,277.0,0.277,0.0,0.0,0.81,,,,,,,T=15; Adición=1,,,,1.0
synthetic,MS007,mosto_sintetico_vl3.xlsx,MS007-N,24.0,,,,,,,,False,,,,,,,,,,,100.0,0.1,,,,,,,,,,,,
synthetic,MS007,mosto_sintetico_vl3.xlsx,MS007-3,46.5,15.0,1091.8,22.2,23.27,49.31,26.040000000000003,26.040000000000003,False,0.6980999999999999,1.4793,0.7812,109.59,109.99000000000001,219.58,219.58,219.58,335.0,0.335,0.0,0.0,1.74,,,,,,,T=15; Adición=1,,,,1.0
synthetic,MS007,mosto_sintetico_vl3.xlsx,MS007-4,70.0,15.0,1083.6,20.3,41.24,72.12,30.880000000000003,30.880000000000003,False,1.2372,2.1636,0.9264,97.28,105.38999999999999,202.67,202.67,202.67,286.0,0.28600000000000003,0.0,0.0,2.87,,,,,,,T=15; Adición=1,,,,1.0
synthetic,MS007,mosto_sintetico_vl3.xlsx,MS007-5,94.0,15.0,1068.9,17.1,47.93,75.27,27.339999999999996,27.339999999999996,False,1.4379,2.2580999999999998,0.8201999999999998,74.03,96.56,170.59,170.59,170.59,214.0,0.214,0.0,0.0,4.34,3.87,ETANOL,30.543588000000003,,,,T=15; Adición=1,,,,1.0
synthetic,MS007,mosto_sintetico_vl3.xlsx,MS007-6,165.5,15.0,1035.5,9.3,53.84,75.96,22.11999999999999,22.11999999999999,False,1.6152,2.2788,0.6635999999999996,30.35,64.52000000000001,94.87,94.87,94.87,131.0,0.131,0.0,0.0,6.3,8.44,ETANOL,66.611856,,,,T=15; Adición=1,,,,1.0
synthetic,MS007,mosto_sintetico_vl3.xlsx,MS007-7,190.0,15.0,1028.2,7.4,43.93,67.97,24.04,24.04,False,1.3178999999999998,2.0391,0.7212,20.42,56.05,76.47,76.47,76.47,117.0,0.117,0.0,0.0,6.3,,,,,,,T=15; Adición=1,,,,1.0
synthetic,MS007,mosto_sintetico_vl3.xlsx,MS007-8,213.0,15.0,1020.9,5.6,46.24,72.73,26.490000000000002,26.490000000000002,False,1.3872,2.1819,0.7947000000000001,14.64,49.08,63.72,63.72,63.72,119.0,0.11900000000000001,0.0,0.0,6.76,10.04,ETANOL,79.239696,,,,T=15; Adición=1,,,,1.0
synthetic,MS008,mosto_sintetico_vl3.xlsx,MS008-0,0.0,15.0,1097.1,23.4,,15.0,,4.055,True,,0.44999999999999996,0.12164999999999998,124.28,119.63,243.91,243.91,243.91,218.0,0.218,0.0,0.0,0.38,0.0,ETANOL,0.0,,,,T=15; Adición=4,,,,4.0
synthetic,MS008,mosto_sintetico_vl3.xlsx,MS008-1,3.5,15.0,1097.1,23.3,10.945,20.275,9.329999999999998,9.329999999999998,False,0.32835,0.60825,0.2798999999999999,118.87,115.38999999999999,234.26,234.26,234.26,285.0,0.28500000000000003,0.0,0.0,,,,,,,,T=15; Adición=4,,,,4.0
synthetic,MS008,mosto_sintetico_vl3.xlsx,MS008-2,22.5,15.0,1094.9,23.0,9.33,38.1,28.770000000000003,28.770000000000003,False,0.2799,1.143,0.8631000000000001,118.47,116.72,235.19,235.19,235.19,272.0,0.272,0.0,0.0,0.79,,,,,,,T=15; Adición=4,,,,4.0
synthetic,MS008,mosto_sintetico_vl3.xlsx,MS008-3,46.5,15.0,1091.3,22.0,29.95,45.39,15.440000000000001,15.440000000000001,False,0.8985,1.3617,0.4632,112.06,111.07,223.13,223.13,223.13,229.0,0.229,0.0,0.0,1.77,,,,,,,T=15; Adición=4,,,,4.0
synthetic,MS008,mosto_sintetico_vl3.xlsx,MS008-4,70.0,15.0,1082.0,20.0,37.02,54.76,17.739999999999995,17.739999999999995,False,1.1106,1.6427999999999998,0.5321999999999998,93.06,105.19999999999999,198.26,198.26,198.26,166.0,0.166,0.0,0.0,3.09,,,,,,,T=15; Adición=4,,,,4.0
synthetic,MS008,mosto_sintetico_vl3.xlsx,MS008-5,94.0,15.0,1068.4,17.0,53.53,68.43,14.900000000000006,14.900000000000006,False,1.6058999999999999,2.0529,0.4470000000000002,59.38,74.02000000000001,133.4,133.4,133.4,63.0,0.063,0.0,0.0,3.5,3.67,ETANOL,28.965108,,,,T=15; Adición=4,,,,4.0
synthetic,MS008,mosto_sintetico_vl3.xlsx,MS008-N,96.0,,,,,,,,False,,,,,,,,,,,100.0,0.1,,,,,,,,,,,,
synthetic,MS008,mosto_sintetico_vl3.xlsx,MS008-6,165.5,15.0,1030.4,8.0,60.06,82.95,22.89,22.89,False,1.8018,2.4885,0.6867,25.65,59.919999999999995,85.57,85.57,85.57,71.0,0.07100000000000001,0.0,0.0,6.55,7.84,ETANOL,61.876416,,,,T=15; Adición=4,,,,4.0
synthetic,MS008,mosto_sintetico_vl3.xlsx,MS008-7,190.0,15.0,1022.2,5.9,59.29,85.25,25.96,25.96,False,1.7787,2.5575,0.7788,15.65,50.440000000000005,66.09,66.09,66.09,65.0,0.065,0.0,0.0,6.74,,,,,,,T=15; Adición=4,,,,4.0
synthetic,MS008,mosto_sintetico_vl3.xlsx,MS008-8,213.0,15.0,1014.7,4.1,54.92,78.73,23.810000000000002,23.810000000000002,False,1.6476,2.3619,0.7143,9.99,42.07,52.06,52.06,52.06,60.0,0.06,0.0,0.0,6.91,10.64,ETANOL,83.975136,,,,T=15; Adición=4,,,,4.0
synthetic,MS009,mosto_sintetico_vl3.xlsx,MS009-0,0.0,23.0,1095.4,23.1,,15.0,,3.75,True,,0.44999999999999996,0.11249999999999999,120.89,114.19000000000001,235.08,235.08,235.08,236.0,0.23600000000000002,0.0,0.0,0.38,0.0,ETANOL,0.0,,,,T=23; Adición=1,,,,1.0
synthetic,MS009,mosto_sintetico_vl3.xlsx,MS009-1,3.5,23.0,1093.5,23.0,11.25,21.815,10.565000000000001,10.565000000000001,False,0.33749999999999997,0.65445,0.31695,117.57,115.11000000000001,232.68,232.68,232.68,291.0,0.291,0.0,0.0,0.54,,,,,,,T=23; Adición=1,,,,1.0
synthetic,MS009,mosto_sintetico_vl3.xlsx,MS009-2,22.5,23.0,1082.5,45797.0,20.2,55.15,34.95,34.95,False,0.606,1.6544999999999999,1.0485,98.16,105.15,203.31,203.31,203.31,156.0,0.156,0.0,0.0,2.63,,,,,,,T=23; Adición=1,,,,1.0
synthetic,MS009,mosto_sintetico_vl3.xlsx,MS009-N,24.0,,,,,,,,False,,,,,,,,,,,100.0,0.1,,,,,,,,,,,,
synthetic,MS009,mosto_sintetico_vl3.xlsx,MS009-3,46.5,23.0,1045.8,12.1,61.67,82.1,20.429999999999993,20.429999999999993,False,1.8501,2.4629999999999996,0.6128999999999998,44.39,79.03,123.42,123.42,123.42,53.0,0.053,0.0,0.0,5.95,,,,,,,T=23; Adición=1,,,,1.0
synthetic,MS009,mosto_sintetico_vl3.xlsx,MS009-4,70.0,23.0,1021.7,6.2,67.13,91.78,24.650000000000006,24.650000000000006,False,2.0138999999999996,2.7534,0.7395000000000002,17.32,51.96,69.28,69.28,69.28,31.0,0.031,0.0,0.0,6.8,,,,,,,T=23; Adición=1,,,,1.0
synthetic,MS009,mosto_sintetico_vl3.xlsx,MS009-5,94.0,23.0,1009.1,3.0,59.37,90.17,30.800000000000004,30.800000000000004,False,1.7811,2.7051,0.924,6.87,26.37,33.24,33.24,33.24,17.0,0.017,0.0,0.0,5.64,10.93,ETANOL,86.263932,,,,T=23; Adición=1,,,,1.0
synthetic,MS009,mosto_sintetico_vl3.xlsx,MS009-6,165.5,23.0,990.9,-1.7,46.01,78.03,32.02,32.02,False,1.3802999999999999,2.3409,0.9606,1.58,1.56,3.14,3.14,3.14,26.0,0.026000000000000002,0.0,0.0,7.34,13.64,ETANOL,107.652336,,,,T=23; Adición=1,,,,1.0
synthetic,MS009,mosto_sintetico_vl3.xlsx,MS009-7,190.0,23.0,987.6,-2.6,43.47,80.57,37.099999999999994,37.099999999999994,False,1.3040999999999998,2.4170999999999996,1.1129999999999998,0.77,-0.7699,9.999999999998899e-05,0.0001,9.999999999998899e-05,27.0,0.027,0.0,0.0,7.52,,,,,,,T=23; Adición=1,,,,1.0
synthetic,MS009,mosto_sintetico_vl3.xlsx,MS009-8,213.0,23.0,989.8,-2.0,39.25,80.95,41.7,41.7,False,1.1775,2.4285,1.2510000000000001,1.13,0.8900000000000001,2.02,2.02,2.02,34.0,0.034,0.0,0.0,7.24,14.02,ETANOL,110.651448,,,,T=23; Adición=1,,,,1.0
synthetic,MS010,mosto_sintetico_vl3.xlsx,MS010-0,0.0,19.0,1097.9,23.9,,15.0,,0.0,True,,0.44999999999999996,0.0,124.65,113.21000000000001,237.86,237.86,237.86,221.0,0.221,0.0,0.0,0.43,0.0,ETANOL,0.0,,,,T=19; Adición=1,,,,1.0
synthetic,MS010,mosto_sintetico_vl3.xlsx,MS010-1,3.0,19.0,1097.8,23.8,18.7,31.415,12.715,12.715,False,0.5609999999999999,0.9424499999999999,0.38144999999999996,125.78,111.53,237.31,237.31,237.31,271.0,0.271,0.0,0.0,0.59,,,,,,,T=19; Adición=1,,,,1.0
synthetic,MS010,mosto_sintetico_vl3.xlsx,MS010-2,21.0,19.0,1095.0,23.1,16.82,33.1,16.28,16.28,False,0.5045999999999999,0.993,0.4884,114.16,114.71000000000001,228.87,228.87,228.87,246.0,0.246,0.0,0.0,1.19,,,,,,,T=19; Adición=1,,,,1.0
synthetic,MS010,mosto_sintetico_vl3.xlsx,MS010-N,24.0,,,,,,,,False,,,,,,,,,,,100.0,0.1,,,,,,,,,,,,
synthetic,MS010,mosto_sintetico_vl3.xlsx,MS010-3,46.0,19.0,1076.9,19.0,41.47,64.75,23.28,23.28,False,1.2441,1.9425,0.6984,85.65,97.47,183.12,183.12,183.12,204.0,0.20400000000000001,0.0,0.0,3.56,,,,,,,T=19; Adición=1,,,,1.0
synthetic,MS010,mosto_sintetico_vl3.xlsx,MS010-4,70.5,19.0,1052.2,13.3,47.54,70.81,23.270000000000003,23.270000000000003,False,1.4262,2.1243,0.6981,50.56,80.56,131.12,131.12,131.12,107.0,0.107,0.0,0.0,5.65,,,,,,,T=19; Adición=1,,,,1.0
synthetic,MS010,mosto_sintetico_vl3.xlsx,MS010-5,93.5,19.0,1033.9,9.0,50.15,76.57,26.419999999999995,26.419999999999995,False,1.5045,2.2971,0.7925999999999999,29.71,64.03999999999999,93.75,93.75,93.75,66.0,0.066,0.0,0.0,6.54,8.4,ETANOL,66.29616,,,,T=19; Adición=1,,,,1.0
synthetic,MS010,mosto_sintetico_vl3.xlsx,MS010-6,166.0,19.0,1002.1,1.1,72.5,99.39,26.89,26.89,False,2.175,2.9817,0.8067,2.78,22.77,25.55,25.55,25.55,37.0,0.037,0.0,0.0,7.93,12.6,ETANOL,99.44424000000001,,,,T=19; Adición=1,,,,1.0
synthetic,MS010,mosto_sintetico_vl3.xlsx,MS010-7,191.0,19.0,996.3,-0.5,52.0,80.95,28.950000000000003,28.950000000000003,False,1.56,2.4285,0.8685,1.1,11.360000000000001,12.46,12.46,12.46,36.0,0.036000000000000004,0.0,0.0,7.46,,,,,,,T=19; Adición=1,,,,1.0
synthetic,MS010,mosto_sintetico_vl3.xlsx,MS010-8,213.5,19.0,992.0,-1.6,80.49,112.52,32.03,32.03,False,2.4147,3.3756,0.9609,0.96,3.92,4.88,4.88,4.88,,,0.0,0.0,7.99,14.04,ETANOL,110.809296,,,,T=19; Adición=1,,,,1.0
synthetic,MS011,mosto_sintetico_vl3.xlsx,MS011-0,0.0,19.0,1097.2,23.7,,20.0,,7.675000000000001,True,,0.6,0.23025,123.57,119.77000000000001,243.34,243.34,243.34,218.0,0.218,0.0,0.0,0.8,0.0,ETANOL,0.0,,,,T=19; Adición=4,,,,4.0
synthetic,MS011,mosto_sintetico_vl3.xlsx,MS011-1,3.0,19.0,1097.1,23.6,12.325,23.735,11.41,11.41,False,0.36974999999999997,0.71205,0.3423,121.0,119.13999999999999,240.14,240.14,240.14,279.0,0.279,0.0,0.0,0.56,,,,,,,T=19; Adición=4,,,,4.0
synthetic,MS011,mosto_sintetico_vl3.xlsx,MS011-2,21.0,19.0,1094.3,22.9,13.44,29.03,15.590000000000002,15.590000000000002,False,0.40319999999999995,0.8709,0.4677,114.85,113.03999999999999,227.89,227.89,227.89,250.0,0.25,0.0,0.0,1.29,,,,,,,T=19; Adición=4,,,,4.0
synthetic,MS011,mosto_sintetico_vl3.xlsx,MS011-3,46.0,19.0,1081.1,20.0,29.11,44.39,15.280000000000001,15.280000000000001,False,0.8733,1.3316999999999999,0.45840000000000003,89.91,105.28999999999999,195.2,195.2,195.2,146.0,0.146,0.0,0.0,3.04,,,,,,,T=19; Adición=4,,,,4.0
synthetic,MS011,mosto_sintetico_vl3.xlsx,MS011-4,70.5,19.0,1061.3,15.5,45.47,63.52,18.050000000000004,18.050000000000004,False,1.3640999999999999,1.9056,0.5415000000000001,63.99,90.63,154.62,154.62,154.62,48.0,0.048,0.0,0.0,5.09,,,,,,,T=19; Adición=4,,,,4.0
synthetic,MS011,mosto_sintetico_vl3.xlsx,MS011-5,93.5,19.0,1045.0,11.7,46.08,61.9,15.82,15.82,False,1.3823999999999999,1.857,0.47459999999999997,43.87,76.72999999999999,120.6,120.6,120.6,32.0,0.032,0.0,0.0,6.39,6.92,ETANOL,54.615408,,,,T=19; Adición=4,,,,4.0
synthetic,MS011,mosto_sintetico_vl3.xlsx,MS011-N,96.0,,,,,,,,False,,,,,,,,,,,100.0,0.1,,,,,,,,,,,,
synthetic,MS011,mosto_sintetico_vl3.xlsx,MS011-6,166.0,19.0,1009.9,3.0,79.03,113.98,34.95,34.95,False,2.3709,3.4194,1.0485,7.49,35.04,42.53,42.53,42.53,98.0,0.098,0.0,0.0,7.34,11.4,ETANOL,89.97336,,,,T=19; Adición=4,,,,4.0
synthetic,MS011,mosto_sintetico_vl3.xlsx,MS011-7,191.0,19.0,1003.0,1.2,56.84,82.03,25.189999999999998,25.189999999999998,False,1.7052,2.4609,0.7556999999999999,3.12,23.81,26.93,26.93,26.93,97.0,0.097,0.0,0.0,7.42,,,,,,,T=19; Adición=4,,,,4.0
synthetic,MS011,mosto_sintetico_vl3.xlsx,MS011-8,213.5,19.0,996.4,-0.4,73.2,103.15,29.950000000000003,29.950000000000003,False,2.196,3.0945,0.8985000000000001,2.48,11.799999999999999,14.28,14.28,14.28,,,0.0,0.0,7.93,13.35,ETANOL,105.36354,,,,T=19; Adición=4,,,,4.0
synthetic,MS012,mosto_sintetico_vl3.xlsx,MS012-0,0.0,23.0,1095.3,23.5,,15.0,,0.0,True,,0.44999999999999996,0.0,122.56,114.22999999999999,236.79,236.79,236.79,223.0,0.223,0.0,0.0,0.66,0.0,ETANOL,0.0,,,,T=23; Adición=4,,,,4.0
synthetic,MS012,mosto_sintetico_vl3.xlsx,MS012-1,3.0,23.0,1095.2,23.4,15.86,30.605,14.745000000000001,14.745000000000001,False,0.47579999999999995,0.91815,0.44235,118.27,116.08,234.35,234.35,234.35,274.0,0.274,0.0,0.0,0.14,,,,,,,T=23; Adición=4,,,,4.0
synthetic,MS012,mosto_sintetico_vl3.xlsx,MS012-2,21.0,23.0,1085.0,21.1,27.34,42.4,15.059999999999999,15.059999999999999,False,0.8201999999999999,1.272,0.4517999999999999,101.07,104.25,205.32,205.32,205.32,165.0,0.165,0.0,0.0,1.69,,,,,,,T=23; Adición=4,,,,4.0
