,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary
k_EA_growth,18.69208452039402,154.97517106935499,0.0002549206325106691,0.004325116554026521,0.000100842139474981,0.0016250529732298436
k_EA_stationary,154.97517106935499,1616.2540547947597,-8.210872131357075e-12,-2.1551823034281303e-12,-1.3035258716433524e-12,-3.539131826564577e-12
k_IAA_growth,0.0002549206325106691,-8.210872131357075e-12,26.330932238809776,312.9397156175125,5.423275008550763e-13,2.3451230932373403e-12
k_IAA_stationary,0.004325116554026521,-2.1551823034281303e-12,312.9397156175125,4696.170857079337,5.4750359733859515e-12,7.195791929557396e-14
k_EO_growth,0.000100842139474981,-1.3035258716433524e-12,5.423275008550763e-13,5.4750359733859515e-12,11.307194489551078,126.65719510135291
k_EO_stationary,0.0016250529732298436,-3.539131826564577e-12,2.3451230932373403e-12,7.195791929557396e-14,126.65719510135291,1802.264373349166
