mode,start,success,status,message,nfev,initial_objective_wsse,final_objective_wsse,data_wsse,n_data_residuals,n_parameters,active_bound_count,fit_selection_score,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim
solubility_o2_slow_transition,0,False,0,The maximum number of function evaluations is exceeded.,1,6572.151969701822,6572.151969701822,6572.151968029883,664,11,2,6612.151968029883,0.0001000999999999,0.0059468836207267,0.0535149714091177,0.0400843210113409,0.0008981576275308,0.0001498171158457,0.2002,0.660647516561701,1.4781928790448091,1.0563528006331214e-05,0.0417863701049365
