batch,state,t,mu0,betaG0,betaF0,Kn0,Kig0,Kie0,Kd0,Yxn,Yxf,Yeg,Yef
25026,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,X,12.0,3.6426281171672383,5.855841251299975e-16,-4.386807440756624e-16,-4.04428613994773,-1.0324395844674137e-17,-1.1102230246251565e-16,0.0,0.026939135812845776,0.0,1.017576828502158e-15,-3.7627487523349155e-16
25026,X,36.0,0.9906419006340094,0.0,0.0,-0.9250466347566659,1.0324395844674137e-17,1.1102230246251565e-16,0.0,0.14246622529718483,0.0,2.035153657004316e-15,0.0
25026,X,42.0,2.191055938925219,0.0,8.773614881513248e-16,-2.7242021891159554,-2.0648791689348275e-17,0.0,0.0,0.19551718018966346,2.2204460492503143e-14,0.0,-7.525497504669831e-16
25026,X,60.0,0.34306697217187215,-1.171168250259995e-15,-1.7547229763026497e-15,-0.38339460036480605,-2.0648791689348275e-17,-4.440892098500626e-16,4.193734321704173e-13,0.2511203711434227,0.0,4.070307314008632e-15,7.525497504669831e-16
25026,X,84.0,0.008728302917401128,0.0,0.0,-0.006634467975641382,0.0,-2.220446049250313e-16,0.0,0.2544497846773736,0.0,2.035153657004316e-15,0.0
25026,X,90.0,0.0033211045941406677,0.0,0.0,-0.002222731415169045,-2.0648791689348275e-17,-2.220446049250313e-16,4.193734321704173e-13,0.2544829349268347,0.0,2.035153657004316e-15,7.525497504669831e-16
25026,X,108.0,0.00017935740077347872,-0.31997199136480603,-0.24316934007860436,-3.513488890938279e-05,6.194637506804482e-17,-0.11938055315504603,4.193734321704173e-13,0.1727584992675327,0.0,0.0,0.0
25026,X,114.0,-0.09692507442417973,-0.694784232134266,-0.532037271537665,0.10838069385763488,-0.0005678267748924438,-0.12607113421948846,-47.80724816323285,0.12226617899766325,-0.07874872484749944,-0.03622665219206993,-0.005878265973607448
25026,X,132.0,-0.3055358818895145,-0.7998750568098161,-0.6602276301406866,0.3401876046111198,-0.0019463158450148993,-0.13721280645018652,-162.41703899684643,0.04179742980657446,-0.30975176159273604,-0.18471899233207406,-0.02483375401297302
25026,X,138.0,-0.35954542992400895,-0.8140864965476436,-0.6989439500622247,0.3998333198752648,-0.002361809336361182,-0.13854318958199374,-196.61463520516804,0.027160682814816543,-0.39469067924091683,-0.2515854672385556,-0.03247999174661776
25026,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,N,12.0,-0.44175727608137616,0.0,5.48350930094578e-17,0.4904702440562343,6.452747402921336e-19,6.938893903907228e-18,1.310541975532554e-14,0.005722447170692607,0.0,6.359855178138488e-17,2.3517179702093222e-17
25026,N,36.0,-0.12013943052097358,1.829950391031242e-17,2.2276756535092233e-17,0.1121862482464155,1.2098901380477505e-19,3.469446951953614e-18,-6.55270987766277e-15,0.000932958517784639,0.0,-1.589963794534622e-17,-4.409471194142479e-18
25026,N,42.0,-0.26571883601289603,0.0,0.0,0.3303780044339845,0.0,-3.469446951953614e-18,6.55270987766277e-15,0.0015190110165896598,-6.938893903907232e-16,3.179927589069244e-17,2.3517179702093222e-17
25026,N,60.0,-0.04160521641665358,1.7155784915917896e-16,2.750322633755618e-16,0.04649963784923093,1.6333516863644631e-18,3.491130995403324e-17,-6.102211073573454e-14,0.0001752383851782095,-7.589415207398535e-16,-1.311720130491063e-16,-4.0420152612972723e-17
25026,N,84.0,-0.0010585190685347408,2.97545644635451e-18,4.873040492051426e-18,0.0008103002548295971,3.7336453478817296e-20,5.861467994999758e-19,-1.183839186882434e-15,3.3831714649295732e-06,-1.3383120566617952e-17,-2.3445755173313275e-18,-7.176873688382941e-19
25026,N,90.0,-0.0004027647269764951,2.095328938949347e-18,2.953946111459195e-17,0.00027557026678516546,2.7352496773247485e-19,5.39305877516813e-18,-1.3158212583929756e-14,1.1967865659152341e-06,-1.1371417316888987e-16,-1.8395601616942318e-17,-6.496506062724238e-18
25026,N,108.0,-2.1751448202664536e-05,2.1174369672295834e-08,1.6099577484836454e-08,1.0327879941755321e-05,-1.0479139789027106e-17,1.2128951644556626e-08,-4.078745941764791e-15,6.057084980205039e-08,-4.4781573130150816e-17,-7.764708136608974e-18,-2.5700384678099313e-18
25026,N,114.0,-8.371112872388483e-06,2.263993109576247e-08,1.7325998743777743e-08,3.4647549586357085e-06,1.2554185448667963e-11,7.313815884063149e-09,1.0569973605327174e-06,2.4465945811810195e-08,1.7420413393987506e-09,7.995360791287827e-10,1.2994682612125805e-10
25026,N,132.0,-5.914189325035896e-07,3.6582787045223316e-09,2.9317248114301717e-09,2.593676425866999e-07,4.554797257028487e-12,9.642785116537025e-10,4.790072610117457e-07,1.949707537077248e-09,8.758906145774463e-10,4.788938265083846e-10,6.837385781679327e-11
25026,N,138.0,-2.598150162619383e-07,1.7918660362136106e-09,1.4690906298268054e-09,4.5000218031807575e-07,1.851287694884364e-12,4.787158376834872e-10,2.7588952749402296e-07,8.764650205361933e-10,5.220708758984826e-10,2.9781519882279784e-10,4.1353042552810726e-11
25026,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,G,12.0,-21.472845445591272,-7.250249076981788,0.43583615246322005,22.828413484602105,0.005764207214925305,-0.30075119424205354,0.0,-0.12986001617439305,0.045535512494865336,14.884301225660872,0.001112966112924856
25026,G,36.0,-32.81436053091655,-20.823945577217323,2.2733833205554834,34.75378257917862,0.028279737992234075,-1.0124134956519342,0.0,-1.0773811954911228,0.5201693651066821,46.09689690536779,0.016940311612529367
25026,G,42.0,-34.374757652469214,-23.963685074995492,2.818872932407986,37.40635719522951,0.03457885430349793,-1.1911750058463717,0.0,-1.377794038516007,0.7714065284794461,53.55824588581591,0.02639845232041694
25026,G,60.0,-28.541854389979452,-31.45171879247966,4.305184499619613,31.376045946236722,0.05033953936793074,-1.6296249783436902,6.7099749147266764e-12,-2.1017778691352937,1.8699375409067196,71.14630661978269,0.07337496241843726
25026,G,84.0,-20.40993168243637,-35.64627552738709,5.4366084591644315,22.408557698920905,0.059910940256983056,-1.8692891211046714,2.0129924744180028e-11,-2.5323784954766326,3.271917373752766,79.1478452405915,0.1545090755077984
