,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0
mu0,22799.315845295474,602.518299179064,-17392.450222899613,-86.65651009616536,-54.57553120857778,11212.306380361006,1970.1926796856055,8579.569716142412,1442.3338658480368,-2968.45893525413,-1031.6346645895862,-3066.3988622736997,-8548.593532612536,1.9618554597106207e-10,-126.3282641833474
sN,602.518299179064,38.468152744001856,-322.46939048759657,2.01909372964481,0.682681574117024,247.12393868826672,50.34297815109312,165.34747164122405,27.058962423162058,-6.276346586710383,-2.531029515004563,-76.39294145148091,-197.81422706993618,7.84812123633074e-12,-0.4754115099320615
qN,-17392.450222899613,-322.46939048759657,15086.163390810318,-78.5279431752902,-115.1427206950327,-5502.1162898206585,-1503.8218225971978,-3620.4585419452314,-1074.9997311377374,-618.7710399594896,-2218.62656995493,2343.13870697893,6545.479966511413,-6.539891362575685e-09,-181.66180600135402
qXG,-86.65651009616536,2.01909372964481,-78.5279431752902,90.44708533907487,80.15014565854479,-1715.2800524086902,-10.807731514285226,-1696.2450725811905,-66.18261336485187,1735.4566893697347,1526.4803775156038,42.940430731309235,142.20205628460963,3.182515711875727e-09,145.5385884950411
qXF,-54.57553120857778,0.682681574117024,-115.1427206950327,80.15014565854479,84.49382227677013,-1607.6054700585382,-17.9739090062739,-1606.5058833334078,-47.57271574900278,1572.0208438929203,1525.1303976587883,8.533656850766384,110.3188734394438,3.1113999707899293e-09,141.72438101969337
betaG0,11212.306380361006,247.12393868826672,-5502.1162898206585,-1715.2800524086902,-1607.6054700585382,38758.82734841659,1241.0346366696774,37421.98453971818,1831.1072382396753,-34433.16331341857,-31044.067431786454,-2168.352213866077,-6783.351702482909,-6.503800298071694e-08,-2938.663520030039
sG,1970.1926796856055,50.34297815109312,-1503.8218225971978,-10.807731514285226,-17.9739090062739,1241.0346366696774,223.54980932859155,984.878978408189,134.8073147957095,-333.21023076253454,-275.30555223115425,-291.2365559967956,-876.9560998789939,-3.2603717425073207e-10,-25.472921189425932
betaF0,8579.569716142412,165.34747164122405,-3620.4585419452314,-1696.2450725811905,-1606.5058833334078,37421.98453971818,984.878978408189,36951.27708693648,1679.9355874739767,-34286.9965850374,-31499.46701184923,-1714.7344105922887,-5759.485636112797,-7.000705774066745e-08,-2969.9845283570703
sF,1442.3338658480368,27.058962423162058,-1074.9997311377374,-66.18261336485187,-47.57271574900278,1831.1072382396753,134.8073147957095,1679.9355874739767,190.65665552808025,-1375.8762104341674,-908.8788178612456,-259.4622791784059,-755.7740954040158,-1.6646572834875628e-09,-91.95838339270114
qEG,-2968.45893525413,-6.276346586710383,-618.7710399594896,1735.4566893697347,1572.0208438929203,-34433.16331341857,-333.21023076253454,-34286.9965850374,-1375.8762104341674,34175.90597528727,30557.768878785097,987.9312084620426,3338.6997276122547,6.472020869800114e-08,2900.0175916566677
qEF,-1031.6346645895862,-2.531029515004563,-2218.62656995493,1526.4803775156038,1525.1303976587883,-31044.067431786454,-275.30555223115425,-31499.46701184923,-908.8788178612456,30557.768878785097,29717.362025814273,355.08646420719896,2075.3987769278356,6.718426479202078e-08,2770.736152455547
iG,-3066.3988622736997,-76.39294145148091,2343.13870697893,42.940430731309235,8.533656850766384,-2168.352213866077,-291.2365559967956,-1714.7344105922887,-259.4622791784059,987.9312084620426,355.08646420719896,557.5034044578001,1399.4521077670565,7.982961667663737e-10,46.22813148711998
iE,-8548.593532612536,-197.81422706993618,6545.479966511413,142.20205628460963,110.3188734394438,-6783.351702482909,-876.9560998789939,-5759.485636112797,-755.7740954040158,3338.6997276122547,2075.3987769278356,1399.4521077670565,4058.882412775384,3.542182452447018e-09,211.54751435701326
Kd0,1.9618554597106207e-10,7.84812123633074e-12,-6.539891362575685e-09,3.182515711875727e-09,3.1113999707899293e-09,-6.503800298071694e-08,-3.2603717425073207e-10,-7.000705774066745e-08,-1.6646572834875628e-09,6.472020869800114e-08,6.718426479202078e-08,7.982961667663737e-10,3.542182452447018e-09,2.1880567131616285e-18,6.45139202543722e-09
m0,-126.3282641833474,-0.4754115099320615,-181.66180600135402,145.5385884950411,141.72438101969337,-2938.663520030039,-25.472921189425932,-2969.9845283570703,-91.95838339270114,2900.0175916566677,2770.736152455547,46.22813148711998,211.54751435701326,6.45139202543722e-09,260.2946650319305
