batch,state,t,mu0,qN,betaG0,betaF0,qEG,qEF,iG
25026,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,X,12.0,0.8612144630598018,-0.0030121641075975237,1.1102230246251563e-15,-1.1102230246251563e-15,-1.110223024625156e-15,1.110223024625157e-15,-1.1102230246251565e-15
25026,X,36.0,7.171437889863215,-0.31979751087071384,0.0,0.0,0.0,0.0,0.0
25026,X,42.0,8.497960156307665,-1.5289727597816358,0.0,0.0,0.0,0.0,0.0
25026,X,60.0,7.565594767812995,-7.473970220145685,-1.243449787580175e-13,-2.664535259100375e-14,4.4408920985006236e-14,0.0,0.0
25026,X,84.0,6.702828335270747,-7.013224786605228,-0.6717663153091812,-0.06930918983268695,0.2521357787109134,0.0035919100859516115,0.015292559264743488
25026,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,N,12.0,-1.578401716833911,-4.366892965158364,-2.0990850633232446e-14,2.0990850633232443e-14,0.0,0.0,-2.099085063323245e-14
25026,N,36.0,-24.997610715842455,-22.364041006354448,0.0,0.0,1.0495425316616219e-14,0.0,0.0
25026,N,42.0,-27.074969417405597,-21.363629653824848,-7.871568987462169e-15,0.0,-2.6238563291540546e-15,2.623856329154057e-15,0.0
25026,N,60.0,-0.8928363951723233,-0.31138239779953913,8.538807452415017e-13,1.6681986567699769e-13,-3.143092898040557e-13,-2.306123726795558e-14,3.0338338805843777e-14
25026,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,G,12.0,-0.5283986420423097,0.0014702721100519848,0.06576285998946295,0.011643114468697676,-1.3466783262030593,-8.172557994053103e-05,-0.005342236608448277
25026,G,36.0,-6.215275304581617,0.15552450665612805,0.9016958469368777,0.17210325490509437,-6.151993475441482,-0.002698412405441285,-0.07165040291336859
25026,G,42.0,-8.329630537223109,0.5818100370563999,1.311353593201912,0.25512169744205687,-7.75007290391888,-0.005008420032893796,-0.1033317927575142
25026,G,60.0,-11.596312485503226,3.8398250888319487,2.68215763895557,0.5682014935560733,-11.971522784651247,-0.022192552993645247,-0.20089176148872845
25026,G,84.0,-6.644116673600168,3.6220039781855298,2.2227954854908103,0.5143550680145857,-8.431221163976613,-0.035239667867328406,-0.15010258183624595
25026,G,90.0,-4.609188415009038,2.6077868834162694,1.61112440495061,0.3812023552831572,-6.128443400575659,-0.029383456170463704,-0.10576514181018247
25026,G,108.0,-0.9911811746077868,0.5912570576245868,0.3764078220007985,0.09594038683572631,-1.5640031644358763,-0.010534115689173432,-0.022729562088174077
25026,G,114.0,-0.5548751222838563,0.3360918323150118,0.2171693162367005,0.056805409420948055,-0.9266288001669443,-0.007086238261514745,-0.012746278668063722
25026,G,132.0,-0.0966067594453706,0.0610916746054839,0.04200965983748542,0.011858313024931523,-0.1900493302073046,-0.0022075615501860415,-0.002241477247923839
25026,G,138.0,-0.05460312605229866,0.03496281824982764,0.02462001803253502,0.007107443680513064,-0.11329407935337496,-0.00152599113232556,-0.001264528274112706
25026,F,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,F,12.0,-0.20134991872965488,0.00059604026208526,0.018731575020688455,0.0033171602547903355,-0.007520928692086547,-0.3729892813210425,0.16832123361078574
25026,F,36.0,-2.522195009927026,0.0699857984603131,0.30274280217889615,0.05777089658231185,-0.17365707906270075,-1.89179064794821,0.752647516374454
25026,F,42.0,-3.5287759930849334,0.2931371226190473,0.4729191783568886,0.09200741332802802,-0.301296913042152,-2.488959879767229,0.941577742661859
25026,F,60.0,-6.424809617804236,2.3529579365969266,1.3571026158530128,0.28748698293838537,-1.1831913935605514,-4.8657536610826275,1.4617566924661214
25026,F,84.0,-9.029026283971001,5.218600164323254,2.8620639483086823,0.6586133271342534,-2.9657073475292504,-7.769679806370292,1.6327277582500233
25026,F,90.0,-9.536575215482404,5.833974741777813,3.249835141603291,0.7654279618627774,-3.3776911579976026,-8.420097819958396,1.6044840443332389
25026,F,108.0,-10.512506037280389,7.229596442933385,4.2696678526612,1.0989165491301613,-4.34463955272801,-9.979720238812106,1.453903600488358
25026,F,114.0,-10.644588587009352,7.529410108074492,4.548667779817407,1.209303808630478,-4.584351505767941,-10.330086867942383,1.3887752447333948
25026,F,132.0,-10.441886619637916,7.859294045609522,5.128050332432501,1.4982193691540713,-5.055623238076286,-10.72539936632233,1.170420435648891
25026,F,138.0,-10.148939349004975,7.757154286787166,5.200073761580223,1.564397411615573,-5.102159504726493,-10.595601953926144,1.087289636322001
25026,E,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,E,12.0,1.7522580229710436,-0.0046742104062638375,4.185422882658577,0.7512025879216444,-0.0032264483443450852,-0.0009522115998802045,-0.34135088559100063
