parameter,nominal,lower_bound,upper_bound,theta_minus,theta_plus,delta,minus_pct,plus_pct,mode,n_common_predictions,n_missing_sensitivities,used_in_q_matrix,dropped_from_q_reason
mu0,0.07142362085521332,0.05,1.0,0.064281258769692,0.07856598294073466,0.014284724171042665,-0.09999999999999987,0.10000000000000009,central_clipped,286,0,True,
qN,0.006547367832098133,0.0005,1.0,0.005892631048888319,0.007202104615307947,0.0013094735664196276,-0.09999999999999998,0.10000000000000009,central_clipped,286,0,True,
betaG0,0.7503788790540415,0.1,10.0,0.6753409911486374,0.8254167669594458,0.15007577581080833,-0.09999999999999998,0.10000000000000009,central_clipped,286,0,True,
betaF0,0.24682314481339335,0.1,10.0,0.222140830332054,0.2715054592947327,0.04936462896267868,-0.09999999999999998,0.10000000000000009,central_clipped,286,0,True,
qEG,0.8771251856549923,0.01,100.0,0.7894126670894931,0.9648377042204916,0.17542503713099855,-0.09999999999999998,0.10000000000000009,central_clipped,286,0,True,
qEF,0.47854647003739326,0.01,100.0,0.43069182303365394,0.5264011170411326,0.09570929400747863,-0.09999999999999998,0.09999999999999987,central_clipped,286,0,True,
iG,0.011830700006668906,0.001,0.1,0.010647630006002017,0.013013770007335798,0.0023661400013337813,-0.09999999999999998,0.10000000000000009,central_clipped,286,0,True,
