batch,state,t,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0
25026,X,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,X,12.0,35.56376203490173,0.018117843153290104,-8.720090476430705,1.9737298215558335e-14,-1.9737298215558335e-14,9.868649107779167e-15,7.40148683083437e-14,0.0,7.40148683083437e-14,-4.835638062811791e-15,0.0,-8.212874824664593e-14,1.7763568394002502e-13,0.0,0.0
25026,X,36.0,52.83518986945,2.6428563214429965e-06,-1050.8208467616544,7.894919286223334e-14,7.894919286223334e-14,0.0,2.960594732333748e-13,-3.947459643111667e-14,-2.960594732333748e-13,0.0,1.9342552251247163e-14,0.0,-3.5527136788005004e-13,0.0,0.0
25026,X,42.0,52.83483731589357,4.077550001350496e-08,-1050.8260672914553,0.0,-7.894919286223334e-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,X,60.0,74.71260998565343,1.2554259301269763e-06,-1485.9501730726342,0.0,7.894919286223334e-14,0.0,2.960594732333748e-13,0.0,0.0,3.8685104502494326e-14,0.0,-3.285149929865837e-13,3.5527136788005004e-13,0.0,-8.881784197001252e-13
25026,X,84.0,74.71261110634185,1.2490601145979472e-10,-1485.9508195612796,0.0,0.0,0.0,0.0,0.0,0.0,1.9342552251247163e-14,0.0,-3.285149929865837e-13,0.0,0.0,0.0
25026,N,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,N,12.0,-71.91784855574906,-0.06958899737488446,-1229.4893105375534,-1.865853389620662e-13,0.0,0.0,0.0,0.0,0.0,4.5713408045706203e-14,0.0,7.76399087796685e-13,0.0,0.0,0.0
25026,N,36.0,-0.0015915466491883653,-1.0150972170191896e-05,-0.01673340477501674,-3.3275087724596384e-17,-3.07839046863913e-17,2.0347627172767895e-16,-4.364018857998533e-16,1.59702626913504e-16,-5.278194062197003e-16,4.781925489156171e-15,4.780486830951609e-15,2.732193597764748e-16,1.5374158178637045e-15,0.0,-1.713578046993921e-15
25026,N,42.0,-1.781079582268703e-05,-1.5661500963531056e-07,-0.00019824304847363555,-3.8368667329497834e-19,-3.586636293844363e-19,2.3313135909988356e-18,-5.015035050404469e-18,1.8308527127879943e-18,-6.068088148306447e-18,9.15908939697503e-15,9.158998118471518e-15,3.123696948663964e-18,1.7616222913021614e-17,0.0,-1.9674368274663705e-17
25026,N,60.0,-8.383018392559688e-05,-4.821977483830008e-06,-0.0007573676276594141,-8.897082279303846e-20,8.897082279303846e-20,-1.3345623418955766e-19,3.3364058547389396e-19,-4.448541139651923e-20,3.3364058547389396e-19,4.359570316858883e-20,0.0,3.702159346564699e-18,4.003687025686731e-19,0.0,-4.0036870256867316e-18
25026,G,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25026,G,12.0,-10.21292219569088,-0.0057263910016662235,2.300098281432261,-2.2960102644830065,-0.0008715505330491812,0.7497918319463035,-4.320102646034718,0.055355350752077224,0.04399438809279557,-2.944477042137069,-0.0003907298692489362,-0.33105571219661595,8.6429681211854,0.0,-2.0654860775674253
25026,G,36.0,-48.119840718493094,-0.01640883429409782,615.52016056403,-6.659495832298533,-0.047372927066481975,9.513169172042732,-34.702901760703774,1.8061589598921906,1.6266160023863234,-19.1798540220466,-0.036945238696179585,-9.580356972036352,91.71902466771319,0.0,-15.74323986850457
25026,G,42.0,-51.743203531195185,-0.01483764489389892,723.9107179602328,-6.388761474152601,-0.0630050828612231,11.864338364016179,-42.593448946946154,2.349840499671242,2.1331178282875496,-22.029057098858498,-0.05778194200221381,-12.129930260633415,111.32033341980072,0.0,-18.52022658073138
25026,G,60.0,-49.413370327265,-0.01015348221969008,826.7752584020611,-6.52780584894438,-0.13587312683514613,17.11400448190814,-66.71785360361405,3.55531710066974,3.399277841248587,-23.832023453952115,-0.18368103061798235,-15.658102787773002,138.8305827529882,0.0,-21.75365956906582
25026,G,84.0,-11.703374971963944,-0.001505807349065015,197.43834044767786,-1.1149980113996696,-0.0719825539987686,5.57355994385997,-26.27446860230397,1.1060133875851668,0.957815937950213,-6.285019382598414,-0.16395955141226842,-3.417989549810971,36.28173788737938,0.0,-6.031220656665576
25026,G,90.0,-6.391382057714975,-0.0007399135541531137,107.43576338069784,-0.5574988807296167,-0.051226748571772195,3.1604288946788377,-15.301035193950572,0.6326556187254831,0.4228576275952703,-3.504296839510847,-0.13693345084564815,-1.6129097212996815,19.716982517720904,0.0,-3.5972645831191303
25026,G,108.0,-0.851291622468989,-7.645716019035881e-05,14.178553617640866,-0.05331655555496153,-0.022408028352456835,0.3966140778462423,-1.7555884529423473,0.13267302112142063,-0.2593579778518973,-0.4302559979745261,-0.08573646133315363,0.07946881338809542,2.5387515615200016,0.0,-1.0085218234864257
25026,G,114.0,-0.37160944599744944,-2.8733342706847446e-05,5.991639476878665,-0.017831892360620778,-0.013200911500349384,0.142324032531223,-0.5002697232268598,0.06675613575582284,-0.21699423718693303,-0.1653408298854805,-0.04623568973651246,0.10812601783560064,0.9951285980688604,0.0,-0.5912369723163708
25026,G,132.0,-0.0025089279299915055,-2.284602184845917e-08,0.02887081908288703,-1.340766033591391e-05,-1.2437451091152124e-05,0.00018805903598640206,-0.0003599870158137899,0.00010735166634286532,-0.00026404594016489453,-0.0003310919181949031,-0.00019962830335005588,0.0001176895663324497,0.0012759141898169059,0.0,-0.0010204811586434193
