profiled_theta,theta_value,theta_hat,objective,lr_stat,success,status,error,estimated_betaG0,estimated_betaF0,estimated_Kn0,estimated_Kg0,estimated_Kf0,estimated_Kig0,estimated_Kie0,estimated_Kd0,estimated_Yxn,estimated_Yxg,estimated_Yxf,estimated_Yeg,estimated_Yef,estimated_mu0,lr_stat_rebased
betaG0,2.0,2.0,3676.711064396265,1.230631497248396,True,optimal,,,1.0619027569386366,0.8420105730283576,0.001,0.05937844871399791,41.67835841750252,7.714257685433012,0.0013419814882618746,7.888910517878802,3.0532901359807396,0.07269111690342511,0.8369940987105775,0.7359280744083158,1.0,1.230631497248396
Yeg,0.418496795374171,0.836993590748342,3735.739001036892,119.2865047785026,True,optimal,,1.191924716381346,2.0,0.8271515013440138,0.001,1.1602716691632822,153.99669833703524,6.6854029661340055,0.0020909331828582694,8.126679818416344,10.0,0.20423229810223492,,1.0321359268926924,1.0,119.2865047785026
Yeg,0.5231209942177137,0.836993590748342,3713.0737876886283,73.95607808197474,True,optimal,,1.6581135501365367,2.0,0.8353454661717152,0.001,0.7776611072475917,105.53890014075998,5.974603072877763,0.0017022539960433306,7.991502191944138,10.0,0.13020959367029966,,0.997201207579577,1.0,73.95607808197474
Yeg,0.6277451930612565,0.836993590748342,3693.1165313012643,34.041565307246856,True,optimal,,2.0,1.8236092480685822,0.8400420323353935,0.001,0.5150272341578788,66.57980811272849,5.966775506533941,0.001540788893077829,7.919663355866585,10.0,0.09764635945023097,,0.9389929789915167,1.0,34.041565307246856
Yeg,0.7323693919047993,0.836993590748342,,,False,failed,"RuntimeError: Solver failed to return an optimal solution. Solution status: warning, Termination condition: maxIterations",,,,,,,,,,,,,,,
Yeg,0.836993590748342,0.836993590748342,3676.7110642460525,1.2306311968231967,True,optimal,,2.0,1.061903241195003,0.8420105629753623,0.001,0.059378435966537434,41.678401386576255,7.714255879459539,0.001341981622700041,7.888910629910603,3.053437883371948,0.07269113447142293,,0.7359282893040283,1.0,1.2306311968231967
Yeg,0.8369935907483421,0.836993590748342,3676.711064246052,1.2306311968222872,True,optimal,,2.0,1.061903241195007,0.8420105629753625,0.001,0.059378435966538315,41.678401386576425,7.714255879459522,0.0013419816227000431,7.888910629910606,3.0534378833714877,0.0726911344714231,,0.7359282893040296,1.0,1.2306311968222872
Yeg,0.9416177895918849,0.836993590748342,3723.0160752491197,93.84065320295758,True,optimal,,1e-05,2.0,0.7433232974926468,199.99999557047514,0.001,11.30055295425906,19.216189275119646,0.005618060806127237,8.687626504321779,0.029759702695760254,0.2735893094605701,,1.5442107304112853,1.0,93.84065320295758
Yeg,1.0462419884354275,0.836993590748342,3676.8677101899457,1.5439230846095597,True,optimal,,2.0,0.9695049492760982,0.8412196165957957,0.001,0.048262814384829586,29.367463511721652,8.01401256992445,0.0014850901294797918,7.954514554944738,0.15409233568510378,0.0710212156310942,,0.6589959746390867,1.0,1.5439230846095597
Yeg,1.1508661872789703,0.836993590748342,3682.0364580320224,11.88141876876307,True,optimal,,2.0,0.9218034165737543,0.842025089016148,0.001,0.052956463259746414,25.83953738233076,8.156469835210023,0.0014886775101583462,7.953453416331375,0.11302671575420294,0.06975342697079885,,0.6288730081432514,1.0,11.88141876876307
Yeg,1.255490386122513,0.836993590748342,3687.652162347135,23.112827398987974,True,optimal,,2.0,0.9081341202129813,0.8383978307727228,0.001,0.08682292334621666,26.966067911287464,7.9495717514846795,0.0014753841379860977,8.003169390484226,0.09018117233497468,0.0750418372660794,,0.5790229575841314,1.0,23.112827398987974
