direction,fim_eigenvalue,relative_eigenvalue,singular_value,near_null,condition_number
1,11.822078731356342,0.00012894659548218226,3.438324989199878,False,7755.148526881265
2,42.75168014048848,0.0004663040849692214,6.538476897603025,False,7755.148526881265
3,67.7731123150523,0.000739219582007886,8.232442670013093,False,7755.148526881265
4,92.00808731115687,0.0010035569788698136,9.592084617597829,False,7755.148526881265
5,145.3569741130217,0.0015854476498918932,12.05640801039106,False,7755.148526881265
6,494.524871128688,0.005393915906191334,22.23791517046254,False,7755.148526881265
7,1900.013868106629,0.02072396278426519,43.589148513209445,False,7755.148526881265
8,4464.21341958255,0.048692377630190006,66.81476947189559,False,7755.148526881265
9,9387.932000978335,0.10239670176900456,96.89134120744916,False,7755.148526881265
10,43352.936117731406,0.4728621457841228,208.2136789880324,False,7755.148526881265
11,91681.97645815247,1.0,302.79031764267575,False,7755.148526881265
