,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrO2,kPyrDrain,kAldS_N,kAcAld,kAcStress,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss
mu0,5357.236455774077,-1170.8281058869663,-143.87460277222934,211.8049145159938,2516.531697083331,2024.885689653378,-580.0109220288075,-2364.1164786349864,0.0,443.2552772232419,4.9599336951011015,-61.17889238911704,-27.136246322773875,95.01887635920161,340.15505967049944,2.253362694235713,415.0076658237434,132.972130412849,374.0189074003205,103.74640098614383,424.30776884257375,109.5770287146319,427.82407518402727,-19.321582718641228,-21.912038675341687,-27.189827065184666
qN,-1170.8281058869663,4207.5798333213825,594.3733507157393,88.81778976989007,-2556.3027025170522,-1707.6346224261545,492.51945271289435,1532.9181605125032,0.0,-132.95536443722827,-1.41060532523928,-220.76308674276746,-53.674238546551535,58.3219008154002,-2499.6056398496175,119.75330837569503,-321.24573511380845,60.46236479142797,325.983070047367,62.83158875416259,463.13084573423674,61.481728679189345,428.72886329820494,-23.033352814411863,-33.85073716286089,-37.829913804546194
betaG0,-143.87460277222934,594.3733507157393,5402.75691342104,3684.8417175516097,-5594.734369166602,-3715.2773130023584,31.29487767061519,184.81519464740958,0.0,-293.52000603656575,-3.41710727181665,-98.42168120062631,-24.681424819584606,36.52026850076639,-782.0927428477493,41.53627962883724,113.61559573921835,-44.306343517227425,-100.56957823363304,-28.313455980437347,-72.00136532938802,-28.75935365966423,-62.08572628045133,4.3842399427980165,1.7603858419907232,1.22150421104019
betaF0,211.8049145159938,88.81778976989007,3684.8417175516097,2673.5400307142013,-3497.292987090075,-2611.925683331914,-0.9857959928382805,-111.85125248188339,0.0,-77.07355847179701,-0.8800482749648622,-36.82797963506061,-9.381703195753865,14.63012759148537,-281.98297082087623,16.05695930518071,75.18714290832216,-26.53331867241955,-92.56378963230038,-18.488108787564222,-89.75568790375185,-19.490462394395205,-89.71807366396526,5.5969463729897315,5.481825982333057,6.795596239644729
qEG,2516.531697083331,-2556.3027025170522,-5594.734369166602,-3497.292987090075,10709.691422205016,4499.822647386773,-323.5450073095915,-1777.2877760184663,0.0,-1628.193540673962,-26.714255063303725,290.313047049669,70.79567852993821,-96.7702444107208,2402.012711540343,-115.67427455591813,-53.41944395645661,70.87406768010176,56.02555962442066,39.984875036358446,-27.543281625576427,44.10073220755065,-16.22516276051356,1.292885696780546,8.758403593850032,9.428396943345094
qEF,2024.885689653378,-1707.6346224261545,-3715.2773130023584,-2611.925683331914,4499.822647386773,5006.815206453136,-700.6493121869862,-1313.7493751089642,0.0,-39.30562498411981,-0.6748396321998333,153.19877647697876,37.56674260705097,-52.04782751539414,1278.3228125941089,-61.92568243543564,-28.322275385787385,66.41627686492522,150.28750174447993,44.28475163063092,124.65313686960451,48.122062985624915,135.10256340879243,-6.5582222077871775,-4.033121344572075,-6.102179271984049
iG,-580.0109220288075,492.51945271289435,31.29487767061519,-0.9857959928382805,-323.5450073095915,-700.6493121869862,211.23555092828144,392.39024766400706,0.0,27.6000305829376,0.332446891643969,-44.294484757610086,-10.63516763993638,13.850350679405595,-371.7903712157874,17.047774699269862,-12.90428312188328,-7.492490552974306,5.476113083274816,-3.7235963865222903,17.94495027391742,-4.51391194198083,14.046266075283366,-1.093886194323128,-2.2272695338290243,-2.3259476812881807
iE,-2364.1164786349864,1532.9181605125032,184.81519464740958,-111.85125248188339,-1777.2877760184663,-1313.7493751089642,392.39024766400706,1466.527879448737,0.0,-258.00961594516014,-2.9548006565714307,-98.52374157708046,-24.24840192206026,33.34750824122612,-866.568807621686,40.49633026547454,-44.78299223687043,-39.7408413756234,-65.1019250549943,-26.667314625885258,-48.22562239633474,-29.567124229842708,-59.51133528632214,1.573262644217647,-0.35934273064176825,0.7391912060581761
Kd0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gammaG0,443.2552772232419,-132.95536443722827,-293.52000603656575,-77.07355847179701,-1628.193540673962,-39.30562498411981,27.6000305829376,-258.00961594516014,0.0,2536.1072635903092,37.04394836354027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
