campaign_order,lot,candidate,event,relative_time_h,datetime,weekday,details,channel,amount,operational
4,2,synthetic_glucose_rich_fructose_pulse,liquid_sample,28.0,2026-06-30 12:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
4,2,synthetic_glucose_rich_fructose_pulse,DO_measurement,30.0,2026-06-30 14:00:00,Tuesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
4,2,synthetic_glucose_rich_fructose_pulse,liquid_sample,30.0,2026-06-30 14:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
4,2,synthetic_glucose_rich_fructose_pulse,DO_measurement,32.0,2026-06-30 16:00:00,Tuesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
4,2,synthetic_glucose_rich_fructose_pulse,liquid_sample,32.0,2026-06-30 16:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
4,2,synthetic_glucose_rich_fructose_pulse,DO_measurement,50.0,2026-07-01 10:00:00,Wednesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
4,2,synthetic_glucose_rich_fructose_pulse,liquid_sample,50.0,2026-07-01 10:00:00,Wednesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
4,2,synthetic_glucose_rich_fructose_pulse,DO_measurement,52.0,2026-07-01 12:00:00,Wednesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
4,2,synthetic_glucose_rich_fructose_pulse,liquid_sample,52.0,2026-07-01 12:00:00,Wednesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
4,2,synthetic_glucose_rich_fructose_pulse,DO_measurement,54.0,2026-07-01 14:00:00,Wednesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
4,2,synthetic_glucose_rich_fructose_pulse,liquid_sample,54.0,2026-07-01 14:00:00,Wednesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
4,2,synthetic_glucose_rich_fructose_pulse,DO_measurement,56.0,2026-07-01 16:00:00,Wednesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
4,2,synthetic_glucose_rich_fructose_pulse,liquid_sample,56.0,2026-07-01 16:00:00,Wednesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
4,2,synthetic_glucose_rich_fructose_pulse,liquid_sample,74.0,2026-07-02 10:00:00,Thursday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
4,2,synthetic_glucose_rich_fructose_pulse,manual_pulse,74.0,2026-07-02 10:00:00,Thursday,manual addition inside working window,F,35.0,True
4,2,synthetic_glucose_rich_fructose_pulse,liquid_sample,76.0,2026-07-02 12:00:00,Thursday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
4,2,synthetic_glucose_rich_fructose_pulse,liquid_sample,78.0,2026-07-02 14:00:00,Thursday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
4,2,synthetic_glucose_rich_fructose_pulse,liquid_sample,80.0,2026-07-02 16:00:00,Thursday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
4,2,synthetic_glucose_rich_fructose_pulse,liquid_sample,98.0,2026-07-03 10:00:00,Friday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
4,2,synthetic_glucose_rich_fructose_pulse,liquid_sample,100.0,2026-07-03 12:00:00,Friday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
4,2,synthetic_glucose_rich_fructose_pulse,liquid_sample,102.0,2026-07-03 14:00:00,Friday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
4,2,synthetic_glucose_rich_fructose_pulse,liquid_sample,104.0,2026-07-03 16:00:00,Friday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
4,2,synthetic_glucose_rich_fructose_pulse,liquid_sample,170.0,2026-07-06 10:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
4,2,synthetic_glucose_rich_fructose_pulse,liquid_sample,172.0,2026-07-06 12:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
4,2,synthetic_glucose_rich_fructose_pulse,liquid_sample,174.0,2026-07-06 14:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
4,2,synthetic_glucose_rich_fructose_pulse,liquid_sample,176.0,2026-07-06 16:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
4,2,synthetic_glucose_rich_fructose_pulse,liquid_sample,194.0,2026-07-07 10:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
4,2,synthetic_glucose_rich_fructose_pulse,liquid_sample,196.0,2026-07-07 12:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
4,2,synthetic_glucose_rich_fructose_pulse,liquid_sample,198.0,2026-07-07 14:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
4,2,synthetic_glucose_rich_fructose_pulse,liquid_sample,200.0,2026-07-07 16:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
4,2,synthetic_glucose_rich_fructose_pulse,terminal_condensate_retrieval,218.0,2026-07-08 10:00:00,Wednesday,single terminal condensate GC sample; CO2 online remains continuous,,,True
5,2,synthetic_high_sugar_reference,DO_measurement,0.0,2026-06-29 08:00:00,Monday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
5,2,synthetic_high_sugar_reference,DO_measurement,2.0,2026-06-29 10:00:00,Monday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
5,2,synthetic_high_sugar_reference,liquid_sample,2.0,2026-06-29 10:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
5,2,synthetic_high_sugar_reference,DO_measurement,4.0,2026-06-29 12:00:00,Monday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
5,2,synthetic_high_sugar_reference,liquid_sample,4.0,2026-06-29 12:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
5,2,synthetic_high_sugar_reference,DO_measurement,6.0,2026-06-29 14:00:00,Monday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
5,2,synthetic_high_sugar_reference,liquid_sample,6.0,2026-06-29 14:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
5,2,synthetic_high_sugar_reference,DO_measurement,8.0,2026-06-29 16:00:00,Monday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
5,2,synthetic_high_sugar_reference,liquid_sample,8.0,2026-06-29 16:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
5,2,synthetic_high_sugar_reference,DO_measurement,26.0,2026-06-30 10:00:00,Tuesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
5,2,synthetic_high_sugar_reference,liquid_sample,26.0,2026-06-30 10:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
5,2,synthetic_high_sugar_reference,manual_pulse,26.0,2026-06-30 10:00:00,Tuesday,manual addition inside working window,N,0.05,True
5,2,synthetic_high_sugar_reference,DO_measurement,28.0,2026-06-30 12:00:00,Tuesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
5,2,synthetic_high_sugar_reference,liquid_sample,28.0,2026-06-30 12:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
5,2,synthetic_high_sugar_reference,DO_measurement,30.0,2026-06-30 14:00:00,Tuesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
5,2,synthetic_high_sugar_reference,liquid_sample,30.0,2026-06-30 14:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
5,2,synthetic_high_sugar_reference,DO_measurement,32.0,2026-06-30 16:00:00,Tuesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
5,2,synthetic_high_sugar_reference,liquid_sample,32.0,2026-06-30 16:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
5,2,synthetic_high_sugar_reference,DO_measurement,50.0,2026-07-01 10:00:00,Wednesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
5,2,synthetic_high_sugar_reference,liquid_sample,50.0,2026-07-01 10:00:00,Wednesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
5,2,synthetic_high_sugar_reference,DO_measurement,52.0,2026-07-01 12:00:00,Wednesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
5,2,synthetic_high_sugar_reference,liquid_sample,52.0,2026-07-01 12:00:00,Wednesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
5,2,synthetic_high_sugar_reference,DO_measurement,54.0,2026-07-01 14:00:00,Wednesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
5,2,synthetic_high_sugar_reference,liquid_sample,54.0,2026-07-01 14:00:00,Wednesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
5,2,synthetic_high_sugar_reference,DO_measurement,56.0,2026-07-01 16:00:00,Wednesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
5,2,synthetic_high_sugar_reference,liquid_sample,56.0,2026-07-01 16:00:00,Wednesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
5,2,synthetic_high_sugar_reference,liquid_sample,74.0,2026-07-02 10:00:00,Thursday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
5,2,synthetic_high_sugar_reference,liquid_sample,76.0,2026-07-02 12:00:00,Thursday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
5,2,synthetic_high_sugar_reference,liquid_sample,78.0,2026-07-02 14:00:00,Thursday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
5,2,synthetic_high_sugar_reference,liquid_sample,80.0,2026-07-02 16:00:00,Thursday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
5,2,synthetic_high_sugar_reference,liquid_sample,98.0,2026-07-03 10:00:00,Friday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
5,2,synthetic_high_sugar_reference,liquid_sample,100.0,2026-07-03 12:00:00,Friday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
5,2,synthetic_high_sugar_reference,liquid_sample,102.0,2026-07-03 14:00:00,Friday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
5,2,synthetic_high_sugar_reference,liquid_sample,104.0,2026-07-03 16:00:00,Friday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
5,2,synthetic_high_sugar_reference,liquid_sample,170.0,2026-07-06 10:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
5,2,synthetic_high_sugar_reference,liquid_sample,172.0,2026-07-06 12:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
5,2,synthetic_high_sugar_reference,liquid_sample,174.0,2026-07-06 14:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
5,2,synthetic_high_sugar_reference,liquid_sample,176.0,2026-07-06 16:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
5,2,synthetic_high_sugar_reference,liquid_sample,194.0,2026-07-07 10:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
5,2,synthetic_high_sugar_reference,liquid_sample,196.0,2026-07-07 12:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
5,2,synthetic_high_sugar_reference,liquid_sample,198.0,2026-07-07 14:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
5,2,synthetic_high_sugar_reference,liquid_sample,200.0,2026-07-07 16:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
5,2,synthetic_high_sugar_reference,terminal_condensate_retrieval,218.0,2026-07-08 10:00:00,Wednesday,single terminal condensate GC sample; CO2 online remains continuous,,,True
6,2,synthetic_viable_biomass_step,DO_measurement,0.0,2026-06-29 08:00:00,Monday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
6,2,synthetic_viable_biomass_step,DO_measurement,2.0,2026-06-29 10:00:00,Monday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
6,2,synthetic_viable_biomass_step,liquid_sample,2.0,2026-06-29 10:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
6,2,synthetic_viable_biomass_step,DO_measurement,4.0,2026-06-29 12:00:00,Monday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
6,2,synthetic_viable_biomass_step,liquid_sample,4.0,2026-06-29 12:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
6,2,synthetic_viable_biomass_step,DO_measurement,6.0,2026-06-29 14:00:00,Monday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
6,2,synthetic_viable_biomass_step,liquid_sample,6.0,2026-06-29 14:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
6,2,synthetic_viable_biomass_step,DO_measurement,8.0,2026-06-29 16:00:00,Monday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
6,2,synthetic_viable_biomass_step,liquid_sample,8.0,2026-06-29 16:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
6,2,synthetic_viable_biomass_step,DO_measurement,26.0,2026-06-30 10:00:00,Tuesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
6,2,synthetic_viable_biomass_step,liquid_sample,26.0,2026-06-30 10:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
6,2,synthetic_viable_biomass_step,manual_pulse,26.0,2026-06-30 10:00:00,Tuesday,manual addition inside working window,N,0.05,True
6,2,synthetic_viable_biomass_step,DO_measurement,28.0,2026-06-30 12:00:00,Tuesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
6,2,synthetic_viable_biomass_step,liquid_sample,28.0,2026-06-30 12:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
6,2,synthetic_viable_biomass_step,DO_measurement,30.0,2026-06-30 14:00:00,Tuesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
6,2,synthetic_viable_biomass_step,liquid_sample,30.0,2026-06-30 14:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
6,2,synthetic_viable_biomass_step,DO_measurement,32.0,2026-06-30 16:00:00,Tuesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
6,2,synthetic_viable_biomass_step,liquid_sample,32.0,2026-06-30 16:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
6,2,synthetic_viable_biomass_step,DO_measurement,50.0,2026-07-01 10:00:00,Wednesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
6,2,synthetic_viable_biomass_step,liquid_sample,50.0,2026-07-01 10:00:00,Wednesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
6,2,synthetic_viable_biomass_step,manual_pulse,50.0,2026-07-01 10:00:00,Wednesday,manual addition inside working window,X,1.0,True
6,2,synthetic_viable_biomass_step,DO_measurement,52.0,2026-07-01 12:00:00,Wednesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
6,2,synthetic_viable_biomass_step,liquid_sample,52.0,2026-07-01 12:00:00,Wednesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
6,2,synthetic_viable_biomass_step,DO_measurement,54.0,2026-07-01 14:00:00,Wednesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
6,2,synthetic_viable_biomass_step,liquid_sample,54.0,2026-07-01 14:00:00,Wednesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
6,2,synthetic_viable_biomass_step,DO_measurement,56.0,2026-07-01 16:00:00,Wednesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
6,2,synthetic_viable_biomass_step,liquid_sample,56.0,2026-07-01 16:00:00,Wednesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
6,2,synthetic_viable_biomass_step,liquid_sample,74.0,2026-07-02 10:00:00,Thursday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
6,2,synthetic_viable_biomass_step,liquid_sample,76.0,2026-07-02 12:00:00,Thursday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
6,2,synthetic_viable_biomass_step,liquid_sample,78.0,2026-07-02 14:00:00,Thursday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
6,2,synthetic_viable_biomass_step,liquid_sample,80.0,2026-07-02 16:00:00,Thursday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
6,2,synthetic_viable_biomass_step,liquid_sample,98.0,2026-07-03 10:00:00,Friday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
6,2,synthetic_viable_biomass_step,liquid_sample,100.0,2026-07-03 12:00:00,Friday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
6,2,synthetic_viable_biomass_step,liquid_sample,102.0,2026-07-03 14:00:00,Friday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
6,2,synthetic_viable_biomass_step,liquid_sample,104.0,2026-07-03 16:00:00,Friday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
6,2,synthetic_viable_biomass_step,liquid_sample,170.0,2026-07-06 10:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
6,2,synthetic_viable_biomass_step,liquid_sample,172.0,2026-07-06 12:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
6,2,synthetic_viable_biomass_step,liquid_sample,174.0,2026-07-06 14:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
6,2,synthetic_viable_biomass_step,liquid_sample,176.0,2026-07-06 16:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
6,2,synthetic_viable_biomass_step,liquid_sample,194.0,2026-07-07 10:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
6,2,synthetic_viable_biomass_step,liquid_sample,196.0,2026-07-07 12:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
6,2,synthetic_viable_biomass_step,liquid_sample,198.0,2026-07-07 14:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
6,2,synthetic_viable_biomass_step,liquid_sample,200.0,2026-07-07 16:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
6,2,synthetic_viable_biomass_step,terminal_condensate_retrieval,218.0,2026-07-08 10:00:00,Wednesday,single terminal condensate GC sample; CO2 online remains continuous,,,True
7,3,synthetic_lit_SM410_24C_highN_strip,DO_measurement,0.0,2026-07-13 08:00:00,Monday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
7,3,synthetic_lit_SM410_24C_highN_strip,DO_measurement,2.0,2026-07-13 10:00:00,Monday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
7,3,synthetic_lit_SM410_24C_highN_strip,liquid_sample,2.0,2026-07-13 10:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
7,3,synthetic_lit_SM410_24C_highN_strip,DO_measurement,4.0,2026-07-13 12:00:00,Monday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
7,3,synthetic_lit_SM410_24C_highN_strip,liquid_sample,4.0,2026-07-13 12:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
7,3,synthetic_lit_SM410_24C_highN_strip,DO_measurement,6.0,2026-07-13 14:00:00,Monday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
7,3,synthetic_lit_SM410_24C_highN_strip,liquid_sample,6.0,2026-07-13 14:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
7,3,synthetic_lit_SM410_24C_highN_strip,DO_measurement,8.0,2026-07-13 16:00:00,Monday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
7,3,synthetic_lit_SM410_24C_highN_strip,liquid_sample,8.0,2026-07-13 16:00:00,Monday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
7,3,synthetic_lit_SM410_24C_highN_strip,DO_measurement,26.0,2026-07-14 10:00:00,Tuesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
7,3,synthetic_lit_SM410_24C_highN_strip,liquid_sample,26.0,2026-07-14 10:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
7,3,synthetic_lit_SM410_24C_highN_strip,DO_measurement,28.0,2026-07-14 12:00:00,Tuesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
7,3,synthetic_lit_SM410_24C_highN_strip,liquid_sample,28.0,2026-07-14 12:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
7,3,synthetic_lit_SM410_24C_highN_strip,DO_measurement,30.0,2026-07-14 14:00:00,Tuesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
7,3,synthetic_lit_SM410_24C_highN_strip,liquid_sample,30.0,2026-07-14 14:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
7,3,synthetic_lit_SM410_24C_highN_strip,DO_measurement,32.0,2026-07-14 16:00:00,Tuesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
7,3,synthetic_lit_SM410_24C_highN_strip,liquid_sample,32.0,2026-07-14 16:00:00,Tuesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
7,3,synthetic_lit_SM410_24C_highN_strip,DO_measurement,50.0,2026-07-15 10:00:00,Wednesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
7,3,synthetic_lit_SM410_24C_highN_strip,liquid_sample,50.0,2026-07-15 10:00:00,Wednesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
7,3,synthetic_lit_SM410_24C_highN_strip,DO_measurement,52.0,2026-07-15 12:00:00,Wednesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
7,3,synthetic_lit_SM410_24C_highN_strip,liquid_sample,52.0,2026-07-15 12:00:00,Wednesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
7,3,synthetic_lit_SM410_24C_highN_strip,DO_measurement,54.0,2026-07-15 14:00:00,Wednesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
7,3,synthetic_lit_SM410_24C_highN_strip,liquid_sample,54.0,2026-07-15 14:00:00,Wednesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
7,3,synthetic_lit_SM410_24C_highN_strip,DO_measurement,56.0,2026-07-15 16:00:00,Wednesday,DO spot measurement; do not treat as controlled oxygen pulse,,,True
7,3,synthetic_lit_SM410_24C_highN_strip,liquid_sample,56.0,2026-07-15 16:00:00,Wednesday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
7,3,synthetic_lit_SM410_24C_highN_strip,liquid_sample,74.0,2026-07-16 10:00:00,Thursday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
7,3,synthetic_lit_SM410_24C_highN_strip,liquid_sample,76.0,2026-07-16 12:00:00,Thursday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
7,3,synthetic_lit_SM410_24C_highN_strip,liquid_sample,78.0,2026-07-16 14:00:00,Thursday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
7,3,synthetic_lit_SM410_24C_highN_strip,liquid_sample,80.0,2026-07-16 16:00:00,Thursday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
7,3,synthetic_lit_SM410_24C_highN_strip,liquid_sample,98.0,2026-07-17 10:00:00,Friday,G/F/YAN/PAN/NH4/glycerol/ethanol/biomass/Pyr/AcAld/Acetate/aromas,,,True
