,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrO2,kPyrDrain,kAldS_N,kAcAld,kAcStress,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss
mu0,3737.4355969854705,-366.7917930855816,6.068601684980679,187.351667654808,1644.759757871065,1299.338077758141,-394.60000758798697,-1509.20773347679,0.0,276.2585487875502,3.0696078660598203,14.717359188694871,-5.640290361189944,47.2238562125829,386.6136632162491,-4.535671539786687,226.10425013337556,80.45688782242017,202.8376389013858,61.445978780980795,227.08040465418026,64.91870176458897,227.8368621675373,-10.680225760247826,-11.876359326702616,-14.664661689960342
qN,-366.7917930855816,2778.172217535108,259.7153415014585,16.24161418429494,-1310.951606818904,-950.8194772880374,271.8017108520998,852.7995260789828,0.0,-71.67827037522851,-0.7843635783935587,-120.23566015288795,-27.588677292953623,27.976209401370784,-1320.1053688915977,62.01465538844927,-174.79313488983166,31.178340293477255,154.75467003761486,32.75181296676119,223.2916770953352,32.2262627884106,207.20998702530864,-10.666717196766797,-15.739174249376552,-17.436370385594106
betaG0,6.068601684980679,259.7153415014585,3370.2940734198646,2298.814192540264,-3417.198353689127,-2233.0620849734187,-1.7767246717558187,32.00006971944748,0.0,-172.77825382672805,-1.9990110425520415,-68.3048248760081,-15.505800720289729,19.65753037682263,-484.3963900292825,23.622523953563316,61.19410602474975,-27.271472593503564,-57.9337442728935,-17.50266783892794,-43.55791281196713,-17.939472312077374,-38.30841762895704,2.8333007145542286,1.5764577950071808,1.4509076875203153
betaF0,187.351667654808,16.24161418429494,2298.814192540264,1662.4951272968747,-2149.986944141438,-1577.0489664099814,-11.259093549630721,-107.77593599126743,0.0,-45.983939744276014,-0.5241823062121457,-25.789048848036522,-5.948906170535134,8.007231665665763,-178.10528139047332,9.279808422283214,40.860167506337326,-15.469890316154919,-49.441716230616294,-10.698305086451617,-47.90402637805398,-11.288565901190895,-47.82191825333917,3.0958667463676814,3.0546029380795607,3.825797043564945
qEG,1644.759757871065,-1310.951606818904,-3417.198353689127,-2149.986944141438,6478.776799163019,2720.8221875089157,-192.1583790326389,-1025.2000557664028,0.0,-842.1737945803269,-13.741945100133366,208.93509126131693,46.01188003985269,-52.7801143914141,1520.6584185840704,-67.01610281238108,-29.302101063460768,48.231050485979765,38.355851159955165,27.888057016866547,-5.8085137448911,30.529377046524395,-1.1805686342868287,-0.39089843157476556,3.290123714978644,3.3785908895483683
qEF,1299.338077758141,-950.8194772880374,-2233.0620849734187,-1577.0489664099814,2720.8221875089157,3058.9043055995267,-436.6778197931738,-784.0322452855069,0.0,-19.35483097159519,-0.3321908991287964,111.90239940337324,24.76711381968939,-28.832782380021968,821.211030912963,-36.438785317986046,-15.542558477684132,42.21225545837716,88.09550261783028,27.96269453214122,74.29480147561502,30.193993407531316,78.37492170596269,-4.281637203839176,-3.052863588923661,-4.300187873450051
iG,-394.60000758798697,271.8017108520998,-1.7767246717558187,-11.259093549630721,-192.1583790326389,-436.6778197931738,135.91032220667879,243.62353480555447,0.0,15.742969882916215,0.18712850672071266,-32.34968995744684,-7.012648521674238,7.591128091770505,-237.1594057618225,9.94484358448298,-6.844725918745348,-5.840443183872708,0.5524294959158021,-3.201430869372649,6.781594055038145,-3.738466306526375,4.591757575342972,-0.3613198617232859,-0.8867442231913085,-0.8396453653029221
iE,-1509.20773347679,852.7995260789828,32.00006971944748,-107.77593599126743,-1025.2000557664028,-784.0322452855069,243.62353480555447,882.5308132609406,0.0,-152.1251147922745,-1.7348240681024576,-69.06742799115791,-15.393032078532352,17.968840656216113,-533.1971556049812,23.102306927669215,-23.679550480233978,-25.243222964754406,-41.65139996703343,-16.919996177744363,-33.45398981141424,-18.58977106013916,-38.647871595135115,1.490490155266988,0.6315742090837918,1.3760263855656785
Kd0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gammaG0,276.2585487875502,-71.67827037522851,-172.77825382672805,-45.983939744276014,-842.1737945803269,-19.35483097159519,15.742969882916215,-152.1251147922745,0.0,1397.3511997415121,19.986655736827622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gammaF0,3.0696078660598203,-0.7843635783935587,-1.9990110425520415,-0.5241823062121457,-13.741945100133366,-0.3321908991287964,0.18712850672071266,-1.7348240681024576,0.0,19.986655736827622,0.2992206557182226,1.2230348436123955e-10,3.383397613064455e-11,-6.612995948703308e-11,1.0026313916858603e-09,-5.829089608763593e-11,-1.7174539570411652e-10,4.0570550065138524e-10,2.5345614034239318e-09,3.1046180455439895e-10,2.811047885720975e-09,3.138896369494826e-10,2.69995624935018e-09,-1.7500713908472923e-10,-2.0438279720228798e-10,-2.340223502650649e-10
kPyrS_N,14.717359188694871,-120.23566015288795,-68.3048248760081,-25.789048848036522,208.93509126131693,111.90239940337324,-32.34968995744684,-69.06742799115791,0.0,0.0,1.2230348436123955e-10,324.91666786121806,71.38509292299817,-80.64375429786718,6.439378808038035,-0.352328540197723,0.009035922384374716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrO2,-5.640290361189944,-27.588677292953623,-15.505800720289729,-5.948906170535134,46.01188003985269,24.76711381968939,-7.012648521674238,-15.393032078532352,0.0,0.0,3.383397613064455e-11,71.38509292299817,16.80955267234799,-24.316688600861905,1.5272089411433645,-0.08602646228639642,0.0019224723815449785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
