analysis,parameter,theta,std_log_approx,approx_95_multiplier,active_bound,classification
current_prior_v2,mu0,0.0601697224171635,0.008883268797913043,1.0175636654499147,False,well_estimated
current_prior_v2,qN,0.0146092346863683,0.010204782316995873,1.0202027411123646,False,well_estimated
current_prior_v2,betaG0,0.779853869422414,0.039289172288997844,1.0800493966039386,False,well_estimated
current_prior_v2,betaF0,0.5108967442490071,0.07345111128428773,1.154842739142704,False,well_estimated
current_prior_v2,qEG,1.5379361359484045,0.02522611579944298,1.0506858978664473,False,well_estimated
current_prior_v2,qEF,1.262713484739452,0.043207174977264055,1.0883753317245553,False,well_estimated
current_prior_v2,iG,0.0073666781875985,0.08712429737756772,1.1862103228763312,False,well_estimated
current_prior_v2,iE,0.0258618456174518,0.04854920834601895,1.0998309084069402,False,well_estimated
current_prior_v2,Kd0,0.0006690744222537,0.04170507442007045,1.085175739605853,False,well_estimated
current_prior_v2,gammaG0,0.0975070871956685,0.03928137373524144,1.0800328879964805,False,well_estimated
current_prior_v2,gammaF0,0.0013892430460828,2.5385029972325457,144.8162756562113,False,weak_or_confounded
current_prior_v2,kPyrS_N,0.8508617891421286,0.03797923463031066,1.0772799505103776,False,well_estimated
current_prior_v2,kPyrO2,0.2731889591927507,0.10064215893766533,1.2180590284265977,False,well_estimated
current_prior_v2,kPyrDrain,0.0035910294181966,0.06040110800501112,1.1256787327011173,False,well_estimated
current_prior_v2,kAldS_N,2.359887977142201,0.013177665476823416,1.0261646632152563,False,well_estimated
current_prior_v2,kAcAld,0.0013923120060084,0.03328193682345237,1.0674072703596913,False,well_estimated
current_prior_v2,kAcStress,0.0026158743573774,0.03163019524133205,1.0639572192858604,False,well_estimated
current_prior_v2,k_EA_growth,0.1,1.2499875749233949,11.588064509912147,False,weak_but_actionable
current_prior_v2,k_EA_stationary,0.28,1.2499875749233949,11.588064509912147,False,weak_but_actionable
current_prior_v2,k_IAA_growth,0.003,1.2499875749233949,11.588064509912147,False,weak_but_actionable
current_prior_v2,k_IAA_stationary,0.012,1.2499875749233949,11.588064509912147,False,weak_but_actionable
current_prior_v2,k_EO_growth,0.0008,1.2499875749233949,11.588064509912147,False,weak_but_actionable
current_prior_v2,k_EO_stationary,0.003,1.2499875749233949,11.588064509912147,False,weak_but_actionable
current_prior_v2,alpha_EA_loss,1.0,0.7499973161578428,4.349212262708094,False,moderate
current_prior_v2,alpha_IAA_loss,1.0,0.7499973161578428,4.349212262708094,False,moderate
current_prior_v2,alpha_EO_loss,1.0,0.7499973161578428,4.349212262708094,False,moderate
