timestamp,fermentador,flow_sccm,status
2026-03-29 18:25:11,F3,0.6727,OK
2026-03-29 18:25:22,F3,0.6886,OK
2026-03-29 18:25:32,F3,0.6356,OK
2026-03-29 18:25:42,F3,0.6833,OK
2026-03-29 18:25:53,F3,0.6488,OK
2026-03-29 18:26:03,F3,0.6727,OK
2026-03-29 18:26:13,F3,0.5032,OK
2026-03-29 18:26:24,F3,0.5720,OK
2026-03-29 18:26:34,F3,0.6409,OK
2026-03-29 18:26:44,F3,0.7124,OK
2026-03-29 18:26:55,F3,0.6806,OK
2026-03-29 18:27:05,F3,0.7786,OK
2026-03-29 18:27:15,F3,0.6753,OK
2026-03-29 18:27:26,F3,0.5747,OK
2026-03-29 18:27:36,F3,0.5508,OK
2026-03-29 18:27:46,F3,0.6515,OK
2026-03-29 18:27:57,F3,0.7654,OK
2026-03-29 18:28:07,F3,0.7945,OK
2026-03-29 18:28:17,F3,0.8183,OK
2026-03-29 18:28:28,F3,0.8607,OK
2026-03-29 18:28:38,F3,0.9084,OK
2026-03-29 18:28:48,F3,0.9057,OK
2026-03-29 18:28:59,F3,0.9772,OK
2026-03-29 18:29:09,F3,0.8978,OK
2026-03-29 18:29:19,F3,0.9349,OK
2026-03-29 18:29:30,F3,1.9227,OK
2026-03-29 18:29:40,F3,1.9253,OK
2026-03-29 18:29:50,F3,1.7161,OK
2026-03-29 18:30:01,F3,3.4031,OK
2026-03-29 18:30:11,F3,0.7601,OK
2026-03-29 18:30:21,F3,0.8660,OK
2026-03-29 18:30:32,F3,0.9666,OK
2026-03-29 18:30:42,F3,1.1017,OK
2026-03-29 18:30:52,F3,1.0990,OK
2026-03-29 18:31:02,F3,1.0673,OK
2026-03-29 18:31:13,F3,1.2632,OK
2026-03-29 18:31:23,F3,1.1600,OK
2026-03-29 18:31:33,F3,1.1864,OK
2026-03-29 18:31:44,F3,1.1864,OK
2026-03-29 18:31:54,F3,1.0461,OK
2026-03-29 18:32:04,F3,1.1308,OK
2026-03-29 18:32:15,F3,1.1176,OK
2026-03-29 18:32:25,F3,1.1706,OK
2026-03-29 18:32:35,F3,1.1706,OK
2026-03-29 18:32:46,F3,1.1679,OK
2026-03-29 18:32:56,F3,1.1414,OK
2026-03-29 18:33:06,F3,1.1229,OK
2026-03-29 18:33:17,F3,1.0752,OK
2026-03-29 18:33:27,F3,1.0302,OK
2026-03-29 18:33:37,F3,1.0673,OK
2026-03-29 18:33:48,F3,1.0911,OK
2026-03-29 18:33:58,F3,1.0885,OK
2026-03-29 18:34:08,F3,1.0381,OK
2026-03-29 18:34:19,F3,1.0620,OK
2026-03-29 18:34:29,F3,1.1096,OK
2026-03-29 18:34:39,F3,1.0090,OK
2026-03-29 18:34:50,F3,1.0646,OK
2026-03-29 18:35:00,F3,1.0275,OK
2026-03-29 18:35:10,F3,1.2235,OK
2026-03-29 18:35:21,F3,1.1308,OK
2026-03-29 18:35:31,F3,1.0434,OK
2026-03-29 18:35:41,F3,1.1043,OK
2026-03-29 18:35:52,F3,1.0540,OK
2026-03-29 18:36:02,F3,1.1229,OK
2026-03-29 18:36:12,F3,1.1229,OK
2026-03-29 18:36:23,F3,1.0196,OK
2026-03-29 18:36:33,F3,1.1070,OK
2026-03-29 18:36:43,F3,1.0964,OK
2026-03-29 18:36:53,F3,1.0514,OK
2026-03-29 18:37:04,F3,1.2606,OK
2026-03-29 18:37:14,F3,1.1467,OK
2026-03-29 18:37:25,F3,1.0858,OK
2026-03-29 18:37:35,F3,1.0169,OK
2026-03-29 18:37:45,F3,1.0434,OK
2026-03-29 18:37:55,F3,1.0990,OK
2026-03-29 18:38:06,F3,1.0064,OK
2026-03-29 18:38:16,F3,1.0673,OK
2026-03-29 18:38:26,F3,0.9984,OK
2026-03-29 18:38:37,F3,1.0964,OK
2026-03-29 18:38:47,F3,1.0593,OK
2026-03-29 18:38:57,F3,1.0514,OK
2026-03-29 18:39:08,F3,1.0567,OK
2026-03-29 18:39:18,F3,1.0117,OK
2026-03-29 18:39:28,F3,0.9984,OK
2026-03-29 18:39:39,F3,1.0487,OK
2026-03-29 18:39:49,F3,0.9931,OK
2026-03-29 18:39:59,F3,1.0699,OK
2026-03-29 18:40:10,F3,1.2659,OK
2026-03-29 18:40:20,F3,1.0090,OK
2026-03-29 18:40:30,F3,1.0196,OK
2026-03-29 18:40:41,F3,1.0381,OK
2026-03-29 18:40:51,F3,1.0037,OK
2026-03-29 18:41:01,F3,1.1467,OK
2026-03-29 18:41:12,F3,1.0540,OK
2026-03-29 18:41:22,F3,0.9613,OK
2026-03-29 18:41:33,F3,1.0408,OK
2026-03-29 18:41:43,F3,0.9931,OK
