campaign_order,batch,candidate,start_datetime,nominal_horizon_h,operational_final_h,sample_time_h,calendar_time,date,weekday,clock,is_final,sampling_phase,measurements
1,1,fructose_rich_iG_probe,2026-06-15 08:00:00,192.0,193.0,78.0,2026-06-18 14:00:00,2026-06-18,Thursday,14:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
1,1,fructose_rich_iG_probe,2026-06-15 08:00:00,192.0,193.0,80.0,2026-06-18 16:00:00,2026-06-18,Thursday,16:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
1,1,fructose_rich_iG_probe,2026-06-15 08:00:00,192.0,193.0,97.0,2026-06-19 09:00:00,2026-06-19,Friday,09:00,False,late_morning,"X,Xd,N,G,F,E,aromas_liquid"
1,1,fructose_rich_iG_probe,2026-06-15 08:00:00,192.0,193.0,104.0,2026-06-19 16:00:00,2026-06-19,Friday,16:00,False,pre_weekend,"X,Xd,N,G,F,E,aromas_liquid"
1,1,fructose_rich_iG_probe,2026-06-15 08:00:00,192.0,193.0,169.0,2026-06-22 09:00:00,2026-06-22,Monday,09:00,False,late_morning,"X,Xd,N,G,F,E,aromas_liquid"
1,1,fructose_rich_iG_probe,2026-06-15 08:00:00,192.0,193.0,193.0,2026-06-23 09:00:00,2026-06-23,Tuesday,09:00,True,final,"X,Xd,N,G,F,E,aromas_liquid,condensate_final"
3,1,low_temp_growth_separation_plus_co2,2026-06-15 08:00:00,168.0,169.0,1.0,2026-06-15 09:00:00,2026-06-15,Monday,09:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
3,1,low_temp_growth_separation_plus_co2,2026-06-15 08:00:00,168.0,169.0,3.0,2026-06-15 11:00:00,2026-06-15,Monday,11:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
3,1,low_temp_growth_separation_plus_co2,2026-06-15 08:00:00,168.0,169.0,6.0,2026-06-15 14:00:00,2026-06-15,Monday,14:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
3,1,low_temp_growth_separation_plus_co2,2026-06-15 08:00:00,168.0,169.0,8.0,2026-06-15 16:00:00,2026-06-15,Monday,16:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
3,1,low_temp_growth_separation_plus_co2,2026-06-15 08:00:00,168.0,169.0,25.0,2026-06-16 09:00:00,2026-06-16,Tuesday,09:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
3,1,low_temp_growth_separation_plus_co2,2026-06-15 08:00:00,168.0,169.0,27.0,2026-06-16 11:00:00,2026-06-16,Tuesday,11:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
3,1,low_temp_growth_separation_plus_co2,2026-06-15 08:00:00,168.0,169.0,30.0,2026-06-16 14:00:00,2026-06-16,Tuesday,14:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
3,1,low_temp_growth_separation_plus_co2,2026-06-15 08:00:00,168.0,169.0,32.0,2026-06-16 16:00:00,2026-06-16,Tuesday,16:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
3,1,low_temp_growth_separation_plus_co2,2026-06-15 08:00:00,168.0,169.0,49.0,2026-06-17 09:00:00,2026-06-17,Wednesday,09:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
3,1,low_temp_growth_separation_plus_co2,2026-06-15 08:00:00,168.0,169.0,51.0,2026-06-17 11:00:00,2026-06-17,Wednesday,11:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
3,1,low_temp_growth_separation_plus_co2,2026-06-15 08:00:00,168.0,169.0,54.0,2026-06-17 14:00:00,2026-06-17,Wednesday,14:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
3,1,low_temp_growth_separation_plus_co2,2026-06-15 08:00:00,168.0,169.0,56.0,2026-06-17 16:00:00,2026-06-17,Wednesday,16:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
3,1,low_temp_growth_separation_plus_co2,2026-06-15 08:00:00,168.0,169.0,73.0,2026-06-18 09:00:00,2026-06-18,Thursday,09:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
3,1,low_temp_growth_separation_plus_co2,2026-06-15 08:00:00,168.0,169.0,75.0,2026-06-18 11:00:00,2026-06-18,Thursday,11:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
3,1,low_temp_growth_separation_plus_co2,2026-06-15 08:00:00,168.0,169.0,78.0,2026-06-18 14:00:00,2026-06-18,Thursday,14:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
3,1,low_temp_growth_separation_plus_co2,2026-06-15 08:00:00,168.0,169.0,80.0,2026-06-18 16:00:00,2026-06-18,Thursday,16:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
3,1,low_temp_growth_separation_plus_co2,2026-06-15 08:00:00,168.0,169.0,97.0,2026-06-19 09:00:00,2026-06-19,Friday,09:00,False,late_morning,"X,Xd,N,G,F,E,aromas_liquid"
3,1,low_temp_growth_separation_plus_co2,2026-06-15 08:00:00,168.0,169.0,104.0,2026-06-19 16:00:00,2026-06-19,Friday,16:00,False,pre_weekend,"X,Xd,N,G,F,E,aromas_liquid"
3,1,low_temp_growth_separation_plus_co2,2026-06-15 08:00:00,168.0,169.0,169.0,2026-06-22 09:00:00,2026-06-22,Monday,09:00,True,final,"X,Xd,N,G,F,E,aromas_liquid,condensate_final"
5,1,yan_saturation_scan,2026-06-15 08:00:00,144.0,169.0,1.0,2026-06-15 09:00:00,2026-06-15,Monday,09:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
5,1,yan_saturation_scan,2026-06-15 08:00:00,144.0,169.0,3.0,2026-06-15 11:00:00,2026-06-15,Monday,11:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
5,1,yan_saturation_scan,2026-06-15 08:00:00,144.0,169.0,6.0,2026-06-15 14:00:00,2026-06-15,Monday,14:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
5,1,yan_saturation_scan,2026-06-15 08:00:00,144.0,169.0,8.0,2026-06-15 16:00:00,2026-06-15,Monday,16:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
5,1,yan_saturation_scan,2026-06-15 08:00:00,144.0,169.0,25.0,2026-06-16 09:00:00,2026-06-16,Tuesday,09:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
5,1,yan_saturation_scan,2026-06-15 08:00:00,144.0,169.0,27.0,2026-06-16 11:00:00,2026-06-16,Tuesday,11:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
5,1,yan_saturation_scan,2026-06-15 08:00:00,144.0,169.0,30.0,2026-06-16 14:00:00,2026-06-16,Tuesday,14:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
5,1,yan_saturation_scan,2026-06-15 08:00:00,144.0,169.0,32.0,2026-06-16 16:00:00,2026-06-16,Tuesday,16:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
5,1,yan_saturation_scan,2026-06-15 08:00:00,144.0,169.0,49.0,2026-06-17 09:00:00,2026-06-17,Wednesday,09:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
5,1,yan_saturation_scan,2026-06-15 08:00:00,144.0,169.0,51.0,2026-06-17 11:00:00,2026-06-17,Wednesday,11:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
5,1,yan_saturation_scan,2026-06-15 08:00:00,144.0,169.0,54.0,2026-06-17 14:00:00,2026-06-17,Wednesday,14:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
5,1,yan_saturation_scan,2026-06-15 08:00:00,144.0,169.0,56.0,2026-06-17 16:00:00,2026-06-17,Wednesday,16:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
5,1,yan_saturation_scan,2026-06-15 08:00:00,144.0,169.0,73.0,2026-06-18 09:00:00,2026-06-18,Thursday,09:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
5,1,yan_saturation_scan,2026-06-15 08:00:00,144.0,169.0,75.0,2026-06-18 11:00:00,2026-06-18,Thursday,11:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
5,1,yan_saturation_scan,2026-06-15 08:00:00,144.0,169.0,78.0,2026-06-18 14:00:00,2026-06-18,Thursday,14:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
5,1,yan_saturation_scan,2026-06-15 08:00:00,144.0,169.0,80.0,2026-06-18 16:00:00,2026-06-18,Thursday,16:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
5,1,yan_saturation_scan,2026-06-15 08:00:00,144.0,169.0,97.0,2026-06-19 09:00:00,2026-06-19,Friday,09:00,False,late_morning,"X,Xd,N,G,F,E,aromas_liquid"
5,1,yan_saturation_scan,2026-06-15 08:00:00,144.0,169.0,104.0,2026-06-19 16:00:00,2026-06-19,Friday,16:00,False,pre_weekend,"X,Xd,N,G,F,E,aromas_liquid"
5,1,yan_saturation_scan,2026-06-15 08:00:00,144.0,169.0,169.0,2026-06-22 09:00:00,2026-06-22,Monday,09:00,True,final,"X,Xd,N,G,F,E,aromas_liquid,condensate_final"
2,2,cold_synthesis_hot_stripping,2026-06-29 08:00:00,192.0,193.0,1.0,2026-06-29 09:00:00,2026-06-29,Monday,09:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
2,2,cold_synthesis_hot_stripping,2026-06-29 08:00:00,192.0,193.0,3.0,2026-06-29 11:00:00,2026-06-29,Monday,11:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
2,2,cold_synthesis_hot_stripping,2026-06-29 08:00:00,192.0,193.0,6.0,2026-06-29 14:00:00,2026-06-29,Monday,14:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
2,2,cold_synthesis_hot_stripping,2026-06-29 08:00:00,192.0,193.0,8.0,2026-06-29 16:00:00,2026-06-29,Monday,16:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
2,2,cold_synthesis_hot_stripping,2026-06-29 08:00:00,192.0,193.0,25.0,2026-06-30 09:00:00,2026-06-30,Tuesday,09:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
2,2,cold_synthesis_hot_stripping,2026-06-29 08:00:00,192.0,193.0,27.0,2026-06-30 11:00:00,2026-06-30,Tuesday,11:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
2,2,cold_synthesis_hot_stripping,2026-06-29 08:00:00,192.0,193.0,30.0,2026-06-30 14:00:00,2026-06-30,Tuesday,14:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
2,2,cold_synthesis_hot_stripping,2026-06-29 08:00:00,192.0,193.0,32.0,2026-06-30 16:00:00,2026-06-30,Tuesday,16:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
2,2,cold_synthesis_hot_stripping,2026-06-29 08:00:00,192.0,193.0,49.0,2026-07-01 09:00:00,2026-07-01,Wednesday,09:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
2,2,cold_synthesis_hot_stripping,2026-06-29 08:00:00,192.0,193.0,51.0,2026-07-01 11:00:00,2026-07-01,Wednesday,11:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
2,2,cold_synthesis_hot_stripping,2026-06-29 08:00:00,192.0,193.0,54.0,2026-07-01 14:00:00,2026-07-01,Wednesday,14:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
2,2,cold_synthesis_hot_stripping,2026-06-29 08:00:00,192.0,193.0,56.0,2026-07-01 16:00:00,2026-07-01,Wednesday,16:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
2,2,cold_synthesis_hot_stripping,2026-06-29 08:00:00,192.0,193.0,73.0,2026-07-02 09:00:00,2026-07-02,Thursday,09:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
2,2,cold_synthesis_hot_stripping,2026-06-29 08:00:00,192.0,193.0,75.0,2026-07-02 11:00:00,2026-07-02,Thursday,11:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
2,2,cold_synthesis_hot_stripping,2026-06-29 08:00:00,192.0,193.0,78.0,2026-07-02 14:00:00,2026-07-02,Thursday,14:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
2,2,cold_synthesis_hot_stripping,2026-06-29 08:00:00,192.0,193.0,80.0,2026-07-02 16:00:00,2026-07-02,Thursday,16:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
2,2,cold_synthesis_hot_stripping,2026-06-29 08:00:00,192.0,193.0,97.0,2026-07-03 09:00:00,2026-07-03,Friday,09:00,False,late_morning,"X,Xd,N,G,F,E,aromas_liquid"
2,2,cold_synthesis_hot_stripping,2026-06-29 08:00:00,192.0,193.0,104.0,2026-07-03 16:00:00,2026-07-03,Friday,16:00,False,pre_weekend,"X,Xd,N,G,F,E,aromas_liquid"
2,2,cold_synthesis_hot_stripping,2026-06-29 08:00:00,192.0,193.0,169.0,2026-07-06 09:00:00,2026-07-06,Monday,09:00,False,late_morning,"X,Xd,N,G,F,E,aromas_liquid"
2,2,cold_synthesis_hot_stripping,2026-06-29 08:00:00,192.0,193.0,193.0,2026-07-07 09:00:00,2026-07-07,Tuesday,09:00,True,final,"X,Xd,N,G,F,E,aromas_liquid,condensate_final"
4,2,combined_stress_long_horizon,2026-06-29 08:00:00,240.0,241.0,1.0,2026-06-29 09:00:00,2026-06-29,Monday,09:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
4,2,combined_stress_long_horizon,2026-06-29 08:00:00,240.0,241.0,3.0,2026-06-29 11:00:00,2026-06-29,Monday,11:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
4,2,combined_stress_long_horizon,2026-06-29 08:00:00,240.0,241.0,6.0,2026-06-29 14:00:00,2026-06-29,Monday,14:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
4,2,combined_stress_long_horizon,2026-06-29 08:00:00,240.0,241.0,8.0,2026-06-29 16:00:00,2026-06-29,Monday,16:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
4,2,combined_stress_long_horizon,2026-06-29 08:00:00,240.0,241.0,25.0,2026-06-30 09:00:00,2026-06-30,Tuesday,09:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
4,2,combined_stress_long_horizon,2026-06-29 08:00:00,240.0,241.0,27.0,2026-06-30 11:00:00,2026-06-30,Tuesday,11:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
4,2,combined_stress_long_horizon,2026-06-29 08:00:00,240.0,241.0,30.0,2026-06-30 14:00:00,2026-06-30,Tuesday,14:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
4,2,combined_stress_long_horizon,2026-06-29 08:00:00,240.0,241.0,32.0,2026-06-30 16:00:00,2026-06-30,Tuesday,16:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
4,2,combined_stress_long_horizon,2026-06-29 08:00:00,240.0,241.0,49.0,2026-07-01 09:00:00,2026-07-01,Wednesday,09:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
4,2,combined_stress_long_horizon,2026-06-29 08:00:00,240.0,241.0,51.0,2026-07-01 11:00:00,2026-07-01,Wednesday,11:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
4,2,combined_stress_long_horizon,2026-06-29 08:00:00,240.0,241.0,54.0,2026-07-01 14:00:00,2026-07-01,Wednesday,14:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
4,2,combined_stress_long_horizon,2026-06-29 08:00:00,240.0,241.0,56.0,2026-07-01 16:00:00,2026-07-01,Wednesday,16:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
4,2,combined_stress_long_horizon,2026-06-29 08:00:00,240.0,241.0,73.0,2026-07-02 09:00:00,2026-07-02,Thursday,09:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
4,2,combined_stress_long_horizon,2026-06-29 08:00:00,240.0,241.0,75.0,2026-07-02 11:00:00,2026-07-02,Thursday,11:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
4,2,combined_stress_long_horizon,2026-06-29 08:00:00,240.0,241.0,78.0,2026-07-02 14:00:00,2026-07-02,Thursday,14:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
4,2,combined_stress_long_horizon,2026-06-29 08:00:00,240.0,241.0,80.0,2026-07-02 16:00:00,2026-07-02,Thursday,16:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
4,2,combined_stress_long_horizon,2026-06-29 08:00:00,240.0,241.0,97.0,2026-07-03 09:00:00,2026-07-03,Friday,09:00,False,late_morning,"X,Xd,N,G,F,E,aromas_liquid"
4,2,combined_stress_long_horizon,2026-06-29 08:00:00,240.0,241.0,104.0,2026-07-03 16:00:00,2026-07-03,Friday,16:00,False,pre_weekend,"X,Xd,N,G,F,E,aromas_liquid"
4,2,combined_stress_long_horizon,2026-06-29 08:00:00,240.0,241.0,169.0,2026-07-06 09:00:00,2026-07-06,Monday,09:00,False,late_morning,"X,Xd,N,G,F,E,aromas_liquid"
4,2,combined_stress_long_horizon,2026-06-29 08:00:00,240.0,241.0,193.0,2026-07-07 09:00:00,2026-07-07,Tuesday,09:00,False,late_morning,"X,Xd,N,G,F,E,aromas_liquid"
4,2,combined_stress_long_horizon,2026-06-29 08:00:00,240.0,241.0,217.0,2026-07-08 09:00:00,2026-07-08,Wednesday,09:00,False,late_morning,"X,Xd,N,G,F,E,aromas_liquid"
4,2,combined_stress_long_horizon,2026-06-29 08:00:00,240.0,241.0,241.0,2026-07-09 09:00:00,2026-07-09,Thursday,09:00,True,final,"X,Xd,N,G,F,E,aromas_liquid,condensate_final"
6,2,glucose_rich_growth_yield,2026-06-29 08:00:00,168.0,169.0,1.0,2026-06-29 09:00:00,2026-06-29,Monday,09:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
6,2,glucose_rich_growth_yield,2026-06-29 08:00:00,168.0,169.0,3.0,2026-06-29 11:00:00,2026-06-29,Monday,11:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
6,2,glucose_rich_growth_yield,2026-06-29 08:00:00,168.0,169.0,6.0,2026-06-29 14:00:00,2026-06-29,Monday,14:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
6,2,glucose_rich_growth_yield,2026-06-29 08:00:00,168.0,169.0,8.0,2026-06-29 16:00:00,2026-06-29,Monday,16:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
6,2,glucose_rich_growth_yield,2026-06-29 08:00:00,168.0,169.0,25.0,2026-06-30 09:00:00,2026-06-30,Tuesday,09:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
6,2,glucose_rich_growth_yield,2026-06-29 08:00:00,168.0,169.0,27.0,2026-06-30 11:00:00,2026-06-30,Tuesday,11:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
6,2,glucose_rich_growth_yield,2026-06-29 08:00:00,168.0,169.0,30.0,2026-06-30 14:00:00,2026-06-30,Tuesday,14:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
6,2,glucose_rich_growth_yield,2026-06-29 08:00:00,168.0,169.0,32.0,2026-06-30 16:00:00,2026-06-30,Tuesday,16:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
6,2,glucose_rich_growth_yield,2026-06-29 08:00:00,168.0,169.0,49.0,2026-07-01 09:00:00,2026-07-01,Wednesday,09:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
6,2,glucose_rich_growth_yield,2026-06-29 08:00:00,168.0,169.0,51.0,2026-07-01 11:00:00,2026-07-01,Wednesday,11:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
6,2,glucose_rich_growth_yield,2026-06-29 08:00:00,168.0,169.0,54.0,2026-07-01 14:00:00,2026-07-01,Wednesday,14:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
6,2,glucose_rich_growth_yield,2026-06-29 08:00:00,168.0,169.0,56.0,2026-07-01 16:00:00,2026-07-01,Wednesday,16:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
6,2,glucose_rich_growth_yield,2026-06-29 08:00:00,168.0,169.0,73.0,2026-07-02 09:00:00,2026-07-02,Thursday,09:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
6,2,glucose_rich_growth_yield,2026-06-29 08:00:00,168.0,169.0,75.0,2026-07-02 11:00:00,2026-07-02,Thursday,11:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
6,2,glucose_rich_growth_yield,2026-06-29 08:00:00,168.0,169.0,78.0,2026-07-02 14:00:00,2026-07-02,Thursday,14:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
6,2,glucose_rich_growth_yield,2026-06-29 08:00:00,168.0,169.0,80.0,2026-07-02 16:00:00,2026-07-02,Thursday,16:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
6,2,glucose_rich_growth_yield,2026-06-29 08:00:00,168.0,169.0,97.0,2026-07-03 09:00:00,2026-07-03,Friday,09:00,False,late_morning,"X,Xd,N,G,F,E,aromas_liquid"
6,2,glucose_rich_growth_yield,2026-06-29 08:00:00,168.0,169.0,104.0,2026-07-03 16:00:00,2026-07-03,Friday,16:00,False,pre_weekend,"X,Xd,N,G,F,E,aromas_liquid"
6,2,glucose_rich_growth_yield,2026-06-29 08:00:00,168.0,169.0,169.0,2026-07-06 09:00:00,2026-07-06,Monday,09:00,True,final,"X,Xd,N,G,F,E,aromas_liquid,condensate_final"
7,3,high_biomass_low_N_maintenance,2026-07-13 08:00:00,168.0,169.0,1.0,2026-07-13 09:00:00,2026-07-13,Monday,09:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
7,3,high_biomass_low_N_maintenance,2026-07-13 08:00:00,168.0,169.0,3.0,2026-07-13 11:00:00,2026-07-13,Monday,11:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
7,3,high_biomass_low_N_maintenance,2026-07-13 08:00:00,168.0,169.0,6.0,2026-07-13 14:00:00,2026-07-13,Monday,14:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
7,3,high_biomass_low_N_maintenance,2026-07-13 08:00:00,168.0,169.0,8.0,2026-07-13 16:00:00,2026-07-13,Monday,16:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
7,3,high_biomass_low_N_maintenance,2026-07-13 08:00:00,168.0,169.0,25.0,2026-07-14 09:00:00,2026-07-14,Tuesday,09:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
7,3,high_biomass_low_N_maintenance,2026-07-13 08:00:00,168.0,169.0,27.0,2026-07-14 11:00:00,2026-07-14,Tuesday,11:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
7,3,high_biomass_low_N_maintenance,2026-07-13 08:00:00,168.0,169.0,30.0,2026-07-14 14:00:00,2026-07-14,Tuesday,14:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
7,3,high_biomass_low_N_maintenance,2026-07-13 08:00:00,168.0,169.0,32.0,2026-07-14 16:00:00,2026-07-14,Tuesday,16:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
7,3,high_biomass_low_N_maintenance,2026-07-13 08:00:00,168.0,169.0,49.0,2026-07-15 09:00:00,2026-07-15,Wednesday,09:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
7,3,high_biomass_low_N_maintenance,2026-07-13 08:00:00,168.0,169.0,51.0,2026-07-15 11:00:00,2026-07-15,Wednesday,11:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
7,3,high_biomass_low_N_maintenance,2026-07-13 08:00:00,168.0,169.0,54.0,2026-07-15 14:00:00,2026-07-15,Wednesday,14:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
7,3,high_biomass_low_N_maintenance,2026-07-13 08:00:00,168.0,169.0,56.0,2026-07-15 16:00:00,2026-07-15,Wednesday,16:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
7,3,high_biomass_low_N_maintenance,2026-07-13 08:00:00,168.0,169.0,73.0,2026-07-16 09:00:00,2026-07-16,Thursday,09:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
7,3,high_biomass_low_N_maintenance,2026-07-13 08:00:00,168.0,169.0,75.0,2026-07-16 11:00:00,2026-07-16,Thursday,11:00,False,front_loaded,"X,Xd,N,G,F,E,aromas_liquid"
