parameter,group,campaign_var_ratio,campaign_var_reduction
k_EA_growth,synthesis,0.0799244812433254,0.9200755187566746
k_EA_stationary,synthesis,0.0003985357107342244,0.9996014642892658
k_IAA_growth,synthesis,0.05732602643139502,0.9426739735686049
k_IAA_stationary,synthesis,0.000137197091157895,0.9998628029088421
k_EO_growth,synthesis,0.12163164099423224,0.8783683590057678
k_EO_stationary,synthesis,0.0003308760751265085,0.9996691239248735
