,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0
mu0,77683.94838569661,706.3683550305353,-61300.78984148784,-1272.3331073869886,428.0889934041087,24038.85721207215,8253.363972861283,38318.30469893712,6118.525485709301,-13813.401775192051,10946.33169662996,-7962.872759058023,-38451.90249561764,-2705.9969702337894,377.17888029567314
sN,706.3683550305353,17.156489063306417,-338.09980837861565,-9.284522351709725,5.616933925455103,147.23730069992098,56.51161746596859,256.4600832709776,39.2318881712185,-80.93552912892537,110.55778613976882,-56.366287214057174,-247.56529609757877,-11.961254019456495,4.334990135533925
qN,-61300.78984148784,-338.09980837861565,53173.06798275173,963.9140562808183,-370.57740415817204,-19507.89059435434,-6755.964325456777,-30529.75904401463,-5194.717038254148,11041.969795466113,-10144.963224138228,6639.677493379238,32449.76361400386,2408.4133738073792,-379.07147897050146
qXG,-1272.3331073869886,-9.284522351709725,963.9140562808183,70.92932554535321,29.554299670516055,-931.7722982077242,-196.28770336585058,-1535.2249863185575,-93.71237763198884,691.4264152769052,747.5085676621343,120.40276014016521,686.8743282916922,41.35381464637279,48.36274883628131
qXF,428.0889934041087,5.616933925455103,-370.57740415817204,29.554299670516055,37.88991449030598,-313.1112747839109,-21.55978166766051,-514.1928064806399,36.30272482495178,288.33892890864587,871.9701876907618,-54.71451610153766,-149.8003818299787,-4.933697163267343,48.12513191145317
betaG0,24038.85721207215,147.23730069992098,-19507.89059435434,-931.7722982077242,-313.1112747839109,15339.021568774691,3415.7971410798314,23760.58828676711,2056.5415925937446,-11233.023174636179,-8391.813541713362,-2531.692643574173,-13512.21595109158,-1075.4408276159947,-622.3647190368403
sG,8253.363972861283,56.51161746596859,-6755.964325456777,-196.28770336585058,-21.55978166766051,3415.7971410798314,1175.9538195301975,5523.41154702374,640.0711074548786,-1937.2707571838428,-494.49620523017836,-844.8986556318471,-4429.591299811469,-294.6894047036575,-50.78944564337036
betaF0,38318.30469893712,256.4600832709776,-30529.75904401463,-1535.2249863185575,-514.1928064806399,23760.58828676711,5523.41154702374,37935.4392956017,3122.6526987573866,-17129.408929316374,-13721.990654265357,-3876.3961756723033,-21067.117333968177,-1569.225509909441,-985.846749157083
sF,6118.525485709301,39.2318881712185,-5194.717038254148,-93.71237763198884,36.30272482495178,2056.5415925937446,640.0711074548786,3122.6526987573866,569.3420465933905,-1314.0557126446374,1056.6461556407294,-680.3704946142094,-3299.5300978948326,-301.32347314627725,36.644803428945686
qEG,-13813.401775192051,-80.93552912892537,11041.969795466113,691.4264152769052,288.33892890864587,-11233.023174636179,-1937.2707571838428,-17129.408929316374,-1314.0557126446374,9153.557695523896,7864.392310041035,1484.7419217569818,7996.806959347047,791.2272480377312,571.9370005605626
qEF,10946.33169662996,110.55778613976882,-10144.963224138228,747.5085676621343,871.9701876907618,-8391.813541713362,-494.49620523017836,-13721.990654265357,1056.6461556407294,7864.392310041035,22901.91848878406,-1459.0506903511084,-4333.433089470529,-267.6966882122473,1326.592343368742
iG,-7962.872759058023,-56.366287214057174,6639.677493379238,120.40276014016521,-54.71451610153766,-2531.692643574173,-844.8986556318471,-3876.3961756723033,-680.3704946142094,1484.7419217569818,-1459.0506903511084,880.5251985646227,4170.914601169631,301.6174450614966,-54.6421738178223
iE,-38451.90249561764,-247.56529609757877,32449.76361400386,686.8743282916922,-149.8003818299787,-13512.21595109158,-4429.591299811469,-21067.117333968177,-3299.5300978948326,7996.806959347047,-4333.433089470529,4170.914601169631,20668.82532051243,1555.128940417157,-116.64358841231511
Kd0,-2705.9969702337894,-11.961254019456495,2408.4133738073792,41.35381464637279,-4.933697163267343,-1075.4408276159947,-294.6894047036575,-1569.225509909441,-301.32347314627725,791.2272480377312,-267.6966882122473,301.6174450614966,1555.128940417157,299.72423039139517,-3.3049331868409864
m0,377.17888029567314,4.334990135533925,-379.07147897050146,48.36274883628131,48.12513191145317,-622.3647190368403,-50.78944564337036,-985.846749157083,36.644803428945686,571.9370005605626,1326.592343368742,-54.6421738178223,-116.64358841231511,-3.3049331868409864,80.4964629956382
