candidate,family,t,temperature_c,X,Xd,N,G,F,E,CO2,CO2_rate,N_input_rate,G_input_rate,F_input_rate,E_input_rate,X_input_rate,termination
glucose_rich_growth_yield,sugar_initial,0.0,19.0,0.49883328566287843,0.0,0.23045714380407054,164.50339721966375,19.231499712701357,0.28278633297316236,0.0,0.18352334566841508,0.0,0.0,0.0,0.0,0.0,optimal
glucose_rich_growth_yield,sugar_initial,3.0,19.0,0.6579270323877044,0.0,0.32077317894592056,163.50920429185916,18.971199892053882,1.0279814344450873,0.7118740268239508,0.23729134227399018,0.034641663467039584,2.408550951988492e-77,5.1711203319564705e-257,0.0,0.0,optimal
glucose_rich_growth_yield,sugar_initial,6.0,19.0,0.8675884308029838,0.0,0.3129164533818148,162.22651748723501,18.632634877531594,1.9863485336281257,1.6273881582553709,0.3051713771399017,0.003359270276495296,3.3779058472705557e-66,2.599889846694487e-236,0.0,0.0,optimal
glucose_rich_growth_yield,sugar_initial,9.0,19.0,1.143313229473588,0.0,0.2894630805588257,160.58158446162332,18.1942635673734,3.2105265925357545,2.7968276280301647,0.38981315657889154,4.408615186279296e-05,6.411361702081564e-56,1.7690344411414044e-216,0.0,0.0,optimal
glucose_rich_growth_yield,sugar_initial,12.0,19.0,1.5050988969714634,0.0,0.2585159962647563,158.4871380905631,17.629692375089782,4.76155197175596,4.278499582436097,0.49389065143703287,7.830157064129096e-08,1.646887954982961e-46,1.629028433497584e-197,0.0,0.0,optimal
glucose_rich_growth_yield,sugar_initial,15.0,19.0,1.9778326514903115,0.0,0.2180781246434567,155.8433619978594,16.907776278815508,6.707581668708106,6.137513408415344,0.6196712752601566,1.88213075378726e-11,5.725176289169559e-38,2.0301684640218223e-179,0.0,0.0,optimal
glucose_rich_growth_yield,sugar_initial,18.0,19.0,2.58987452789373,4.235164736271502e-22,0.1657237695274176,152.54344522539668,15.994775176415411,9.119682446492295,8.441758149684764,0.7680815803029062,6.122660070913231e-16,2.6935479485249122e-30,3.424100681809356e-162,0.0,0.0,optimal
glucose_rich_growth_yield,sugar_initial,21.0,19.0,3.3600577116891186,4.235164736271502e-22,0.09984193126861067,148.50076230902545,14.86734462021769,12.056229699387373,11.246998970173417,0.9350802733229476,2.1256505104750275e-18,1.715029497634604e-23,7.815774328784213e-146,0.0,0.0,optimal
glucose_rich_growth_yield,sugar_initial,24.0,19.0,4.174655328933828,4.235164736271502e-22,0.030160861109995787,143.86108834646177,13.620903909668995,15.459072195394098,14.497684844913076,1.0835619584043137,1.2711010833519607e-13,1.4778471330943533e-17,2.4143961636992222e-130,0.0,0.0,optimal
glucose_rich_growth_yield,sugar_initial,27.0,19.0,4.489583695404185,0.0,0.0032217409634910494,139.5414014472624,12.729003904207808,18.886917650846502,17.772255682648268,1.0915236123351184,1.02998387588328e-09,1.723449129374917e-12,1.0093832410073878e-115,0.0,0.0,optimal
