,mu0,sN,qN,qXG,qXF,betaG0,sG,betaF0,sF,qEG,qEF,iG,iE,Kd0,m0
mu0,18335.979508801738,203.6305853684817,-17226.77878438817,36.86011083584403,22.673012900970566,14433.077997387813,4302.872560955433,6538.475428218266,975.9376946171799,2537.6671985026487,894.0597148962418,-4094.2302607634847,-11819.010690638408,0.0006054124552879482,87.14711839367013
sN,203.6305853684817,4.604549899335346,-177.33874193696624,0.5504568387509703,0.42473980068775774,160.4197762485019,47.13762917576187,73.84016155760246,10.417399149246313,24.918764495352082,12.361533098330723,-46.98513186460159,-118.68533728788968,5.945620227669455e-06,0.9326169278770234
qN,-17226.77878438817,-177.33874193696624,16272.419233426112,-35.49307534990774,-22.394194830463622,-13456.072649866599,-4041.7062453617486,-6090.352871875098,-921.4290243539716,-2487.3436447056183,-890.1345650526259,3847.838845181064,11173.593674815853,-0.0005725423937737259,-86.23724386832697
qXG,36.86011083584403,0.5504568387509703,-35.49307534990774,1.4782966967920999,0.36276876177416556,-36.02441815175362,11.273238425126857,-10.512697745838086,0.3856389313026665,80.43477986272134,12.757634979756928,-1.2744303373978962,-22.011797085613363,1.4797207783191182e-06,1.928696966490096
qXF,22.673012900970566,0.42473980068775774,-22.394194830463622,0.36276876177416556,1.8141430012609572,-20.576208053504942,-2.050247210166525,-13.991528088550547,4.78900852189982,12.440692580857917,53.98856449187808,-21.793262907637637,-11.987391928777134,-3.2948209122442114e-07,2.499476973732865
betaG0,14433.077997387813,160.4197762485019,-13456.072649866599,-36.02441815175362,-20.576208053504942,15643.979950434872,3367.3467787522277,6830.546289481229,802.9632521789441,-2354.3116431612334,-699.730732037917,-3377.4643571369616,-9381.266389473369,0.00047225208563981744,-73.22628666313858
sG,4302.872560955433,47.13762917576187,-4041.7062453617486,11.273238425126857,-2.050247210166525,3367.3467787522277,1067.550517019375,1578.7336423031456,201.24102105414036,839.562070306643,-57.4445971214673,-838.3903986139977,-2790.961262703254,0.000150899904921735,13.330503649724841
betaF0,6538.475428218266,73.84016155760246,-6090.352871875098,-10.512697745838086,-13.991528088550547,6830.546289481229,1578.7336423031456,3047.6917304884105,334.03736708465215,-610.6121230788835,-492.69685590905635,-1405.880820999477,-4235.020617044904,0.00022120886191588076,-32.40043511402418
sF,975.9376946171799,10.417399149246313,-921.4290243539716,0.3856389313026665,4.78900852189982,802.9632521789441,201.24102105414036,334.03736708465215,68.1047168061407,-9.400285177423612,184.61105234566173,-285.7717219127078,-634.1902095848359,2.8208948132424513e-05,7.971270996488268
qEG,2537.6671985026487,24.918764495352082,-2487.3436447056183,80.43477986272134,12.440692580857917,-2354.3116431612334,839.562070306643,-610.6121230788835,-9.400285177423612,5668.606650132011,471.6931697711076,72.09681912754142,-1634.893391905975,0.00012275883550256605,125.87161657446134
qEF,894.0597148962418,12.361533098330723,-890.1345650526259,12.757634979756928,53.98856449187808,-699.730732037917,-57.4445971214673,-492.69685590905635,184.61105234566173,471.6931697711076,1958.2280257430211,-803.1875421421202,-510.7448123709657,-1.1733422960455206e-05,93.86445380559206
iG,-4094.2302607634847,-46.98513186460159,3847.838845181064,-1.2744303373978962,-21.793262907637637,-3377.4643571369616,-838.3903986139977,-1405.880820999477,-285.7717219127078,72.09681912754142,-803.1875421421202,1214.7177355301403,2621.1505581627343,-0.00011575332074650237,-33.810059529727646
iE,-11819.010690638408,-118.68533728788968,11173.593674815853,-22.011797085613363,-11.987391928777134,-9381.266389473369,-2790.961262703254,-4235.020617044904,-634.1902095848359,-1634.893391905975,-510.7448123709657,2621.1505581627343,7777.13874053762,-0.0004002905473469147,-54.22617513700764
Kd0,0.0006054124552879482,5.945620227669455e-06,-0.0005725423937737259,1.4797207783191182e-06,-3.2948209122442114e-07,0.00047225208563981744,0.000150899904921735,0.00022120886191588076,2.8208948132424513e-05,0.00012275883550256605,-1.1733422960455206e-05,-0.00011575332074650237,-0.0004002905473469147,2.1878815573865275e-11,1.8589443641416014e-06
m0,87.14711839367013,0.9326169278770234,-86.23724386832697,1.928696966490096,2.499476973732865,-73.22628666313858,13.330503649724841,-32.40043511402418,7.971270996488268,125.87161657446134,93.86445380559206,-33.810059529727646,-54.22617513700764,1.8589443641416014e-06,6.504261294353425
