,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrO2,kPyrDrain,kAldS_N,kAldRed,kAcAld,kAcStress,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim
mu0,2987.6093016859536,-2658.0467618295825,666.9808880870582,254.6844887604044,1059.328537081011,1418.248654234754,-568.9658079649,-1483.2894414960122,28.34700676901098,353.1587952784624,15.720813240950676,-5.898514017162964,-29.932371380171197,38.86327680059723,-94.0882853051429,0.17584800192059993,353.6908760262639,514.0886625593287,0.0686712511634564,41.729170257717485,40.194993847038404,60.38259827608605,49.665644564921934,47.106124181170756,30.103707053832533,47.07436203611861,38.88617355382206,0.03262237714016275,120.63956754827308
qN,-2658.0467618295825,2879.5503411189775,-443.31606367260235,-200.2780312812067,-1333.1564776890743,-1580.2134395329624,626.4554513117142,1428.9081070487307,-19.253635209016082,-302.30792721049,-13.497857108736133,-58.7991900128216,-44.53005504042009,41.432087152578184,-384.78254073960437,0.4253039323819741,252.23853644042583,-529.2980059881046,-0.04822666233502339,-30.937812847693998,-37.69203363910897,-57.690394636607934,-124.89164054136705,-129.28679857561508,-22.137294132074768,-46.26476872717741,-92.47812646969288,-0.024456081242762127,-90.83802171959937
betaG0,666.9808880870582,-443.31606367260235,4715.682346833395,1264.481297984404,-2651.625786755416,-1038.2059178264192,-69.3905051685225,-674.9646293960658,603.0805213854965,-582.7231210846506,-27.124094167751448,-5.16232394484332,2.98107114458585,-6.41064055851717,-40.93546676544885,0.012563437437897803,27.46803732278609,6.523923934528965,0.035090237546164804,19.241075046054064,-6.350053493480535,-6.55538406239604,-9.187168780912694,-33.09024665941912,28.612268345955442,15.262939419007395,33.85299659486092,0.015160431735415874,55.70014969346454
betaF0,254.6844887604044,-200.2780312812067,1264.481297984404,371.4580035959701,-605.4582522654284,-384.2236749297766,3.4691294532285504,-258.4027131161813,187.39465341661676,-62.56196637566977,-2.946424960506255,0.35713620232980825,3.206118207341556,-4.463911370192385,0.6340311576086974,-0.013198263653841247,-10.128156406988326,-2.183013484507098,0.012209991943068158,6.687276367851345,0.34337730108757114,1.3192658697252644,2.3896920856244024,-4.239473710284857,10.593813240289427,5.989259549136007,13.7321418876651,0.005287691022020262,19.43125059443236
qEG,1059.328537081011,-1333.1564776890743,-2651.625786755416,-605.4582522654284,5668.300021614008,1319.1875477341478,-223.41655114750233,-594.9963844814758,-343.90598382957774,-1838.4652700252914,-89.1285253364239,40.7431203206596,41.8317399034662,-43.53496500780801,310.3590294253878,-0.37227670283997705,-370.66938016661095,32.23081253539612,-0.013437258012121544,-7.152806681211484,53.15821894305194,74.35979410523917,73.49883003689972,97.80989238726711,-25.09321781091633,36.30361564102374,10.912783985875128,-0.006109323208595673,-22.545947531788755
qEF,1418.248654234754,-1580.2134395329624,-1038.2059178264192,-384.2236749297766,1319.1875477341478,3320.501377474149,-1005.150749462503,-985.6108466584433,-92.99246304301843,-144.65311713806227,-7.04901753763857,33.31178694325783,36.78815919324464,-39.2979549901234,249.18990399484295,-0.31020614206038327,-309.3803139788719,15.0147831825077,0.005387982772347622,3.4995403334595663,43.9560062041587,62.531443426271295,77.94124446342852,78.81544303861963,-4.1977474082822095,34.08324918165265,54.727750044598295,0.002533795555720743,9.355797071293782
iG,-568.9658079649,626.4554513117142,-69.3905051685225,3.4691294532285504,-223.41655114750233,-1005.150749462503,350.07846848829365,420.99030028925205,-27.795095143054333,20.699332460779754,1.0263977989893696,-14.612671014734715,-17.025745114593196,18.52379916781149,-109.03797936617975,0.13965709957218336,137.39711226540885,-8.550635394684097,-0.00600274292224919,-3.4199153026397493,-18.57590013180043,-26.55045102430759,-33.19879468210803,-30.10012086600451,-1.9012956994166372,-16.009744284762064,-29.3888102310285,-0.002604541242559807,-9.56840383563226
iE,-1483.2894414960122,1428.9081070487307,-674.9646293960658,-258.4027131161813,-594.9963844814758,-985.6108466584433,420.99030028925205,1149.2443654894892,-173.41241396260668,-299.0521095720473,-13.665378123359991,-12.310303678008252,-17.479412866186767,20.07421780064381,-89.03715654944413,0.12807609077744814,125.85654707588189,4.490730001686693,-0.019111366572776654,-10.725677304176862,-21.802881810133556,-33.56614875781212,-38.265661579572445,-36.287808923174076,-9.68298525147521,-29.77498957151944,-33.234336532811014,-0.008269369292983431,-30.379404629647752
Kd0,28.34700676901098,-19.253635209016082,603.0805213854965,187.39465341661676,-343.90598382957774,-92.99246304301843,-27.795095143054333,-173.41241396260668,230.91354789845718,-14.869983253388774,-0.7309477343259245,3.031080182462088,7.267571857680516,-9.130618681736134,7.7929623313351435,-0.02392651645359467,-40.214774624880924,-64.37908834736484,-0.0006871492197880202,-0.40275180415903955,3.944304526105059e-27,3.944304526105059e-27,-0.7202656106628007,-0.8700065619100998,-0.8108889475001573,1.9721522630525295e-27,-0.707240688333683,-0.00033096395796116925,-1.2255997580477507
gammaG0,353.1587952784624,-302.30792721049,-582.7231210846506,-62.56196637566977,-1838.4652700252914,-144.65311713806227,20.699332460779754,-299.0521095720473,-14.869983253388774,2988.124655735632,141.3988235780062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
