,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrO2,kPyrDrain,kAldS_N,kAldRed,kAcAld,kAcStress,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim
mu0,3180.3254297241356,-2812.421345759501,-60.88643419392818,-7.088084605189152,1746.6414618769254,2379.5782298508075,-812.1068237772615,-2057.7434449164243,-9.592173293054671,388.6215640486803,16.085952689019088,-10.092138221195748,-39.43254865409459,52.754437086357584,-90.37613425356432,0.17096665373591674,364.8111393611799,563.034216744493,0.07637078932549847,38.42556497919624,38.37648887941616,48.011501058932346,47.99317812707625,48.237084733977646,43.381986053283285,50.82296285587454,22.792919901299946,0.03598688197654393,131.15358911763184
qN,-2812.421345759501,2783.2235416521753,277.355884253933,52.111441887411395,-1896.3272060985614,-2411.3158799014236,825.176126114375,1926.1167881586152,16.45372787766229,-326.50518403914424,-13.620452124030217,-41.64986208496531,-15.191843932032866,7.430117870117899,-296.3106243281808,0.28633668934302403,91.68807979369224,-557.9089583287987,-0.05522336204457123,-29.18023188812119,-31.08244684019463,-41.68498602484265,-96.18232250926589,-97.82595720345279,-34.60550103665586,-48.16925032022998,-47.091420746677656,-0.02758804039789649,-101.03577062103608
betaG0,-60.88643419392818,277.355884253933,4368.531206607103,1039.1268855420933,-2789.4834390546234,-1947.8589791570791,261.07206303741935,92.79613769307264,347.62251979339794,-573.1381659362801,-25.015105028608815,-10.9501750871276,-6.655206589275214,5.06585983978429,-72.64559282623217,0.07059957332349734,108.32702189760109,96.26291982854988,0.044496009722050686,21.680049970368724,-5.891652372677833,-1.5598720723087771,-21.15779046351301,-42.81582438662519,40.43636525480899,12.126442564395074,27.202908541178836,0.02090348479938111,76.19652657887782
betaF0,-7.088084605189152,52.111441887411395,1039.1268855420933,273.42667627712507,-610.1617976499459,-616.6397095552999,100.4063505568374,4.096329952763313,100.32830280081842,-59.77298915480622,-2.633965253854388,-0.8367166926655427,0.5098059341026911,-1.2096903856434729,-5.573337904020635,0.0017382350022931074,10.670685497007767,21.285458120087025,0.015315411087281806,7.503734203966903,0.935700020447626,2.7246995806794096,0.7661202033903014,-6.991176611225801,15.141245134134294,6.176962798442189,14.28766603378836,0.007293151794160025,26.61666126216931
qEG,1746.6414618769254,-1896.3272060985614,-2789.4834390546234,-610.1617976499459,6229.175842213466,2351.6061887265837,-559.0391214004999,-1473.9709629423521,-224.69980241504368,-1693.3590028745793,-80.06655832062646,54.07034234655243,52.475470438603296,-56.27410192215634,407.94519564140563,-0.4778401524849368,-467.77839444662004,16.40896267522083,-0.02712309091221549,-13.865833932403625,56.67056135535294,60.32273373027754,85.63764109208468,107.61075593022962,-41.79816274756022,44.68611598012657,-2.12949092108168,-0.0142496198260955,-52.43266028619613
qEF,2379.5782298508075,-2411.3158799014236,-1947.8589791570791,-616.6397095552999,2351.6061887265837,5251.278494230628,-1575.6385318970724,-2158.5594064861393,-69.40023620339974,-109.26501225773063,-5.232086190651455,36.972973150789315,37.31614556174531,-40.68956232450206,275.70634118821056,-0.32803720346827986,-317.8931731091717,16.101617617292177,0.007616609430234569,3.7415519650949336,40.48997254783934,44.91359782352129,75.90091448910404,81.73649398926108,0.5405588995742503,36.56483200747509,27.622429313953976,0.0033078937530107624,11.961754540378866
iG,-812.1068237772615,825.176126114375,261.07206303741935,100.4063505568374,-559.0391214004999,-1575.6385318970724,527.7997005261769,732.6423923839427,-9.86423366936137,15.115910889648461,0.7343112050231762,-17.950585749998805,-18.560238470378458,20.462468420219718,-134.60486458073478,0.16173291093526326,152.69234014903964,-18.10242435104461,-0.007536050838501998,-3.626744264180624,-19.871679743373168,-22.435753958846625,-34.00617002473306,-31.44098123683921,-4.084979028822615,-19.486600297745444,-20.002986341474347,-0.003360638997328226,-12.18941246154193
iE,-2057.7434449164243,1926.1167881586152,92.79613769307264,4.096329952763313,-1473.9709629423521,-2158.5594064861393,732.6423923839427,1821.5413127077388,-88.6614999566751,-363.94084448567287,-15.494816910777693,-16.26709628211562,-18.567332450890657,21.27220960802473,-123.90659597986505,0.15555508223385467,135.38254606238695,-44.529679351551266,-0.02365453935549655,-11.360942042180213,-26.887115565194748,-35.21123447154817,-43.64103370806767,-44.826754431644744,-15.049158979825611,-39.882608951438264,-22.13147243957041,-0.010609815759801671,-38.51004520827055
Kd0,-9.592173293054671,16.45372787766229,347.62251979339794,100.32830280081842,-224.69980241504368,-69.40023620339974,-9.86423366936137,-88.6614999566751,124.28306936276807,-6.939447950821961,-0.3311810286849379,1.7470230323631577,3.9106074936052875,-5.1821065417928045,2.291131736296765,-0.00859351216496144,-15.983022374739168,-31.202258995196914,-0.00048459237513146636,-0.24962620871213415,9.860761315262648e-27,1.9721522630525295e-27,-0.3962481954334724,-0.5175646811485641,-0.5818850800637764,-1.9721522630525295e-27,-0.2516857657791819,-0.00024967222449656244,-0.9170000482209382
gammaG0,388.6215640486803,-326.50518403914424,-573.1381659362801,-59.77298915480622,-1693.3590028745793,-109.26501225773063,15.115910889648461,-363.94084448567287,-6.939447950821961,2896.8812940852254,130.87253156294022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
