,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrO2,kPyrDrain,kAldS_N,kAldRed,kAcAld,kAcStress,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim
mu0,2808.6002222543893,-2334.4878822080686,56.52283358354737,2.678060317396568,1398.920525236757,1927.6328704924997,-651.7907254722468,-1769.103132352152,29.600221677346482,356.5046196386406,14.57825745955341,-13.599744734955554,-39.57910033816379,51.417992208372624,-136.2119315619264,0.2216587124712682,399.9763470431808,490.73554834069716,0.06505410281049445,30.22349866446823,38.356159767951,45.80781696945218,38.6680314456644,37.88388085869905,31.03660587308861,35.2775364494627,15.024093216195366,0.029494356320034183,106.73667665103756
qN,-2334.4878822080686,2668.6454406318894,240.37396266205477,49.56095135889869,-1726.9419354994575,-2072.973338211432,722.3830844494581,1690.1280892397858,-16.077938708490407,-289.21850877124825,-12.020623441152061,-69.56894338224087,-49.13012879233267,46.3099105934268,-473.78369889094245,0.4903097523957297,323.11293274415664,-495.38675669793713,-0.03714493361608265,-19.014836711269055,-30.358313603273146,-41.34682260196317,-120.97429110932791,-119.64520505805655,-21.859910638213215,-35.635181251467806,-60.20449926930485,-0.01872871113250827,-68.40853766714753
betaG0,56.52283358354737,240.37396266205477,4967.084315338691,1192.6273510676954,-3110.1335251311957,-1954.7539265309204,204.13435426056014,-161.55637272285156,656.7311666681765,-581.1432213989922,-25.530952456971686,-10.195039978651963,-2.3255352105585594,-0.7059073763321191,-75.96204333608422,0.05218839457750232,77.05365632354551,34.97605708167959,0.030296927376367164,13.9643821219182,-12.36773912535623,-11.062373894236426,-27.156908707296978,-43.819778072580974,22.499794337744433,8.098732660348583,20.846669905741386,0.013708105249830953,50.4601522539662
betaF0,2.678060317396568,49.56095135889869,1192.6273510676954,320.40623920157515,-716.2227180497048,-624.2280006125793,83.42829545779705,-54.26352245343321,191.4608295982374,-61.45791683035088,-2.742452055811679,-0.013343473310819854,2.2399990897452526,-3.3822735483855983,-2.8458643736082396,-0.006290656445449829,-2.2155644295223342,2.5182229467222808,0.010584758347949483,4.934749003293184,0.09196637692786092,1.2970706445939375,1.0246664873430147,-6.317793962715662,9.318069737840505,4.99515342153816,15.378577674957045,0.004913165087113564,17.881888793005952
qEG,1398.920525236757,-1726.9419354994575,-3110.1335251311957,-716.2227180497048,6251.374762976842,2202.391432893783,-482.6021518456467,-1206.7852539689434,-424.78616162358884,-1669.5685257640519,-79.45559168387088,63.01111001334078,57.19415974905309,-60.6105639323224,473.3107283904243,-0.5060683043296571,-506.5129406134647,38.93860774318714,-0.012155792149318488,-6.627067477017199,69.36320532855152,71.83938511725258,93.37515116458128,109.00364325013372,-21.316815116174023,33.112750886142216,-2.041180967361636,-0.00669310888336911,-26.407706673588912
qEF,1927.6328704924997,-2072.973338211432,-1954.7539265309204,-624.2280006125793,2202.391432893783,4578.05229416204,-1333.5633006555925,-1784.284310795956,-141.98193459274933,-110.74074581229381,-5.325518433546543,38.53095124836153,36.772949135564076,-39.75166558853505,284.8618219608559,-0.31199372356387545,-312.211045348242,17.092086337497502,0.007657400592924371,3.4771111109422717,43.31869947047481,46.5648658405026,74.93016782565125,76.31344226468039,2.016986715846996,24.836332274016634,27.876537937139496,0.0033646600918125075,11.977219551933526
iG,-651.7907254722468,722.3830844494581,204.13435426056014,83.42829545779705,-482.6021518456467,-1333.5633006555925,457.476508811716,631.4751748974465,-16.339387374082136,17.029933766659557,0.8265832203071816,-20.673529048310947,-20.491449897899823,22.49049145900248,-152.42548994223876,0.17007048466308267,167.6717314515774,-13.103959697777961,-0.0060284604177767865,-2.676623491128339,-22.29283595039091,-23.733263220730414,-34.90789157053347,-31.032775232073323,-2.725365877916293,-13.575260017938241,-19.53240271101424,-0.0026156624370105934,-9.30194071598683
iE,-1769.103132352152,1690.1280892397858,-161.55637272285156,-54.26352245343321,-1206.7852539689434,-1784.284310795956,631.4751748974465,1659.2703532015025,-156.3091740493802,-339.89742408934217,-14.270867491771215,-22.861303506629945,-25.449940843198423,29.030667392537392,-167.61180165559443,0.19936333537736514,190.67213504404606,-20.688330342332463,-0.019691572301561464,-8.814657093255919,-30.899150225115015,-37.15104339368021,-46.99867209802809,-45.66360410388555,-10.705098346142332,-30.076163481680087,-23.0252032187866,-0.008652078960233464,-30.81885940065129
Kd0,29.600221677346482,-16.077938708490407,656.7311666681765,191.4608295982374,-424.78616162358884,-141.98193459274933,-16.339387374082136,-156.3091740493802,239.12358859953173,-12.830678652999097,-0.6149954881305878,2.773664125834964,5.7614688952307755,-7.491452234627201,5.65086599348175,-0.01651693373648688,-28.18533874349462,-45.7494453665437,-0.0005725321938161625,-0.2844164198952006,0.0,-5.9164567891575885e-27,-0.7995898569442861,-0.9536965641628309,-0.619776056752964,1.9721522630525295e-27,-0.5754063167394361,-0.0002897967142131057,-1.047724286013421
gammaG0,356.5046196386406,-289.21850877124825,-581.1432213989922,-61.45791683035088,-1669.5685257640519,-110.74074581229381,17.029933766659557,-339.89742408934217,-12.830678652999097,2833.683526137228,128.3067385321187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gammaF0,14.57825745955341,-12.020623441152061,-25.530952456971686,-2.742452055811679,-79.45559168387088,-5.325518433546543,0.8265832203071816,-14.270867491771215,-0.6149954881305878,128.3067385321187,5.9150466637757235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrS_N,-13.599744734955554,-69.56894338224087,-10.195039978651963,-0.013343473310819854,63.01111001334078,38.53095124836153,-20.673529048310947,-22.861303506629945,2.773664125834964,0.0,0.0,110.04103782075612,106.2289670149794,-115.4374559572548,0.22118084581144992,-0.0003903713975046271,-0.3521212761428503,0.011281816402087023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrO2,-39.57910033816379,-49.13012879233267,-2.3255352105585594,2.2399990897452526,57.19415974905309,36.772949135564076,-20.491449897899823,-25.449940843198423,5.7614688952307755,0.0,0.0,106.2289670149794,158.32780887152094,-185.80220431083657,0.1822581123374607,-0.00037738024578414333,-0.32519524550005685,0.006804357538165939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrDrain,51.417992208372624,46.3099105934268,-0.7059073763321191,-3.3822735483855983,-60.6105639323224,-39.75166558853505,22.49049145900248,29.030667392537392,-7.491452234627201,0.0,0.0,-115.4374559572548,-185.80220431083657,221.6215621333959,-0.1821591516800834,0.0003894526527965504,0.33189041543528897,-0.006187589306455324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldS_N,-136.2119315619264,-473.78369889094245,-75.96204333608422,-2.8458643736082396,473.3107283904243,284.8618219608559,-152.42548994223876,-167.61180165559443,5.65086599348175,0.0,0.0,0.22118084581144992,0.1822581123374607,-0.1821591516800834,811.410765571579,-0.8930059733543173,-889.6453033770085,55.13822692077645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldRed,0.2216587124712682,0.4903097523957297,0.05218839457750232,-0.006290656445449829,-0.5060683043296571,-0.31199372356387545,0.17007048466308267,0.19936333537736514,-0.01651693373648688,0.0,0.0,-0.0003903713975046271,-0.00037738024578414333,0.0003894526527965504,-0.8930059733543173,0.0017211246609205634,1.5026838478627313,-0.038348084290308775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAcAld,399.9763470431808,323.11293274415664,77.05365632354551,-2.2155644295223342,-506.5129406134647,-312.211045348242,167.6717314515774,190.67213504404606,-28.18533874349462,0.0,0.0,-0.3521212761428503,-0.32519524550005685,0.33189041543528897,-889.6453033770085,1.5026838478627313,1477.4042554784696,242.23955845192899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAcStress,490.73554834069716,-495.38675669793713,34.97605708167959,2.5182229467222808,38.93860774318714,17.092086337497502,-13.103959697777961,-20.688330342332463,-45.7494453665437,0.0,0.0,0.011281816402087023,0.006804357538165939,-0.006187589306455324,55.13822692077645,-0.038348084290308775,242.23955845192899,840.8729673373516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k_EA_growth,0.06505410281049445,-0.03714493361608265,0.030296927376367164,0.010584758347949483,-0.012155792149318488,0.007657400592924371,-0.0060284604177767865,-0.019691572301561464,-0.0005725321938161625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.55331165307098e-05,0.024759849441840773,0.0,0.0,0.0,0.0,0.025816951550007676,0.0,0.0,2.404809592920752e-05,0.08382069358771269
k_EA_stationary,30.22349866446823,-19.014836711269055,13.9643821219182,4.934749003293184,-6.627067477017199,3.4771111109422717,-2.676623491128339,-8.814657093255919,-0.2844164198952006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024759849441840773,11.411630709980571,0.0,0.0,0.0,0.0,11.568805837997873,0.0,0.0,0.011161259369654114,40.201037056349875
k_IAA_growth,38.356159767951,-30.358313603273146,-12.36773912535623,0.09196637692786092,69.36320532855152,43.31869947047481,-22.29283595039091,-30.899150225115015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.22007607125206,56.77909414285659,0.0,0.0,0.0,25.009002924145513,0.0,0.0,0.0
k_IAA_stationary,45.80781696945218,-41.34682260196317,-11.062373894236426,1.2970706445939375,71.83938511725258,46.5648658405026,-23.733263220730414,-37.15104339368021,-5.9164567891575885e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.77909414285659,69.06016837654222,0.0,0.0,0.0,40.35612708123555,0.0,0.0,0.0
k_EO_growth,38.6680314456644,-120.97429110932791,-27.156908707296978,1.0246664873430147,93.37515116458128,74.93016782565125,-34.90789157053347,-46.99867209802809,-0.7995898569442861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.84108464093,133.44269201506313,0.0,0.0,78.68684277196677,0.0,0.0
k_EO_stationary,37.88388085869905,-119.64520505805655,-43.819778072580974,-6.317793962715662,109.00364325013372,76.31344226468039,-31.032775232073323,-45.66360410388555,-0.9536965641628309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,133.44269201506313,186.70709616269093,0.0,0.0,20.885032013277563,0.0,0.0
alpha_EA_loss,31.03660587308861,-21.859910638213215,22.499794337744433,9.318069737840505,-21.316815116174023,2.016986715846996,-2.725365877916293,-10.705098346142332,-0.619776056752964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025816951550007676,11.568805837997873,0.0,0.0,0.0,0.0,25.757906858433678,0.0,0.0,0.011635565397680413,41.594488311022424
alpha_IAA_loss,35.2775364494627,-35.635181251467806,8.098732660348583,4.99515342153816,33.112750886142216,24.836332274016634,-13.575260017938241,-30.076163481680087,1.9721522630525295e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.009002924145513,40.35612708123555,0.0,0.0,0.0,66.38085312573764,0.0,0.0,0.0
alpha_EO_loss,15.024093216195366,-60.20449926930485,20.846669905741386,15.378577674957045,-2.041180967361636,27.876537937139496,-19.53240271101424,-23.0252032187866,-0.5754063167394361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.68684277196677,20.885032013277563,0.0,0.0,169.902700448017,0.0,0.0
k_EA_XE,0.029494356320034183,-0.01872871113250827,0.013708105249830953,0.004913165087113564,-0.00669310888336911,0.0033646600918125075,-0.0026156624370105934,-0.008652078960233464,-0.0002897967142131057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.404809592920752e-05,0.011161259369654114,0.0,0.0,0.0,0.0,0.011635565397680413,0.0,0.0,1.0978375561482923e-05,0.03925516527029135
k_EA_XE_Nlim,106.73667665103756,-68.40853766714753,50.4601522539662,17.881888793005952,-26.407706673588912,11.977219551933526,-9.30194071598683,-30.81885940065129,-1.047724286013421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08382069358771269,40.201037056349875,0.0,0.0,0.0,0.0,41.594488311022424,0.0,0.0,0.03925516527029135,143.46257936852896
