,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrO2,kPyrDrain,kAldS_N,kAldRed,kAcAld,kAcStress,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim
mu0,3035.8573877779727,-2678.945972531458,468.1169251067488,161.27954411071482,1254.4849981629654,1695.348208018076,-639.9518087571482,-1678.3932470064074,37.90251586978649,363.1830771602828,15.61614101203187,-8.44162437951328,-34.443291353430276,44.90322478565438,-103.25011959491,0.1878973998734475,372.8372786191591,531.5504678131807,0.06662661734076177,36.05756300643908,49.07138323267318,73.35958003979783,46.426506549740765,45.291512686986394,27.908096682267786,76.79792557000003,26.733651064505978,0.030630445123470764,112.16994329761984
qN,-2678.945972531458,2794.6687452722813,-228.86908202518757,-106.89024231820162,-1502.492689967358,-1818.187910382763,685.2057844206016,1595.7166743855714,-24.8742832504296,-307.3465497148595,-13.280687656973456,-54.94748927268197,-33.697634797366135,29.349925682530415,-367.65216296705535,0.3670362362840809,189.75295238474777,-537.7317312576171,-0.04587268161579918,-26.434449276810735,-42.04682649840588,-65.60443281414476,-110.25150692735394,-112.3210801140862,-20.907499832132604,-72.64827822837007,-64.23969156818598,-0.022716242373224275,-83.66650144938909
betaG0,468.1169251067488,-228.86908202518757,5084.405158067125,1319.108364830547,-3084.291445663672,-1488.8278189671757,39.86577359440945,-522.6267312385658,753.670374432001,-571.2872962043904,-25.892455594016287,-7.630877319302225,-0.3779986163441193,-2.6056652153678845,-58.15672998585749,0.036892982128483985,61.411594945153084,35.04494593053284,0.0311001322575379,15.480551991872346,-5.333562949606872,-1.3186414405710583,-13.303362991421363,-36.696504012982274,23.33754286585348,16.935637637600102,34.422296321921124,0.013319533702528499,48.51611445813865
betaF0,161.27954411071482,-106.89024231820162,1319.108364830547,372.53125457650003,-726.1587097366939,-509.20949235083896,37.66404880391319,-187.81432442402735,226.69688998983912,-59.93558133571967,-2.7460514384439,-0.03991734667030557,2.3219332818444953,-3.4430314427837403,-2.365445139557441,-0.007157660677617892,-1.8004905182667548,5.183013677206513,0.010674056400330704,5.308378760680041,1.9193934029007695,4.932527090451608,2.5853605106710233,-5.331654479326691,8.861074526339019,10.010793578949995,16.204320728879633,0.004597644933949347,16.756102610008313
qEG,1254.4849981629654,-1502.492689967358,-3084.291445663672,-726.1587097366939,6180.577432912913,1785.386487359444,-338.1103706338441,-819.5938219861079,-497.4680620623709,-1787.5536072628258,-86.0150027668106,48.51072444522705,46.663011276472176,-49.020639468693936,371.10745149790023,-0.42333367438664427,-420.3966618767083,39.656459190530306,-0.009626426227645549,-4.7644231169444895,63.17947452135102,82.50583469708616,77.65943813197201,101.08618192209302,-20.319993996833308,62.72160248082025,-1.5364454682025557,-0.00459905608046512,-16.920004141845155
qEF,1695.348208018076,-1818.187910382763,-1488.8278189671757,-509.20949235083896,1785.386487359444,3952.8384054494845,-1184.4697934766061,-1343.3897226016898,-148.43574415629917,-133.3312632755285,-6.457292578428925,36.59932141579071,37.57706325952357,-40.45892972444974,274.3004052914232,-0.3225684722112947,-320.0798403018148,20.751800818442153,0.008583897471256706,4.695258121437449,50.15830030921023,68.44134719385303,75.84837095637708,78.78177348063825,0.5714973033542212,57.56463720295402,37.479996669095016,0.003880557916493874,14.186073690926538
iG,-639.9518087571482,685.2057844206016,39.86577359440945,37.66404880391319,-338.1103706338441,-1184.4697934766061,410.9513294426283,523.9767398766381,-23.380456170111145,19.16707128318008,0.942952171639221,-16.98196674032147,-18.24565061419552,19.97713507715093,-126.84621167026336,0.15253088917486585,148.78121313524144,-13.507981013143661,-0.006574840320510981,-3.383918203920561,-22.707197666185014,-31.128904842784348,-34.045627209787035,-30.620405390512296,-2.654928437734358,-27.328950149179324,-24.897614612910544,-0.0028412955404988685,-10.352536476481305
iE,-1678.3932470064074,1595.7166743855714,-522.6267312385658,-187.81432442402735,-819.5938219861079,-1343.3897226016898,523.9767398766381,1390.322610028541,-186.5128648935662,-319.73095535453507,-14.139815280226545,-14.914457361530769,-18.608659883481728,21.323809552803134,-110.30906731572965,0.14404556849527395,135.24421006108193,-16.927399201062553,-0.019501974709596685,-9.91281099301089,-31.01629765706074,-48.553872991661166,-37.84571701341554,-38.48811365898377,-9.789801117561169,-54.66890359467717,-21.90164611595309,-0.008368235512547836,-30.47834353004557
Kd0,37.90251586978649,-24.8742832504296,753.670374432001,226.69688998983912,-497.4680620623709,-148.43574415629917,-23.380456170111145,-186.5128648935662,296.48710564876023,-12.032076780118004,-0.5847091734154811,2.9130734526539404,6.582426462272095,-8.429678568852385,5.9689120258849835,-0.01913144210358726,-32.56371176983578,-54.95460252267338,-0.00042235898371952176,-0.22464503562911037,0.0,9.860761315262648e-27,-0.687449917657404,-0.816685473791529,-0.4822512048426306,-1.9721522630525295e-27,-0.6011360099824617,-0.00020210580802244702,-0.7428708965807045
gammaG0,363.1830771602828,-307.3465497148595,-571.2872962043904,-59.93558133571967,-1787.5536072628258,-133.3312632755285,19.16707128318008,-319.73095535453507,-12.032076780118004,2947.4369412471656,137.03140332256683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
