,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrO2,kPyrDrain,kAldS_N,kAldRed,kAcAld,kAcStress,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim
mu0,3185.0722385647614,-2902.5106555174925,877.2510395237366,355.1539232505682,901.8285582729972,1427.175704563464,-576.7143878129802,-1440.5993585723063,88.84778929658377,344.4104455619746,15.839142786799352,-0.39735829734097994,-19.937640679068853,26.055872766271108,-76.39527978937957,0.15508800523143013,322.8147215116573,476.4399552619228,0.05619380682201726,37.38464760785365,45.26011966879962,78.32458353179103,56.400309791778625,54.491294921438964,13.813404784722387,58.40281967897462,49.29182222089141,0.02699657096252857,100.4548179244426
qN,-2902.5106555174925,2930.0056537250116,-672.6015602029863,-297.8735505913021,-1082.6330828161504,-1515.036828401287,598.7326603014889,1366.2542337892894,-69.65600925109163,-297.9630749997778,-13.727288448676337,-41.71199824862171,-30.981109629555323,28.053225378900475,-241.49468773523944,0.24599885611837585,93.72190016482685,-485.4299910004583,-0.043403236466047115,-30.225705729144334,-39.675099238826306,-70.05946053977438,-111.2984710135304,-114.79672115183484,-10.873294536129794,-55.38173466747993,-96.37322021234853,-0.022061250746716894,-82.37275491894883
betaG0,877.2510395237366,-672.6015602029863,5618.295596375474,1614.7264699436887,-3178.15399903544,-1106.4200976890654,-139.00831333137864,-965.4539003956145,1033.6505109666684,-598.6841452798559,-28.487476914925825,-2.921925951655907,7.225044102113391,-10.98567377243653,-23.350418482218146,-0.02741203250652623,-27.00554942855547,-51.89524790341554,0.017715565463291325,9.474203040444836,-6.778575973915356,-9.695725482966683,-6.359330932116114,-31.95757362945431,7.861075858646804,16.485529068237796,36.18826322551002,0.006521500409456621,23.812686759615893
betaF0,355.1539232505682,-297.8735505913021,1614.7264699436887,500.5867707724117,-787.4082237895923,-418.3096609518292,-20.51598739346725,-374.7305029885084,332.08822016797706,-65.07076086564969,-3.125951968669132,0.9311550127975362,4.659769552724037,-6.044112491559669,5.342034529560487,-0.025746515962852295,-27.64417872486031,-21.167323606480632,0.006161544071245701,3.219746638631225,0.6254802303860703,1.6652438426295895,3.9534897984720274,-3.819975756026529,2.937870157999606,7.860560022114189,16.78412147601886,0.0022021981209936884,8.021456885416859
qEG,901.8285582729972,-1082.6330828161504,-3178.15399903544,-787.4082237895923,5865.600918775431,1316.3048179109646,-160.41778503238737,-311.20488201207286,-605.2697017756742,-1866.8532807983859,-91.13849438449269,35.10165697324828,36.14751931910952,-36.69500950755841,267.7072616160269,-0.31087024379385475,-312.20379951911065,58.51856883009913,0.006858276031587344,5.389116631185911,53.55071393438414,87.62720567616965,67.10699242279043,95.23075986771642,-0.7537087807332691,40.54258492372341,9.284101976972735,0.003973274548197828,14.937323046247103
qEF,1427.175704563464,-1515.036828401287,-1106.4200976890654,-418.3096609518292,1316.3048179109646,3381.867264412459,-970.4147358474045,-838.0825497379147,-173.96894073733412,-150.66769243120982,-7.393735234230789,31.459090732399556,35.81989820499809,-37.57068523027946,235.53275540992064,-0.29132385160547913,-297.0882774849217,23.27247264165725,0.011796203910651736,7.9389413791109344,48.38656028724906,80.49317282081756,82.67042655161936,84.98463616571858,2.3260357781931926,42.64681395248272,66.59411573962021,0.005725948834184004,21.318610381187465
iG,-576.7143878129802,598.7326603014889,-139.00831333137864,-20.51598739346725,-160.41778503238737,-970.4147358474045,326.5469115554013,389.54373923535326,-43.7833637333492,21.03982617841362,1.0496321197205756,-13.122542389384094,-16.07627861494785,17.233774571895843,-97.95608566344205,0.12719032966290358,129.43570389764264,-4.773337385010465,-0.005756152235625608,-3.5578203107678887,-18.802883530503912,-31.16646035945264,-32.314754133121106,-30.39478120451089,-1.566492017480027,-17.988368178286517,-30.7831650166038,-0.0025197305749036915,-9.319191893249965
iE,-1440.5993585723063,1366.2542337892894,-965.4539003956145,-374.7305029885084,-311.20488201207286,-838.0825497379147,389.54373923535326,1076.3359025576672,-280.79964224192605,-276.462743232476,-12.981717337536963,-10.723373495991241,-16.596957725907455,18.78548562416383,-78.16360730950406,0.12011600941744782,126.41715709163924,24.744308266548448,-0.015706495542362607,-9.348040859163916,-21.78544403433235,-38.54141140740333,-36.154784005231846,-34.6816443531029,-5.746571970963446,-33.32537610537438,-34.60759745494527,-0.006598771235832627,-24.33833671370744
Kd0,88.84778929658377,-69.65600925109163,1033.6505109666684,332.08822016797706,-605.2697017756742,-173.96894073733412,-43.7833637333492,-280.79964224192605,428.40177091441404,-20.850758277361134,-1.0298893714309227,3.8081309498245526,9.398679289489538,-11.420153198235175,12.986812235412451,-0.038371147299535266,-61.56977736981429,-88.80553635348566,5.9164567891575885e-27,-1.9721522630525295e-27,0.0,0.0,-1.1127452954946238,-1.352665557450759,-1.9721522630525295e-27,3.944304526105059e-27,-1.1986310580022237,-1.9721522630525295e-27,-9.860761315262648e-27
gammaG0,344.4104455619746,-297.9630749997778,-598.6841452798559,-65.07076086564969,-1866.8532807983859,-150.66769243120982,21.03982617841362,-276.462743232476,-20.850758277361134,3008.108073152875,144.54004400516288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
