species,pool,n,rmse,mae,bias,median_obs,median_pred,relative_rmse_to_median,relative_bias_to_median,model
ethyl_acetate,condensate,17,0.10004844744614746,0.0915307753805832,0.0915307753805832,0.01247281249175867,0.09671765681629525,8.02132217671466,7.338423105539474,baseline_phase
ethyl_acetate,retained,17,4.259875642751364,3.357623596517986,-3.118666909490827,8.2939076996105,5.728684019051544,0.5136150288905936,-0.3760190036401401,baseline_phase
ethyl_acetate,total,52,3.2490620744615706,2.2741879640689318,-2.1363350662457408,7.589930803008623,5.209708082294787,0.42807532226428907,-0.2814696367717746,baseline_phase
ethyl_octanoate,condensate,44,0.009953384076310549,0.006074742561782365,-0.0036017070337792914,0.01238609379795685,0.010934897240331466,0.8035934685035576,-0.2907863522213445,baseline_phase
ethyl_octanoate,retained,44,0.022403188323485767,0.015624261338131069,-0.006155410834629071,0.034524019795125135,0.03540739221173124,0.6489159853467916,-0.17829357274028176,baseline_phase
ethyl_octanoate,total,52,0.025200764489822128,0.01643187960832691,-0.008256022811730154,0.044667758333333335,0.043274329536996566,0.5641824311343613,-0.18483181426118472,baseline_phase
isoamyl_acetate,condensate,44,0.5669117937006283,0.32362908259224427,-0.2591296752905218,0.4795121642665957,0.3060315322230921,1.1822678045461237,-0.5404027146774377,baseline_phase
isoamyl_acetate,retained,44,1.901626870657693,1.393151548216227,-0.7544737608206721,5.20307736132758,4.937439123019182,0.36548118326891216,-0.14500529368030884,baseline_phase
isoamyl_acetate,total,52,2.099615443221817,1.409839338577466,-0.8576644459402408,5.258392259104463,4.5412774789973085,0.3992884782580664,-0.16310393057027406,baseline_phase
ethyl_acetate,condensate,17,0.08906660679993172,0.08287040390569916,0.08287040390569916,0.01247281249175867,0.09166543886028262,7.140859919026435,6.644083197791616,ea_biomass_background
ethyl_acetate,retained,17,4.45072681811868,3.5351755899451303,-3.4034614455817804,8.2939076996105,5.01435227965449,0.5366260367628272,-0.41035680270973046,ea_biomass_background
ethyl_acetate,total,52,3.3528077933267344,2.303582714483554,-2.078931753645235,7.589930803008623,4.693903838606772,0.44174418454483044,-0.2739065490321932,ea_biomass_background
ethyl_octanoate,condensate,44,0.009955765708292817,0.006076372425456333,-0.003609167048242982,0.01238609379795685,0.010926949493838224,0.8037857512378173,-0.29138864173936196,ea_biomass_background
ethyl_octanoate,retained,44,0.022398877816136413,0.015625300637635377,-0.0061461429899799256,0.034524019795125135,0.035437286689563044,0.6487911300322908,-0.1780251264613101,ea_biomass_background
ethyl_octanoate,total,52,0.025197246512562346,0.01643067941848814,-0.008254493109265536,0.044667758333333335,0.04329933815147029,0.5641036723743285,-0.18479756802806951,ea_biomass_background
isoamyl_acetate,condensate,44,0.5669549671173144,0.3236892546897248,-0.25924886836574884,0.4795121642665957,0.30591871841726004,1.1823578406701334,-0.5406512862134891,ea_biomass_background
isoamyl_acetate,retained,44,1.9009794846270887,1.392911773869975,-0.7538589496485734,5.20307736132758,4.938099020669597,0.36535675958929975,-0.14488713069148448,ea_biomass_background
isoamyl_acetate,total,52,2.099072206973755,1.4096550848062532,-0.8572450767813492,5.258392259104463,4.5418828818288155,0.39918516982817104,-0.1630241782166596,ea_biomass_background
ethyl_acetate,condensate,17,0.08219223977902575,0.07596106283740114,0.07596106283740114,0.01247281249175867,0.0851818528371765,6.58971180985313,6.0901310660760695,ea_ethanol_biomass
ethyl_acetate,retained,17,4.619211890523923,3.688272870295404,-3.518987702198126,8.2939076996105,4.863207784372341,0.556940354031291,-0.4242858528993981,ea_ethanol_biomass
ethyl_acetate,total,52,3.499288288551421,2.4469514120021545,-2.123575468219176,7.589930803008623,4.369661511760203,0.46104350347493483,-0.2797885149858544,ea_ethanol_biomass
ethyl_octanoate,condensate,44,0.009955765712878498,0.006076372429335459,-0.0036091670728606697,0.01238609379795685,0.01092694946702821,0.8037857516080454,-0.29138864372688833,ea_ethanol_biomass
ethyl_octanoate,retained,44,0.022398877785801772,0.015625300642692803,-0.006146142913791072,0.034524019795125135,0.035437286878780484,0.6487911291536376,-0.17802512425447398,ea_ethanol_biomass
ethyl_octanoate,total,52,0.025197246478128717,0.01643067940862416,-0.008254493065628395,0.044667758333333335,0.04329933832603017,0.5641036716034451,-0.18479756705114248,ea_ethanol_biomass
isoamyl_acetate,condensate,44,0.5669549668791776,0.3236892542718292,-0.25924886747499704,0.4795121642665957,0.30591871926830555,1.1823578401735102,-0.5406512843558683,ea_ethanol_biomass
isoamyl_acetate,retained,44,1.900979494567034,1.392911779566977,-0.7538589664899257,5.20307736132758,4.938099002558946,0.3653567614996971,-0.14488713392829056,ea_ethanol_biomass
isoamyl_acetate,total,52,2.099072216543785,1.4096550899952454,-0.8572450902780113,5.258392259104463,4.541882866695431,0.39918517164812467,-0.16302418078334946,ea_ethanol_biomass
ethyl_acetate,condensate,17,0.08219247026652561,0.0759612670253806,0.0759612670253806,0.01247281249175867,0.08518201337719776,6.589730289045374,6.090147436720589,ea_ethanol_temperature
ethyl_acetate,retained,17,4.619203628241765,3.6882627784708397,-3.5189765315857398,8.2939076996105,4.863225734420072,0.5569393578443962,-0.4242845060538832,ea_ethanol_temperature
ethyl_acetate,total,52,3.4992811960522445,2.4469443015036196,-2.1235684257264906,7.589930803008623,4.369672769577225,0.46104256901329604,-0.27978758711274615,ea_ethanol_temperature
ethyl_octanoate,condensate,44,0.009955765734320877,0.006076372441278383,-0.0036091671167430336,0.01238609379795685,0.010926949418446064,0.803785753339211,-0.2913886472697618,ea_ethanol_temperature
ethyl_octanoate,retained,44,0.02239887777010165,0.01562530064079841,-0.006146142855378663,0.034524019795125135,0.035437286914066425,0.6487911286988782,-0.17802512256253866,ea_ethanol_temperature
ethyl_octanoate,total,52,0.02519724647458718,0.016430679408132216,-0.008254493053333745,0.044667758333333335,0.04329933832464579,0.564103671524159,-0.18479756677589584,ea_ethanol_temperature
isoamyl_acetate,condensate,44,0.5669549668882146,0.32368925434230494,-0.2592488676156109,0.4795121642665957,0.3059187191652908,1.1823578401923565,-0.5406512846491118,ea_ethanol_temperature
isoamyl_acetate,retained,44,1.9009794928303436,1.3929117791240375,-0.7538589655949098,5.20307736132758,4.938099003521609,0.36535676116591576,-0.14488713375627393,ea_ethanol_temperature
isoamyl_acetate,total,52,2.0990722151051897,1.4096550896573867,-0.8572450896396712,5.258392259104463,4.541882867953975,0.39918517137454385,-0.1630241806619549,ea_ethanol_temperature
ethyl_acetate,condensate,17,0.07737237275077163,0.0710163642332324,0.0710163642332324,0.01247281249175867,0.08056356132411455,6.203281962419857,5.693692924523319,ea_ethanol_nlimited
ethyl_acetate,retained,17,4.77706121202965,3.8182025130477855,-3.628389174264028,8.2939076996105,4.6763745008998745,0.5759723142631538,-0.4374764351952488,ea_ethanol_nlimited
ethyl_acetate,total,52,3.6155077314546626,2.551759633987215,-2.165890623551576,7.589930803008623,4.192888392302515,0.4763558226408978,-0.2853636850935484,ea_ethanol_nlimited
ethyl_octanoate,condensate,44,0.00995576573123343,0.006076372439503544,-0.003609167115486533,0.01238609379795685,0.010926949418467037,0.8037857530899438,-0.29138864716831736,ea_ethanol_nlimited
ethyl_octanoate,retained,44,0.022398877750470673,0.01562530064078643,-0.006146142791123147,0.034524019795125135,0.035437286999902035,0.6487911281302603,-0.17802512070135573,ea_ethanol_nlimited
