analysis,parameter,theta,std_log_approx,approx_95_multiplier,fim_diag,active_bound,classification
selected_current,mu0,0.068971078458909,0.011690757233247666,1.0231784239013153,34874.51996168228,False,well_estimated
selected_current,qN,0.0157715073519212,0.015031183294299087,1.0298993914396926,22777.232538085067,False,well_estimated
selected_current,betaG0,1.1863356150322233,0.04263098668708817,1.0871468916336022,51279.77133345505,False,well_estimated
selected_current,betaF0,0.3145095249972587,0.2112880501139087,1.513045607677367,3948.789256063301,False,well_estimated
selected_current,qEG,1.112513547222978,0.03997435843245353,1.0815008393704637,51528.69886095203,False,well_estimated
selected_current,qEF,1.2780096374399066,0.09946169560206235,1.2152440531116464,17346.945701514072,False,well_estimated
selected_current,iG,0.0139707730113223,0.20463882394102134,1.4934548017738716,1556.7700136992203,False,well_estimated
selected_current,iE,0.0156601222376879,0.08662824051986286,1.1850575649438764,6389.903366981414,False,well_estimated
selected_current,Kd0,0.0006560949140746,0.08292460818874742,1.176486238400764,206.72581330473218,False,well_estimated
selected_current,gammaG0,0.0703098676476582,0.09374040712288449,1.2016927622136242,8712.078749973132,False,well_estimated
selected_current,gammaF0,0.0033944444477093,2.0066926344169147,51.06593104737697,18.373936740615893,False,weak_or_confounded
selected_current,kPyrS_N,1.184348205938777,0.07095230575128227,1.1492005414451512,1021.0030315336942,False,well_estimated
selected_current,kPyrO2,0.1523677115443467,0.29281826553453383,1.775219008608637,470.5649641043292,False,well_estimated
selected_current,kPyrDrain,0.0022263614246287,0.15124159480827432,1.345053145726169,1177.086247507834,False,well_estimated
selected_current,kAldS_N,3.925416225865402,0.03536631161033018,1.0717769486997752,5340.798240898949,False,well_estimated
selected_current,kAldRed,1.0004890249165804e-05,15.385668919458046,12489520918664.32,0.018218138294971358,True,weak_or_confounded
selected_current,kAcAld,0.0026774421261861,0.04251378178033155,1.0868971791747486,5371.811678023998,False,well_estimated
selected_current,kAcStress,0.0026158743573774,363.611345714623,1.0576541811633429e+17,0.0,False,weak_or_confounded
selected_current,k_EA_growth,0.00010000000000000026,90.2487390221804,1.0576541811633429e+17,0.0008663718282593547,True,weak_or_confounded
selected_current,k_EA_stationary,0.005946883620726738,0.45547566612192514,2.441792267677373,69.86460657068909,False,moderate
selected_current,k_IAA_growth,0.05351497140911784,0.13880606379936747,1.3126656079987178,242.08919833195176,False,well_estimated
selected_current,k_IAA_stationary,0.0400843210113409,0.059200263807683624,1.1230323892545564,1134.074974151088,False,well_estimated
selected_current,k_EO_growth,0.0008981576275308153,0.11657043706067782,1.2566859489158109,346.0896469228577,False,well_estimated
selected_current,k_EO_stationary,0.00014981711584585825,0.18019548208298583,1.4235918431210195,136.27259406851326,False,well_estimated
selected_current,alpha_EA_loss,0.20000000000000007,0.04833563423727489,1.0993706097595544,1447.4353178431766,True,weak_or_confounded
selected_current,alpha_IAA_loss,0.660647516561701,0.0450883248282306,1.0923956370132748,657.1078058843258,False,well_estimated
selected_current,alpha_EO_loss,1.4781928790448091,0.05060682347539519,1.104275400821842,586.6642149286615,False,well_estimated
selected_current,k_EA_XE,1.0563528006331214e-05,362.60875087612214,1.0576541811633429e+17,0.00020217811703370135,False,weak_or_confounded
selected_current,k_EA_XE_Nlim,0.04178637010493654,0.1060838061839024,1.2311199211430601,2701.9888061607503,False,well_estimated
