,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrO2,kPyrDrain,kAldS_N,kAldRed,kAcAld,kAcStress,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim
mu0,7331185.435081475,-18416960.012937788,60165.49100745437,71871.4556312322,58002.81677749403,98029.99859412127,-3684734.31553554,-9561396.968032388,-14935282.558299633,345196.8751463851,284248.23677392915,-3493.3197449321497,-33451.83481396296,4057406.489777389,-3713.6742532015987,1359883.7276252997,5460159.032173712,0.0,172087.9119717215,832382.1090049687,69077.5089669643,162353.56842933447,1805368.1362875244,4097798.8769051544,64568.72095725133,4184.765626434268,856.4863391915163,846048.7887156832,756823.0808202027
qN,-18416960.012937788,91570281.68765931,-15641.78730043188,-85330.3361541167,-429048.0416629503,-466197.0350701972,16058134.843798783,34266365.13646646,62390323.869484305,-913806.2217743155,-773476.2948423532,-37135.364746440064,-109853.64865579834,6958968.2281574365,-68997.62830121872,36915341.444249325,87655638.03316352,0.0,-345890.9218373712,-2205104.6013613516,-282167.6568542059,-737088.042074372,-23426799.652495015,-74763935.62508722,-96840.03369937994,-16961.20352169047,-4574.895679544723,-2528455.106470311,-2346355.702170843
betaG0,60165.49100745437,-15641.78730043188,36436.020921093696,37619.285136747945,-32747.34388013406,-10307.335563395407,34675.32423244568,-191134.07721619646,579494.0204846318,-17622.586977907344,-15630.182257140212,-123.26905298436444,-445.8347688464742,32666.267618399386,-193.47639425714917,97973.84037369581,244414.42475612648,0.0,9183.042116977082,37068.71393706171,-1182.5279864207089,-4765.133957519171,-52993.218960910024,-332777.723799925,7419.997722501835,244.53412635485898,101.44065689941125,23562.938935725157,19136.12664765902
betaF0,71871.4556312322,-85330.3361541167,37619.285136747945,39920.53482428837,-33249.42743454172,-11270.681196202273,45350.403559171915,-242133.5727184723,617926.4595625218,-6338.402399564883,-5606.329256282757,-61.20294017818838,-170.3863628474263,5954.954631643516,-102.69079558600691,49072.920238563325,124209.68074709809,0.0,9616.119159728736,38670.75661829686,-271.38154359264934,-2735.6176572761933,-15776.880394538035,-245408.4723316285,7824.031923592193,345.06993619984195,121.7696228779394,24282.475580648075,19641.332422883355
qEG,58002.81677749403,-429048.0416629503,-32747.34388013406,-33249.42743454172,41633.08182314853,11775.22056207494,-114343.9277264076,-118269.97702316788,-468932.6356650155,-70377.70901301764,-69748.81256240846,417.2491492738349,1729.5457068421836,-155631.44287579355,658.8286359324923,-334392.6312010328,-849960.8118524099,0.0,-8162.366576471967,-35398.30422508959,3926.3503615456084,10909.246516059735,201779.69054137357,774764.1222029689,-7325.118897051493,-103.20351776764599,-59.35908014778075,-21876.527422068055,-17948.96077678806
qEF,98029.99859412127,-466197.0350701972,-10307.335563395407,-11270.681196202273,11775.22056207494,10620.739612156092,-251669.40511049092,-270865.45024843985,-129815.72237272948,-4291.538319963849,-4319.611251174436,262.7827008054148,1145.9569621061914,-106840.1909234991,426.90946221502514,-210622.92663225112,-547692.3766237405,0.0,-1825.5322180121448,-8503.501049883402,3258.0155207985267,8616.302516531528,146338.9181978413,486117.537718225,-1853.9924106726255,93.56996635065447,4.300636048803968,-5212.231691649141,-4350.795290132186
iG,-3684734.31553554,16058134.843798783,34675.32423244568,45350.403559171915,-114343.9277264076,-251669.40511049092,7975971.336533037,10476250.182345109,-775082.6499057441,46774.79195398849,47064.95759814866,-10446.60802998548,-45424.56496294369,4307884.97668142,-16390.219703779327,8306707.551738049,21245997.58794948,0.0,-17240.746155171666,-33366.583027959285,-112873.35234846943,-266648.3994272206,-5526236.17991104,-16211422.322458481,-2902.658224895702,-6349.794930302065,-1340.2547607359932,-24201.65812767613,-15355.966094374087
iE,-9561396.968032388,34266365.13646646,-191134.07721619646,-242133.5727184723,-118269.97702316788,-270865.45024843985,10476250.182345109,26055774.987254746,-6221674.14424299,-884381.3765872604,-767376.6423633898,-11426.417481826264,-52801.53898706105,5190867.075886104,-18655.381726823027,9667140.321074398,24527006.324656826,0.0,-105130.35565703649,-289325.75438426685,-189036.35531075095,-480840.56928409805,-7545141.958384229,-21898492.326791126,-45988.23173401256,-12793.447777147401,-2824.237696746039,-205907.39985713986,-153593.34803604175
Kd0,-14935282.558299633,62390323.869484305,579494.0204846318,617926.4595625218,-468932.6356650155,-129815.72237272948,-775082.6499057441,-6221674.14424299,480243357.716021,-276511.04159941326,-261634.78670968206,18065.105300161056,170653.03157677458,-23911208.07341038,5160.693662452977,-4119001.227648231,-10044345.358125173,0.0,-391621.10194328683,-3347985.609920002,-13407.724774218728,-50895.93526416216,-429352.6706856023,-1501202.10649019,-79725.74980127683,-1040.5626974742215,-176.8040564536205,-4889046.2965059765,-4676324.261033188
gammaG0,345196.8751463851,-913806.2217743155,-17622.586977907344,-6338.402399564883,-70377.70901301764,-4291.538319963849,46774.79195398849,-884381.3765872604,-276511.04159941326,1762338.1051109824,1664037.0783332183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
gammaF0,284248.23677392915,-773476.2948423532,-15630.182257140212,-5606.329256282757,-69748.81256240846,-4319.611251174436,47064.95759814866,-767376.6423633898,-261634.78670968206,1664037.0783332183,1594647.901539903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrS_N,-3493.3197449321497,-37135.364746440064,-123.26905298436444,-61.20294017818838,417.2491492738349,262.7827008054148,-10446.60802998548,-11426.417481826264,18065.105300161056,0.0,0.0,727.8941324651113,3159.8458328406678,-297769.2856019263,0.42075460026119815,-345.44668092910433,-702.2062076269448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrO2,-33451.83481396296,-109853.64865579834,-445.8347688464742,-170.3863628474263,1729.5457068421836,1145.9569621061914,-45424.56496294369,-52801.53898706105,170653.03157677458,0.0,0.0,3159.8458328406678,20269.064237295606,-2128911.3124990137,1.9923011336040166,-1965.6789674526074,-3620.9751944444743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrDrain,4057406.489777389,6958968.2281574365,32666.267618399386,5954.954631643516,-155631.44287579355,-106840.1909234991,4307884.97668142,5190867.075886104,-23911208.07341038,0.0,0.0,-297769.2856019263,-2128911.3124990137,237474481.7670503,-180.86061854751983,196287.5075548268,337078.0230700091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldS_N,-3713.6742532015987,-68997.62830121872,-193.47639425714917,-102.69079558600691,658.8286359324923,426.90946221502514,-16390.219703779327,-18655.381726823027,5160.693662452977,0.0,0.0,0.42075460026119815,1.9923011336040166,-180.86061854751983,346.60493769136974,-173946.59294747264,-447072.0738584243,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldRed,1359883.7276252997,36915341.444249325,97973.84037369581,49072.920238563325,-334392.6312010328,-210622.92663225112,8306707.551738049,9667140.321074398,-4119001.227648231,0.0,0.0,-345.44668092910433,-1965.6789674526074,196287.5075548268,-173946.59294747264,182003331.0968458,319152543.1278069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAcAld,5460159.032173712,87655638.03316352,244414.42475612648,124209.68074709809,-849960.8118524099,-547692.3766237405,21245997.58794948,24527006.324656826,-10044345.358125173,0.0,0.0,-702.2062076269448,-3620.9751944444743,337078.0230700091,-447072.0738584243,319152543.1278069,749342896.3844815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAcStress,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k_EA_growth,172087.9119717215,-345890.9218373712,9183.042116977082,9616.119159728736,-8162.366576471967,-1825.5322180121448,-17240.746155171666,-105130.35565703649,-391621.10194328683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86637.18282593503,352111.8833693394,0.0,0.0,0.0,0.0,45179.97842023209,0.0,0.0,275274.41562438436,231801.48905833208
k_EA_stationary,832382.1090049687,-2205104.6013613516,37068.71393706171,38670.75661829686,-35398.30422508959,-8503.501049883402,-33366.583027959285,-289325.75438426685,-3347985.609920002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,352111.8833693394,1975505.9346470973,0.0,0.0,0.0,0.0,167004.80394153742,0.0,0.0,1733033.7375406274,1554261.399650322
k_IAA_growth,69077.5089669643,-282167.6568542059,-1182.5279864207089,-271.38154359264934,3926.3503615456084,3258.0155207985267,-112873.35234846943,-189036.35531075095,-13407.724774218728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84532.71481589355,206351.17877969128,0.0,0.0,0.0,4404.505485841951,0.0,0.0,0.0
k_IAA_stationary,162353.56842933447,-737088.042074372,-4765.133957519171,-2735.6176572761933,10909.246516059735,8616.302516531528,-266648.3994272206,-480840.56928409805,-50895.93526416216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,206351.17877969128,705817.9581486583,0.0,0.0,0.0,5414.931360637108,0.0,0.0,0.0
