,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrO2,kPyrDrain,kAldS_N,kAldRed,kAcAld,kAcStress,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim
mu0,3847.1290364746023,-3144.6817933158163,-370.8270233444764,-60.79154296501704,2516.8268766644387,3568.503033682022,-1248.065850356879,-3380.489855524598,11.523190770304916,454.01795867795283,16.601188020166852,-24.6411693883499,-55.893849456324055,74.64069365037842,-166.54491698556112,0.25681276889427285,453.008967997171,546.8224928638413,0.09103019912263091,35.52068722430247,60.54666088109383,76.93563096892476,45.20736857488956,45.12827236237339,62.713508028131,46.52661758602997,8.116895697529527,0.043714863172050505,152.6671876346268
qN,-3144.6817933158163,3731.8184950066693,733.5723422767514,120.3148982324259,-2929.1108501075373,-3675.39461090961,1318.3119499923766,3227.5470124764533,-11.151035467271686,-374.0244734514834,-13.89273953026505,-86.05169631897726,-60.13136754732696,56.699631336932434,-641.1616491189023,0.715933670854783,496.55250257640364,-544.8019725142607,-0.045354864601859265,-19.354973645445593,-50.81113529534885,-72.25423598180606,-135.0626846631511,-129.88134532938938,-39.4611355647787,-47.57046398792037,-30.25073643497058,-0.024382094827916978,-85.91835631386547
betaG0,-370.8270233444764,733.5723422767514,5579.187151474405,1143.579682751577,-3916.738611096516,-3306.7255614971286,696.3730240298769,760.4122835309669,81.62003173841785,-621.2245520100287,-23.84027392275745,-20.039639592879936,-18.07993144579622,19.24877016599984,-119.03237056323677,0.13103815413316985,183.88613061046243,152.0458421261306,0.06577312347389905,27.0088477173165,-27.812183031103054,-30.528502035946964,-42.395352865905046,-56.59361764502919,64.21882075450145,5.925343990249605,19.149077471974344,0.03471766260899455,120.81668666982273
betaF0,-60.79154296501704,120.3148982324259,1143.579682751577,258.480657075881,-761.8526049603796,-809.6300381390497,175.90243286693973,140.04388304922838,21.094427378744328,-63.152298704259934,-2.455309694131171,-2.105289800039567,-1.725370474092563,1.6840908742691973,-11.079626382757635,0.011611674482586976,22.170460392811208,29.330547251368177,0.022049353135437384,9.234767468896157,-1.401429958929377,-0.10893560829133708,-4.008397334502605,-9.538530497833335,22.90552170473158,5.915270414959576,9.237211648741043,0.012007280616882943,41.46234390627585
qEG,2516.8268766644387,-2929.1108501075373,-3916.738611096516,-761.8526049603796,7724.294427628967,3982.4694171831447,-1126.392394008223,-2940.725885290292,-54.01958116807184,-1304.9010599115338,-56.829819538986136,76.12607116610039,68.76494281868665,-75.64176179483412,563.1896339475027,-0.6168998192349164,-599.8939821001784,13.500545180874742,-0.05607511414407383,-25.126362486191656,117.69458409504986,132.3780047429272,120.48305400015322,125.07128622028421,-73.74532458324684,44.2777887549715,-3.6922459764530586,-0.03375119178653943,-117.57613080334089
qEF,3568.503033682022,-3675.39461090961,-3306.7255614971286,-809.6300381390497,3982.4694171831447,7590.184303896798,-2420.284560079346,-3936.037115746415,-35.36715164832662,-40.66317418997457,-1.883797645380598,41.51054435233658,37.95279154645776,-42.01460988854953,306.77801776639586,-0.3377905498830174,-324.25444257916496,18.199856776158665,0.0060843642539335175,2.0359470465356346,69.27251309905667,82.3914075222836,86.29826896051594,89.72505938986879,1.953020026620272,36.79032243310341,9.218844071408842,0.002232655945779249,8.437316216562008
iG,-1248.065850356879,1318.3119499923766,696.3730240298769,175.90243286693973,-1126.392394008223,-2420.284560079346,845.3007901456459,1364.136997937569,3.743667647330924,4.69974257864284,0.21143902562451614,-22.65116948513722,-20.70803268710952,22.98979138156066,-169.87017044916223,0.18685179246850447,174.23212397002212,-24.229282955148744,-0.009353513704369827,-3.604507428086483,-36.886073376225404,-43.393111822899556,-38.94294984908708,-34.90637699133255,-6.852155142783004,-20.222106216392604,-10.431471750076948,-0.004453844106310838,-15.55416810700801
iE,-3380.489855524598,3227.5470124764533,760.4122835309669,140.04388304922838,-2940.725885290292,-3936.037115746415,1364.136997937569,3525.557062668664,-8.213185118168882,-485.9761289492329,-18.129536691963324,-25.43551374667686,-23.659521921729123,26.64186989673115,-202.12058873752602,0.22512591008857213,187.56523249713402,-89.50092865975418,-0.026301396321609834,-9.762988230842224,-56.04426863091484,-72.6462592556182,-62.27184495098014,-62.066217413472025,-18.372818828485702,-48.6272100129213,-12.778917404212162,-0.011821089642540396,-41.85128180874848
Kd0,11.523190770304916,-11.151035467271686,81.62003173841785,21.094427378744328,-54.01958116807184,-35.36715164832662,3.743667647330924,-8.213185118168882,21.482992000191278,-3.1096117627639948,-0.14060009484179342,0.6575296474704645,1.3041058819783462,-1.8308264017703046,0.3606302760482655,-0.001973094800865199,-4.158208982833842,-9.43727688680896,-0.0005317351011682012,-0.23893245815802958,0.0,-1.9721522630525295e-27,-0.29980196800447023,-0.389924412904904,-0.5903168633870319,-2.744469008033745e-14,-0.10347360858943924,-0.0003202322197829518,-1.0734710950402406
gammaG0,454.01795867795283,-374.0244734514834,-621.2245520100287,-63.152298704259934,-1304.9010599115338,-40.66317418997457,4.69974257864284,-485.9761289492329,-3.1096117627639948,2671.3252644994545,107.25995747483512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
