,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrO2,kPyrDrain,kAldS_N,kAldRed,kAcAld,kAcStress,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim
mu0,55568.49902183734,-37274.0686937401,9162.156390427805,2864.6321387656426,11320.92965853075,19189.477913476458,-7760.277486892669,-22394.01065507419,252.3914990092631,3804.3672756229867,151.56110382046748,-461.5582645608469,-712.5241123652322,1151.0243766302583,-1741.5849033437378,1.9985052527305014,3420.655500285034,3966.9732158518036,1.6491612251312255,538.8594008621012,511.28746348998465,769.6736605603431,381.0949120904188,289.39841607679733,1066.1992486797187,482.2740464968883,170.95064369602215,0.8190480811040536,2890.4860572021958
qN,-37274.0686937401,43492.52766927876,-2138.2818451660487,-1279.4076007560766,-17368.700291227673,-21371.12202352653,8379.545882535194,20235.200407800356,-160.95103381151097,-2697.812078239905,-109.36143608676613,-1176.0319148894657,-531.0518396641293,471.54036114275345,-8476.319122488745,10.89142720814573,6714.201800669294,-4015.74009488645,-0.7878095027734728,-327.0516290243259,-447.6385692989523,-756.3299104793615,-1237.6974680921492,-985.184298724293,-415.8598799796289,-463.4343567439343,-458.0236796825053,-0.5421233429223222,-1976.458238852289
betaG0,9162.156390427805,-2138.2818451660487,85167.24690473187,22397.80576450654,-65042.85013569598,-26724.261310394326,1451.0904559005378,-6260.410760545779,5863.478614295869,-4608.208908999095,-197.38064099257554,-245.32947325385467,-90.90874913545318,64.72534640648713,-1662.0896859579805,1.9709625652288176,1601.1159256042251,227.0104354688892,1.3253168979293832,357.68164872596685,-138.9050978682293,-281.5601833783678,-212.17260123508626,-311.90949632393296,1928.7014788607846,248.3587855165754,382.1606093678328,0.40103213856190734,1315.2501970471762
betaF0,2864.6321387656426,-1279.4076007560766,22397.80576450654,6207.54223578988,-16757.78548376244,-7734.989446190481,493.7344778019348,-2184.986176105139,1723.9202148654012,-453.45798124533917,-19.557108660937786,-21.451848343644084,9.771531163398812,-26.92301987251273,-193.62155713043734,0.19535065701192258,153.33529678468935,6.103986612037336,0.38124167288844585,104.81008151184155,-2.3891902089997563,-24.821378914082686,3.1633526222032065,-46.997730121176744,554.4368204446449,105.5253176584403,156.5298188739925,0.11679891661861622,381.87047944159957
qEG,11320.92965853075,-17368.700291227673,-65042.85013569598,-16757.78548376244,92885.99286590422,30112.386900441008,-4673.30806146687,-8768.128086893244,-4150.854830365007,-16436.204261003313,-779.5171339122253,973.0421422191607,637.9263014195557,-767.9338736047616,6350.3232704813545,-7.805980338288896,-6065.499985334396,390.23625099477584,-1.0385286552545219,-288.45005932976846,641.8016899053605,921.8895401480171,805.330601938841,784.6731630213067,-1810.554605639226,168.19682384381193,-201.82670164880767,-0.3267339562024086,-1075.7727814896957
qEF,19189.477913476458,-21371.12202352653,-26724.261310394326,-7734.989446190481,30112.386900441008,41730.06608229054,-12119.506302753442,-15300.324672703176,-1213.0377795187112,-1136.9963548097096,-54.82874125327024,675.9907230226225,469.6192657437172,-588.8711726831054,4330.764542974258,-5.344277739914154,-4176.561502457749,179.74383220090652,-0.20377625546812833,-50.48161070852955,494.3498779032322,752.0995271121274,682.4082237382531,569.9570995618406,-482.5100900933134,281.5591128619589,165.16813762988212,-0.0589907084279867,-188.29092853133395
iG,-7760.277486892669,8379.545882535194,1451.0904559005378,493.7344778019348,-4673.30806146687,-12119.506302753442,4349.914103391882,6229.1647200014395,-151.48652428495706,148.7696982725828,7.205674002780734,-315.65714040700306,-227.48916169799804,289.11793674737703,-1992.1576577073956,2.4805926147079953,1932.3469620235949,-109.35400041497903,-0.06117260276403157,-18.210200679384688,-219.1092970774352,-299.29167465210617,-309.27173757645375,-227.82793256269113,-21.680066440543246,-161.71991183985222,-146.98115558167575,-0.01906469534868391,-63.64211867397724
iE,-22394.01065507419,20235.200407800356,-6260.410760545779,-2184.986176105139,-8768.128086893244,-15300.324672703176,6229.1647200014395,17095.184080253537,-1276.1724574074133,-2920.543884150544,-120.10706538591403,-380.54674720139064,-297.37905851072065,395.47512678974556,-2402.6724969539127,3.1069127466252775,2340.892053009467,-216.6810688451879,-0.2761489106317877,-72.27925730014293,-352.63803893915247,-541.9559318728027,-416.94967975078,-330.96726901137464,-188.55722870809987,-362.17859792673755,-170.99701448430028,-0.07952340576256127,-261.11017657314864
Kd0,252.3914990092631,-160.95103381151097,5863.478614295869,1723.9202148654012,-4150.854830365007,-1213.0377795187112,-151.48652428495706,-1276.1724574074133,2397.3372208205747,-73.61530143310563,-3.5219910289382423,43.03863796443718,69.24370702112874,-111.71472243398276,37.251006874331665,-0.12475284829988822,-215.0499998314835,-424.10880470415384,-0.028284948894444172,-14.185977093136254,-0.4707572913956628,-1.3385182657463153,-4.373810611591786,-4.448881873418277,-12.903289487473012,-0.45102927443639496,-3.628610545986169,-0.03518542763355392,-132.5477318140894
gammaG0,3804.3672756229867,-2697.812078239905,-4608.208908999095,-453.45798124533917,-16436.204261003313,-1136.9963548097096,148.7696982725828,-2920.543884150544,-73.61530143310563,26180.702429358862,1181.4123948678387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
