,mu0,qN,betaG0,betaF0,qEG,qEF,iG,iE,Kd0,gammaG0,gammaF0,kPyrS_N,kPyrO2,kPyrDrain,kAldS_N,kAldRed,kAcAld,kAcStress,k_EA_growth,k_EA_stationary,k_IAA_growth,k_IAA_stationary,k_EO_growth,k_EO_stationary,alpha_EA_loss,alpha_IAA_loss,alpha_EO_loss,k_EA_XE,k_EA_XE_Nlim
gammaF0,14.496418584378588,-11.628479192571637,-20.03306072816097,-1.9908556254821765,-80.01177994648864,-4.16584803489943,0.46549205865688165,-14.43301540662914,-0.13433527628253467,121.6403139945443,5.317187280218546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrS_N,-45.242254626717695,-91.41387006245763,-25.43542301401682,-2.499205913999285,92.62942655162063,52.09273275294441,-27.744622739564726,-35.31099249259047,1.6834781731133857,0.0,0.0,151.96245434040824,128.04941831898682,-155.99805389335708,0.37656433340470374,-0.000743432121747499,-0.524465583800677,0.017158643357102578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrO2,-82.3039754451582,-45.86803922329682,-19.90493341151674,-1.538873447681953,76.37447602199646,44.05646685965251,-23.450730845343607,-31.618268755351504,2.800853913836729,0.0,0.0,128.04941831898682,154.49779321799207,-207.9163940450472,0.2880380574934446,-0.0006559751083479773,-0.43769977844963726,0.009170954517235267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kPyrDrain,125.00570951290054,34.52669165756217,21.87883353256776,1.2093987590198456,-91.5829371178653,-53.64342073492892,28.730873736715935,39.905634385875416,-4.518943831556675,0.0,0.0,-155.99805389335708,-207.9163940450472,290.65458802103456,-0.31386831180639274,0.0007472996956276827,0.48768698435020263,-0.008511229497243873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldS_N,-133.28828908192952,-896.2943634677946,-183.8862495862808,-18.91244226152305,729.9638908435827,406.6683450813264,-217.44422475518934,-284.42194946286133,-0.0867115404081229,0.0,0.0,0.37656433340470374,0.2880380574934446,-0.31386831180639274,1186.8658142670688,-1.4775178981105679,-1196.8833113360504,81.46993946779267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAldRed,0.1816004304423153,1.1744589503257785,0.24212231494026534,0.025270097180877454,-0.9066402597524504,-0.5091644857584104,0.26931199593460187,0.36181168119683005,-0.0023173759208959827,0.0,0.0,-0.000743432121747499,-0.0006559751083479773,0.0007472996956276827,-1.4775178981105679,0.0032684435646802477,2.1760905406660913,-0.05054315308625053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAcAld,434.74819921368135,687.0683796670662,256.39623863050844,32.52893417280315,-747.6074638099985,-413.94835102552463,213.56384098641962,264.8996675919256,-7.321653519378489,0.0,0.0,-0.524465583800677,-0.43769977844963726,0.48768698435020263,-1196.8833113360504,2.1760905406660913,1710.8897452199142,301.48827049255516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
kAcStress,783.8236959363536,-790.4895086119224,177.2643915917177,36.563894779104494,8.324770092392177,21.15255036140339,-29.276326696243586,-101.28919134446782,-22.281899685075793,0.0,0.0,0.017158643357102578,0.009170954517235267,-0.008511229497243873,81.46993946779267,-0.05054315308625053,301.48827049255516,1141.086053983968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
k_EA_growth,0.10091109000829898,-0.04606024461055248,0.07370671057819714,0.024455775142375027,-0.07050418880291176,0.0006548338258096486,-0.007639184693627534,-0.020802246991838795,-0.0005210150606237757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001062507683297278,0.033263808418351845,0.0,0.0,0.0,0.0,0.053988198822770526,0.0,0.0,4.090335651486418e-05,0.13745924440391608
k_EA_stationary,35.41427309806406,-17.630077988361048,27.2360352285199,9.164551903309142,-27.897560216964905,-0.3237792404753843,-2.5595390092209405,-6.7054135789452864,-0.20409940483878405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033263808418351845,11.647528457702386,0.0,0.0,0.0,0.0,19.87574342946076,0.0,0.0,0.01453476027808058,49.68376802716835
k_IAA_growth,53.597871517555326,-43.102130727881686,-27.804437616054123,-2.5936707528860636,110.99264744239186,62.1321304196821,-33.105752968457,-47.25808577625767,-3.944304526105059e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.56986226539861,86.47168233822464,0.0,0.0,0.0,15.786875383740714,0.0,0.0,0.0
k_IAA_stationary,58.00373322260765,-51.74194209135658,-30.12413315884394,-2.8065786301381253,113.73309959745906,64.28598788604452,-33.85239673977997,-50.60462082514594,1.3805065841367707e-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.47168233822464,97.05699612728694,0.0,0.0,0.0,17.98842613058141,0.0,0.0,0.0
k_EO_growth,50.19106615514802,-171.97152679509043,-44.93011351142999,-2.5242509375727336,131.69299030440735,95.11133488304557,-44.41955917899157,-68.78331059694605,-0.26563555088431406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,186.53877252584644,146.23465147714396,0.0,0.0,57.68215878352838,0.0,0.0
k_EO_stationary,42.88345769525986,-146.74938556492117,-52.2863495303879,-8.141288797283519,123.34367240389024,83.53511922787341,-34.339617865327476,-58.98087585777257,-0.2691112342093343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.23465147714396,163.57402234966372,0.0,0.0,0.6615661346023529,0.0,0.0
alpha_EA_loss,57.52138389013499,-32.64493336968564,67.11356710515919,24.01266495754062,-85.56961925614817,-6.146179612029538,-3.851715227727673,-8.526177092514072,-0.5746147048573261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.053988198822770526,19.87574342946076,0.0,0.0,0.0,0.0,54.918649661898094,0.0,0.0,0.02584897530830726,89.76402547433729
alpha_IAA_loss,21.139633648640917,-19.83237490063906,6.511785946403214,2.1627087522641983,19.227497911480448,12.02111391491727,-7.164599043648259,-18.494158971356782,-3.944304526105059e-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.786875383740714,17.98842613058141,0.0,0.0,0.0,38.72286546978142,0.0,0.0,0.0
alpha_EO_loss,8.34310121469256,-40.648741742823816,23.767584116725352,13.088403984634338,-13.427619458907424,12.629909433603665,-13.113302456751889,-13.79868735629374,-0.11959486691874772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.68215878352838,0.6615661346023529,0.0,0.0,135.77459995466165,0.0,0.0
k_EA_XE,0.04396168218892181,-0.02229117442913427,0.035173887062611216,0.01191614266396285,-0.03715991161610013,-0.0008097861539816788,-0.00313229548357225,-0.008036766401311138,-0.0002699618023745634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.090335651486418e-05,0.01453476027808058,0.0,0.0,0.0,0.0,0.02584897530830726,0.0,0.0,1.8228687220678925e-05,0.062487650097916556
k_EA_XE_Nlim,150.10047259091783,-77.14541047785576,121.96337843380651,41.445721453037955,-130.6303896330079,-3.3827676370939237,-10.599759178882657,-26.912162965242217,-0.9465177672245285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13745924440391608,49.68376802716835,0.0,0.0,0.0,0.0,89.76402547433729,0.0,0.0,0.062487650097916556,214.7524294465298
