species,temp_c,ethanol_g_l,K_gas_liquid,gamma_unifac,Psat_Pa_Antoine,liquid_mode,antoine_method,antoine_extrapolated_for_process_window
ethyl_acetate,12.0,0.0,0.004660915612251166,95.13891491099362,6447.325411126982,water_ethanol,ANTOINE_POLING,False
ethyl_acetate,12.0,60.0,0.003432556429578954,67.50560092545776,6447.325411126982,water_ethanol,ANTOINE_POLING,False
ethyl_acetate,12.0,120.0,0.002587578377928616,48.95823987192601,6447.325411126982,water_ethanol,ANTOINE_POLING,False
ethyl_acetate,18.0,0.0,0.006033935254358022,91.39476004871777,8871.341790462573,water_ethanol,ANTOINE_POLING,False
ethyl_acetate,18.0,60.0,0.00446428412937504,65.1489839361829,8871.341790462573,water_ethanol,ANTOINE_POLING,False
ethyl_acetate,18.0,120.0,0.0033779451599228764,47.42622684599333,8871.341790462573,water_ethanol,ANTOINE_POLING,False
ethyl_acetate,24.0,0.0,0.007700218359353683,87.92388197706008,12010.610673230207,water_ethanol,ANTOINE_POLING,False
ethyl_acetate,24.0,60.0,0.005721946194870762,62.94811819461269,12010.610673230207,water_ethanol,ANTOINE_POLING,False
ethyl_acetate,24.0,120.0,0.004344942107847466,45.98679431198038,12010.610673230207,water_ethanol,ANTOINE_POLING,False
isoamyl_acetate,12.0,0.0,0.006020251603226438,2481.3241524749246,319.29909211017434,water_ethanol,LANDOLT,False
isoamyl_acetate,12.0,60.0,0.003411673962066775,1354.788651121313,319.29909211017434,water_ethanol,LANDOLT,False
isoamyl_acetate,12.0,120.0,0.002007674580112997,767.0214504151339,319.29909211017434,water_ethanol,LANDOLT,False
isoamyl_acetate,18.0,0.0,0.008294556475520827,2313.438355993942,481.77604242898224,water_ethanol,LANDOLT,False
isoamyl_acetate,18.0,60.0,0.0047448627557274605,1275.039345312663,481.77604242898224,water_ethanol,LANDOLT,False
isoamyl_acetate,18.0,120.0,0.0028142271392550544,727.5607108059301,481.77604242898224,water_ethanol,LANDOLT,False
isoamyl_acetate,24.0,0.0,0.011221695450198271,2162.3805156688923,711.6972074885817,water_ethanol,LANDOLT,False
isoamyl_acetate,24.0,60.0,0.006476368942781478,1202.3762550151584,711.6972074885817,water_ethanol,LANDOLT,False
isoamyl_acetate,24.0,120.0,0.003869862719314846,691.2171879182729,711.6972074885817,water_ethanol,LANDOLT,False
ethyl_octanoate,12.0,0.0,0.010276826065029254,116583.96566674618,11.600767602494203,water_ethanol,LANDOLT,True
ethyl_octanoate,12.0,60.0,0.004359641513146065,47650.31383520954,11.600767602494203,water_ethanol,LANDOLT,True
ethyl_octanoate,12.0,120.0,0.0019497663298841741,20502.5421135159,11.600767602494203,water_ethanol,LANDOLT,True
ethyl_octanoate,18.0,0.0,0.014495997340968276,104597.53643358822,18.622441038662025,water_ethanol,LANDOLT,True
ethyl_octanoate,18.0,60.0,0.006242459135895999,43397.45198907465,18.622441038662025,water_ethanol,LANDOLT,True
ethyl_octanoate,18.0,120.0,0.0028275776641673855,18911.815657519066,18.622441038662025,water_ethanol,LANDOLT,True
ethyl_octanoate,24.0,0.0,0.0201296232034048,94211.86939451293,29.30211223300753,water_ethanol,LANDOLT,True
ethyl_octanoate,24.0,60.0,0.008791906456360828,39644.97995050937,29.30211223300753,water_ethanol,LANDOLT,True
ethyl_octanoate,24.0,120.0,0.004030638709459249,17485.94772116824,29.30211223300753,water_ethanol,LANDOLT,True
