experiment_id,points,success,tau_h,rmse_c_h
26134,849,True,9.464099886977804,3.444669981616037
26135,779,True,7.679889619478869,3.3765759020900226
26136,602,True,7.624492905938786,1.7187711023417327
26157,1242,True,7.819204593273112,4.147800315931643
26158,1269,True,7.480669820524667,4.679497524389849
26159,579,True,5.950091748732587,1.724303328530106
26210,1317,True,7.96770969540376,4.746777344396727
26211,1299,True,8.29951364436741,4.2171042497118485
26212,535,True,8.824892925882178,1.1614004310308796
