parameter,estimate,log_estimate,lower_bound,upper_bound,active_bound,role
mu0,0.23194224557862625,-1.4612668797783372,0.05000000000000001,1.0,False,kinetic
qN,0.044854114049810316,-3.104339965591427,0.0005000000000000001,1.0,False,kinetic
betaG0,0.5816875987830423,-0.5418217472147246,0.10000000000000002,10.000000000000002,False,kinetic
betaF0,3.4059953451610885,1.225537215581045,0.10000000000000002,10.000000000000002,False,kinetic
qEG,1.996830297931013,0.6915610723205539,0.010000000000000004,100.00000000000004,False,kinetic
qEF,4.744299554830875,1.556943803637612,0.010000000000000004,100.00000000000004,False,kinetic
gammaG0,0.12376973952138133,-2.08933237897002,0.00010000000000000009,2.0,False,kinetic
gammaF0,0.020548456641920655,-3.88496944344317,0.00010000000000000009,2.0,False,kinetic
oculyze_biomass_scale_kg_m3_per_million_cells_ml,0.07388893746426584,-2.6051921582516018,0.005000000000000002,0.07999999999999999,False,nuisance
