experiment_id,state,n,rmse,mean_bias,weighted_rmse,model_discrepancy_multiplier,postscale_weighted_rmse
26134,E,15,4.246814833434224,-3.41078279331016,2.111284883539441,6.0081983309693525,0.35140066409871823
26134,F,14,7.162615019837895,6.614185058851019,2.8650460079351583,3.0046231733921203,0.9535458666853774
26134,G,14,5.486576044763861,3.600440868215743,2.1946304179055445,3.1968048533001476,0.6865074718714745
26134,Gly,14,0.6127145090034543,-0.393332338940791,1.7506128828670124,1.5300454205500431,1.1441574605266793
26134,N,14,0.031454306342032924,-0.02247056614032733,2.598395743461582,4.235385919052775,0.613496808348152
26134,X,14,0.7359029825780422,-0.2509460036655286,7.8998054512950215,8.113040367704386,0.9737170152316523
26134,Xd,14,1.3245401468541484,-1.2298850826999688,5.84655166867181,5.6321285751515315,1.0380714130828432
26135,E,15,1.9824340973886114,0.392979148450681,0.978943019399574,6.0081983309693525,0.1629345380217555
26135,F,14,3.6451763150216063,2.255133196532367,1.4580705260086426,3.0046231733921203,0.4852756708131653
26135,G,14,2.2458461665269462,-1.2127581689633558,0.8983384666107784,3.1968048533001476,0.2810113559742001
26135,Gly,14,0.33193159975404496,-0.13630362127170917,0.9483759992972713,1.5300454205500431,0.6198351934914031
26135,N,14,0.04693836602959937,-0.03849339321079697,3.885556152565709,4.235385919052775,0.9174030954503187
26135,X,14,0.47957996747913534,0.1835542886550905,7.711099183496348,8.113040367704386,0.9504573913118876
26135,Xd,14,1.2523452717218546,-1.1540258785648876,5.568229383499065,5.6321285751515315,0.9886545218561976
26136,E,14,6.10301947689353,-5.288209885655434,3.0353562809997774,6.0081983309693525,0.5052024107383383
26136,F,13,5.149480633592162,3.8111590714295267,2.059792253436865,3.0046231733921203,0.6855409595711225
26136,G,13,5.530716022374198,3.8838930967429772,2.2122864089496788,3.1968048533001476,0.6920304837080925
26136,Gly,13,0.6126810590706496,-0.41242896724244127,1.7505173116304276,1.5300454205500431,1.1440949975204828
26136,N,13,0.028719232136537695,-0.018338841521998342,2.2942114710320847,4.235385919052775,0.5416770785187799
26136,X,13,0.4259442039960871,-0.09338048184333059,4.267593703624621,8.113040367704386,0.5260165745769798
26136,Xd,13,1.2251120030872271,-1.1584027606256933,5.3798112888169065,5.6321285751515315,0.9552003682146343
26157,E,14,23.13431081411629,10.295407783628196,11.566582132646735,6.0081983309693525,1.925133208906671
26157,F,14,6.687917325754484,-3.2930713196941097,2.6751669303017938,3.0046231733921203,0.8903502289379
26157,G,13,8.44926464318012,-6.145406040441876,3.3797058572720484,3.1968048533001476,1.0572136906583731
