experiment_id,state,n,rmse,mean_bias,weighted_rmse,model_discrepancy_multiplier,postscale_weighted_rmse
26157,Gly,13,0.2400805391829898,0.047028954004946714,0.6859443976656852,1.5300454205500431,0.44831636267313674
26157,N,13,0.06301814589325855,-0.05097628298343242,4.569400563578826,4.235385919052775,1.0788628594677747
26157,X,13,0.8086058326703246,0.11802327916838092,8.593494369490559,8.113040367704386,1.059219969334643
26157,Xd,13,0.991391849680513,-0.9079621015064342,4.5845484259036375,5.6321285751515315,0.8139992481937064
26158,E,14,22.547844196704563,8.915959027470878,11.270961352717578,6.0081983309693525,1.87593030919456
26158,F,14,6.7358118347511775,-2.6136318980316715,2.694324733900471,3.0046231733921203,0.8967263375189467
26158,G,13,8.607712201070635,-6.036603698080421,3.443084880428254,3.1968048533001476,1.0770394310662614
26158,Gly,13,0.31798574468711066,-0.1934424535664673,0.9085306991060305,1.5300454205500431,0.5937932867244023
26158,N,13,0.05773763215811109,-0.04872815388343511,4.333369303495898,4.235385919052775,1.0231344643241003
26158,X,13,0.7294056966285164,0.2911368170488458,8.13538962405517,8.113040367704386,1.0027547325463522
26158,Xd,13,1.0102934739786051,-0.9481078848618986,4.790541464229868,5.6321285751515315,0.8505738816697698
26159,E,15,9.467009784928088,7.176416332640094,4.733237804786661,6.0081983309693525,0.7877965313476941
26159,F,15,10.252953373275616,-8.238182916707292,4.101181349310246,3.0046231733921203,1.364956972185017
26159,G,15,12.982547061863155,-9.935795206562018,5.193018824745263,3.1968048533001476,1.6244403593745704
26159,Gly,15,0.4313243520694161,0.12176978409820831,1.2323552916269032,1.5300454205500431,0.8054370642041974
26159,N,15,0.07944306861325037,-0.0653488355089407,5.758587508701216,4.235385919052775,1.359637024526232
26159,X,15,0.801620890855897,0.1844727072896695,8.590653330320515,8.113040367704386,1.0588697875234747
26159,Xd,15,0.9701665694520821,-0.8542610906033783,4.500220325649462,5.6321285751515315,0.7990265608466482
26210,E,13,5.044694788213659,-1.1376043925856345,2.518958718712464,6.0081983309693525,0.4192535898371483
26210,F,13,5.280613759984736,4.039767659567423,2.1122455039938948,3.0046231733921203,0.702998473385679
26210,G,13,4.9379129888166275,2.184749585717402,1.9751651955266512,3.1968048533001476,0.6178560425693909
26210,Gly,13,0.614627936330332,-0.08148395902072594,1.7560798180866635,1.5300454205500431,1.1477305147290087
26210,N,13,0.041773036609317374,-0.014266321313515285,3.457305406102047,4.235385919052775,0.8162905275170905
26210,X,13,0.6109584417025924,0.2468386030069681,8.904157929439181,8.113040367704386,1.0975118483181718
26210,Xd,13,1.32113332274776,-1.1777649537003376,6.427339212221377,5.6321285751515315,1.1411918471780362
26211,E,14,4.345347663007052,0.1338244342489791,2.172040497899398,6.0081983309693525,0.3615127827428035
26211,F,14,8.53690427868429,5.893773483766892,3.4147617114737154,3.0046231733921203,1.136502487804007
26211,G,14,7.377127056242453,3.2162900853881466,2.9508508224969807,3.1968048533001476,0.9230625446062928
26211,Gly,14,0.5941245369865774,-0.07632272457688935,1.6974986771045069,1.5300454205500431,1.1094433239075119
26211,N,14,0.043699705753530216,-0.01578620982807141,3.60148767773858,4.235385919052775,0.850332825997598
26211,X,14,0.6516521492164848,0.38529008394760755,9.574630834577263,8.113040367704386,1.1801532348700048
26211,Xd,14,1.3376259567475377,-1.193923846586056,6.628706931537323,5.6321285751515315,1.1769452424759281
26212,E,12,8.214947312112285,-6.623498160497857,4.10390970682829,6.0081983309693525,0.683051637239507
26212,F,12,11.06819628650332,9.656840017280855,4.427278514601327,3.0046231733921203,1.4734887735033595
26212,G,12,10.569132829780434,7.405410299695187,4.227653131912174,3.1968048533001476,1.3224620600622068
26212,Gly,12,0.832396536347312,-0.4065189477081172,2.3782758181351773,1.5300454205500431,1.5543824949197913
26212,N,12,0.07346412449250721,-0.03588825707354272,6.098486882708122,4.235385919052775,1.4398893038941822
26212,X,12,0.548868086339275,0.16111959790873098,8.061961900549695,8.113040367704386,0.9937041522241133
26212,Xd,12,1.377151586916234,-1.2857952209084431,6.594194398416479,5.6321285751515315,1.1708174468014632
