experiment_id,sample_id,time_h,analyte,observed_value,log_linear_neighbor_expectation,fold_vs_neighbor_expectation
26157,26157-P-05,50.0,Decanoato de Etilo,16.5076100040894,7.70152130749953,2.1434219740474836
26157,26157-P-08,91.0,Decanoato de Etilo,19.750135860042,15.530270775497307,1.2717187063603896
26157,26157-P-10,115.0,Decanoato de Etilo,14.9852435279222,21.095905421234086,0.710338960509313
26157,26157-P-12,146.0,Decanoato de Etilo,22.9707994059474,16.216326459319696,1.416523000050103
26157,26157-P-05,50.0,Etil Acetato,4682.59488298487,4498.4192859434725,1.0409422922440565
26157,26157-P-08,91.0,Etil Acetato,14079.9482595189,9854.846009823217,1.4287334622463042
26157,26157-P-10,115.0,Etil Acetato,15234.1622895453,14791.369405437588,1.0299358951812083
26157,26157-P-12,146.0,Etil Acetato,15763.7489947126,15652.076714547395,1.0071346622050104
26157,26157-P-08,91.0,Feniletil Acetato,113.403011002358,73.43561432945843,1.54425086571199
26157,26157-P-10,115.0,Feniletil Acetato,119.442934588339,120.03827692455692,0.9950403958514659
26157,26157-P-12,146.0,Feniletil Acetato,129.186661978201,124.69919923214668,1.0359862996208997
26157,26157-P-05,50.0,Hexil Acetato,155.605485725609,21.0705631674141,7.384970420071871
26157,26157-P-08,91.0,Hexil Acetato,296.49009202075,200.9618417356489,1.4753551692204423
26157,26157-P-10,115.0,Hexil Acetato,233.421649178012,269.28412128401976,0.8668229231823779
26157,26157-P-12,146.0,Hexil Acetato,237.804354426785,220.31802099195875,1.0793686025142015
26157,26157-P-08,91.0,Isoamil Acetato,1605.5334511929,961.1880940730265,1.6703634398855955
26157,26157-P-10,115.0,Isoamil Acetato,1713.24136842909,1672.7644591188073,1.0241976143680178
26157,26157-P-12,146.0,Isoamil Acetato,1763.78804595075,1707.9338799252546,1.0327027683460088
26157,26157-P-05,50.0,Octanoato de Etilo,38.3768001866699,23.090059923130493,1.662048531464654
26157,26157-P-08,91.0,Octanoato de Etilo,97.3195154412642,59.60278284614112,1.6328015370101967
26157,26157-P-10,115.0,Octanoato de Etilo,77.1235810837207,102.67721530188878,0.7511265362715965
26157,26157-P-12,146.0,Octanoato de Etilo,110.036436506428,87.08446626883014,1.2635598657370768
26158,26158-P-05,50.0,Decanoato de Etilo,15.6480970427124,4.334816203839049,3.609864018883651
26158,26158-P-08,91.0,Decanoato de Etilo,12.0308519796078,13.343883283486875,0.9016005104373208
26158,26158-P-10,115.0,Decanoato de Etilo,12.1558977092019,13.731369200129416,0.8852647927555056
26158,26158-P-12,146.0,Decanoato de Etilo,16.28838644651595,9.668901708908052,1.6846159922702806
26158,26158-P-05,50.0,Etil Acetato,6519.30322970597,4307.407714706961,1.5135096702006736
26158,26158-P-08,91.0,Etil Acetato,12408.3802149936,10858.731152853312,1.1427099575748398
26158,26158-P-10,115.0,Etil Acetato,14638.0496796741,13179.520438817823,1.1106663362773392
26158,26158-P-12,146.0,Etil Acetato,14246.92944733475,12955.523532252237,1.0996799482373378
26158,26158-P-08,91.0,Feniletil Acetato,97.9197630264898,77.93160422069337,1.2564833485166333
26158,26158-P-10,115.0,Feniletil Acetato,111.111172131249,101.5500760519388,1.0941515403141606
26158,26158-P-12,146.0,Feniletil Acetato,106.43914389581346,96.58480165413634,1.1020278767767713
26158,26158-P-05,50.0,Hexil Acetato,202.960877654901,21.850650812374486,9.28855068884081
26158,26158-P-08,91.0,Hexil Acetato,279.940921366558,235.5338440748833,1.188537988950566
26158,26158-P-10,115.0,Hexil Acetato,256.975634580983,255.5623143072404,1.005530237420074
26158,26158-P-12,146.0,Hexil Acetato,227.1883779749445,201.07458567872092,1.1298711729683655
26158,26158-P-08,91.0,Isoamil Acetato,1480.85790062567,1074.6477103837906,1.3779938172452897
26158,26158-P-10,115.0,Isoamil Acetato,1682.34638418107,1508.3406942361717,1.1153623253750475
26158,26158-P-12,146.0,Isoamil Acetato,1544.59554433912,1456.4346797686237,1.06053197290283
26158,26158-P-05,50.0,Octanoato de Etilo,49.7291679584244,18.461072002862423,2.6937313256084914
26158,26158-P-08,91.0,Octanoato de Etilo,75.9234070499214,66.68722237002855,1.1385000657043993
26158,26158-P-10,115.0,Octanoato de Etilo,79.1838547717578,82.25141719824464,0.9627050507945253
26158,26158-P-12,146.0,Octanoato de Etilo,91.21193516995416,69.26797331966532,1.3167980929515504
26159,26159-P-05,50.0,Decanoato de Etilo,1.44305663738346,2.900969103999322,0.49743950578240875
26159,26159-P-09,115.0,Decanoato de Etilo,10.0307434424595,6.476858573051622,1.5487050287302224
26159,26159-P-11,139.0,Decanoato de Etilo,11.2754217931928,14.27368179775106,0.7899448756780706
26159,26159-P-12,146.0,Decanoato de Etilo,15.8204993265372,11.435574120824363,1.3834460044929286
26159,26159-P-05,50.0,Etil Acetato,3022.12131077924,3399.477515371083,0.8889958227740621
26159,26159-P-09,115.0,Etil Acetato,10265.9411306078,8047.219827707266,1.2757127741510537
26159,26159-P-11,139.0,Etil Acetato,11552.9330030973,11606.645077664667,0.9953722997293396
26159,26159-P-12,146.0,Etil Acetato,12029.7015225945,11603.48081524658,1.0367321422023537
26159,26159-P-11,139.0,Feniletil Acetato,83.2207449384892,84.95431007521435,0.9795941473105916
26159,26159-P-12,146.0,Feniletil Acetato,85.9653127794023,83.87703521144782,1.0248968929658766
26159,26159-P-05,50.0,Hexil Acetato,71.9457039033856,11.806910743311757,6.09352484045334
26159,26159-P-09,115.0,Hexil Acetato,181.441279648338,145.01604674466458,1.251180705317452
26159,26159-P-11,139.0,Hexil Acetato,187.85122941154,197.72062776160035,0.9500841239389535
26159,26159-P-12,146.0,Hexil Acetato,202.738290021068,185.3109464933571,1.0940437888721033
26159,26159-P-09,115.0,Isoamil Acetato,997.467214645297,624.8281464762928,1.5963864948634205
26159,26159-P-11,139.0,Isoamil Acetato,1145.18146160337,1161.498883306013,0.9859514099090666
26159,26159-P-12,146.0,Isoamil Acetato,1214.23807005452,1146.609494563633,1.0589813496325744
26159,26159-P-05,50.0,Octanoato de Etilo,13.2449894050151,12.417805798675843,1.0666127027391152
