ensemble_member,optimized_information_gain,preliminary_information_gain,three_anchor_information_gain,optimized_vs_preliminary_delta,optimized_vs_three_anchor_delta,selected_information_gain
0,29.905696019859572,28.344944143956216,28.81461652392422,1.5607518759033567,1.0910794959353538,29.905696019859572
1,22.191802690861277,20.30940160807724,21.15242496538917,1.8824010827840354,1.0393777254721073,22.191802690861277
2,24.503710091426885,22.874667598927513,22.832961385844495,1.629042492499373,1.6707487055823904,24.503710091426885
3,20.5271716865244,19.058917193461294,19.47908382246086,1.4682544930631067,1.0480878640635396,20.5271716865244
4,19.853241224975886,18.247246043684566,18.276068917340094,1.6059951812913198,1.5771723076357915,19.853241224975886
5,30.12910625033039,28.499864259939923,29.167394860447626,1.6292419903904687,0.9617113898827654,30.12910625033039
6,21.42724181729486,20.099794868806303,21.249183638407754,1.3274469484885572,0.17805817888710607,21.42724181729486
7,20.950650698156135,21.998556363307397,23.080576052355827,-1.0479056651512622,-2.129925354199692,20.950650698156135
8,24.359636563943415,22.006540543999105,23.263092388134933,2.35309601994431,1.0965441758084822,24.359636563943415
9,21.454374783050252,18.573054610268645,19.606407260941754,2.8813201727816065,1.8479675221084975,21.454374783050252
10,25.656134970759336,24.467404745696587,24.044238187030263,1.1887302250627485,1.6118967837290725,25.656134970759336
11,31.250153445013805,29.492535616018007,30.57720922376326,1.757617828995798,0.6729442212505461,31.250153445013805
12,31.35150378983189,29.559158996012233,30.264904427519387,1.7923447938196588,1.086599362312505,31.35150378983189
13,17.053348883446038,15.60817632509006,15.950199652935485,1.4451725583559778,1.103149230510553,17.053348883446038
14,23.184090783535897,21.471479754164196,22.15104195466954,1.7126110293717005,1.033048828866356,23.184090783535897
15,17.86247779643735,16.45878712715241,16.916696725403863,1.4036906692849414,0.9457810710334869,17.86247779643735
16,27.648635853629163,26.13195526375036,26.530510056132943,1.5166805898788027,1.1181257974962193,27.648635853629163
17,30.144224356129126,28.992597331228577,28.94367853908096,1.1516270249005487,1.200545817048166,30.144224356129126
18,24.753635947975173,22.956785022034335,23.446601822271727,1.7968509259408378,1.3070341257034457,24.753635947975173
19,25.75171693901473,24.07578531656178,25.300059143145976,1.67593162245295,0.4516577958687549,25.75171693901473
20,22.14550476305097,20.131198102687502,20.461702936680087,2.0143066603634665,1.6838018263708818,22.14550476305097
21,20.951164435217866,19.118735105459816,19.96694804531909,1.8324293297580496,0.9842163898987764,20.951164435217866
22,22.48811339899783,20.337880620028283,21.614668732370003,2.1502327789695457,0.8734446666278259,22.48811339899783
23,30.827247232935573,29.400059667453046,29.696308826590386,1.4271875654825266,1.1309384063451873,30.827247232935573
24,25.52445562921314,23.86898798990288,24.10505291649495,1.6554676393102596,1.4194027127181883,25.52445562921314
25,14.77144780138256,12.748905190264583,13.94677118155337,2.022542611117977,0.8246766198291908,14.77144780138256
26,23.752886136499225,22.091822663321683,22.831510754592582,1.661063473177542,0.9213753819066426,23.752886136499225
27,23.653013720172208,21.94583934306888,22.120351770926565,1.7071743771033283,1.532661949245643,23.653013720172208
28,27.202170684531037,25.454549629295965,25.943295594304022,1.7476210552350722,1.258875090227015,27.202170684531037
29,27.6347796649486,25.992356457576793,27.24257236489063,1.642423207371806,0.39220730005796867,27.6347796649486
30,17.978016367967893,16.926589466943806,17.26899829638489,1.0514269010240866,0.709018071583003,17.978016367967893
31,22.074329694642184,21.174144390095453,21.87728809510217,0.9001853045467314,0.19704159954001454,22.074329694642184
32,26.41947286093765,24.554369268330536,25.779630419058268,1.8651035926071131,0.6398424418793809,26.41947286093765
33,19.379980814970846,17.466964036893604,18.40190906543221,1.9130167780772425,0.9780717495386355,19.379980814970846
34,24.782673485239034,23.2287168206166,23.91891792076156,1.553956664622433,0.8637555644774721,24.782673485239034
35,26.11871856852201,24.379279691246115,25.37152213894505,1.7394388772758944,0.7471964295769595,26.11871856852201
36,13.994472925771472,12.470953025905086,13.252287800126691,1.5235198998663861,0.7421851256447809,13.994472925771472
37,27.253173337349022,25.812168867231303,26.257991942394472,1.4410044701177185,0.9951813949545496,27.253173337349022
38,25.00812235846477,23.642720041670355,23.46934188410103,1.365402316794416,1.5387804743637403,25.00812235846477
39,18.195635018081614,15.898026696241782,16.808692154467625,2.2976083218398315,1.3869428636139887,18.195635018081614
40,24.125310642797803,22.40483310077172,23.45302401079287,1.7204775420260816,0.6722866320049334,24.125310642797803
41,23.528488735012996,21.813872458567413,21.79256076958924,1.7146162764455823,1.7359279654237554,23.528488735012996
42,26.19290221811315,24.307012080048043,25.47874417828047,1.8858901380651076,0.7141580398326823,26.19290221811315
43,28.50451527191107,27.073512548189495,27.35045401503471,1.4310027237215763,1.1540612568763606,28.50451527191107
44,24.321967773479653,22.803604669891566,23.82847234877656,1.5183631035880865,0.4934954247030916,24.321967773479653
45,21.24357640135391,19.311204148024,20.77981853103113,1.932372253329909,0.46375787032278026,21.24357640135391
46,25.28576947279495,23.628886000925096,24.029882759182758,1.656883471869854,1.2558867136121918,25.28576947279495
47,17.1876860919884,14.976354207447553,15.617431357346316,2.211331884540847,1.5702547346420843,17.1876860919884
48,22.53646859931867,20.70437968686802,21.40658276189694,1.8320889124506508,1.1298858374217318,22.53646859931867
49,24.014485620864054,22.18254465830186,23.122789656692117,1.831940962562193,0.8916959641719373,24.014485620864054
50,28.197227041276886,26.898192600402414,27.479830452943705,1.2990344408744718,0.7173965883331803,28.197227041276886
51,26.380645944299896,24.655873638210902,25.701467870766972,1.724772306088994,0.679178073532924,26.380645944299896
52,21.465865048322268,19.36807898314918,20.44870771871594,2.0977860651730893,1.0171573296063272,21.465865048322268
53,29.557891201689632,27.782971049858947,28.472117097937446,1.7749201518306847,1.0857741037521862,29.557891201689632
54,23.502097636045743,21.837809878985805,21.591755119758542,1.6642877570599381,1.9103425162872014,23.502097636045743
55,21.113480557824712,19.13272309003874,19.153883406037362,1.9807574677859705,1.9595971517873494,21.113480557824712
56,22.494187654940067,21.047493235056738,21.190467282059256,1.446694419883329,1.3037203728808109,22.494187654940067
57,19.895244872694537,18.32454322032152,19.254538860727717,1.5707016523730175,0.6407060119668202,19.895244872694537
58,30.332789387091584,29.120196897262726,29.12117176653228,1.2125924898288574,1.211617620559302,30.332789387091584
59,21.282531403177142,19.366564407139595,20.38123827725241,1.9159669960375467,0.901293125924731,21.282531403177142
60,22.62717538614552,21.123253689683683,21.562976602748552,1.5039216964618376,1.064198783396968,22.62717538614552
61,25.53874562852317,23.913308368203996,24.93149948665179,1.625437260319174,0.6072461418713786,25.53874562852317
62,20.54573766730618,18.734971736628044,19.03229089609783,1.8107659306781372,1.5134467712083506,20.54573766730618
63,17.36660814869408,15.53567531321919,15.981834087818573,1.83093283547489,1.3847740608755075,17.36660814869408
