ensemble_member,policy,drying_time_h
0,anchor_18C,191.34448092983013
0,refined_2_A,142.7378837007618
0,refined_2_B,151.2464592354
1,anchor_18C,187.88101579536078
1,refined_2_A,138.76810180800925
1,refined_2_B,144.73634186464747
2,anchor_18C,203.83544637455327
2,refined_2_A,149.92073325338947
2,refined_2_B,158.63769998945656
3,anchor_18C,197.62540735290705
3,refined_2_A,145.70899405950755
3,refined_2_B,152.02285096435418
4,anchor_18C,191.23846689214983
4,refined_2_A,141.06206534563765
4,refined_2_B,145.68037386615057
5,anchor_18C,202.7288146681163
5,refined_2_A,149.59259389308815
5,refined_2_B,156.7083929678754
6,anchor_18C,190.67270197315466
6,refined_2_A,146.85735176328757
6,refined_2_B,155.65805587840518
7,anchor_18C,429.57187556423685
7,refined_2_A,306.3543951273749
7,refined_2_B,348.404339085599
8,anchor_18C,201.54462447246917
8,refined_2_A,147.7902882377724
8,refined_2_B,150.25134780996447
9,anchor_18C,153.37337343111733
9,refined_2_A,113.24778618387167
9,refined_2_B,107.9098674356569
10,anchor_18C,200.74318373721968
10,refined_2_A,146.96778129614574
10,refined_2_B,153.77268579026713
11,anchor_18C,191.88014936060534
11,refined_2_A,141.6925256839129
11,refined_2_B,147.97825987796415
12,anchor_18C,200.92146923328443
12,refined_2_A,146.75719032514994
12,refined_2_B,153.6461563370362
13,anchor_18C,185.85991505935348
13,refined_2_A,137.88450155260298
13,refined_2_B,143.63390158599177
14,anchor_18C,183.4841029861539
14,refined_2_A,136.97868734815933
14,refined_2_B,143.46840493536874
15,anchor_18C,197.34245675743517
15,refined_2_A,145.14409180778594
15,refined_2_B,152.54285943208038
16,anchor_18C,210.7938803103624
16,refined_2_A,152.72767665970647
16,refined_2_B,159.60197990377597
17,anchor_18C,184.13400735101553
17,refined_2_A,136.44068869712717
17,refined_2_B,142.1265542775051
18,anchor_18C,191.2313529395892
18,refined_2_A,142.1934450344351
18,refined_2_B,148.77535458574053
19,anchor_18C,212.41038547436546
19,refined_2_A,154.35199474465227
19,refined_2_B,162.89042085078984
20,anchor_18C,206.49719905737476
20,refined_2_A,151.198112131271
20,refined_2_B,159.6560692878302
21,anchor_18C,201.87653395350844
21,refined_2_A,149.5342065453695
21,refined_2_B,158.24631393163807
22,anchor_18C,190.64187256852483
22,refined_2_A,141.0354184527076
22,refined_2_B,146.09433145351386
23,anchor_18C,187.0178556055647
23,refined_2_A,138.7594665911235
23,refined_2_B,145.7297543620373
24,anchor_18C,185.70576107805027
24,refined_2_A,138.7345141061422
24,refined_2_B,145.70583736872993
25,anchor_18C,192.5030152605377
25,refined_2_A,143.14351909288015
25,refined_2_B,150.30319884781045
26,anchor_18C,185.61075018138655
26,refined_2_A,139.0549821839994
26,refined_2_B,146.72177324476178
27,anchor_18C,188.79028241087215
27,refined_2_A,139.8396070400139
27,refined_2_B,144.68067090301307
28,anchor_18C,183.1316703736225
28,refined_2_A,136.45415483998326
28,refined_2_B,142.50217380882123
29,anchor_18C,193.08438495187553
29,refined_2_A,143.81589764954157
29,refined_2_B,152.58147180107642
30,anchor_18C,196.3516232747461
30,refined_2_A,150.79077907316588
30,refined_2_B,160.0057028027576
31,anchor_18C,197.06150502912735
31,refined_2_A,151.22684557475512
31,refined_2_B,160.43512311626975
32,anchor_18C,183.6658791048723
32,refined_2_A,137.21993931364392
32,refined_2_B,143.971248484996
33,anchor_18C,193.76969342548918
33,refined_2_A,143.33894456244604
33,refined_2_B,151.41339961189243
34,anchor_18C,187.0415095713221
34,refined_2_A,138.47094063307884
34,refined_2_B,143.80928701387725
35,anchor_18C,194.43289344413287
35,refined_2_A,143.7221568257801
35,refined_2_B,149.6124186754429
36,anchor_18C,189.09253020570162
36,refined_2_A,139.29032475780375
36,refined_2_B,143.14401145472422
37,anchor_18C,202.21040072787278
37,refined_2_A,148.5291134977043
37,refined_2_B,156.9435652589845
38,anchor_18C,189.7717709162923
38,refined_2_A,139.79796094134463
38,refined_2_B,143.74255108139096
39,anchor_18C,193.53655915234617
39,refined_2_A,142.70441041255177
39,refined_2_B,147.72739201819041
40,anchor_18C,195.67190684822606
40,refined_2_A,144.77897811733592
40,refined_2_B,150.85352570982744
41,anchor_18C,198.1850007128149
41,refined_2_A,148.058797494088
41,refined_2_B,159.0842964802754
42,anchor_18C,186.9410118810854
42,refined_2_A,139.37709673538052
42,refined_2_B,146.55283362477257
43,anchor_18C,187.15092160146196
43,refined_2_A,138.41021570185936
43,refined_2_B,144.4130329622954
44,anchor_18C,198.78018552512953
44,refined_2_A,146.09152897115382
44,refined_2_B,155.04321242604925
45,anchor_18C,180.89219999218713
45,refined_2_A,135.57891175612303
45,refined_2_B,142.15282004541478
46,anchor_18C,198.62299277579498
46,refined_2_A,145.87176631930396
46,refined_2_B,152.95645155562502
47,anchor_18C,196.43549670105693
47,refined_2_A,145.11560756073123
47,refined_2_B,151.4526775784146
48,anchor_18C,185.09862106860749
48,refined_2_A,137.83581827761518
48,refined_2_B,144.14526943668912
49,anchor_18C,194.89324443751855
49,refined_2_A,144.5052854160168
49,refined_2_B,151.28856980593375
50,anchor_18C,202.67150177407066
50,refined_2_A,148.60133391599453
50,refined_2_B,156.6394170450926
51,anchor_18C,203.43254257870052
51,refined_2_A,149.86308767601452
51,refined_2_B,157.22643279219125
52,anchor_18C,195.3475223693459
52,refined_2_A,144.86578304423233
52,refined_2_B,152.05721302463405
53,anchor_18C,190.99639758105803
53,refined_2_A,141.8246038190583
53,refined_2_B,148.27658876210438
54,anchor_18C,203.4180099082287
54,refined_2_A,150.751912857763
54,refined_2_B,159.7093920218756
55,anchor_18C,187.07257352590116
55,refined_2_A,138.60598978033315
55,refined_2_B,145.08569633165732
56,anchor_18C,207.09334573915135
56,refined_2_A,151.21665536436376
56,refined_2_B,159.10314985832358
57,anchor_18C,203.46065585632272
57,refined_2_A,150.62739858405908
57,refined_2_B,158.73462190409387
58,anchor_18C,180.03406050442783
58,refined_2_A,133.7850794239939
58,refined_2_B,138.78952609996747
59,anchor_18C,196.88122120031213
59,refined_2_A,144.87206714670958
59,refined_2_B,153.10822476620964
60,anchor_18C,186.12658910205394
60,refined_2_A,138.1530646372604
60,refined_2_B,144.0416027834832
61,anchor_18C,195.34959121313938
61,refined_2_A,144.2170387240637
61,refined_2_B,150.32657801886558
62,anchor_18C,198.4231015942181
62,refined_2_A,145.97231903694552
62,refined_2_B,154.54332991847457
63,anchor_18C,200.88551546157692
63,refined_2_A,147.8801922726175
63,refined_2_B,156.8392622707227
