variable_index,value
0,26.96382293872791
1,1.0
2,1.0
3,0.0
4,0.0
5,1.0
6,2.0
7,0.0
8,0.0
9,15.0
10,21.26345243679225
11,0.0
12,0.0
13,1.0
14,1.0
15,0.0
16,0.0
17,1.0
18,0.0
19,80.0
20,80.0
21,0.0
22,26.99999718381855
23,1.0
24,1.0
25,1.0
26,0.0
27,1.0
28,2.0
29,5.0
30,0.0
31,15.00000027280991
32,19.193651329360254
33,23.145882007030615
34,0.0
35,1.0
36,1.0
37,0.0
38,0.0
39,1.0
40,0.0
41,80.0
42,80.0
43,0.0
