sample_id,analyte,station,value_raw,unit,analysis_datetime_raw,source_file,session_datetime,value,analysis_datetime,source_kind,process,analyte_canonical,analyte_priority,is_numeric
DOE-LAB001-3,ACETALDEHID-1000,ST1,76,mg/L,16-06-2026 12:52:02,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,76.0,2026-06-16 12:52:02,EXPAuto,F1,acetaldehyde_mg_l,0,True
DOE-LAB001-4,ACETIC ACID,ST1,"0,33",g/L,16-06-2026 15:43:36,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,0.33,2026-06-16 15:43:36,EXPAuto,F1,acetic_acid_g_l,0,True
DOE-LAB001-4,AMMONIA,ST1,195,mg/L,16-06-2026 15:29:11,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,195.0,2026-06-16 15:29:11,EXPAuto,F1,ammonia_mg_l,0,True
DOE-LAB001-4,GLYCEROL,ST1,"1,55",g/L,16-06-2026 15:43:37,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,1.55,2026-06-16 15:43:37,EXPAuto,F1,glycerol_g_l,0,True
DOE-LAB001-4,PAN,ST1,57,mg/L,16-06-2026 15:27:35,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,57.0,2026-06-16 15:27:35,EXPAuto,F1,pan_mg_l,0,True
DOE-LAB001-4,PYRUVIC ACID,ST1,44,mg/L,16-06-2026 15:40:48,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,44.0,2026-06-16 15:40:48,EXPAuto,F1,pyruvic_acid_mg_l,0,True
DOE-LAB001-4,GLU-FRU-320,ST1,"200,35",g/L,16-06-2026 15:41:12,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,200.35,2026-06-16 15:41:12,EXPAuto,F1,sugar_total_g_l,0,True
DOE-LAB001-4,GLUCOSE-320,ST1,"85,94",g/L,16-06-2026 15:40:48,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,85.94,2026-06-16 15:40:48,EXPAuto,F1,glucose_g_l,0,True
DOE-LAB001-4,ACETALDEHID-1000,ST1,62,mg/L,16-06-2026 15:43:12,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,62.0,2026-06-16 15:43:12,EXPAuto,F1,acetaldehyde_mg_l,0,True
DOE-LAB001-5,ACETIC ACID,ST1,"0,33",g/L,16-06-2026 17:21:18,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,0.33,2026-06-16 17:21:18,EXPAuto,F1,acetic_acid_g_l,0,True
DOE-LAB001-5,AMMONIA,ST1,170,mg/L,16-06-2026 17:09:17,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,170.0,2026-06-16 17:09:17,EXPAuto,F1,ammonia_mg_l,0,True
DOE-LAB001-5,GLYCEROL,ST1,"1,83",g/L,16-06-2026 17:21:19,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,1.83,2026-06-16 17:21:19,EXPAuto,F1,glycerol_g_l,0,True
DOE-LAB001-5,PAN,ST1,52,mg/L,16-06-2026 17:07:41,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,52.0,2026-06-16 17:07:41,EXPAuto,F1,pan_mg_l,0,True
DOE-LAB001-5,PYRUVIC ACID,ST1,64,mg/L,16-06-2026 17:26:30,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,64.0,2026-06-16 17:26:30,EXPAuto,F1,pyruvic_acid_mg_l,0,True
DOE-LAB001-5,GLU-FRU-320,ST1,"182,54",g/L,16-06-2026 17:18:54,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,182.54,2026-06-16 17:18:54,EXPAuto,F1,sugar_total_g_l,0,True
DOE-LAB001-5,GLUCOSE-320,ST1,"77,19",g/L,16-06-2026 17:18:30,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,77.19,2026-06-16 17:18:30,EXPAuto,F1,glucose_g_l,0,True
DOE-LAB001-5,ACETALDEHID-1000,ST1,61,mg/L,16-06-2026 17:31:19,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,61.0,2026-06-16 17:31:19,EXPAuto,F1,acetaldehyde_mg_l,0,True
DOE-LAB002-2,ACETIC ACID,ST1,"0,20",g/L,16-06-2026 09:45:57,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,0.2,2026-06-16 09:45:57,EXPAuto,F2,acetic_acid_g_l,0,True
DOE-LAB002-2,AMMONIA,ST1,-3,mg/L,16-06-2026 09:26:43,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,-3.0,2026-06-16 09:26:43,EXPAuto,F2,ammonia_mg_l,0,True
DOE-LAB002-2,GLYCEROL,ST1,"1,27",g/L,16-06-2026 09:45:57,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,1.27,2026-06-16 09:45:57,EXPAuto,F2,glycerol_g_l,0,True
DOE-LAB002-2,PAN,ST1,10,mg/L,16-06-2026 09:25:07,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,10.0,2026-06-16 09:25:07,EXPAuto,F2,pan_mg_l,0,True
DOE-LAB002-2,PYRUVIC ACID,ST1,22,mg/L,16-06-2026 09:43:09,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,22.0,2026-06-16 09:43:09,EXPAuto,F2,pyruvic_acid_mg_l,0,True
DOE-LAB002-2,GLU-FRU-320,ST1,"131,24",g/L,16-06-2026 09:42:45,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,131.24,2026-06-16 09:42:45,EXPAuto,F2,sugar_total_g_l,0,True
DOE-LAB002-2,GLUCOSE-320,ST1,"55,23",g/L,16-06-2026 09:41:57,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,55.23,2026-06-16 09:41:57,EXPAuto,F2,glucose_g_l,0,True
DOE-LAB002-2,ACETALDEHID-1000,ST1,45,mg/L,16-06-2026 09:45:33,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,45.0,2026-06-16 09:45:33,EXPAuto,F2,acetaldehyde_mg_l,0,True
DOE-LAB002-3,ACETIC ACID,ST1,"0,21",g/L,16-06-2026 13:20:43,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,0.21,2026-06-16 13:20:43,EXPAuto,F2,acetic_acid_g_l,0,True
DOE-LAB002-3,AMMONIA,ST1,6,mg/L,16-06-2026 12:44:49,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,6.0,2026-06-16 12:44:49,EXPAuto,F2,ammonia_mg_l,0,True
DOE-LAB002-3,GLYCEROL,ST1,"1,47",g/L,16-06-2026 13:20:44,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,1.47,2026-06-16 13:20:44,EXPAuto,F2,glycerol_g_l,0,True
DOE-LAB002-3,PAN,ST1,9,mg/L,16-06-2026 12:43:13,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,9.0,2026-06-16 12:43:13,EXPAuto,F2,pan_mg_l,0,True
DOE-LAB002-3,PYRUVIC ACID,ST1,45,mg/L,16-06-2026 13:17:55,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,45.0,2026-06-16 13:17:55,EXPAuto,F2,pyruvic_acid_mg_l,0,True
DOE-LAB002-3,GLU-FRU-320,ST1,"129,17",g/L,16-06-2026 13:17:31,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,129.17,2026-06-16 13:17:31,EXPAuto,F2,sugar_total_g_l,0,True
DOE-LAB002-3,GLUCOSE-320,ST1,"52,25",g/L,16-06-2026 13:16:43,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,52.25,2026-06-16 13:16:43,EXPAuto,F2,glucose_g_l,0,True
DOE-LAB002-3,ACETALDEHID-1000,ST1,46,mg/L,16-06-2026 13:20:19,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,46.0,2026-06-16 13:20:19,EXPAuto,F2,acetaldehyde_mg_l,0,True
DOE-LAB002-4,ACETIC ACID,ST1,"0,22",g/L,16-06-2026 15:51:13,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,0.22,2026-06-16 15:51:13,EXPAuto,F2,acetic_acid_g_l,0,True
DOE-LAB002-4,AMMONIA,ST1,6,mg/L,16-06-2026 15:29:59,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,6.0,2026-06-16 15:29:59,EXPAuto,F2,ammonia_mg_l,0,True
DOE-LAB002-4,GLYCEROL,ST1,"1,41",g/L,16-06-2026 15:51:13,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,1.41,2026-06-16 15:51:13,EXPAuto,F2,glycerol_g_l,0,True
DOE-LAB002-4,PAN,ST1,10,mg/L,16-06-2026 15:28:23,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,10.0,2026-06-16 15:28:23,EXPAuto,F2,pan_mg_l,0,True
DOE-LAB002-4,PYRUVIC ACID,ST1,37,mg/L,16-06-2026 15:48:25,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,37.0,2026-06-16 15:48:25,EXPAuto,F2,pyruvic_acid_mg_l,0,True
DOE-LAB002-4,GLU-FRU-320,ST1,"113,05",g/L,16-06-2026 15:48:01,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,113.05,2026-06-16 15:48:01,EXPAuto,F2,sugar_total_g_l,0,True
DOE-LAB002-4,GLUCOSE-320,ST1,"52,35",g/L,16-06-2026 15:47:12,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,52.35,2026-06-16 15:47:12,EXPAuto,F2,glucose_g_l,0,True
DOE-LAB002-4,ACETALDEHID-1000,ST1,42,mg/L,16-06-2026 15:50:49,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,42.0,2026-06-16 15:50:49,EXPAuto,F2,acetaldehyde_mg_l,0,True
DOE-LAB002-5,AMMONIA,ST1,-1,mg/L,16-06-2026 17:10:05,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,-1.0,2026-06-16 17:10:05,EXPAuto,F2,ammonia_mg_l,0,True
DOE-LAB002-5,GLYCEROL,ST1,"1,57",g/L,16-06-2026 17:36:56,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,1.57,2026-06-16 17:36:56,EXPAuto,F2,glycerol_g_l,0,True
DOE-LAB002-5,PAN,ST1,10,mg/L,16-06-2026 17:08:29,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,10.0,2026-06-16 17:08:29,EXPAuto,F2,pan_mg_l,0,True
DOE-LAB002-5,PYRUVIC ACID,ST1,26,mg/L,16-06-2026 17:34:08,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,26.0,2026-06-16 17:34:08,EXPAuto,F2,pyruvic_acid_mg_l,0,True
DOE-LAB002-5,GLU-FRU-320,ST1,"126,83",g/L,16-06-2026 17:34:07,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,126.83,2026-06-16 17:34:07,EXPAuto,F2,sugar_total_g_l,0,True
DOE-LAB002-5,GLUCOSE-320,ST1,"53,77",g/L,16-06-2026 17:33:43,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,53.77,2026-06-16 17:33:43,EXPAuto,F2,glucose_g_l,0,True
DOE-LAB002-5,ACETALDEHID-1000,ST1,46,mg/L,16-06-2026 17:36:07,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,46.0,2026-06-16 17:36:07,EXPAuto,F2,acetaldehyde_mg_l,0,True
DOE-LAB003-2,ACETIC ACID,ST1,"0,21",g/L,16-06-2026 09:53:34,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,0.21,2026-06-16 09:53:34,EXPAuto,F3,acetic_acid_g_l,0,True
DOE-LAB003-2,AMMONIA,ST1,125,mg/L,16-06-2026 09:29:07,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,125.0,2026-06-16 09:29:07,EXPAuto,F3,ammonia_mg_l,0,True
DOE-LAB003-2,GLYCEROL,ST1,"1,08",g/L,16-06-2026 09:53:34,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,1.08,2026-06-16 09:53:34,EXPAuto,F3,glycerol_g_l,0,True
DOE-LAB003-2,PAN,ST1,37,mg/L,16-06-2026 09:27:31,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,37.0,2026-06-16 09:27:31,EXPAuto,F3,pan_mg_l,0,True
DOE-LAB003-2,PYRUVIC ACID,ST1,23,mg/L,16-06-2026 09:50:46,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,23.0,2026-06-16 09:50:46,EXPAuto,F3,pyruvic_acid_mg_l,0,True
DOE-LAB003-2,GLU-FRU-320,ST1,"148,94",g/L,16-06-2026 09:50:22,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,148.94,2026-06-16 09:50:22,EXPAuto,F3,sugar_total_g_l,0,True
DOE-LAB003-2,GLUCOSE-320,ST1,"27,86",g/L,16-06-2026 09:49:34,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,27.86,2026-06-16 09:49:34,EXPAuto,F3,glucose_g_l,0,True
DOE-LAB003-2,ACETALDEHID-1000,ST1,47,mg/L,16-06-2026 09:53:10,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,47.0,2026-06-16 09:53:10,EXPAuto,F3,acetaldehyde_mg_l,0,True
DOE-LAB003-3,ACETIC ACID,ST1,"0,25",g/L,16-06-2026 13:28:20,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,0.25,2026-06-16 13:28:20,EXPAuto,F3,acetic_acid_g_l,0,True
DOE-LAB003-3,AMMONIA,ST1,112,mg/L,16-06-2026 12:47:14,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,112.0,2026-06-16 12:47:14,EXPAuto,F3,ammonia_mg_l,0,True
DOE-LAB003-3,GLYCEROL,ST1,"1,17",g/L,16-06-2026 13:28:20,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,1.17,2026-06-16 13:28:20,EXPAuto,F3,glycerol_g_l,0,True
DOE-LAB003-3,PAN,ST1,35,mg/L,16-06-2026 12:45:38,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,35.0,2026-06-16 12:45:38,EXPAuto,F3,pan_mg_l,0,True
DOE-LAB003-3,PYRUVIC ACID,ST1,34,mg/L,16-06-2026 13:25:32,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,34.0,2026-06-16 13:25:32,EXPAuto,F3,pyruvic_acid_mg_l,0,True
DOE-LAB003-3,GLU-FRU-320,ST1,"169,43",g/L,16-06-2026 13:25:08,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,169.43,2026-06-16 13:25:08,EXPAuto,F3,sugar_total_g_l,0,True
DOE-LAB003-3,GLUCOSE-320,ST1,"27,99",g/L,16-06-2026 13:24:20,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,27.99,2026-06-16 13:24:20,EXPAuto,F3,glucose_g_l,0,True
DOE-LAB003-3,ACETALDEHID-1000,ST1,53,mg/L,16-06-2026 13:27:56,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,53.0,2026-06-16 13:27:56,EXPAuto,F3,acetaldehyde_mg_l,0,True
DOE-LAB003-4,ACETIC ACID,ST1,"0,25",g/L,16-06-2026 15:58:01,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,0.25,2026-06-16 15:58:01,EXPAuto,F3,acetic_acid_g_l,0,True
DOE-LAB003-4,AMMONIA,ST1,101,mg/L,16-06-2026 15:32:23,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,101.0,2026-06-16 15:32:23,EXPAuto,F3,ammonia_mg_l,0,True
DOE-LAB003-4,GLYCEROL,ST1,"1,17",g/L,16-06-2026 15:58:01,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,1.17,2026-06-16 15:58:01,EXPAuto,F3,glycerol_g_l,0,True
DOE-LAB003-4,PAN,ST1,31,mg/L,16-06-2026 15:30:47,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,31.0,2026-06-16 15:30:47,EXPAuto,F3,pan_mg_l,0,True
DOE-LAB003-4,PYRUVIC ACID,ST1,42,mg/L,16-06-2026 16:05:14,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,42.0,2026-06-16 16:05:14,EXPAuto,F3,pyruvic_acid_mg_l,0,True
DOE-LAB003-4,GLU-FRU-320,ST1,"168,36",g/L,16-06-2026 16:10:02,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,168.36,2026-06-16 16:10:02,EXPAuto,F3,sugar_total_g_l,0,True
DOE-LAB003-4,GLUCOSE-320,ST1,"26,01",g/L,16-06-2026 15:54:49,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,26.01,2026-06-16 15:54:49,EXPAuto,F3,glucose_g_l,0,True
DOE-LAB003-4,ACETALDEHID-1000,ST1,54,mg/L,16-06-2026 15:57:37,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,54.0,2026-06-16 15:57:37,EXPAuto,F3,acetaldehyde_mg_l,0,True
DOE-LAB003-5,AMMONIA,ST1,96,mg/L,16-06-2026 17:12:29,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,96.0,2026-06-16 17:12:29,EXPAuto,F3,ammonia_mg_l,0,True
DOE-LAB003-5,GLYCEROL,ST1,"1,45",g/L,16-06-2026 17:43:20,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,1.45,2026-06-16 17:43:20,EXPAuto,F3,glycerol_g_l,0,True
DOE-LAB003-5,PAN,ST1,28,mg/L,16-06-2026 17:10:53,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,28.0,2026-06-16 17:10:53,EXPAuto,F3,pan_mg_l,0,True
DOE-LAB003-5,PYRUVIC ACID,ST1,50,mg/L,16-06-2026 17:40:56,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,50.0,2026-06-16 17:40:56,EXPAuto,F3,pyruvic_acid_mg_l,0,True
DOE-LAB003-5,GLU-FRU-320,ST1,"169,38",g/L,16-06-2026 17:41:20,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,169.38,2026-06-16 17:41:20,EXPAuto,F3,sugar_total_g_l,0,True
DOE-LAB003-5,GLUCOSE-320,ST1,"26,96",g/L,16-06-2026 17:40:32,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,26.96,2026-06-16 17:40:32,EXPAuto,F3,glucose_g_l,0,True
DOE-LAB003-5,ACETALDEHID-1000,ST1,61,mg/L,16-06-2026 17:44:08,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-16 09-10).txt,2026-06-16 09:10:00,61.0,2026-06-16 17:44:08,EXPAuto,F3,acetaldehyde_mg_l,0,True
DOE-LAB001-6,ACETIC ACID,ST1,"0,57",g/L,17-06-2026 10:58:44,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,0.57,2026-06-17 10:58:44,EXPAuto,F1,acetic_acid_g_l,0,True
DOE-LAB001-6,AMMONIA,ST1,124,mg/L,17-06-2026 10:49:31,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,124.0,2026-06-17 10:49:31,EXPAuto,F1,ammonia_mg_l,0,True
DOE-LAB001-6,GLYCEROL,ST1,"3,30",g/L,17-06-2026 10:58:44,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,3.3,2026-06-17 10:58:44,EXPAuto,F1,glycerol_g_l,0,True
DOE-LAB001-6,PAN,ST1,30,mg/L,17-06-2026 10:47:55,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,30.0,2026-06-17 10:47:55,EXPAuto,F1,pan_mg_l,0,True
DOE-LAB001-6,PYRUVIC ACID,ST1,106,mg/L,17-06-2026 10:55:56,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,106.0,2026-06-17 10:55:56,EXPAuto,F1,pyruvic_acid_mg_l,0,True
DOE-LAB001-6,GLU-FRU-320,ST1,"181,07",g/L,17-06-2026 10:56:20,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,181.07,2026-06-17 10:56:20,EXPAuto,F1,sugar_total_g_l,0,True
DOE-LAB001-6,GLUCOSE-320,ST1,"73,36",g/L,17-06-2026 10:55:55,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,73.36,2026-06-17 10:55:55,EXPAuto,F1,glucose_g_l,0,True
DOE-LAB001-6,ACETALDEHID-1000,ST1,267,mg/L,17-06-2026 10:58:20,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,267.0,2026-06-17 10:58:20,EXPAuto,F1,acetaldehyde_mg_l,0,True
DOE-LAB001-7,ACETIC ACID,ST1,"0,60",g/L,17-06-2026 13:32:28,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-17 10-33).txt,2026-06-17 10:33:00,0.6,2026-06-17 13:32:28,EXPAuto,F1,acetic_acid_g_l,0,True
