sample_id,analyte,station,value_raw,unit,analysis_datetime_raw,source_file,session_datetime,value,analysis_datetime,source_kind,process,analyte_canonical,analyte_priority,is_numeric
DOE-LAB002-10,PAN,ST1,8,mg/L,18-06-2026 12:51:08,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,8.0,2026-06-18 12:51:08,EXPAuto,F2,pan_mg_l,0,True
DOE-LAB002-10,PYRUVIC ACID,ST1,50,mg/L,18-06-2026 13:19:34,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,50.0,2026-06-18 13:19:34,EXPAuto,F2,pyruvic_acid_mg_l,0,True
DOE-LAB002-10,GLU-FRU-320,ST1,"126,47",g/L,18-06-2026 13:20:46,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,126.47,2026-06-18 13:20:46,EXPAuto,F2,sugar_total_g_l,0,True
DOE-LAB002-10,GLUCOSE-320,ST1,"60,44",g/L,18-06-2026 13:20:22,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,60.44,2026-06-18 13:20:22,EXPAuto,F2,glucose_g_l,0,True
DOE-LAB002-10,ACETALDEHID-1000,ST1,53,mg/L,18-06-2026 13:21:11,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,53.0,2026-06-18 13:21:11,EXPAuto,F2,acetaldehyde_mg_l,0,True
DOE-LAB002-11,ACETIC ACID,ST1,"0,21",g/L,18-06-2026 17:30:42,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,0.21,2026-06-18 17:30:42,EXPAuto,F2,acetic_acid_g_l,0,True
DOE-LAB002-11,AMMONIA,ST1,-1,mg/L,18-06-2026 16:53:16,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,-1.0,2026-06-18 16:53:16,EXPAuto,F2,ammonia_mg_l,0,True
DOE-LAB002-11,GLYCEROL,ST1,"2,65",g/L,18-06-2026 17:30:43,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,2.65,2026-06-18 17:30:43,EXPAuto,F2,glycerol_g_l,0,True
DOE-LAB002-11,PAN,ST1,14,mg/L,18-06-2026 16:51:40,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,14.0,2026-06-18 16:51:40,EXPAuto,F2,pan_mg_l,0,True
DOE-LAB002-11,PYRUVIC ACID,ST1,52,mg/L,18-06-2026 17:37:07,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,52.0,2026-06-18 17:37:07,EXPAuto,F2,pyruvic_acid_mg_l,0,True
DOE-LAB002-11,GLU-FRU-320,ST1,"123,45",g/L,18-06-2026 17:27:30,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,123.45,2026-06-18 17:27:30,EXPAuto,F2,sugar_total_g_l,0,True
DOE-LAB002-11,GLUCOSE-320,ST1,"55,31",g/L,18-06-2026 17:26:42,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,55.31,2026-06-18 17:26:42,EXPAuto,F2,glucose_g_l,0,True
DOE-LAB002-11,ACETALDEHID-1000,ST1,60,mg/L,18-06-2026 17:30:18,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,60.0,2026-06-18 17:30:18,EXPAuto,F2,acetaldehyde_mg_l,0,True
DOE-LAB002-9,ACETIC ACID,ST1,"0,23",g/L,18-06-2026 11:27:53,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,0.23,2026-06-18 11:27:53,EXPAuto,F2,acetic_acid_g_l,0,True
DOE-LAB002-9,AMMONIA,ST1,-3,mg/L,18-06-2026 11:11:51,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,-3.0,2026-06-18 11:11:51,EXPAuto,F2,ammonia_mg_l,0,True
DOE-LAB002-9,GLYCEROL,ST1,"2,45",g/L,18-06-2026 11:27:54,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,2.45,2026-06-18 11:27:54,EXPAuto,F2,glycerol_g_l,0,True
DOE-LAB002-9,PAN,ST1,10,mg/L,18-06-2026 11:10:15,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,10.0,2026-06-18 11:10:15,EXPAuto,F2,pan_mg_l,0,True
DOE-LAB002-9,PYRUVIC ACID,ST1,51,mg/L,18-06-2026 11:25:05,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,51.0,2026-06-18 11:25:05,EXPAuto,F2,pyruvic_acid_mg_l,0,True
DOE-LAB002-9,GLU-FRU-320,ST1,"127,93",g/L,18-06-2026 11:24:41,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,127.93,2026-06-18 11:24:41,EXPAuto,F2,sugar_total_g_l,0,True
DOE-LAB002-9,GLUCOSE-320,ST1,"59,49",g/L,18-06-2026 11:23:53,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,59.49,2026-06-18 11:23:53,EXPAuto,F2,glucose_g_l,0,True
DOE-LAB002-9,ACETALDEHID-1000,ST1,63,mg/L,18-06-2026 11:27:29,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,63.0,2026-06-18 11:27:29,EXPAuto,F2,acetaldehyde_mg_l,0,True
DOE-LAB003-10,ACETIC ACID,ST1,"0,52",g/L,18-06-2026 13:30:23,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,0.52,2026-06-18 13:30:23,EXPAuto,F3,acetic_acid_g_l,0,True
DOE-LAB003-10,AMMONIA,ST1,2,mg/L,18-06-2026 12:55:08,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,2.0,2026-06-18 12:55:08,EXPAuto,F3,ammonia_mg_l,0,True
DOE-LAB003-10,GLYCEROL,ST1,"4,44",g/L,18-06-2026 13:30:24,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,4.44,2026-06-18 13:30:24,EXPAuto,F3,glycerol_g_l,0,True
DOE-LAB003-10,PAN,ST1,15,mg/L,18-06-2026 12:53:32,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,15.0,2026-06-18 12:53:32,EXPAuto,F3,pan_mg_l,0,True
DOE-LAB003-10,PYRUVIC ACID,ST1,79,mg/L,18-06-2026 13:27:35,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,79.0,2026-06-18 13:27:35,EXPAuto,F3,pyruvic_acid_mg_l,0,True
DOE-LAB003-10,GLU-FRU-320,ST1,"103,95",g/L,18-06-2026 14:34:49,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,103.95,2026-06-18 14:34:49,EXPAuto,F3,sugar_total_g_l,0,True
DOE-LAB003-10,GLUCOSE-320,ST1,"10,36",g/L,18-06-2026 13:25:59,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,10.36,2026-06-18 13:25:59,EXPAuto,F3,glucose_g_l,0,True
DOE-LAB003-10,ACETALDEHID-1000,ST1,109,mg/L,18-06-2026 14:36:01,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,109.0,2026-06-18 14:36:01,EXPAuto,F3,acetaldehyde_mg_l,0,True
DOE-LAB003-11,ACETIC ACID,ST1,"0,49",g/L,18-06-2026 17:37:55,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,0.49,2026-06-18 17:37:55,EXPAuto,F3,acetic_acid_g_l,0,True
DOE-LAB003-11,AMMONIA,ST1,0,mg/L,18-06-2026 16:55:40,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,0.0,2026-06-18 16:55:40,EXPAuto,F3,ammonia_mg_l,0,True
DOE-LAB003-11,GLYCEROL,ST1,"4,38",g/L,18-06-2026 17:37:55,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,4.38,2026-06-18 17:37:55,EXPAuto,F3,glycerol_g_l,0,True
DOE-LAB003-11,PAN,ST1,15,mg/L,18-06-2026 16:54:04,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,15.0,2026-06-18 16:54:04,EXPAuto,F3,pan_mg_l,0,True
DOE-LAB003-11,PYRUVIC ACID,ST1,76,mg/L,18-06-2026 17:37:31,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,76.0,2026-06-18 17:37:31,EXPAuto,F3,pyruvic_acid_mg_l,0,True
DOE-LAB003-11,GLU-FRU-320,ST1,"125,47",g/L,18-06-2026 17:35:31,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,125.47,2026-06-18 17:35:31,EXPAuto,F3,sugar_total_g_l,0,True
DOE-LAB003-11,GLUCOSE-320,ST1,"34,10",g/L,18-06-2026 17:35:07,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,34.1,2026-06-18 17:35:07,EXPAuto,F3,glucose_g_l,0,True
DOE-LAB003-11,ACETALDEHID-1000,ST1,129,mg/L,18-06-2026 17:37:31,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,129.0,2026-06-18 17:37:31,EXPAuto,F3,acetaldehyde_mg_l,0,True
DOE-LAB003-9,AMMONIA,ST1,-2,mg/L,18-06-2026 11:13:03,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,-2.0,2026-06-18 11:13:03,EXPAuto,F3,ammonia_mg_l,0,True
DOE-LAB003-9,GLYCEROL,ST1,"4,37",g/L,18-06-2026 11:46:08,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,4.37,2026-06-18 11:46:08,EXPAuto,F3,glycerol_g_l,0,True
DOE-LAB003-9,PAN,ST1,14,mg/L,18-06-2026 11:12:15,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,14.0,2026-06-18 11:12:15,EXPAuto,F3,pan_mg_l,0,True
DOE-LAB003-9,PYRUVIC ACID,ST1,82,mg/L,18-06-2026 11:32:41,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,82.0,2026-06-18 11:32:41,EXPAuto,F3,pyruvic_acid_mg_l,0,True
DOE-LAB003-9,GLU-FRU-320,ST1,"100,45",g/L,18-06-2026 11:32:17,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,100.45,2026-06-18 11:32:17,EXPAuto,F3,sugar_total_g_l,0,True
DOE-LAB003-9,GLUCOSE-320,ST1,"11,13",g/L,18-06-2026 11:31:29,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,11.13,2026-06-18 11:31:29,EXPAuto,F3,glucose_g_l,0,True
DOE-LAB003-9,ACETALDEHID-1000,ST1,116,mg/L,18-06-2026 11:45:30,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-18 10-48).txt,2026-06-18 10:48:00,116.0,2026-06-18 11:45:30,EXPAuto,F3,acetaldehyde_mg_l,0,True
DOE-LAB001-12,ACETIC ACID,ST1,"0,87",g/L,19-06-2026 10:50:16,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,0.87,2026-06-19 10:50:16,EXPAuto,F1,acetic_acid_g_l,0,True
DOE-LAB001-12,AMMONIA,ST1,1,mg/L,19-06-2026 10:33:50,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,1.0,2026-06-19 10:33:50,EXPAuto,F1,ammonia_mg_l,0,True
DOE-LAB001-12,GLYCEROL,ST1,"6,11",g/L,19-06-2026 10:50:16,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,6.11,2026-06-19 10:50:16,EXPAuto,F1,glycerol_g_l,0,True
DOE-LAB001-12,PAN,ST1,-9,mg/L,19-06-2026 10:32:14,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,-9.0,2026-06-19 10:32:14,EXPAuto,F1,pan_mg_l,0,True
DOE-LAB001-12,PYRUVIC ACID,ST1,40,mg/L,19-06-2026 10:47:28,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,40.0,2026-06-19 10:47:28,EXPAuto,F1,pyruvic_acid_mg_l,0,True
DOE-LAB001-12,GLU-FRU-320,ST1,"104,47",g/L,19-06-2026 10:47:52,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,104.47,2026-06-19 10:47:52,EXPAuto,F1,sugar_total_g_l,0,True
DOE-LAB001-12,GLUCOSE-320,ST1,"31,06",g/L,19-06-2026 10:47:28,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,31.06,2026-06-19 10:47:28,EXPAuto,F1,glucose_g_l,0,True
DOE-LAB001-12,ACETALDEHID-1000,ST1,125,mg/L,19-06-2026 10:49:52,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,125.0,2026-06-19 10:49:52,EXPAuto,F1,acetaldehyde_mg_l,0,True
DOE-LAB001-13,ACETIC ACID,ST1,"0,85",g/L,19-06-2026 12:48:21,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,0.85,2026-06-19 12:48:21,EXPAuto,F1,acetic_acid_g_l,0,True
DOE-LAB001-13,AMMONIA,ST1,1,mg/L,19-06-2026 12:37:32,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,1.0,2026-06-19 12:37:32,EXPAuto,F1,ammonia_mg_l,0,True
DOE-LAB001-13,GLYCEROL,ST1,"6,16",g/L,19-06-2026 12:48:24,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,6.16,2026-06-19 12:48:24,EXPAuto,F1,glycerol_g_l,0,True
DOE-LAB001-13,PAN,ST1,-10,mg/L,19-06-2026 12:35:55,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,-10.0,2026-06-19 12:35:55,EXPAuto,F1,pan_mg_l,0,True
DOE-LAB001-13,PYRUVIC ACID,ST1,35,mg/L,19-06-2026 12:45:35,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,35.0,2026-06-19 12:45:35,EXPAuto,F1,pyruvic_acid_mg_l,0,True
DOE-LAB001-13,GLU-FRU-320,ST1,"101,78",g/L,19-06-2026 12:45:57,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,101.78,2026-06-19 12:45:57,EXPAuto,F1,sugar_total_g_l,0,True
DOE-LAB001-13,GLUCOSE-320,ST1,"30,64",g/L,19-06-2026 12:45:33,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,30.64,2026-06-19 12:45:33,EXPAuto,F1,glucose_g_l,0,True
DOE-LAB001-13,ACETALDEHID-1000,ST1,117,mg/L,19-06-2026 12:47:57,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,117.0,2026-06-19 12:47:57,EXPAuto,F1,acetaldehyde_mg_l,0,True
DOE-LAB002-12,ACETIC ACID,ST1,"0,32",g/L,19-06-2026 10:57:53,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,0.32,2026-06-19 10:57:53,EXPAuto,F2,acetic_acid_g_l,0,True
DOE-LAB002-12,AMMONIA,ST1,-1,mg/L,19-06-2026 10:34:38,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,-1.0,2026-06-19 10:34:38,EXPAuto,F2,ammonia_mg_l,0,True
DOE-LAB002-12,GLYCEROL,ST1,"3,23",g/L,19-06-2026 10:57:53,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,3.23,2026-06-19 10:57:53,EXPAuto,F2,glycerol_g_l,0,True
DOE-LAB002-12,PAN,ST1,-29,mg/L,19-06-2026 10:33:02,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,-29.0,2026-06-19 10:33:02,EXPAuto,F2,pan_mg_l,0,True
DOE-LAB002-12,PYRUVIC ACID,ST1,49,mg/L,19-06-2026 10:58:17,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,49.0,2026-06-19 10:58:17,EXPAuto,F2,pyruvic_acid_mg_l,0,True
DOE-LAB002-12,GLU-FRU-320,ST1,"111,20",g/L,19-06-2026 10:54:40,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,111.2,2026-06-19 10:54:40,EXPAuto,F2,sugar_total_g_l,0,True
DOE-LAB002-12,GLUCOSE-320,ST1,"48,98",g/L,19-06-2026 10:53:52,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,48.98,2026-06-19 10:53:52,EXPAuto,F2,glucose_g_l,0,True
DOE-LAB002-12,ACETALDEHID-1000,ST1,56,mg/L,19-06-2026 10:57:29,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,56.0,2026-06-19 10:57:29,EXPAuto,F2,acetaldehyde_mg_l,0,True
DOE-LAB002-13,ACETIC ACID,ST1,"0,28",g/L,19-06-2026 12:55:58,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,0.28,2026-06-19 12:55:58,EXPAuto,F2,acetic_acid_g_l,0,True
DOE-LAB002-13,AMMONIA,ST1,-2,mg/L,19-06-2026 12:38:20,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,-2.0,2026-06-19 12:38:20,EXPAuto,F2,ammonia_mg_l,0,True
DOE-LAB002-13,GLYCEROL,ST1,"3,30",g/L,19-06-2026 12:55:58,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,3.3,2026-06-19 12:55:58,EXPAuto,F2,glycerol_g_l,0,True
DOE-LAB002-13,PAN,ST1,-32,mg/L,19-06-2026 12:36:44,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,-32.0,2026-06-19 12:36:44,EXPAuto,F2,pan_mg_l,0,True
DOE-LAB002-13,PYRUVIC ACID,ST1,48,mg/L,19-06-2026 12:53:09,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,48.0,2026-06-19 12:53:09,EXPAuto,F2,pyruvic_acid_mg_l,0,True
DOE-LAB002-13,GLU-FRU-320,ST1,"110,57",g/L,19-06-2026 12:52:45,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,110.57,2026-06-19 12:52:45,EXPAuto,F2,sugar_total_g_l,0,True
DOE-LAB002-13,GLUCOSE-320,ST1,"49,71",g/L,19-06-2026 12:51:57,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,49.71,2026-06-19 12:51:57,EXPAuto,F2,glucose_g_l,0,True
DOE-LAB002-13,ACETALDEHID-1000,ST1,59,mg/L,19-06-2026 12:55:34,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,59.0,2026-06-19 12:55:34,EXPAuto,F2,acetaldehyde_mg_l,0,True
DOE-LAB003-12,ACETIC ACID,ST1,"0,60",g/L,19-06-2026 11:07:29,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,0.6,2026-06-19 11:07:29,EXPAuto,F3,acetic_acid_g_l,0,True
DOE-LAB003-12,AMMONIA,ST1,-1,mg/L,19-06-2026 10:37:03,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,-1.0,2026-06-19 10:37:03,EXPAuto,F3,ammonia_mg_l,0,True
DOE-LAB003-12,GLYCEROL,ST1,"5,07",g/L,19-06-2026 11:07:30,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,5.07,2026-06-19 11:07:30,EXPAuto,F3,glycerol_g_l,0,True
DOE-LAB003-12,PAN,ST1,-26,mg/L,19-06-2026 10:35:26,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,-26.0,2026-06-19 10:35:26,EXPAuto,F3,pan_mg_l,0,True
DOE-LAB003-12,PYRUVIC ACID,ST1,76,mg/L,19-06-2026 11:04:41,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,76.0,2026-06-19 11:04:41,EXPAuto,F3,pyruvic_acid_mg_l,0,True
DOE-LAB003-12,GLU-FRU-320,ST1,"105,78",g/L,19-06-2026 11:04:17,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,105.78,2026-06-19 11:04:17,EXPAuto,F3,sugar_total_g_l,0,True
DOE-LAB003-12,GLUCOSE-320,ST1,"27,41",g/L,19-06-2026 11:03:53,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,27.41,2026-06-19 11:03:53,EXPAuto,F3,glucose_g_l,0,True
DOE-LAB003-12,ACETALDEHID-1000,ST1,90,mg/L,19-06-2026 11:07:05,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,90.0,2026-06-19 11:07:05,EXPAuto,F3,acetaldehyde_mg_l,0,True
DOE-LAB003-13,ACETIC ACID,ST1,"0,62",g/L,19-06-2026 13:03:34,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,0.62,2026-06-19 13:03:34,EXPAuto,F3,acetic_acid_g_l,0,True
DOE-LAB003-13,AMMONIA,ST1,1,mg/L,19-06-2026 12:40:44,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,1.0,2026-06-19 12:40:44,EXPAuto,F3,ammonia_mg_l,0,True
DOE-LAB003-13,GLYCEROL,ST1,"5,15",g/L,19-06-2026 13:03:35,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,5.15,2026-06-19 13:03:35,EXPAuto,F3,glycerol_g_l,0,True
DOE-LAB003-13,PAN,ST1,-27,mg/L,19-06-2026 12:39:08,fermentation_model\data\Laboratorio 2026\DOE_Lote_1\Y15_lote1\EXPAuto(2026-06-19 10-18).txt,2026-06-19 10:18:00,-27.0,2026-06-19 12:39:08,EXPAuto,F3,pan_mg_l,0,True
