fit,medium,batch,state,n,sse,wsse,rmse,weighted_rmse,mean_bias
synthetic_reduced11,synthetic,MS012,E,4,591.4596159014867,105.2833402732611,12.15997138053259,5.13038352058745,-10.503201154213688
synthetic_reduced11,synthetic,MS012,Gly,9,9.106526110235595,73.68303698524528,1.0059007080575206,2.861294131939549,-0.21340258596769798
synthetic_reduced11,synthetic,MS013,X,7,1.8197114903673937,162.55273066080775,0.5098615344759782,4.818902226216016,0.14340958215016553
synthetic_reduced11,synthetic,MS013,Xd,8,1.5556172313787817,283.14030678908205,0.44096729348370917,5.949162827544331,-0.3881088727139489
synthetic_reduced11,synthetic,MS013,N,8,0.06447683991519129,380.9500647821633,0.08977530278088129,6.900634615582136,-0.08081551194867329
synthetic_reduced11,synthetic,MS013,G,8,262.3090921361679,41.39795650061157,5.726136264272881,2.2748064890395505,0.851015323830283
synthetic_reduced11,synthetic,MS013,F,8,328.36685709641785,50.27601149724511,6.406704077530991,2.5068907908314713,-1.6337746865091194
synthetic_reduced11,synthetic,MS013,E,4,103.19979455562374,14.42820561232092,5.079364983824842,1.8992238949318825,-2.9215707070233137
synthetic_reduced11,synthetic,MS013,Gly,8,2.040272802167675,16.46640880980475,0.5050090100888888,1.4346780479346555,-0.20084790273312658
synthetic_reduced11,synthetic,MS014,X,7,1.0458355812752373,136.48089042604198,0.3865295370852267,4.415571317605814,0.2608339612164395
synthetic_reduced11,synthetic,MS014,Xd,8,1.5177659661915013,264.44733457102444,0.4355694500007291,5.749427521186615,-0.3580534594419168
synthetic_reduced11,synthetic,MS014,N,8,0.08355928769416221,484.63610626888993,0.1022003471704978,7.783284222204098,-0.09407135133198383
synthetic_reduced11,synthetic,MS014,G,8,142.77502708304172,19.941089444666538,4.2245565903867615,1.5788084686190778,-3.2000147645934494
synthetic_reduced11,synthetic,MS014,F,8,79.99561872105416,12.603207644759191,3.1621910663544304,1.2551497741683655,-1.3401747428505508
synthetic_reduced11,synthetic,MS014,E,4,56.22761178008938,9.137721972288752,3.749253651731548,1.511433257895362,-0.7643152530995323
synthetic_reduced11,synthetic,MS014,Gly,8,4.323737641159201,35.173036836389116,0.7351647469410513,2.0968141559395863,-0.34764900639009433
synthetic_reduced11,synthetic,MS015,X,7,1.9178677233478303,281.10652611434284,0.5234320427098482,6.33703993668904,0.4931918146743942
synthetic_reduced11,synthetic,MS015,Xd,8,1.7432277081412342,284.98261799735303,0.46680131053549356,5.968486177387791,-0.4178147640156493
synthetic_reduced11,synthetic,MS015,N,8,0.13083854443410642,562.5351703208142,0.1278859572207336,8.385517055620468,-0.11550588447706647
synthetic_reduced11,synthetic,MS015,G,8,1103.509653627556,171.97451299733515,11.74473101877793,4.636465693248133,-10.59127294576452
synthetic_reduced11,synthetic,MS015,F,8,1255.3723911708448,199.07709390493227,12.526833155125663,4.988450334333954,-10.332828744559384
synthetic_reduced11,synthetic,MS015,E,4,428.14642285875334,105.212840892115,10.345849685486849,5.128665540179896,8.726396131262577
synthetic_reduced11,synthetic,MS015,Gly,8,1.6249876213472554,13.237432877693973,0.4506921928194529,1.2863433094286092,0.2659792454894834
synthetic_reduced11,synthetic,MS016,X,7,1.3192287486270322,140.70506840484762,0.4341212386003036,4.483383104067214,0.2858558675091604
synthetic_reduced11,synthetic,MS016,Xd,8,1.4597208378603628,241.14076168635242,0.4271593434920339,5.490227245824534,-0.22800848556750228
synthetic_reduced11,synthetic,MS016,N,8,0.08605176641218794,543.7392475004043,0.10371340704809331,8.244234709028518,-0.09144749402483007
synthetic_reduced11,synthetic,MS016,G,8,1016.7176737251111,162.67137531543924,11.273407169779636,4.50931501610055,7.211163483688763
synthetic_reduced11,synthetic,MS016,F,8,366.96651914304334,56.558315819879574,6.772799634780319,2.6589075721966995,3.2850814272209865
synthetic_reduced11,synthetic,MS016,E,4,531.4214385911966,88.1131838619215,11.526289934224247,4.693431150606172,-9.97807209145786
synthetic_reduced11,synthetic,MS016,Gly,8,15.284515237499885,124.50883714300397,1.3822316754753834,3.945073464826162,-0.941441550609859
mixed_reduced11,natural,LAB004,X,12,2.1703775589588217,384.19281171327805,0.42528202005246096,5.6582742636578836,-0.01699232100877181
mixed_reduced11,natural,LAB004,Xd,12,0.28358649000000014,69.259515536804,0.1537277057006967,2.402420923721251,-0.056975000000000116
mixed_reduced11,natural,LAB004,N,13,0.014455152850840255,94.16209876525335,0.03334568689770867,2.6913265068657033,-0.026114605476100672
mixed_reduced11,natural,LAB004,G,13,158.75908635483535,25.40145381677366,3.494601180665744,1.3978404722662976,0.7314074196299853
mixed_reduced11,natural,LAB004,F,13,553.3082402396434,88.52931843834294,6.523969062321373,2.609587624928549,-1.1956843332797313
mixed_reduced11,natural,LAB004,E,5,441.58829361193074,104.37129594259764,9.39774753450986,4.5688356491035576,-7.153282913147774
mixed_reduced11,natural,LAB004,Gly,13,5.24053506514191,42.779878082791114,0.6349158069649811,1.814045162757089,-0.4547506139645714
mixed_reduced11,natural,LAB005,X,12,1.516363493222072,221.2058317611643,0.3554766158767306,4.293462392222664,0.03707398952767162
mixed_reduced11,natural,LAB005,Xd,12,0.40530792187557046,74.11563265769875,0.18378155553889933,2.4852168359068583,-0.039696444221256975
mixed_reduced11,natural,LAB005,N,13,0.02465435273407532,149.18536666578464,0.043548693113019454,3.3875946386528577,-0.03299905960454048
