analysis,direction,eigenvalue,relative_eigenvalue
mixed_prior_plus_hybrid_campaign,1,0.11184363631068646,5.120344395168282e-07
mixed_prior_plus_hybrid_campaign,2,3.465286021770783,1.5864521616536232e-05
mixed_prior_plus_hybrid_campaign,3,8.924186913030997,4.0856066512928936e-05
mixed_prior_plus_hybrid_campaign,4,11.354033884022908,5.198021602151057e-05
mixed_prior_plus_hybrid_campaign,5,31.05944553273181,0.00014219410517803626
mixed_prior_plus_hybrid_campaign,6,115.37961000393067,0.0005282225783138994
mixed_prior_plus_hybrid_campaign,7,153.9908790678796,0.0007049898953141562
mixed_prior_plus_hybrid_campaign,8,256.33151665498343,0.0011735183939865536
mixed_prior_plus_hybrid_campaign,9,456.792938962072,0.0020912563664057223
mixed_prior_plus_hybrid_campaign,10,1476.3273741141847,0.0067588151144159425
mixed_prior_plus_hybrid_campaign,11,1898.274801779002,0.008690544283429726
mixed_prior_plus_hybrid_campaign,12,8186.684872878798,0.03747968805968504
mixed_prior_plus_hybrid_campaign,13,17598.345660967043,0.08056747217969061
mixed_prior_plus_hybrid_campaign,14,37695.54891661896,0.172575033309749
mixed_prior_plus_hybrid_campaign,15,66967.03729338983,0.30658364246466385
mixed_prior_plus_hybrid_campaign,16,141738.98397584129,0.6488991561053183
mixed_prior_plus_hybrid_campaign,17,218429.90955105604,1.0
