analysis,direction,eigenvalue,relative_eigenvalue
natural_current,1,0.036862487983757686,4.49689321900551e-07
natural_current,2,0.32958818631919834,4.020680537830706e-06
natural_current,3,0.5430562640196172,6.62479980267285e-06
natural_current,4,0.5986068708782318,7.302467428917216e-06
natural_current,5,0.8187230087001657,9.987687070090864e-06
natural_current,6,15.358591952887743,0.0001873610593968732
natural_current,7,15.785159041249283,0.0001925647956393893
natural_current,8,28.29323441740548,0.0003451521070727095
natural_current,9,75.29603688855802,0.0009185441792516505
natural_current,10,127.88090690695623,0.0015600324735637805
natural_current,11,230.20416882991026,0.0028082845798529754
natural_current,12,2016.2981626670874,0.024597030833040955
natural_current,13,2697.5474196954083,0.03290766131933107
natural_current,14,8485.991094646359,0.1035214872823306
natural_current,15,13505.112330652313,0.1647502688597073
natural_current,16,45629.056010235465,0.5566335963336513
natural_current,17,81973.23393840746,1.0
synthetic_current,1,0.0021777361064450195,3.4569738324483896e-08
synthetic_current,2,0.08491140052199347,1.3478974280325034e-06
synthetic_current,3,0.27553646060750175,4.373910738709737e-06
synthetic_current,4,1.553183665556783,2.46554909611204e-05
synthetic_current,5,2.197892355356768,3.488970190887787e-05
synthetic_current,6,7.894304757413831,0.00012531548194010458
synthetic_current,7,36.927303736138526,0.0005861900454371121
synthetic_current,8,57.42384600794616,0.0009115555021589462
synthetic_current,9,156.4757990714749,0.0024839223687417775
synthetic_current,10,232.6975460988523,0.003693878819191973
synthetic_current,11,729.1596941280562,0.01157479997147855
synthetic_current,12,2219.8291416639654,0.03523793003444166
synthetic_current,13,4800.470587055109,0.07620345345689222
synthetic_current,14,13100.779794607737,0.20796391629176
synthetic_current,15,20478.65687815086,0.32508154106432396
synthetic_current,16,34793.273238704176,0.5523140970821013
synthetic_current,17,62995.44665348668,1.0
mixed_current_reducedprior,1,0.004577250110405063,3.486758079027382e-08
mixed_current_reducedprior,2,0.14239552143007347,1.0847096461584612e-06
mixed_current_reducedprior,3,1.6484156850611278,1.2556942637713342e-05
mixed_current_reducedprior,4,4.6577757831410205,3.5480991753644505e-05
mixed_current_reducedprior,5,5.528443242918329,4.211337304437569e-05
mixed_current_reducedprior,6,11.469262949436644,8.736805786192592e-05
mixed_current_reducedprior,7,92.07367380855094,0.0007013788153894142
mixed_current_reducedprior,8,110.62424088158846,0.0008426892923183862
mixed_current_reducedprior,9,218.0959110892787,0.001661363617130558
mixed_current_reducedprior,10,307.2214990058044,0.0023402851447298233
mixed_current_reducedprior,11,549.6384402019353,0.004186916217581368
mixed_current_reducedprior,12,3987.402604980993,0.030374368697151998
mixed_current_reducedprior,13,6332.382356988676,0.0482374456500189
mixed_current_reducedprior,14,22239.92949525745,0.16941449991625196
mixed_current_reducedprior,15,37154.4168586134,0.28302683932178013
mixed_current_reducedprior,16,65790.15476573037,0.5011619380999305
mixed_current_reducedprior,17,131275.24212066556,1.0
mixed_current_full_l2,1,0.02551901451874929,1.9251026919779852e-07
mixed_current_full_l2,2,1.474667859443994,1.1124595206853553e-05
mixed_current_full_l2,3,2.5283462771905323,1.9073331459942923e-05
mixed_current_full_l2,4,3.8281706196442027,2.8878942640255522e-05
mixed_current_full_l2,5,10.48660973226919,7.910885669382573e-05
mixed_current_full_l2,6,14.444137016878539,0.00010896363977559491
mixed_current_full_l2,7,70.50236286315275,0.0005318555245891058
mixed_current_full_l2,8,109.17412829133475,0.000823587478715456
mixed_current_full_l2,9,193.6291269143303,0.0014606988572942483
mixed_current_full_l2,10,338.24901970233213,0.0025516819934776553
mixed_current_full_l2,11,640.9544167630164,0.004835230107491381
mixed_current_full_l2,12,3904.7654358713407,0.029456758397216225
mixed_current_full_l2,13,8545.276928398289,0.06446383580553396
mixed_current_full_l2,14,20535.47374369314,0.15491544846287597
mixed_current_full_l2,15,36317.61102817163,0.2739726908544005
mixed_current_full_l2,16,71031.17252063206,0.5358447573802443
mixed_current_full_l2,17,132559.2376193151,1.0
